Method,eccentricity
SoftWorx,0.853272947
SoftWorx,0.987425395
SoftWorx,0.981105532
SoftWorx,0.936725866
SoftWorx,0.953112933
SoftWorx,0.987277093
SoftWorx,0.980728499
SoftWorx,0.988500417
SoftWorx,0.992664566
SoftWorx,0.978995089
SoftWorx,0.981740224
SoftWorx,0.988420266
SoftWorx,0.985519237
SoftWorx,0.99156784
SoftWorx,0.993678664
SoftWorx,0.968528064
SoftWorx,0.951847207
SoftWorx,0.971205797
SoftWorx,0.98909446
SoftWorx,0.960069101
SoftWorx,0.993609808
SoftWorx,0.984776849
SoftWorx,0.983241198
SoftWorx,0.947342944
SoftWorx,0.993081046
SoftWorx,0.986253474
SoftWorx,0.959691488
SoftWorx,0.984667195
SoftWorx,0.981449968
SoftWorx,0.992171418
SoftWorx,0.974304476
SoftWorx,0.988020241
SoftWorx,0.993567767
SoftWorx,0.990890477
SoftWorx,0.972635289
SoftWorx,0.971349837
SoftWorx,0.97142413
SoftWorx,0.974867372
SoftWorx,0.984545644
SoftWorx,0.975620505
SoftWorx,0.968664588
SoftWorx,0.977749156
SoftWorx,0.982839161
SoftWorx,0.985886052
SoftWorx,0.981380842
SoftWorx,0.981190897
SoftWorx,0.987839898
SoftWorx,0.984260336
SoftWorx,0.954543356
SoftWorx,0.969044893
SoftWorx,0.981704204
SoftWorx,0.96989486
SoftWorx,0.976353435
SoftWorx,0.985938118
SoftWorx,0.991762828
SoftWorx,0.984524384
SoftWorx,0.993442788
SoftWorx,0.972349703
SoftWorx,0.968270547
SoftWorx,0.97039543
SoftWorx,0.976979567
SoftWorx,0.951634155
SoftWorx,0.962578982
SoftWorx,0.972284356
SoftWorx,0.990143848
SoftWorx,0.98142632
SoftWorx,0.982162702
SoftWorx,0.974962235
SoftWorx,0.991954234
SoftWorx,0.968304687
SoftWorx,0.960534673
SoftWorx,0.972471274
SoftWorx,0.985537147
SoftWorx,0.966647203
SoftWorx,0.960318119
SoftWorx,0.987333713
SoftWorx,0.976250616
SoftWorx,0.97337192
SoftWorx,0.991268626
SoftWorx,0.98917851
SoftWorx,0.992870071
SoftWorx,0.994438585
SoftWorx,0.990539828
SoftWorx,0.977332111
SoftWorx,0.983094158
SoftWorx,0.980010087
SoftWorx,0.989958385
SoftWorx,0.989604363
SoftWorx,0.976954952
SoftWorx,0.970702911
SoftWorx,0.991172107
SoftWorx,0.984582426
SoftWorx,0.980718346
SoftWorx,0.993092695
SoftWorx,0.989083315
SoftWorx,0.986592237
SoftWorx,0.990924777
SoftWorx,0.983936307
SoftWorx,0.971095281
SoftWorx,0.983476148
SoftWorx,0.980725451
SoftWorx,0.99189025
SoftWorx,0.966605108
SoftWorx,0.982234121
SoftWorx,0.987927889
SoftWorx,0.983277757
SoftWorx,0.980507291
SoftWorx,0.977325612
SoftWorx,0.991099206
SoftWorx,0.99584527
SoftWorx,0.990279987
SoftWorx,0.973734828
SoftWorx,0.988869953
SoftWorx,0.992285775
SoftWorx,0.987534435
SoftWorx,0.990148223
SoftWorx,0.992339449
SoftWorx,0.989045315
SoftWorx,0.982240405
SoftWorx,0.988272051
SoftWorx,0.984698961
SoftWorx,0.969908089
SoftWorx,0.985276362
SoftWorx,0.977995745
SoftWorx,0.910540056
SoftWorx,0.97711009
SoftWorx,0.977807984
SoftWorx,0.983643416
SoftWorx,0.986201332
SoftWorx,0.984262111
SoftWorx,0.985851523
SoftWorx,0.980069966
SoftWorx,0.969598261
SoftWorx,0.984244688
SoftWorx,0.923203247
SoftWorx,0.864511085
SoftWorx,0.980261709
SoftWorx,0.984706175
SoftWorx,0.972967486
SoftWorx,0.986967397
SoftWorx,0.972664514
SoftWorx,0.993541407
SoftWorx,0.969546179
SoftWorx,0.988984496
SoftWorx,0.980038487
SoftWorx,0.977525595
SoftWorx,0.992872641
SoftWorx,0.9927788
SoftWorx,0.974017595
SoftWorx,0.974692613
SoftWorx,0.978406575
SoftWorx,0.983456683
SoftWorx,0.98124585
SoftWorx,0.985175758
SoftWorx,0.978046229
SoftWorx,0.994661473
SoftWorx,0.9017686
SoftWorx,0.967251434
SoftWorx,0.922106952
SoftWorx,0.986887849
SoftWorx,0.967511628
SoftWorx,0.906668286
SoftWorx,0.946716099
SoftWorx,0.984629039
SoftWorx,0.980248457
SoftWorx,0.986574397
SoftWorx,0.985881954
SoftWorx,0.989224428
SoftWorx,0.984107918
SoftWorx,0.986963634
SoftWorx,0.984611738
SoftWorx,0.983859903
SoftWorx,0.993859543
SoftWorx,0.992421144
SoftWorx,0.976024872
SoftWorx,0.977090591
SoftWorx,0.974894013
SoftWorx,0.976105519
SoftWorx,0.990513311
SoftWorx,0.989411126
SoftWorx,0.989504706
SoftWorx,0.986193406
SoftWorx,0.985425908
SoftWorx,0.982402531
SoftWorx,0.986084268
SoftWorx,0.989892715
SoftWorx,0.989957254
SoftWorx,0.99101505
SoftWorx,0.96592899
SoftWorx,0.962605216
SoftWorx,0.991586838
SoftWorx,0.986997101
SoftWorx,0.973762795
SoftWorx,0.978610852
SoftWorx,0.984222701
SoftWorx,0.953214073
SoftWorx,0.993514023
SoftWorx,0.990741297
SoftWorx,0.94944262
SoftWorx,0.97341873
SoftWorx,0.969279163
SoftWorx,0.977362746
SoftWorx,0.971343625
SoftWorx,0.974556899
SoftWorx,0.958392994
SoftWorx,0.984955428
SoftWorx,0.975254799
SoftWorx,0.973717123
SoftWorx,0.959009029
SoftWorx,0.972341301
SoftWorx,0.987525062
SoftWorx,0.99190315
SoftWorx,0.9916455
SoftWorx,0.993744619
SoftWorx,0.994227112
SoftWorx,0.984743068
SoftWorx,0.982994761
SoftWorx,0.976722052
SoftWorx,0.987645786
SoftWorx,0.990339134
SoftWorx,0.988568271
SoftWorx,0.989185019
SoftWorx,0.991042902
SoftWorx,0.936471039
SoftWorx,0.991751148
SoftWorx,0.984195051
SoftWorx,0.988269714
SoftWorx,0.973161693
SoftWorx,0.958296495
SoftWorx,0.982285363
SoftWorx,0.92201849
SoftWorx,0.985144148
SoftWorx,0.958888854
SoftWorx,0.988154195
SoftWorx,0.984815374
SoftWorx,0.993927725
SoftWorx,0.993569246
SoftWorx,0.994084838
SoftWorx,0.990031714
SoftWorx,0.97955244
SoftWorx,0.956314625
SoftWorx,0.973997608
SoftWorx,0.987972939
SoftWorx,0.985308059
SoftWorx,0.995152607
SoftWorx,0.98014874
SoftWorx,0.988176972
SoftWorx,0.98176989
SoftWorx,0.994463511
SoftWorx,0.985032339
SoftWorx,0.972779463
SoftWorx,0.987169841
SoftWorx,0.996826751
SoftWorx,0.979131146
SoftWorx,0.982507028
SoftWorx,0.990777914
SoftWorx,0.980534177
SoftWorx,0.991152315
SoftWorx,0.983347852
SoftWorx,0.978229884
SoftWorx,0.974094583
SoftWorx,0.982242948
SoftWorx,0.985945478
SoftWorx,0.97850333
SoftWorx,0.987747544
SoftWorx,0.980705911
SoftWorx,0.970002889
SoftWorx,0.956532534
SoftWorx,0.99035992
SoftWorx,0.982716046
SoftWorx,0.970670884
SoftWorx,0.973998315
SoftWorx,0.968708183
SoftWorx,0.978626688
SoftWorx,0.980579518
SoftWorx,0.926989364
SoftWorx,0.86351367
SoftWorx,0.984929658
SoftWorx,0.989488901
SoftWorx,0.98851014
SoftWorx,0.991775586
SoftWorx,0.950400594
SoftWorx,0.985670573
SoftWorx,0.989584625
SoftWorx,0.989399262
SoftWorx,0.985387083
SoftWorx,0.97386047
SoftWorx,0.97609654
SoftWorx,0.97625303
SoftWorx,0.988743093
SoftWorx,0.97868894
SoftWorx,0.984822038
SoftWorx,0.984086282
SoftWorx,0.977031366
SoftWorx,0.967407599
SoftWorx,0.984556688
SoftWorx,0.977387172
SoftWorx,0.986987509
SoftWorx,0.991208898
SoftWorx,0.979971965
SoftWorx,0.989168802
SoftWorx,0.974710186
SoftWorx,0.957594272
SoftWorx,0.891905053
SoftWorx,0.988862754
SoftWorx,0.985102303
SoftWorx,0.983402223
SoftWorx,0.981297129
SoftWorx,0.994778122
SoftWorx,0.981483171
SoftWorx,0.973877448
SoftWorx,0.988663783
SoftWorx,0.988818303
SoftWorx,0.973954792
SoftWorx,0.987307094
SoftWorx,0.980496819
SoftWorx,0.984010171
SoftWorx,0.989103294
SoftWorx,0.993091094
SoftWorx,0.985611675
SoftWorx,0.983950859
SoftWorx,0.976127369
SoftWorx,0.988604811
SoftWorx,0.981848226
SoftWorx,0.989618973
SoftWorx,0.984221425
SoftWorx,0.984049173
SoftWorx,0.98866533
SoftWorx,0.980939425
SoftWorx,0.989999992
SoftWorx,0.988249133
SoftWorx,0.954767144
SoftWorx,0.988969098
SoftWorx,0.988888839
SoftWorx,0.989008482
SoftWorx,0.950049876
SoftWorx,0.960328287
SoftWorx,0.970513299
SoftWorx,0.966488722
SoftWorx,0.992677485
SoftWorx,0.98145048
SoftWorx,0.985513147
SoftWorx,0.981462651
SoftWorx,0.988511542
SoftWorx,0.976272349
SoftWorx,0.988792026
SoftWorx,0.981909308
SoftWorx,0.984151108
SoftWorx,0.983936929
SoftWorx,0.984116007
SoftWorx,0.976367558
SoftWorx,0.986754719
SoftWorx,0.990007173
SoftWorx,0.97967077
SoftWorx,0.980127801
SoftWorx,0.980070165
SoftWorx,0.991225589
SoftWorx,0.978878957
SoftWorx,0.986060536
SoftWorx,0.980675467
SoftWorx,0.989687392
SoftWorx,0.988922287
SoftWorx,0.986600009
SoftWorx,0.986941113
SoftWorx,0.982852189
SoftWorx,0.990969011
SoftWorx,0.984179503
SoftWorx,0.979380826
SoftWorx,0.992992819
SoftWorx,0.981008234
SoftWorx,0.980257151
SoftWorx,0.981274059
SoftWorx,0.992391857
SoftWorx,0.991155586
SoftWorx,0.983327272
SoftWorx,0.980998146
SoftWorx,0.971280717
SoftWorx,0.984056458
SoftWorx,0.988210031
SoftWorx,0.99503213
SoftWorx,0.977966756
SoftWorx,0.984256357
SoftWorx,0.99356191
SoftWorx,0.984179827
SoftWorx,0.979144939
SoftWorx,0.981701167
SoftWorx,0.98816114
SoftWorx,0.990220878
SoftWorx,0.984024076
SoftWorx,0.977884
SoftWorx,0.987562572
SoftWorx,0.987460381
SoftWorx,0.982825831
SoftWorx,0.976691776
SoftWorx,0.983217688
SoftWorx,0.981908032
SoftWorx,0.990988514
SoftWorx,0.988314922
SoftWorx,0.986915045
SoftWorx,0.985613855
SoftWorx,0.983881576
SoftWorx,0.987327167
SoftWorx,0.988400826
SoftWorx,0.983380079
SoftWorx,0.979693816
SoftWorx,0.986114152
SoftWorx,0.991306253
SoftWorx,0.981836468
SoftWorx,0.992777849
SoftWorx,0.98879998
SoftWorx,0.981041392
SoftWorx,0.977071215
SoftWorx,0.980290627
SoftWorx,0.98621018
SoftWorx,0.990486157
SoftWorx,0.986374281
SoftWorx,0.987426188
SoftWorx,0.989013495
SoftWorx,0.983014311
SoftWorx,0.987515568
SoftWorx,0.979498917
SoftWorx,0.990010132
SoftWorx,0.981900458
SoftWorx,0.977060623
SoftWorx,0.990386436
SoftWorx,0.981084914
SoftWorx,0.988490862
SoftWorx,0.992305098
SoftWorx,0.974604056
SoftWorx,0.984721001
SoftWorx,0.985767371
SoftWorx,0.985174216
SoftWorx,0.993292982
SoftWorx,0.990604794
SoftWorx,0.98761672
SoftWorx,0.985596452
SoftWorx,0.984651343
SoftWorx,0.931434871
SoftWorx,0.877086197
SoftWorx,0.949794238
SoftWorx,0.991537378
SoftWorx,0.990359691
SoftWorx,0.989728586
SoftWorx,0.988270625
SoftWorx,0.984895732
SoftWorx,0.988162588
SoftWorx,0.977158036
SoftWorx,0.983941914
SoftWorx,0.984168593
SoftWorx,0.989677617
SoftWorx,0.981389351
SoftWorx,0.979491376
SoftWorx,0.980074381
SoftWorx,0.980141249
SoftWorx,0.977928204
SoftWorx,0.988561959
SoftWorx,0.976643515
SoftWorx,0.987255967
SoftWorx,0.979553741
SoftWorx,0.986414643
SoftWorx,0.980791982
SoftWorx,0.985408076
SoftWorx,0.975741593
SoftWorx,0.992466774
SoftWorx,0.98677583
SoftWorx,0.990851445
SoftWorx,0.980303712
SoftWorx,0.992058505
SoftWorx,0.992007472
SoftWorx,0.963583262
SoftWorx,0.990292619
SoftWorx,0.940279349
SoftWorx,0.975406408
SoftWorx,0.972841894
SoftWorx,0.991107547
SoftWorx,0.971168188
SoftWorx,0.981176991
SoftWorx,0.975280117
SoftWorx,0.983662967
SoftWorx,0.99029807
SoftWorx,0.990629221
SoftWorx,0.979899367
SoftWorx,0.980294737
SoftWorx,0.963661875
SoftWorx,0.988760045
SoftWorx,0.994559547
SoftWorx,0.970798561
SoftWorx,0.993393369
SoftWorx,0.991242945
SoftWorx,0.988586598
SoftWorx,0.991613946
SoftWorx,0.997394898
SoftWorx,0.986456385
SoftWorx,0.992918557
SoftWorx,0.985628798
SoftWorx,0.981305778
SoftWorx,0.979910042
SoftWorx,0.993725554
SoftWorx,0.962633687
SoftWorx,0.973074882
SoftWorx,0.976461463
SoftWorx,0.972143706
SoftWorx,0.983562091
SoftWorx,0.981231304
SoftWorx,0.988358259
SoftWorx,0.979384649
SoftWorx,0.977363129
SoftWorx,0.97592222
SoftWorx,0.994489141
SoftWorx,0.982421045
SoftWorx,0.994253864
SoftWorx,0.986043316
SoftWorx,0.985799826
SoftWorx,0.983803139
SoftWorx,0.981337749
SoftWorx,0.977660571
SoftWorx,0.978514985
SoftWorx,0.982136987
SoftWorx,0.984189642
SoftWorx,0.986905267
SoftWorx,0.974175567
SoftWorx,0.993640548
SoftWorx,0.978938671
SoftWorx,0.977072885
SoftWorx,0.993678874
SoftWorx,0.986035407
SoftWorx,0.996074271
SoftWorx,0.994309609
SoftWorx,0.984518358
SoftWorx,0.993470497
SoftWorx,0.994141841
SoftWorx,0.993365657
SoftWorx,0.963491945
SoftWorx,0.966746485
SoftWorx,0.975106708
SoftWorx,0.991596267
SoftWorx,0.988181797
SoftWorx,0.993049632
SoftWorx,0.984421073
SoftWorx,0.988598007
SoftWorx,0.99219209
SoftWorx,0.984591967
SoftWorx,0.984484268
SoftWorx,0.987011561
SoftWorx,0.988529481
SoftWorx,0.98217802
SoftWorx,0.971519197
SoftWorx,0.984332724
SoftWorx,0.991656188
SoftWorx,0.988360731
SoftWorx,0.965751504
SoftWorx,0.983297282
SoftWorx,0.969312391
SoftWorx,0.974215485
SoftWorx,0.973425371
SoftWorx,0.92658372
SoftWorx,0.856902444
SoftWorx,0.975708129
SoftWorx,0.960520449
SoftWorx,0.9286412
SoftWorx,0.983759132
SoftWorx,0.967977194
SoftWorx,0.993046578
SoftWorx,0.910920552
SoftWorx,0.914316214
SoftWorx,0.988467322
SoftWorx,0.980409481
SoftWorx,0.992039024
SoftWorx,0.984035044
SoftWorx,0.979096834
SoftWorx,0.98612865
SoftWorx,0.971988472
SoftWorx,0.982370428
SoftWorx,0.985085546
SoftWorx,0.984310053
SoftWorx,0.990531066
SoftWorx,0.982720735
SoftWorx,0.846579648
SoftWorx,0.987949509
SoftWorx,0.983433782
SoftWorx,0.981530487
SoftWorx,0.976583872
SoftWorx,0.972677349
SoftWorx,0.958477202
SoftWorx,0.982867661
SoftWorx,0.98049983
SoftWorx,0.977405448
SoftWorx,0.981406652
SoftWorx,0.980871108
SoftWorx,0.972557291
SoftWorx,0.992330862
SoftWorx,0.984744188
SoftWorx,0.98305205
SoftWorx,0.981921052
SoftWorx,0.98694415
SoftWorx,0.975602312
SoftWorx,0.978186193
SoftWorx,0.98011499
SoftWorx,0.981962919
SoftWorx,0.973581252
SoftWorx,0.982005684
SoftWorx,0.979925646
SoftWorx,0.990572766
SoftWorx,0.985138132
SoftWorx,0.983292631
SoftWorx,0.987707592
SoftWorx,0.990793275
SoftWorx,0.988316576
SoftWorx,0.972047804
SoftWorx,0.979473623
SoftWorx,0.989237472
SoftWorx,0.980351764
SoftWorx,0.985917426
SoftWorx,0.984857096
SoftWorx,0.968201306
SoftWorx,0.976177867
SoftWorx,0.952644095
SoftWorx,0.978165776
SoftWorx,0.917573842
SoftWorx,0.966476761
SoftWorx,0.989324509
SoftWorx,0.871319149
SoftWorx,0.924696426
SoftWorx,0.972671853
SoftWorx,0.982734979
SoftWorx,0.994480571
SoftWorx,0.987039676
SoftWorx,0.957458152
SoftWorx,0.975086272
SoftWorx,0.919529493
SoftWorx,0.904621773
SoftWorx,0.984987135
SoftWorx,0.992314133
SoftWorx,0.989295031
SoftWorx,0.987847189
SoftWorx,0.987460113
SoftWorx,0.986234083
SoftWorx,0.990669356
SoftWorx,0.964163152
SoftWorx,0.981004221
SoftWorx,0.988732339
SoftWorx,0.981488033
SoftWorx,0.97261422
SoftWorx,0.984511955
SoftWorx,0.982792456
SoftWorx,0.980671722
SoftWorx,0.98170406
SoftWorx,0.974576727
SoftWorx,0.985084363
SoftWorx,0.979624073
SoftWorx,0.977843525
SoftWorx,0.975009121
SoftWorx,0.97719938
SoftWorx,0.984581093
SoftWorx,0.980909661
SoftWorx,0.987467684
SoftWorx,0.981099469
SoftWorx,0.993405041
SoftWorx,0.989363829
SoftWorx,0.992247238
SoftWorx,0.994888062
SoftWorx,0.981261856
SoftWorx,0.966628572
SoftWorx,0.976834438
SoftWorx,0.979564988
SoftWorx,0.984378847
SoftWorx,0.97681735
SoftWorx,0.97777394
SoftWorx,0.986084264
SoftWorx,0.987025454
SoftWorx,0.987047797
SoftWorx,0.983918435
SoftWorx,0.982138985
SoftWorx,0.983239265
SoftWorx,0.968976724
SoftWorx,0.975717012
SoftWorx,0.992314731
SoftWorx,0.971013388
SoftWorx,0.967444421
SoftWorx,0.971528563
SoftWorx,0.965994735
SoftWorx,0.969956794
SoftWorx,0.992416737
SoftWorx,0.974054821
SoftWorx,0.980053622
SoftWorx,0.969512045
SoftWorx,0.982237456
SoftWorx,0.980319349
SoftWorx,0.979255098
SoftWorx,0.988047347
SoftWorx,0.978552816
SoftWorx,0.977545179
SoftWorx,0.990563786
SoftWorx,0.991308931
SoftWorx,0.992266
SoftWorx,0.854888776
SoftWorx,0.97837152
SoftWorx,0.98206728
SoftWorx,0.989535837
SoftWorx,0.977269756
SoftWorx,0.984106422
SoftWorx,0.97510233
SoftWorx,0.977558497
SoftWorx,0.974555284
SoftWorx,0.984922137
SoftWorx,0.969929734
SoftWorx,0.987811364
SoftWorx,0.971354542
SoftWorx,0.977005446
SoftWorx,0.976969394
SoftWorx,0.983590067
SoftWorx,0.982960824
SoftWorx,0.979310772
SoftWorx,0.981309608
SoftWorx,0.977605346
SoftWorx,0.976028763
SoftWorx,0.975929955
SoftWorx,0.987032952
SoftWorx,0.988399268
SoftWorx,0.982265379
SoftWorx,0.979328636
SoftWorx,0.98029005
SoftWorx,0.983894552
SoftWorx,0.985403176
SoftWorx,0.983589458
SoftWorx,0.979322058
SoftWorx,0.986349287
SoftWorx,0.978406046
SoftWorx,0.979755381
SoftWorx,0.976236512
SoftWorx,0.988434564
SoftWorx,0.980168461
SoftWorx,0.977461018
SoftWorx,0.980060597
SoftWorx,0.980745657
SoftWorx,0.972909902
SoftWorx,0.977962785
SoftWorx,0.978553378
SoftWorx,0.9813881
SoftWorx,0.971165861
SoftWorx,0.978521623
SoftWorx,0.987655368
SoftWorx,0.986454144
SoftWorx,0.977830247
SoftWorx,0.949879357
SoftWorx,0.981299683
SoftWorx,0.977687891
SoftWorx,0.982852404
SoftWorx,0.98786851
SoftWorx,0.980548717
SoftWorx,0.985528451
SoftWorx,0.982852986
SoftWorx,0.987995112
SoftWorx,0.974806468
SoftWorx,0.975412492
SoftWorx,0.979725323
SoftWorx,0.971036552
SoftWorx,0.975248115
SoftWorx,0.985496787
SoftWorx,0.965164134
SoftWorx,0.969126798
SoftWorx,0.966067689
SoftWorx,0.986550349
SoftWorx,0.973648885
SoftWorx,0.978753404
SoftWorx,0.979085008
SoftWorx,0.987342812
SoftWorx,0.97432619
SoftWorx,0.983962138
SoftWorx,0.973369107
SoftWorx,0.94956123
SoftWorx,0.981218676
SoftWorx,0.984621198
SoftWorx,0.976916534
SoftWorx,0.979809895
SoftWorx,0.98123239
SoftWorx,0.982197692
SoftWorx,0.984463422
SoftWorx,0.978804092
SoftWorx,0.977920175
SoftWorx,0.985985517
SoftWorx,0.980557317
SoftWorx,0.975686336
SoftWorx,0.988853334
SoftWorx,0.981353092
SoftWorx,0.979115254
SoftWorx,0.968454733
SoftWorx,0.981496738
SoftWorx,0.971652708
SoftWorx,0.971634099
SoftWorx,0.982418086
SoftWorx,0.981155007
SoftWorx,0.983164421
SoftWorx,0.98095595
SoftWorx,0.985839306
SoftWorx,0.984575886
SoftWorx,0.983229017
SoftWorx,0.979580009
SoftWorx,0.982043482
SoftWorx,0.97118883
SoftWorx,0.985081325
SoftWorx,0.974309169
SoftWorx,0.9714264
SoftWorx,0.990887193
SoftWorx,0.979308525
SoftWorx,0.964055611
SoftWorx,0.988897888
SoftWorx,0.987939426
SoftWorx,0.971707599
SoftWorx,0.945693202
SoftWorx,0.979439763
SoftWorx,0.985533161
SoftWorx,0.858355661
SoftWorx,0.969836624
SoftWorx,0.979575707
SoftWorx,0.986932538
SoftWorx,0.970877314
SoftWorx,0.985658721
SoftWorx,0.981488656
SoftWorx,0.975258498
SoftWorx,0.959028182
SoftWorx,0.969591255
SoftWorx,0.9783354
SoftWorx,0.993477315
SoftWorx,0.992004694
SoftWorx,0.988396497
SoftWorx,0.983522395
SoftWorx,0.988756548
SoftWorx,0.933606871
SoftWorx,0.988178127
SoftWorx,0.982641111
SoftWorx,0.986522615
SoftWorx,0.989321094
SoftWorx,0.981716292
SoftWorx,0.9828248
SoftWorx,0.977704432
SoftWorx,0.984022622
SoftWorx,0.875597821
SoftWorx,0.987977778
SoftWorx,0.988474168
SoftWorx,0.980828711
SoftWorx,0.980131649
SoftWorx,0.982057803
SoftWorx,0.986679138
SoftWorx,0.967310616
SoftWorx,0.962591637
SoftWorx,0.981121486
SoftWorx,0.979637843
SoftWorx,0.986199476
SoftWorx,0.977067688
SoftWorx,0.98303026
SoftWorx,0.982367851
SoftWorx,0.952397041
SoftWorx,0.975032259
SoftWorx,0.989136249
SoftWorx,0.978412183
SoftWorx,0.984447478
SoftWorx,0.98930013
SoftWorx,0.980186603
SoftWorx,0.974466726
SoftWorx,0.979799136
SoftWorx,0.98880683
SoftWorx,0.978941791
SoftWorx,0.980105596
SoftWorx,0.977310172
SoftWorx,0.985763689
SoftWorx,0.977765384
SoftWorx,0.985726598
SoftWorx,0.907124241
SoftWorx,0.988459813
SoftWorx,0.976678087
SoftWorx,0.98007159
SoftWorx,0.988440991
SoftWorx,0.989521874
SoftWorx,0.985525009
SoftWorx,0.978546254
SoftWorx,0.97865856
SoftWorx,0.987801539
SoftWorx,0.976092514
SoftWorx,0.974226392
SoftWorx,0.989306222
SoftWorx,0.97512382
SoftWorx,0.975483531
SoftWorx,0.978552286
SoftWorx,0.993024278
SoftWorx,0.98541067
SoftWorx,0.971732537
SoftWorx,0.980446183
SoftWorx,0.981037634
SoftWorx,0.98444948
SoftWorx,0.979149757
SoftWorx,0.968021577
SoftWorx,0.973656973
SoftWorx,0.971540804
SoftWorx,0.974475639
SoftWorx,0.980929389
SoftWorx,0.984631212
SoftWorx,0.979477065
SoftWorx,0.989690539
SoftWorx,0.978970564
SoftWorx,0.983848894
SoftWorx,0.992774057
SoftWorx,0.983091096
SoftWorx,0.970778686
SoftWorx,0.982872176
SoftWorx,0.979460265
SoftWorx,0.984466902
SoftWorx,0.968028833
SoftWorx,0.972191297
SoftWorx,0.987860446
SoftWorx,0.987730606
SoftWorx,0.984343751
SoftWorx,0.983757323
SoftWorx,0.979371417
SoftWorx,0.986325646
SoftWorx,0.98294648
SoftWorx,0.984388418
SoftWorx,0.970551575
SoftWorx,0.983029798
SoftWorx,0.981163603
SoftWorx,0.983495557
SoftWorx,0.975885142
SoftWorx,0.982561947
SoftWorx,0.975712439
SoftWorx,0.987849937
SoftWorx,0.988230861
SoftWorx,0.96842673
SoftWorx,0.990540817
SoftWorx,0.989184437
SoftWorx,0.970625014
SoftWorx,0.990002585
SoftWorx,0.97018019
SoftWorx,0.981722232
SoftWorx,0.983810943
SoftWorx,0.98327055
SoftWorx,0.982767118
SoftWorx,0.985856718
SoftWorx,0.989787853
SoftWorx,0.955049623
SoftWorx,0.97567916
SoftWorx,0.991943041
SoftWorx,0.992689034
SoftWorx,0.994829208
SoftWorx,0.986015542
SoftWorx,0.977692491
SoftWorx,0.98467284
SoftWorx,0.988505035
SoftWorx,0.986422205
SoftWorx,0.943654362
SoftWorx,0.98547732
SoftWorx,0.985518501
SoftWorx,0.976863229
SoftWorx,0.980896023
SoftWorx,0.983975883
SoftWorx,0.979189082
SoftWorx,0.976590348
SoftWorx,0.982893078
SoftWorx,0.980981904
SoftWorx,0.97945582
SoftWorx,0.88976638
SoftWorx,0.983678697
SoftWorx,0.990681026
SoftWorx,0.978669779
SoftWorx,0.98357163
SoftWorx,0.972742753
SoftWorx,0.98198859
SoftWorx,0.968123528
SoftWorx,0.984630685
SoftWorx,0.980502288
SoftWorx,0.979239949
SoftWorx,0.983227336
SoftWorx,0.981067591
SoftWorx,0.970868292
SoftWorx,0.970911572
SoftWorx,0.983790072
SoftWorx,0.991163859
SoftWorx,0.971017159
SoftWorx,0.97883175
SoftWorx,0.970023205
SoftWorx,0.961186676
SoftWorx,0.991009464
SoftWorx,0.990741539
SoftWorx,0.986581307
SoftWorx,0.992920184
SoftWorx,0.984401977
SoftWorx,0.956984456
SoftWorx,0.974113263
SoftWorx,0.976575176
SoftWorx,0.97304853
SoftWorx,0.972807028
SoftWorx,0.975677238
SoftWorx,0.955900511
SoftWorx,0.98346872
SoftWorx,0.989804687
SoftWorx,0.990639144
SoftWorx,0.982381276
SoftWorx,0.981348427
SoftWorx,0.98430436
SoftWorx,0.981419836
