,Method,Width
1886,FP2FM,0.8900257707887276
1887,FP2FM,0.833619082850137
1888,FP2FM,0.8467198486653568
1889,FP2FM,0.8696921100172983
1890,FP2FM,0.8887001789813289
1891,FP2FM,0.8637176411377724
1892,FP2FM,0.8949520455671328
1893,FP2FM,0.7772684904534986
1894,FP2FM,0.8417509714282092
1895,FP2FM,0.8399998867670954
1896,FP2FM,0.8534746550356269
1897,FP2FM,0.7207976790817633
1898,FP2FM,0.8284427032865657
1899,FP2FM,0.8723793866386691
1900,FP2FM,0.891850369977531
1901,FP2FM,0.8916413047584236
1902,FP2FM,0.891669146918376
1903,FP2FM,0.8816940638154156
1904,FP2FM,0.8184009861445138
1905,FP2FM,0.895515532598185
1906,FP2FM,0.8122672640737747
1907,FP2FM,0.845215580120701
1908,FP2FM,0.8471379042661227
1909,FP2FM,0.872685504456372
1910,FP2FM,0.7877615142149668
1911,FP2FM,0.8760163978040271
1912,FP2FM,0.8775412457166419
1913,FP2FM,0.8914133984064433
1914,FP2FM,0.8051132953077794
1915,FP2FM,0.8779716704089414
1916,FP2FM,0.8375472534719517
1917,FP2FM,0.8750016689272458
1918,FP2FM,0.8629193825126812
1919,FP2FM,0.8367728100736801
1920,FP2FM,0.7557200808764879
1921,FP2FM,0.8494993378371276
1923,FP2FM,0.7866190491131508
1924,FP2FM,0.8830653264038759
1925,FP2FM,0.8340514856723015
1926,FP2FM,0.8546993834819893
1927,FP2FM,0.8403923892695969
1928,FP2FM,0.8838854183608839
1929,FP2FM,0.8095030556310899
1930,FP2FM,0.8078799243040305
1931,FP2FM,0.8390426020905907
1932,FP2FM,0.8037339433644919
1933,FP2FM,0.8291314938095119
1934,FP2FM,0.9029887946698391
1935,FP2FM,0.910868888430582
1936,FP2FM,0.8200469777612571
1937,FP2FM,0.7766458704961625
1938,FP2FM,0.7560125530342063
1939,FP2FM,0.7325182764213584
1940,FP2FM,0.7707726638553806
1941,FP2FM,0.8894930446982589
1942,FP2FM,0.9079447062176206
1943,FP2FM,0.9236566818006041
1944,FP2FM,0.9052992704742442
1945,FP2FM,0.876247015681323
1946,FP2FM,0.883951884123932
1947,FP2FM,0.8941403281943955
1948,FP2FM,0.8290942046914771
1949,FP2FM,0.8763223957515279
1950,FP2FM,0.8905179579801272
1951,FP2FM,0.8971729897499905
1952,FP2FM,0.769178751609904
1953,FP2FM,0.8873288773533334
1954,FP2FM,0.8905063746220634
1955,FP2FM,0.8663834615589046
1956,FP2FM,0.775045687931897
1957,FP2FM,0.7470734871646633
1958,FP2FM,0.783418792358712
1959,FP2FM,0.7754599492526668
1960,FP2FM,0.8300187539986216
1961,FP2FM,0.8402318546473615
1962,FP2FM,0.8767466089492147
1963,FP2FM,0.8637367584900604
1965,FP2FM,0.8585555544952457
1966,FP2FM,0.8108191485835641
1967,FP2FM,0.8039705691724306
1968,FP2FM,0.8054276861558197
1969,FP2FM,0.9072330913519427
1970,FP2FM,0.8985311729665312
1971,FP2FM,0.9279776561309516
1972,FP2FM,0.9677090369619679
1973,FP2FM,0.9875139146818255
1974,FP2FM,0.902470772911103
1975,FP2FM,0.8394527554102267
1976,FP2FM,0.8611411409174943
1977,FP2FM,0.9022262752460493
1978,FP2FM,0.87371725776336
1979,FP2FM,0.9035853493950488
1980,FP2FM,0.8554937566430337
1981,FP2FM,0.7448526821076141
1982,FP2FM,0.8694919876721726
1983,FP2FM,0.7276383770600541
1984,FP2FM,0.8844901921621611
1985,FP2FM,0.8044771127982467
1986,FP2FM,0.8359612081640307
1987,FP2FM,0.8056738195960629
1988,FP2FM,0.6780781552256939
1989,FP2FM,0.6896708831618586
1990,FP2FM,0.6688854838628484
1991,FP2FM,0.755090745449949
1992,FP2FM,0.7829947518928728
1993,FP2FM,0.8466814778956135
1994,FP2FM,0.7450511943115994
1995,FP2FM,0.7824900052588813
1996,FP2FM,0.8041419983741516
1997,FP2FM,0.8460334502472969
1998,FP2FM,0.810774671851881
1999,FP2FM,0.8249511024686115
2000,FP2FM,0.7873403113001214
2001,FP2FM,0.796207455175968
2002,FP2FM,0.8273690794322411
2003,FP2FM,0.816295409482296
2004,FP2FM,0.8128909466017272
2005,FP2FM,0.8508656807417464
2006,FP2FM,0.879888841356084
2007,FP2FM,0.7855195171933232
2008,FP2FM,0.8233792114075997
2009,FP2FM,0.9356018508617221
2010,FP2FM,0.8013634390681523
2011,FP2FM,0.7673675947162731
2012,FP2FM,0.79243132475627
2013,FP2FM,0.8196935963488825
2014,FP2FM,0.8938752274657232
2015,FP2FM,0.8070994193493772
2016,FP2FM,0.8477485357968724
2017,FP2FM,0.8240043550220424
2018,FP2FM,0.8332374188064517
2019,FP2FM,0.8821805780348424
2020,FP2FM,0.8330384110186219
2021,FP2FM,0.8692185572095138
2022,FP2FM,0.8487619589771574
2023,FP2FM,0.8252137595630191
2024,FP2FM,0.8602153424078413
2025,FP2FM,0.7795116393777161
2026,FP2FM,0.8249283513557992
2027,FP2FM,0.8312484618677517
2029,FP2FM,0.8205237217421912
2030,FP2FM,0.8961583973108546
2031,FP2FM,0.8223002355876063
2032,FP2FM,0.7751812705957276
2033,FP2FM,0.9284763603658241
2034,FP2FM,0.8311585609796204
2035,FP2FM,0.9017479008129775
2036,FP2FM,0.8830984440197724
2037,FP2FM,0.8502575069810451
2038,FP2FM,0.8947460553547112
2039,FP2FM,0.8550877587581871
2040,FP2FM,0.899677528445119
2041,FP2FM,0.8512406758860243
2042,FP2FM,0.9066042195914984
2043,FP2FM,0.8986973117269085
2044,FP2FM,0.9006133667938496
2045,FP2FM,0.8363124387207697
2046,FP2FM,0.8872328141369396
2047,FP2FM,0.8934426288818831
2048,FP2FM,0.845960614087649
2049,FP2FM,0.8593908318881254
2050,FP2FM,0.9220241907592298
2051,FP2FM,0.9792561035253744
2052,FP2FM,0.8898109962128075
2053,FP2FM,0.9074210153374356
2054,FP2FM,0.840122050491225
2055,FP2FM,0.7657604499703186
2056,FP2FM,0.9789203794199286
2057,FP2FM,0.9174133251973912
2058,FP2FM,0.8573171493817893
2059,FP2FM,0.8439575104611118
2060,FP2FM,0.8210142425020202
2061,FP2FM,0.9552281749332262
2062,FP2FM,0.8898738296113559
2063,FP2FM,0.8910096804407275
2064,FP2FM,0.9114290749962283
2065,FP2FM,0.86839336949094
2066,FP2FM,0.8103724034194939
2067,FP2FM,0.8122335204312735
2068,FP2FM,0.8842377941259106
2069,FP2FM,0.9078731537951196
2070,FP2FM,0.7275993123159968
2071,FP2FM,0.9077451908485976
2072,FP2FM,0.811209370496844
2073,FP2FM,0.8986806070770318
2074,FP2FM,0.8646467785632679
2075,FP2FM,0.9477339861977152
2076,FP2FM,0.8675592643309011
2077,FP2FM,0.8528846713366233
2078,FP2FM,0.8201340535833243
2079,FP2FM,0.902450082584068
2080,FP2FM,0.9160012292405784
2081,FP2FM,0.8482093994641168
2082,FP2FM,0.8693237515069155
2084,FP2FM,0.8466121229676635
2085,FP2FM,0.8067587690440726
2086,FP2FM,0.7908039799327814
2087,FP2FM,0.804862428897697
2088,FP2FM,0.8223341977432086
2089,FP2FM,0.8581051495285948
2090,FP2FM,0.7941063590546518
2091,FP2FM,0.8556229948366848
2093,FP2FM,0.8668112260342777
2094,FP2FM,0.8253889710986886
2095,FP2FM,0.8590193846693687
2096,FP2FM,0.8224762148003949
2097,FP2FM,0.7857399007811117
2098,FP2FM,0.8432080837485754
2099,FP2FM,0.8736360067488267
2100,FP2FM,0.8329300718976171
2101,FP2FM,0.8423841536166627
2102,FP2FM,0.8840961607041489
2103,FP2FM,0.9163173291923605
2104,FP2FM,0.8641372752691745
2105,FP2FM,0.8770550291678235
2106,FP2FM,0.888205553649549
2107,FP2FM,0.8703422031311336
2108,FP2FM,0.8447392755389455
2109,FP2FM,0.811045574913734
2111,FP2FM,0.8947759717434552
2112,FP2FM,0.8380941011573597
2113,FP2FM,0.8251352287791328
2114,FP2FM,0.8257057860060888
2115,FP2FM,0.8500348433109788
2116,FP2FM,0.6480288216250948
2117,FP2FM,0.838134298654503
2118,FP2FM,0.8307104426786531
2119,FP2FM,0.6602843268047209
2120,FP2FM,0.8263251973705065
2121,FP2FM,0.8417454144809363
2122,FP2FM,0.8407238688302335
2123,FP2FM,0.8868294511157293
2124,FP2FM,0.7879844345262417
2125,FP2FM,0.835039578895812
2126,FP2FM,0.8267769413664084
2127,FP2FM,0.8650382379079402
2128,FP2FM,0.8755709520646214
2129,FP2FM,0.7971831548309157
2130,FP2FM,0.862783539505115
2131,FP2FM,0.8751149496596694
2132,FP2FM,0.8546418080053835
2133,FP2FM,0.8496068855298635
2134,FP2FM,0.8413921994995192
2135,FP2FM,0.872170531669752
2136,FP2FM,0.835539436702568
2137,FP2FM,0.922105545973846
2138,FP2FM,0.8452931069280128
2139,FP2FM,0.9460976215418777
2140,FP2FM,0.8880403831674973
2141,FP2FM,0.8191729122871974
2142,FP2FM,0.9193275156729803
2143,FP2FM,0.8995205657036689
2144,FP2FM,0.8877522453623913
2145,FP2FM,0.8833687496015761
2146,FP2FM,0.8799499447122796
2147,FP2FM,0.851437996425153
2148,FP2FM,0.9121156366552658
2149,FP2FM,0.8659809770119291
2150,FP2FM,0.8632767450351714
2151,FP2FM,0.9131102346367087
2152,FP2FM,0.8926877785990908
2153,FP2FM,0.9047268362358002
2154,FP2FM,0.8251413277580791
2155,FP2FM,0.8184409631107882
2156,FP2FM,0.887400817158218
2157,FP2FM,0.859880826033013
2158,FP2FM,0.8528797503561671
2159,FP2FM,0.7986688856185097
2160,FP2FM,0.8319831895281402
2161,FP2FM,0.7861150481554012
2162,FP2FM,0.7610599702083413
0,SoftWorx,0.6946160639122892
1,SoftWorx,0.6864944120627925
2,SoftWorx,0.7012204787100939
3,SoftWorx,0.7228553684036797
4,SoftWorx,0.7862836050408226
5,SoftWorx,0.7769406946914474
6,SoftWorx,0.7990658719137905
7,SoftWorx,0.8320226237809296
8,SoftWorx,0.8236048064115222
9,SoftWorx,0.8201413048289508
10,SoftWorx,0.716450264354633
12,SoftWorx,0.7495626499569336
13,SoftWorx,0.7958490481539081
14,SoftWorx,0.8057890541573903
15,SoftWorx,0.8120219285000699
16,SoftWorx,0.8334592534845433
17,SoftWorx,0.7898203893249349
19,SoftWorx,0.7718462202898858
20,SoftWorx,0.7720347286335901
21,SoftWorx,0.7404517570320056
22,SoftWorx,0.7936562580590615
23,SoftWorx,0.8464098791330826
24,SoftWorx,0.9054744998426117
25,SoftWorx,0.870287755203897
26,SoftWorx,0.9005117206092006
27,SoftWorx,0.8696081529761596
28,SoftWorx,0.8540926825298408
29,SoftWorx,0.894634718535111
30,SoftWorx,0.9318370789865168
31,SoftWorx,0.9430743893698852
32,SoftWorx,0.9702220358432271
33,SoftWorx,0.8980723515926909
34,SoftWorx,0.6003624788204546
35,SoftWorx,0.8708407403530117
36,SoftWorx,0.8046706588543868
37,SoftWorx,0.7990546677949293
38,SoftWorx,0.8383124448466283
39,SoftWorx,0.865926790957468
40,SoftWorx,0.8760075886562849
41,SoftWorx,0.8467100885890073
42,SoftWorx,0.6122772473009868
43,SoftWorx,0.6440129701236292
45,SoftWorx,0.6408290187954527
46,SoftWorx,0.6852305778715908
48,SoftWorx,0.6898732905521049
49,SoftWorx,0.6204444831503185
50,SoftWorx,0.6315237787485362
51,SoftWorx,0.7256609416907115
53,SoftWorx,0.6374196310220086
54,SoftWorx,0.6846248236710673
58,SoftWorx,0.618653381486606
59,SoftWorx,0.7352672236423783
60,SoftWorx,0.6885396949490895
61,SoftWorx,0.6688724802587191
62,SoftWorx,0.7519061350126244
63,SoftWorx,0.7780198898342985
64,SoftWorx,0.7822076308588675
65,SoftWorx,0.7575976722064246
66,SoftWorx,0.7687743231463746
67,SoftWorx,0.811063339467996
68,SoftWorx,0.6881770531819194
69,SoftWorx,0.8374133608294486
70,SoftWorx,0.8299737206188359
71,SoftWorx,0.8270266033806678
72,SoftWorx,0.8533430816117757
73,SoftWorx,0.8126551034992685
74,SoftWorx,0.7713441070533704
75,SoftWorx,0.8254027203563116
76,SoftWorx,0.7164333274009574
77,SoftWorx,0.8448778625299614
78,SoftWorx,0.8643226765424884
79,SoftWorx,0.7854129093299902
80,SoftWorx,0.8825297908858942
81,SoftWorx,0.858387645767666
82,SoftWorx,0.8887590928315554
83,SoftWorx,0.9156427576449612
84,SoftWorx,0.9251624975637147
85,SoftWorx,0.8335726641134379
86,SoftWorx,0.7687844291183478
87,SoftWorx,0.9080841985607032
88,SoftWorx,0.9514100348894529
89,SoftWorx,0.9333364882907413
90,SoftWorx,0.8907813086229612
91,SoftWorx,0.8579432752237535
92,SoftWorx,0.8942328419297199
93,SoftWorx,0.8856119479276259
94,SoftWorx,0.8808914651228484
95,SoftWorx,0.8882997654666637
96,SoftWorx,0.8404941324506615
97,SoftWorx,0.8945769405517546
98,SoftWorx,0.8559089991431095
99,SoftWorx,0.8209328382614495
100,SoftWorx,0.7641792172390468
101,SoftWorx,0.7021192305742424
102,SoftWorx,0.7294962151656369
103,SoftWorx,0.814621427363758
104,SoftWorx,0.8002325028674891
105,SoftWorx,0.8078955348447031
106,SoftWorx,0.8360369288093555
107,SoftWorx,0.8713190794273266
108,SoftWorx,0.8704142158969855
109,SoftWorx,0.8862340037553414
110,SoftWorx,0.857278824446234
111,SoftWorx,0.8449590678873554
112,SoftWorx,0.8503193433774824
113,SoftWorx,0.8330378880295476
114,SoftWorx,0.9379848909831904
115,SoftWorx,0.8395415180471072
116,SoftWorx,0.9156498467794326
117,SoftWorx,0.8646267371808612
118,SoftWorx,0.8919294451747207
119,SoftWorx,0.8934464782414885
120,SoftWorx,0.886302653202549
121,SoftWorx,0.826708583573289
122,SoftWorx,0.8860851302352033
123,SoftWorx,0.7768441639590367
124,SoftWorx,0.859745081644133
125,SoftWorx,0.8381381626412182
126,SoftWorx,0.7183572725278164
127,SoftWorx,0.6982776816078924
128,SoftWorx,0.6776315429886728
129,SoftWorx,0.8416397711543613
131,SoftWorx,0.8938070605364304
132,SoftWorx,0.9121061521386854
133,SoftWorx,0.8595979805307816
134,SoftWorx,0.8257604225099806
135,SoftWorx,0.8969703205087376
136,SoftWorx,0.7946694185502805
137,SoftWorx,0.7242534077933257
138,SoftWorx,0.7934590044607818
139,SoftWorx,0.7979378845227486
140,SoftWorx,0.8842045996009432
141,SoftWorx,0.8028054853759437
142,SoftWorx,0.8158119847396281
143,SoftWorx,0.7875757796393517
144,SoftWorx,0.9003085484451568
145,SoftWorx,0.7961869028251697
146,SoftWorx,0.8057429863266196
147,SoftWorx,0.7544862635285882
148,SoftWorx,0.8609554350962576
149,SoftWorx,0.7198952359696293
150,SoftWorx,0.892300849969642
151,SoftWorx,0.7335885078838199
152,SoftWorx,0.8893744040309786
153,SoftWorx,0.7394935580811348
154,SoftWorx,0.6870679567873953
155,SoftWorx,0.6718991291176669
156,SoftWorx,0.7119403757165055
157,SoftWorx,0.8762433017777778
158,SoftWorx,0.7239463478834438
159,SoftWorx,0.7430263741872732
160,SoftWorx,0.8293300086773647
161,SoftWorx,0.8385009444387143
162,SoftWorx,0.6232881765062506
163,SoftWorx,0.8737996875785163
164,SoftWorx,0.758488243582511
165,SoftWorx,0.5914586779954507
166,SoftWorx,0.7748518471777696
167,SoftWorx,0.625923707926711
168,SoftWorx,0.7518646835832997
169,SoftWorx,0.6980555306606852
170,SoftWorx,0.6579434819227267
171,SoftWorx,0.5720249157495185
172,SoftWorx,0.6163394677407036
173,SoftWorx,0.7262153119656806
175,SoftWorx,0.706343940227874
176,SoftWorx,0.7461057667413225
177,SoftWorx,0.6940589181833838
178,SoftWorx,0.793723591316558
179,SoftWorx,0.7497577830325618
180,SoftWorx,0.6452932628109772
181,SoftWorx,0.7332608476222627
182,SoftWorx,0.7576792568821649
183,SoftWorx,0.7107263777745846
184,SoftWorx,0.5961442555245013
185,SoftWorx,0.702003686643985
186,SoftWorx,0.7142002673444562
189,SoftWorx,0.6555776350429883
190,SoftWorx,0.7329713923734551
194,SoftWorx,0.7139252213266567
196,SoftWorx,0.680772046438392
197,SoftWorx,0.7022914413697342
198,SoftWorx,0.5882745715675389
199,SoftWorx,0.6190992452218017
201,SoftWorx,0.750202129897163
202,SoftWorx,0.6502508206098098
204,SoftWorx,0.7496172431528773
205,SoftWorx,0.6884606794258213
207,SoftWorx,0.7186457001799343
208,SoftWorx,0.6286160587152477
209,SoftWorx,0.6740899823617984
210,SoftWorx,0.792115511487786
211,SoftWorx,0.6457305343712095
215,SoftWorx,0.8103692826122124
216,SoftWorx,0.6700858195773414
218,SoftWorx,0.6645372178714681
219,SoftWorx,0.6372062297771249
224,SoftWorx,0.7826086567485104
225,SoftWorx,0.841384949873321
226,SoftWorx,0.8571230116686597
227,SoftWorx,0.8578808306291489
228,SoftWorx,0.8822542561027823
229,SoftWorx,0.8393668052592577
230,SoftWorx,0.8706878105223542
231,SoftWorx,0.8681866967474333
232,SoftWorx,0.9179448826517335
233,SoftWorx,0.8219253099953228
234,SoftWorx,0.7921580351320396
235,SoftWorx,0.8791891248307242
236,SoftWorx,0.8139657915952913
237,SoftWorx,0.9505093908958688
238,SoftWorx,0.815437668806877
239,SoftWorx,0.9208995800822549
240,SoftWorx,0.8304387101359688
241,SoftWorx,0.9297074367253375
242,SoftWorx,0.8877033406152217
243,SoftWorx,0.9506282396515352
244,SoftWorx,0.9011715467270731
245,SoftWorx,0.9113907333518638
246,SoftWorx,0.8873511977364006
247,SoftWorx,0.900748824151453
248,SoftWorx,0.9085097212788782
249,SoftWorx,0.9033179604630592
250,SoftWorx,0.8917384497820289
251,SoftWorx,0.9566661675299263
252,SoftWorx,0.9816493821226205
253,SoftWorx,0.9118243668449633
254,SoftWorx,0.8930766080951883
255,SoftWorx,0.7914330122278262
256,SoftWorx,0.8820135920803394
257,SoftWorx,0.898412673566475
258,SoftWorx,0.7704544230096229
259,SoftWorx,0.8721783956540191
260,SoftWorx,0.8422208937303182
261,SoftWorx,0.8064925419704249
262,SoftWorx,0.8074518052303034
263,SoftWorx,0.8167596223003941
264,SoftWorx,0.8271413323547636
265,SoftWorx,0.8953570540054617
266,SoftWorx,0.820114080605037
267,SoftWorx,0.8195947954388207
268,SoftWorx,0.7992225795355049
269,SoftWorx,0.8878669836089754
270,SoftWorx,0.8494542534386483
271,SoftWorx,0.9170990292187937
272,SoftWorx,0.8972757145410537
273,SoftWorx,0.9104525872214589
274,SoftWorx,0.8637009758339357
275,SoftWorx,0.8607633459866286
276,SoftWorx,0.8137059612944966
277,SoftWorx,0.8139335043956359
278,SoftWorx,0.8359883048831906
279,SoftWorx,0.7352274621631438
280,SoftWorx,0.7962861629458915
281,SoftWorx,0.7910448239275146
282,SoftWorx,0.7044804968250569
283,SoftWorx,0.6746313262867779
284,SoftWorx,0.865834040102041
285,SoftWorx,0.9133550059343842
286,SoftWorx,0.8503823704803147
287,SoftWorx,0.7499888207450041
288,SoftWorx,0.7101519406178909
289,SoftWorx,0.7516107382231019
290,SoftWorx,0.8188765764422556
291,SoftWorx,0.6989387533923624
292,SoftWorx,0.9060079806774547
293,SoftWorx,0.8700754621287313
294,SoftWorx,0.8912157827435564
295,SoftWorx,0.813248003379229
296,SoftWorx,0.8831208710173223
297,SoftWorx,0.8776521503924022
298,SoftWorx,0.8633789004475771
299,SoftWorx,0.8883334742306165
300,SoftWorx,0.8548939223270747
301,SoftWorx,0.7825154966501363
302,SoftWorx,0.8856207633605442
303,SoftWorx,0.8692542585828137
304,SoftWorx,0.8563512739541395
305,SoftWorx,0.9038151304734882
306,SoftWorx,0.8516695027981132
307,SoftWorx,0.8219821566167061
308,SoftWorx,0.8667593095824431
309,SoftWorx,0.8477706458229056
310,SoftWorx,0.8343025000155952
311,SoftWorx,0.8060241562643808
312,SoftWorx,0.828788944536782
313,SoftWorx,0.8710703510488224
314,SoftWorx,0.8638081583440074
315,SoftWorx,0.8457079865136161
316,SoftWorx,0.7822535041577481
317,SoftWorx,0.8884352664343544
318,SoftWorx,0.8841796073056141
319,SoftWorx,0.8693436718009037
320,SoftWorx,0.861005104247667
321,SoftWorx,0.89917838363455
322,SoftWorx,0.8983933733709877
323,SoftWorx,0.8717827011907165
324,SoftWorx,0.840045908615416
325,SoftWorx,0.8748018559378001
326,SoftWorx,0.88557499869467
327,SoftWorx,0.8618875285822427
328,SoftWorx,0.9387965340798509
329,SoftWorx,0.9153044833668789
330,SoftWorx,0.863925692334318
331,SoftWorx,0.8469663571971818
332,SoftWorx,0.9153742615700489
333,SoftWorx,0.8357352256547915
334,SoftWorx,0.9346395251885518
337,SoftWorx,0.788146837706106
338,SoftWorx,0.7542139161380677
339,SoftWorx,0.7544457575961343
340,SoftWorx,0.7761321658142943
342,SoftWorx,0.8467758969836211
343,SoftWorx,0.8781972086410081
344,SoftWorx,0.7092710791498688
345,SoftWorx,0.7596820532607504
346,SoftWorx,0.7596561652859757
347,SoftWorx,0.7932611603500119
348,SoftWorx,0.8235728779091555
349,SoftWorx,0.8578010816670214
350,SoftWorx,0.8726832313816238
351,SoftWorx,0.7636993389158864
352,SoftWorx,0.8123421525766001
353,SoftWorx,0.8291246484377529
354,SoftWorx,0.8698623593993616
355,SoftWorx,0.7756823034341901
356,SoftWorx,0.8421954706450275
357,SoftWorx,0.789369042297659
358,SoftWorx,0.8664097793276058
359,SoftWorx,0.7838618974842799
360,SoftWorx,0.8512396899704776
361,SoftWorx,0.8315682621317316
362,SoftWorx,0.7770651980519417
363,SoftWorx,0.8551396992154328
364,SoftWorx,0.6366149783102968
365,SoftWorx,0.6142094489786206
366,SoftWorx,0.8411495657871448
367,SoftWorx,0.7786746295430992
368,SoftWorx,0.8265200450529401
369,SoftWorx,0.7371434701678274
370,SoftWorx,0.8596902900503967
371,SoftWorx,0.7977141566953803
373,SoftWorx,0.8658852878422729
374,SoftWorx,0.7993284010029894
375,SoftWorx,0.7186406103287106
376,SoftWorx,0.7643717249318475
377,SoftWorx,0.9077782042137346
378,SoftWorx,0.8618649775912884
379,SoftWorx,0.7626447716238112
380,SoftWorx,0.8877559039272631
381,SoftWorx,0.8249900575741411
382,SoftWorx,0.8841689061705098
383,SoftWorx,0.8859886596950359
384,SoftWorx,0.8754812385137261
385,SoftWorx,0.8658804207124674
386,SoftWorx,0.8919916427458796
387,SoftWorx,0.8208895188233708
388,SoftWorx,0.6948241595151392
389,SoftWorx,0.9047140196759453
390,SoftWorx,0.8638272066857141
391,SoftWorx,0.9262644853623407
392,SoftWorx,0.8935904213251448
393,SoftWorx,0.8243965619636681
394,SoftWorx,0.7152741481341958
395,SoftWorx,0.8242514226369331
396,SoftWorx,0.9188283419689376
397,SoftWorx,0.911270659315273
398,SoftWorx,0.6978572637735391
399,SoftWorx,0.827405257650242
400,SoftWorx,0.8362714719568387
401,SoftWorx,0.8606519546641466
402,SoftWorx,0.8228668185189768
403,SoftWorx,0.8927913878714838
404,SoftWorx,0.8785450750108946
405,SoftWorx,0.9073782913290571
406,SoftWorx,0.7334917966495241
407,SoftWorx,0.9172381104392606
408,SoftWorx,0.7718648168623438
409,SoftWorx,0.905521685038288
410,SoftWorx,0.8939801151316767
411,SoftWorx,0.8515440950366603
412,SoftWorx,0.9250789464162259
413,SoftWorx,0.9203559750054016
414,SoftWorx,0.8012603524406371
415,SoftWorx,0.8048774037565909
416,SoftWorx,0.9414281893655765
417,SoftWorx,0.8901278006621773
418,SoftWorx,0.8427714374654105
419,SoftWorx,0.8090857523135169
420,SoftWorx,0.9438270557696511
421,SoftWorx,0.9017779023489985
422,SoftWorx,0.8355744977740138
423,SoftWorx,0.9055939359661399
424,SoftWorx,0.8193856409817378
425,SoftWorx,0.8955670488563916
426,SoftWorx,0.8460388494108079
427,SoftWorx,0.9303233547094967
428,SoftWorx,0.8336099900854586
429,SoftWorx,0.8372755813470061
430,SoftWorx,0.8896410580052668
431,SoftWorx,0.8173127161056928
432,SoftWorx,0.9313392622427495
433,SoftWorx,0.9521382923945291
434,SoftWorx,0.8511223344656673
435,SoftWorx,0.7932682100202406
436,SoftWorx,0.8659693603806193
437,SoftWorx,0.9521333634275988
438,SoftWorx,0.8384733692703666
439,SoftWorx,0.9485162098598234
440,SoftWorx,0.9323244393785097
441,SoftWorx,0.8333106915287317
442,SoftWorx,0.8449324925408269
443,SoftWorx,0.9228295223194825
444,SoftWorx,0.8543316316262621
445,SoftWorx,0.9743717342268241
446,SoftWorx,0.9040105688182234
447,SoftWorx,0.8312738517664611
448,SoftWorx,0.8863238012620823
449,SoftWorx,0.8729635402500152
450,SoftWorx,0.8006330238156227
451,SoftWorx,0.8361798254738538
452,SoftWorx,0.8737942075349209
453,SoftWorx,0.8093777522541956
454,SoftWorx,0.8681691140892247
455,SoftWorx,0.901572328205299
456,SoftWorx,0.9186294940468602
457,SoftWorx,0.8339448987325065
458,SoftWorx,0.8514778996273565
459,SoftWorx,0.8340712671055552
460,SoftWorx,0.8431123778978762
461,SoftWorx,0.8519904184748657
462,SoftWorx,0.8705508552824497
463,SoftWorx,0.8214642680222386
464,SoftWorx,0.7722181095660908
465,SoftWorx,0.902898960014252
466,SoftWorx,0.8458605627932834
467,SoftWorx,0.8758263217886011
468,SoftWorx,0.7894884778078325
469,SoftWorx,0.7894620358773995
470,SoftWorx,0.888569419873435
471,SoftWorx,0.7561696509882735
472,SoftWorx,0.9108110361302598
473,SoftWorx,0.792992750502084
474,SoftWorx,0.7403723209612613
475,SoftWorx,0.8716684529694311
476,SoftWorx,0.8793938063969274
477,SoftWorx,0.8050988734444602
478,SoftWorx,0.8613482213513884
479,SoftWorx,0.8097851343595172
480,SoftWorx,0.8603305658296125
481,SoftWorx,0.7946453480335866
482,SoftWorx,0.7967495615086923
483,SoftWorx,0.9080083715532117
484,SoftWorx,0.7883185824245398
485,SoftWorx,0.8820559208547457
486,SoftWorx,0.9112131067742401
487,SoftWorx,0.8062977523314546
488,SoftWorx,0.9245053188413399
489,SoftWorx,0.6774143419018166
490,SoftWorx,0.8039999773687969
491,SoftWorx,0.9099115549426946
492,SoftWorx,0.774384739305417
493,SoftWorx,0.8906423935130976
494,SoftWorx,0.9077800004768724
495,SoftWorx,0.7522051170668806
496,SoftWorx,0.9141826440564649
497,SoftWorx,0.7242168315685193
498,SoftWorx,0.9052311307177585
499,SoftWorx,0.7840993140122313
500,SoftWorx,0.8123257692559062
502,SoftWorx,0.7092417876530872
503,SoftWorx,0.7564108817001839
504,SoftWorx,0.8479462532606987
505,SoftWorx,0.766505406725738
506,SoftWorx,0.8460512089938094
507,SoftWorx,0.7880276934207728
508,SoftWorx,0.7948758803919183
509,SoftWorx,0.8616827664127824
510,SoftWorx,0.8145129448383228
511,SoftWorx,0.7843056001740935
512,SoftWorx,0.8976463305661995
513,SoftWorx,0.8773522445936675
514,SoftWorx,0.8855183490867525
515,SoftWorx,0.8932110240379606
516,SoftWorx,0.8376351687044516
517,SoftWorx,0.773589692282367
518,SoftWorx,0.8527314069282199
519,SoftWorx,0.8409606710585207
520,SoftWorx,0.8108512235195354
521,SoftWorx,0.7906491814258184
522,SoftWorx,0.849065385089827
523,SoftWorx,0.8406162771008839
524,SoftWorx,0.8497858502123893
525,SoftWorx,0.7912147470801627
526,SoftWorx,0.8414377959704682
527,SoftWorx,0.8931586962371973
528,SoftWorx,0.9570250768968455
529,SoftWorx,0.8092836136098129
530,SoftWorx,0.856073422362709
531,SoftWorx,0.8963862467393763
532,SoftWorx,0.89441365535324
533,SoftWorx,0.8809535294356425
534,SoftWorx,0.675640164134465
535,SoftWorx,0.8693772369848398
536,SoftWorx,0.9412193933142275
537,SoftWorx,0.8239365134601757
538,SoftWorx,0.8912130215731161
539,SoftWorx,0.8799076367730584
540,SoftWorx,0.9099233257209387
541,SoftWorx,0.9095300992370683
542,SoftWorx,0.7932421935844395
