,Image type,Model,Threshold,F1,Image
8,Raw,Cellpose-SAM,0.9,0.8,10
9,Raw,Cellpose-SAM,0.95,0.4,10
10,Raw,Cellpose-SAM,1.0,0.0,10
0,Raw,microSAM,0.5,0.1,10
1,Raw,microSAM,0.55,0.1,10
2,Raw,microSAM,0.6,0.1,10
3,Raw,microSAM,0.65,0.1,10
4,Raw,microSAM,0.7,0.1,10
5,Raw,microSAM,0.75,0.1,10
6,Raw,microSAM,0.8,0.1,10
7,Raw,microSAM,0.85,0.0,10
8,Raw,microSAM,0.9,0.0,10
9,Raw,microSAM,0.95,0.0,10
10,Raw,microSAM,1.0,0.0,10
0,Raw,Cellpose3,0.5,0.26666668,10
1,Raw,Cellpose3,0.55,0.26666668,10
2,Raw,Cellpose3,0.6,0.26666668,10
3,Raw,Cellpose3,0.65,0.13333334,10
4,Raw,Cellpose3,0.7,0.13333334,10
5,Raw,Cellpose3,0.75,0.13333334,10
6,Raw,Cellpose3,0.8,0.13333334,10
7,Raw,Cellpose3,0.85,0.13333334,10
8,Raw,Cellpose3,0.9,0.0,10
9,Raw,Cellpose3,0.95,0.0,10
10,Raw,Cellpose3,1.0,0.0,10
0,Raw,Morphometrics,0.5,0.25,10
1,Raw,Morphometrics,0.55,0.25,10
2,Raw,Morphometrics,0.6,0.25,10
3,Raw,Morphometrics,0.65,0.25,10
4,Raw,Morphometrics,0.7,0.25,10
5,Raw,Morphometrics,0.75,0.25,10
6,Raw,Morphometrics,0.8,0.25,10
7,Raw,Morphometrics,0.85,0.25,10
8,Raw,Morphometrics,0.9,0.25,10
9,Raw,Morphometrics,0.95,0.0,10
10,Raw,Morphometrics,1.0,0.0,10
0,Raw,Omnipose,0.5,0.8333333,11
1,Raw,Omnipose,0.55,0.8333333,11
2,Raw,Omnipose,0.6,0.8333333,11
3,Raw,Omnipose,0.65,0.8333333,11
4,Raw,Omnipose,0.7,0.8333333,11
5,Raw,Omnipose,0.75,0.8333333,11
6,Raw,Omnipose,0.8,0.8333333,11
7,Raw,Omnipose,0.85,0.8333333,11
8,Raw,Omnipose,0.9,0.8333333,11
9,Raw,Omnipose,0.95,0.16666667,11
10,Raw,Omnipose,1.0,0.0,11
0,Raw,Cellpose-SAM,0.5,0.90909094,11
1,Raw,Cellpose-SAM,0.55,0.90909094,11
2,Raw,Cellpose-SAM,0.6,0.90909094,11
3,Raw,Cellpose-SAM,0.65,0.90909094,11
4,Raw,Cellpose-SAM,0.7,0.90909094,11
5,Raw,Cellpose-SAM,0.75,0.90909094,11
6,Raw,Cellpose-SAM,0.8,0.90909094,11
7,Raw,Cellpose-SAM,0.85,0.90909094,11
8,Raw,Cellpose-SAM,0.9,0.36363637,11
9,Raw,Cellpose-SAM,0.95,0.36363637,11
10,Raw,Cellpose-SAM,1.0,0.0,11
0,Raw,microSAM,0.5,0.6666667,11
1,Raw,microSAM,0.55,0.6666667,11
2,Raw,microSAM,0.6,0.6666667,11
3,Raw,microSAM,0.65,0.6666667,11
4,Raw,microSAM,0.7,0.6666667,11
5,Raw,microSAM,0.75,0.53333336,11
6,Raw,microSAM,0.8,0.4,11
7,Raw,microSAM,0.85,0.4,11
8,Raw,microSAM,0.9,0.0,11
9,Raw,microSAM,0.95,0.0,11
10,Raw,microSAM,1.0,0.0,11
0,Raw,Cellpose3,0.5,0.90909094,11
1,Raw,Cellpose3,0.55,0.90909094,11
2,Raw,Cellpose3,0.6,0.90909094,11
3,Raw,Cellpose3,0.65,0.90909094,11
4,Raw,Cellpose3,0.7,0.90909094,11
5,Raw,Cellpose3,0.75,0.90909094,11
6,Raw,Cellpose3,0.8,0.90909094,11
7,Raw,Cellpose3,0.85,0.36363637,11
8,Raw,Cellpose3,0.9,0.18181819,11
9,Raw,Cellpose3,0.95,0.0,11
10,Raw,Cellpose3,1.0,0.0,11
0,Raw,Morphometrics,0.5,0.75,11
1,Raw,Morphometrics,0.55,0.5,11
2,Raw,Morphometrics,0.6,0.5,11
3,Raw,Morphometrics,0.65,0.5,11
4,Raw,Morphometrics,0.7,0.5,11
5,Raw,Morphometrics,0.75,0.5,11
6,Raw,Morphometrics,0.8,0.5,11
7,Raw,Morphometrics,0.85,0.5,11
8,Raw,Morphometrics,0.9,0.25,11
9,Raw,Morphometrics,0.95,0.0,11
10,Raw,Morphometrics,1.0,0.0,11
0,Raw,Omnipose,0.5,0.93333334,12
1,Raw,Omnipose,0.55,0.93333334,12
2,Raw,Omnipose,0.6,0.93333334,12
3,Raw,Omnipose,0.65,0.93333334,12
4,Raw,Omnipose,0.7,0.93333334,12
5,Raw,Omnipose,0.75,0.93333334,12
6,Raw,Omnipose,0.8,0.93333334,12
7,Raw,Omnipose,0.85,0.8,12
8,Raw,Omnipose,0.9,0.26666668,12
9,Raw,Omnipose,0.95,0.0,12
10,Raw,Omnipose,1.0,0.0,12
0,Raw,Cellpose-SAM,0.5,1.0,12
1,Raw,Cellpose-SAM,0.55,1.0,12
2,Raw,Cellpose-SAM,0.6,1.0,12
3,Raw,Cellpose-SAM,0.65,1.0,12
4,Raw,Cellpose-SAM,0.7,1.0,12
5,Raw,Cellpose-SAM,0.75,1.0,12
6,Raw,Cellpose-SAM,0.8,0.85714287,12
7,Raw,Cellpose-SAM,0.85,0.71428573,12
8,Raw,Cellpose-SAM,0.9,0.2857143,12
9,Raw,Cellpose-SAM,0.95,0.0,12
10,Raw,Cellpose-SAM,1.0,0.0,12
0,Raw,microSAM,0.5,0.6086956,12
1,Raw,microSAM,0.55,0.6086956,12
2,Raw,microSAM,0.6,0.6086956,12
3,Raw,microSAM,0.65,0.6086956,12
4,Raw,microSAM,0.7,0.6086956,12
5,Raw,microSAM,0.75,0.5217391,12
6,Raw,microSAM,0.8,0.5217391,12
7,Raw,microSAM,0.85,0.26086956,12
8,Raw,microSAM,0.9,0.0,12
9,Raw,microSAM,0.95,0.0,12
10,Raw,microSAM,1.0,0.0,12
0,Raw,Cellpose3,0.5,0.875,12
1,Raw,Cellpose3,0.55,0.875,12
2,Raw,Cellpose3,0.6,0.875,12
3,Raw,Cellpose3,0.65,0.875,12
4,Raw,Cellpose3,0.7,0.75,12
5,Raw,Cellpose3,0.75,0.75,12
6,Raw,Cellpose3,0.8,0.625,12
7,Raw,Cellpose3,0.85,0.375,12
8,Raw,Cellpose3,0.9,0.0,12
9,Raw,Cellpose3,0.95,0.0,12
10,Raw,Cellpose3,1.0,0.0,12
0,Raw,Morphometrics,0.5,0.8333333,12
1,Raw,Morphometrics,0.55,0.8333333,12
2,Raw,Morphometrics,0.6,0.8333333,12
3,Raw,Morphometrics,0.65,0.8333333,12
4,Raw,Morphometrics,0.7,0.8333333,12
5,Raw,Morphometrics,0.75,0.8333333,12
6,Raw,Morphometrics,0.8,0.8333333,12
7,Raw,Morphometrics,0.85,0.8333333,12
8,Raw,Morphometrics,0.9,0.8333333,12
9,Raw,Morphometrics,0.95,0.0,12
10,Raw,Morphometrics,1.0,0.0,12
0,Raw,Omnipose,0.5,0.9305556,13
1,Raw,Omnipose,0.55,0.9166667,13
2,Raw,Omnipose,0.6,0.9166667,13
3,Raw,Omnipose,0.65,0.9166667,13
4,Raw,Omnipose,0.7,0.8888889,13
5,Raw,Omnipose,0.75,0.875,13
6,Raw,Omnipose,0.8,0.8611111,13
7,Raw,Omnipose,0.85,0.7916667,13
8,Raw,Omnipose,0.9,0.625,13
9,Raw,Omnipose,0.95,0.2777778,13
10,Raw,Omnipose,1.0,0.0,13
0,Raw,Cellpose-SAM,0.5,0.9787234,13
1,Raw,Cellpose-SAM,0.55,0.964539,13
2,Raw,Cellpose-SAM,0.6,0.964539,13
3,Raw,Cellpose-SAM,0.65,0.964539,13
4,Raw,Cellpose-SAM,0.7,0.964539,13
5,Raw,Cellpose-SAM,0.75,0.964539,13
6,Raw,Cellpose-SAM,0.8,0.964539,13
7,Raw,Cellpose-SAM,0.85,0.9361702,13
8,Raw,Cellpose-SAM,0.9,0.85106385,13
9,Raw,Cellpose-SAM,0.95,0.36879432,13
10,Raw,Cellpose-SAM,1.0,0.0,13
0,Raw,microSAM,0.5,0.2004662,13
1,Raw,microSAM,0.55,0.15384616,13
2,Raw,microSAM,0.6,0.13986014,13
3,Raw,microSAM,0.65,0.11188811,13
4,Raw,microSAM,0.7,0.1072261,13
5,Raw,microSAM,0.75,0.08391608,13
6,Raw,microSAM,0.8,0.06526806,13
7,Raw,microSAM,0.85,0.046620045,13
8,Raw,microSAM,0.9,0.018648019,13
9,Raw,microSAM,0.95,0.0,13
10,Raw,microSAM,1.0,0.0,13
0,Raw,Cellpose3,0.5,0.7798742,13
1,Raw,Cellpose3,0.55,0.7421384,13
2,Raw,Cellpose3,0.6,0.7421384,13
3,Raw,Cellpose3,0.65,0.7421384,13
4,Raw,Cellpose3,0.7,0.7421384,13
5,Raw,Cellpose3,0.75,0.7295597,13
6,Raw,Cellpose3,0.8,0.6415094,13
7,Raw,Cellpose3,0.85,0.4779874,13
8,Raw,Cellpose3,0.9,0.18867925,13
9,Raw,Cellpose3,0.95,0.0,13
10,Raw,Cellpose3,1.0,0.0,13
0,Raw,Morphometrics,0.5,0.8489209,13
1,Raw,Morphometrics,0.55,0.8345324,13
2,Raw,Morphometrics,0.6,0.8345324,13
3,Raw,Morphometrics,0.65,0.8345324,13
4,Raw,Morphometrics,0.7,0.8345324,13
5,Raw,Morphometrics,0.75,0.79136693,13
6,Raw,Morphometrics,0.8,0.676259,13
7,Raw,Morphometrics,0.85,0.58992803,13
8,Raw,Morphometrics,0.9,0.38848922,13
9,Raw,Morphometrics,0.95,0.01438849,13
10,Raw,Morphometrics,1.0,0.0,13
0,Raw,Omnipose,0.5,0.90588236,14
1,Raw,Omnipose,0.55,0.90588236,14
2,Raw,Omnipose,0.6,0.89411765,14
3,Raw,Omnipose,0.65,0.89411765,14
4,Raw,Omnipose,0.7,0.89411765,14
5,Raw,Omnipose,0.75,0.89411765,14
6,Raw,Omnipose,0.8,0.88235295,14
7,Raw,Omnipose,0.85,0.85882354,14
8,Raw,Omnipose,0.9,0.7647059,14
9,Raw,Omnipose,0.95,0.15294118,14
10,Raw,Omnipose,1.0,0.0,14
0,Raw,Cellpose-SAM,0.5,0.87116563,14
1,Raw,Cellpose-SAM,0.55,0.87116563,14
2,Raw,Cellpose-SAM,0.6,0.87116563,14
3,Raw,Cellpose-SAM,0.65,0.87116563,14
4,Raw,Cellpose-SAM,0.7,0.8588957,14
5,Raw,Cellpose-SAM,0.75,0.8588957,14
6,Raw,Cellpose-SAM,0.8,0.84662575,14
7,Raw,Cellpose-SAM,0.85,0.83435583,14
8,Raw,Cellpose-SAM,0.9,0.67484665,14
9,Raw,Cellpose-SAM,0.95,0.23312883,14
10,Raw,Cellpose-SAM,1.0,0.0,14
0,Raw,microSAM,0.5,0.6509434,14
1,Raw,microSAM,0.55,0.6132075,14
2,Raw,microSAM,0.6,0.6132075,14
3,Raw,microSAM,0.65,0.5849057,14
4,Raw,microSAM,0.7,0.5283019,14
5,Raw,microSAM,0.75,0.4716981,14
6,Raw,microSAM,0.8,0.38679245,14
7,Raw,microSAM,0.85,0.2735849,14
8,Raw,microSAM,0.9,0.047169812,14
9,Raw,microSAM,0.95,0.0,14
10,Raw,microSAM,1.0,0.0,14
0,Raw,Cellpose3,0.5,0.8165681,14
1,Raw,Cellpose3,0.55,0.80473375,14
2,Raw,Cellpose3,0.6,0.7928994,14
3,Raw,Cellpose3,0.65,0.7810651,14
4,Raw,Cellpose3,0.7,0.7692308,14
5,Raw,Cellpose3,0.75,0.7337278,14
6,Raw,Cellpose3,0.8,0.7218935,14
7,Raw,Cellpose3,0.85,0.62721896,14
8,Raw,Cellpose3,0.9,0.295858,14
9,Raw,Cellpose3,0.95,0.01183432,14
10,Raw,Cellpose3,1.0,0.0,14
0,Raw,Morphometrics,0.5,0.8427673,14
1,Raw,Morphometrics,0.55,0.8427673,14
2,Raw,Morphometrics,0.6,0.8427673,14
3,Raw,Morphometrics,0.65,0.8427673,14
4,Raw,Morphometrics,0.7,0.8301887,14
5,Raw,Morphometrics,0.75,0.8176101,14
6,Raw,Morphometrics,0.8,0.8050314,14
7,Raw,Morphometrics,0.85,0.7169811,14
8,Raw,Morphometrics,0.9,0.4654088,14
9,Raw,Morphometrics,0.95,0.025157232,14
10,Raw,Morphometrics,1.0,0.0,14
0,Raw,Omnipose,0.5,0.9302326,15
1,Raw,Omnipose,0.55,0.91989666,15
2,Raw,Omnipose,0.6,0.91989666,15
3,Raw,Omnipose,0.65,0.91989666,15
4,Raw,Omnipose,0.7,0.91989666,15
5,Raw,Omnipose,0.75,0.91989666,15
6,Raw,Omnipose,0.8,0.91989666,15
7,Raw,Omnipose,0.85,0.89405686,15
8,Raw,Omnipose,0.9,0.71834624,15
9,Raw,Omnipose,0.95,0.07751938,15
10,Raw,Omnipose,1.0,0.0,15
0,Raw,Cellpose-SAM,0.5,0.8965517,15
1,Raw,Cellpose-SAM,0.55,0.8859416,15
2,Raw,Cellpose-SAM,0.6,0.8859416,15
3,Raw,Cellpose-SAM,0.65,0.88063663,15
4,Raw,Cellpose-SAM,0.7,0.88063663,15
5,Raw,Cellpose-SAM,0.75,0.88063663,15
6,Raw,Cellpose-SAM,0.8,0.8381963,15
7,Raw,Cellpose-SAM,0.85,0.7692308,15
8,Raw,Cellpose-SAM,0.9,0.6366048,15
9,Raw,Cellpose-SAM,0.95,0.122015916,15
10,Raw,Cellpose-SAM,1.0,0.0,15
0,Raw,microSAM,0.5,0.30041724,15
1,Raw,microSAM,0.55,0.2642559,15
2,Raw,microSAM,0.6,0.22809458,15
3,Raw,microSAM,0.65,0.20584145,15
4,Raw,microSAM,0.7,0.1752434,15
5,Raw,microSAM,0.75,0.13908206,15
6,Raw,microSAM,0.8,0.10848401,15
7,Raw,microSAM,0.85,0.06954103,15
8,Raw,microSAM,0.9,0.027816411,15
9,Raw,microSAM,0.95,0.0,15
10,Raw,microSAM,1.0,0.0,15
0,Raw,Cellpose3,0.5,0.32894737,15
1,Raw,Cellpose3,0.55,0.3026316,15
2,Raw,Cellpose3,0.6,0.28947368,15
3,Raw,Cellpose3,0.65,0.2631579,15
4,Raw,Cellpose3,0.7,0.23026316,15
5,Raw,Cellpose3,0.75,0.17105263,15
6,Raw,Cellpose3,0.8,0.118421055,15
7,Raw,Cellpose3,0.85,0.032894738,15
8,Raw,Cellpose3,0.9,0.0,15
9,Raw,Cellpose3,0.95,0.0,15
10,Raw,Cellpose3,1.0,0.0,15
0,Raw,Morphometrics,0.5,0.22727273,15
1,Raw,Morphometrics,0.55,0.2,15
2,Raw,Morphometrics,0.6,0.2,15
3,Raw,Morphometrics,0.65,0.2,15
4,Raw,Morphometrics,0.7,0.18181819,15
5,Raw,Morphometrics,0.75,0.17272727,15
6,Raw,Morphometrics,0.8,0.13636364,15
7,Raw,Morphometrics,0.85,0.1,15
8,Raw,Morphometrics,0.9,0.036363635,15
9,Raw,Morphometrics,0.95,0.0,15
10,Raw,Morphometrics,1.0,0.0,15
0,Raw,Omnipose,0.5,0.8115942,16
1,Raw,Omnipose,0.55,0.78985506,16
2,Raw,Omnipose,0.6,0.7753623,16
3,Raw,Omnipose,0.65,0.7753623,16
4,Raw,Omnipose,0.7,0.7753623,16
5,Raw,Omnipose,0.75,0.7753623,16
6,Raw,Omnipose,0.8,0.7753623,16
7,Raw,Omnipose,0.85,0.7753623,16
8,Raw,Omnipose,0.9,0.70289856,16
9,Raw,Omnipose,0.95,0.3115942,16
10,Raw,Omnipose,1.0,0.0,16
0,Raw,Cellpose-SAM,0.5,0.9128631,16
1,Raw,Cellpose-SAM,0.55,0.8879668,16
2,Raw,Cellpose-SAM,0.6,0.87966806,16
3,Raw,Cellpose-SAM,0.65,0.8713693,16
4,Raw,Cellpose-SAM,0.7,0.8713693,16
5,Raw,Cellpose-SAM,0.75,0.8713693,16
6,Raw,Cellpose-SAM,0.8,0.8713693,16
7,Raw,Cellpose-SAM,0.85,0.8713693,16
8,Raw,Cellpose-SAM,0.9,0.77178425,16
9,Raw,Cellpose-SAM,0.95,0.2821577,16
10,Raw,Cellpose-SAM,1.0,0.0,16
0,Raw,microSAM,0.5,0.5030675,16
1,Raw,microSAM,0.55,0.47239265,16
2,Raw,microSAM,0.6,0.4417178,16
3,Raw,microSAM,0.65,0.40490797,16
4,Raw,microSAM,0.7,0.38650307,16
5,Raw,microSAM,0.75,0.29447854,16
6,Raw,microSAM,0.8,0.20245399,16
7,Raw,microSAM,0.85,0.11042945,16
8,Raw,microSAM,0.9,0.030674847,16
9,Raw,microSAM,0.95,0.0,16
10,Raw,microSAM,1.0,0.0,16
0,Raw,Cellpose3,0.5,0.76045626,16
1,Raw,Cellpose3,0.55,0.7376426,16
2,Raw,Cellpose3,0.6,0.73003805,16
3,Raw,Cellpose3,0.65,0.72243345,16
4,Raw,Cellpose3,0.7,0.7072243,16
5,Raw,Cellpose3,0.75,0.69961977,16
6,Raw,Cellpose3,0.8,0.68441063,16
7,Raw,Cellpose3,0.85,0.6463878,16
8,Raw,Cellpose3,0.9,0.34980989,16
9,Raw,Cellpose3,0.95,0.0,16
10,Raw,Cellpose3,1.0,0.0,16
0,Raw,Morphometrics,0.5,0.8512397,16
1,Raw,Morphometrics,0.55,0.8264463,16
2,Raw,Morphometrics,0.6,0.8016529,16
3,Raw,Morphometrics,0.65,0.78512394,16
4,Raw,Morphometrics,0.7,0.78512394,16
5,Raw,Morphometrics,0.75,0.7768595,16
6,Raw,Morphometrics,0.8,0.76033056,16
7,Raw,Morphometrics,0.85,0.70247936,16
8,Raw,Morphometrics,0.9,0.59504133,16
9,Raw,Morphometrics,0.95,0.09090909,16
10,Raw,Morphometrics,1.0,0.0,16
0,Raw,Omnipose,0.5,0.6,17
1,Raw,Omnipose,0.55,0.6,17
2,Raw,Omnipose,0.6,0.6,17
3,Raw,Omnipose,0.65,0.6,17
4,Raw,Omnipose,0.7,0.6,17
5,Raw,Omnipose,0.75,0.6,17
6,Raw,Omnipose,0.8,0.6,17
7,Raw,Omnipose,0.85,0.6,17
8,Raw,Omnipose,0.9,0.6,17
9,Raw,Omnipose,0.95,0.0,17
10,Raw,Omnipose,1.0,0.0,17
0,Raw,Cellpose-SAM,0.5,0.8,17
1,Raw,Cellpose-SAM,0.55,0.8,17
2,Raw,Cellpose-SAM,0.6,0.8,17
3,Raw,Cellpose-SAM,0.65,0.8,17
4,Raw,Cellpose-SAM,0.7,0.8,17
5,Raw,Cellpose-SAM,0.75,0.8,17
6,Raw,Cellpose-SAM,0.8,0.8,17
7,Raw,Cellpose-SAM,0.85,0.8,17
8,Raw,Cellpose-SAM,0.9,0.53333336,17
9,Raw,Cellpose-SAM,0.95,0.0,17
10,Raw,Cellpose-SAM,1.0,0.0,17
0,Raw,microSAM,0.5,0.5,17
1,Raw,microSAM,0.55,0.5,17
2,Raw,microSAM,0.6,0.5,17
3,Raw,microSAM,0.65,0.5,17
4,Raw,microSAM,0.7,0.45,17
5,Raw,microSAM,0.75,0.4,17
6,Raw,microSAM,0.8,0.25,17
7,Raw,microSAM,0.85,0.2,17
8,Raw,microSAM,0.9,0.0,17
9,Raw,microSAM,0.95,0.0,17
10,Raw,microSAM,1.0,0.0,17
0,Raw,Cellpose3,0.5,0.5714286,17
1,Raw,Cellpose3,0.55,0.5714286,17
2,Raw,Cellpose3,0.6,0.5714286,17
3,Raw,Cellpose3,0.65,0.5714286,17
4,Raw,Cellpose3,0.7,0.5714286,17
5,Raw,Cellpose3,0.75,0.5714286,17
6,Raw,Cellpose3,0.8,0.52380955,17
7,Raw,Cellpose3,0.85,0.14285715,17
8,Raw,Cellpose3,0.9,0.0,17
9,Raw,Cellpose3,0.95,0.0,17
10,Raw,Cellpose3,1.0,0.0,17
0,Raw,Morphometrics,0.5,0.625,17
1,Raw,Morphometrics,0.55,0.625,17
2,Raw,Morphometrics,0.6,0.625,17
3,Raw,Morphometrics,0.65,0.625,17
4,Raw,Morphometrics,0.7,0.625,17
5,Raw,Morphometrics,0.75,0.625,17
6,Raw,Morphometrics,0.8,0.625,17
7,Raw,Morphometrics,0.85,0.625,17
8,Raw,Morphometrics,0.9,0.25,17
9,Raw,Morphometrics,0.95,0.0,17
10,Raw,Morphometrics,1.0,0.0,17
0,Raw,Omnipose,0.5,0.8032787,18
1,Raw,Omnipose,0.55,0.75409836,18
2,Raw,Omnipose,0.6,0.75409836,18
3,Raw,Omnipose,0.65,0.75409836,18
4,Raw,Omnipose,0.7,0.75409836,18
5,Raw,Omnipose,0.75,0.75409836,18
6,Raw,Omnipose,0.8,0.73770493,18
7,Raw,Omnipose,0.85,0.73770493,18
8,Raw,Omnipose,0.9,0.72131145,18
9,Raw,Omnipose,0.95,0.27868852,18
10,Raw,Omnipose,1.0,0.0,18
0,Raw,Cellpose-SAM,0.5,0.9142857,18
1,Raw,Cellpose-SAM,0.55,0.8952381,18
2,Raw,Cellpose-SAM,0.6,0.8952381,18
3,Raw,Cellpose-SAM,0.65,0.8952381,18
4,Raw,Cellpose-SAM,0.7,0.8761905,18
5,Raw,Cellpose-SAM,0.75,0.8761905,18
6,Raw,Cellpose-SAM,0.8,0.85714287,18
7,Raw,Cellpose-SAM,0.85,0.85714287,18
8,Raw,Cellpose-SAM,0.9,0.83809525,18
9,Raw,Cellpose-SAM,0.95,0.32380953,18
10,Raw,Cellpose-SAM,1.0,0.0,18
0,Raw,microSAM,0.5,0.5942029,18
1,Raw,microSAM,0.55,0.5797101,18
2,Raw,microSAM,0.6,0.5652174,18
3,Raw,microSAM,0.65,0.5652174,18
4,Raw,microSAM,0.7,0.5362319,18
5,Raw,microSAM,0.75,0.47826087,18
6,Raw,microSAM,0.8,0.47826087,18
7,Raw,microSAM,0.85,0.39130434,18
8,Raw,microSAM,0.9,0.14492753,18
9,Raw,microSAM,0.95,0.0,18
10,Raw,microSAM,1.0,0.0,18
0,Raw,Cellpose3,0.5,0.789916,18
1,Raw,Cellpose3,0.55,0.7394958,18
2,Raw,Cellpose3,0.6,0.7394958,18
3,Raw,Cellpose3,0.65,0.7058824,18
4,Raw,Cellpose3,0.7,0.7058824,18
5,Raw,Cellpose3,0.75,0.7058824,18
6,Raw,Cellpose3,0.8,0.7058824,18
7,Raw,Cellpose3,0.85,0.7058824,18
8,Raw,Cellpose3,0.9,0.5546219,18
9,Raw,Cellpose3,0.95,0.0,18
10,Raw,Cellpose3,1.0,0.0,18
0,Raw,Morphometrics,0.5,0.8490566,18
1,Raw,Morphometrics,0.55,0.8301887,18
2,Raw,Morphometrics,0.6,0.8113208,18
3,Raw,Morphometrics,0.65,0.8113208,18
4,Raw,Morphometrics,0.7,0.7924528,18
5,Raw,Morphometrics,0.75,0.7924528,18
6,Raw,Morphometrics,0.8,0.7924528,18
7,Raw,Morphometrics,0.85,0.7358491,18
8,Raw,Morphometrics,0.9,0.6792453,18
9,Raw,Morphometrics,0.95,0.094339624,18
10,Raw,Morphometrics,1.0,0.0,18
0,Raw,Omnipose,0.5,0.5675676,19
1,Raw,Omnipose,0.55,0.5135135,19
2,Raw,Omnipose,0.6,0.5135135,19
3,Raw,Omnipose,0.65,0.5135135,19
4,Raw,Omnipose,0.7,0.5135135,19
5,Raw,Omnipose,0.75,0.5135135,19
6,Raw,Omnipose,0.8,0.5135135,19
7,Raw,Omnipose,0.85,0.5135135,19
8,Raw,Omnipose,0.9,0.5135135,19
9,Raw,Omnipose,0.95,0.2972973,19
10,Raw,Omnipose,1.0,0.0,19
0,Raw,Cellpose-SAM,0.5,0.875,19
1,Raw,Cellpose-SAM,0.55,0.75,19
2,Raw,Cellpose-SAM,0.6,0.75,19
3,Raw,Cellpose-SAM,0.65,0.75,19
4,Raw,Cellpose-SAM,0.7,0.75,19
5,Raw,Cellpose-SAM,0.75,0.75,19
6,Raw,Cellpose-SAM,0.8,0.75,19
7,Raw,Cellpose-SAM,0.85,0.75,19
8,Raw,Cellpose-SAM,0.9,0.75,19
9,Raw,Cellpose-SAM,0.95,0.5416667,19
10,Raw,Cellpose-SAM,1.0,0.0,19
0,Raw,microSAM,0.5,0.30769232,19
1,Raw,microSAM,0.55,0.26923078,19
2,Raw,microSAM,0.6,0.26923078,19
3,Raw,microSAM,0.65,0.23076923,19
4,Raw,microSAM,0.7,0.23076923,19
5,Raw,microSAM,0.75,0.23076923,19
6,Raw,microSAM,0.8,0.21153846,19
7,Raw,microSAM,0.85,0.1923077,19
8,Raw,microSAM,0.9,0.057692308,19
9,Raw,microSAM,0.95,0.0,19
10,Raw,microSAM,1.0,0.0,19
0,Raw,Cellpose3,0.5,0.49315068,19
1,Raw,Cellpose3,0.55,0.49315068,19
2,Raw,Cellpose3,0.6,0.46575344,19
3,Raw,Cellpose3,0.65,0.43835616,19
4,Raw,Cellpose3,0.7,0.43835616,19
5,Raw,Cellpose3,0.75,0.43835616,19
6,Raw,Cellpose3,0.8,0.43835616,19
7,Raw,Cellpose3,0.85,0.43835616,19
8,Raw,Cellpose3,0.9,0.24657534,19
9,Raw,Cellpose3,0.95,0.0,19
10,Raw,Cellpose3,1.0,0.0,19
0,Raw,Morphometrics,0.5,0.58181816,19
1,Raw,Morphometrics,0.55,0.5090909,19
2,Raw,Morphometrics,0.6,0.5090909,19
3,Raw,Morphometrics,0.65,0.5090909,19
4,Raw,Morphometrics,0.7,0.47272727,19
5,Raw,Morphometrics,0.75,0.47272727,19
6,Raw,Morphometrics,0.8,0.43636364,19
7,Raw,Morphometrics,0.85,0.43636364,19
8,Raw,Morphometrics,0.9,0.43636364,19
9,Raw,Morphometrics,0.95,0.036363635,19
10,Raw,Morphometrics,1.0,0.0,19
0,Raw,Omnipose,0.5,0.78571427,20
1,Raw,Omnipose,0.55,0.75,20
2,Raw,Omnipose,0.6,0.75,20
3,Raw,Omnipose,0.65,0.75,20
4,Raw,Omnipose,0.7,0.75,20
5,Raw,Omnipose,0.75,0.75,20
6,Raw,Omnipose,0.8,0.75,20
7,Raw,Omnipose,0.85,0.75,20
8,Raw,Omnipose,0.9,0.6785714,20
9,Raw,Omnipose,0.95,0.32142857,20
10,Raw,Omnipose,1.0,0.0,20
0,Raw,Cellpose-SAM,0.5,0.85714287,20
1,Raw,Cellpose-SAM,0.55,0.85714287,20
2,Raw,Cellpose-SAM,0.6,0.85714287,20
3,Raw,Cellpose-SAM,0.65,0.85714287,20
4,Raw,Cellpose-SAM,0.7,0.85714287,20
5,Raw,Cellpose-SAM,0.75,0.85714287,20
6,Raw,Cellpose-SAM,0.8,0.85714287,20
7,Raw,Cellpose-SAM,0.85,0.85714287,20
8,Raw,Cellpose-SAM,0.9,0.7619048,20
9,Raw,Cellpose-SAM,0.95,0.23809524,20
10,Raw,Cellpose-SAM,1.0,0.0,20
0,Raw,microSAM,0.5,0.42696628,20
1,Raw,microSAM,0.55,0.42696628,20
2,Raw,microSAM,0.6,0.42696628,20
3,Raw,microSAM,0.65,0.42696628,20
4,Raw,microSAM,0.7,0.40449437,20
5,Raw,microSAM,0.75,0.35955057,20
6,Raw,microSAM,0.8,0.33707866,20
7,Raw,microSAM,0.85,0.29213482,20
8,Raw,microSAM,0.9,0.11235955,20
9,Raw,microSAM,0.95,0.0,20
10,Raw,microSAM,1.0,0.0,20
0,Raw,Cellpose3,0.5,0.72,20
1,Raw,Cellpose3,0.55,0.68,20
2,Raw,Cellpose3,0.6,0.68,20
3,Raw,Cellpose3,0.65,0.68,20
4,Raw,Cellpose3,0.7,0.64,20
5,Raw,Cellpose3,0.75,0.64,20
6,Raw,Cellpose3,0.8,0.52,20
7,Raw,Cellpose3,0.85,0.32,20
8,Raw,Cellpose3,0.9,0.16,20
9,Raw,Cellpose3,0.95,0.0,20
10,Raw,Cellpose3,1.0,0.0,20
0,Raw,Morphometrics,0.5,0.8636364,20
