,Image type,Model,Threshold,F1,Image
6,Raw,microSAM,0.8,0.27142859,41
7,Raw,microSAM,0.85,0.21428572,41
8,Raw,microSAM,0.9,0.1,41
9,Raw,microSAM,0.95,0.0,41
10,Raw,microSAM,1.0,0.0,41
0,Raw,Cellpose3,0.5,0.5148515,41
1,Raw,Cellpose3,0.55,0.47524753,41
2,Raw,Cellpose3,0.6,0.47524753,41
3,Raw,Cellpose3,0.65,0.47524753,41
4,Raw,Cellpose3,0.7,0.47524753,41
5,Raw,Cellpose3,0.75,0.47524753,41
6,Raw,Cellpose3,0.8,0.47524753,41
7,Raw,Cellpose3,0.85,0.47524753,41
8,Raw,Cellpose3,0.9,0.47524753,41
9,Raw,Cellpose3,0.95,0.01980198,41
10,Raw,Cellpose3,1.0,0.0,41
0,Raw,Morphometrics,0.5,0.64788735,41
1,Raw,Morphometrics,0.55,0.5915493,41
2,Raw,Morphometrics,0.6,0.5915493,41
3,Raw,Morphometrics,0.65,0.5915493,41
4,Raw,Morphometrics,0.7,0.5915493,41
5,Raw,Morphometrics,0.75,0.5915493,41
6,Raw,Morphometrics,0.8,0.5915493,41
7,Raw,Morphometrics,0.85,0.5915493,41
8,Raw,Morphometrics,0.9,0.5633803,41
9,Raw,Morphometrics,0.95,0.2535211,41
10,Raw,Morphometrics,1.0,0.0,41
0,Raw,Omnipose,0.5,0.96153843,42
1,Raw,Omnipose,0.55,0.96153843,42
2,Raw,Omnipose,0.6,0.96153843,42
3,Raw,Omnipose,0.65,0.96153843,42
4,Raw,Omnipose,0.7,0.96153843,42
5,Raw,Omnipose,0.75,0.96153843,42
6,Raw,Omnipose,0.8,0.96153843,42
7,Raw,Omnipose,0.85,0.96153843,42
8,Raw,Omnipose,0.9,0.96153843,42
9,Raw,Omnipose,0.95,0.61538464,42
10,Raw,Omnipose,1.0,0.0,42
0,Raw,Cellpose-SAM,0.5,1.0,42
1,Raw,Cellpose-SAM,0.55,1.0,42
2,Raw,Cellpose-SAM,0.6,1.0,42
3,Raw,Cellpose-SAM,0.65,1.0,42
4,Raw,Cellpose-SAM,0.7,1.0,42
5,Raw,Cellpose-SAM,0.75,1.0,42
6,Raw,Cellpose-SAM,0.8,1.0,42
7,Raw,Cellpose-SAM,0.85,1.0,42
8,Raw,Cellpose-SAM,0.9,1.0,42
9,Raw,Cellpose-SAM,0.95,0.28,42
10,Raw,Cellpose-SAM,1.0,0.0,42
0,Raw,microSAM,0.5,0.5714286,42
1,Raw,microSAM,0.55,0.5194805,42
2,Raw,microSAM,0.6,0.4935065,42
3,Raw,microSAM,0.65,0.46753246,42
4,Raw,microSAM,0.7,0.41558442,42
5,Raw,microSAM,0.75,0.41558442,42
6,Raw,microSAM,0.8,0.36363637,42
7,Raw,microSAM,0.85,0.25974026,42
8,Raw,microSAM,0.9,0.15584415,42
9,Raw,microSAM,0.95,0.0,42
10,Raw,microSAM,1.0,0.0,42
0,Raw,Cellpose3,0.5,0.7058824,42
1,Raw,Cellpose3,0.55,0.7058824,42
2,Raw,Cellpose3,0.6,0.7058824,42
3,Raw,Cellpose3,0.65,0.7058824,42
4,Raw,Cellpose3,0.7,0.7058824,42
5,Raw,Cellpose3,0.75,0.7058824,42
6,Raw,Cellpose3,0.8,0.7058824,42
7,Raw,Cellpose3,0.85,0.7058824,42
8,Raw,Cellpose3,0.9,0.38235295,42
9,Raw,Cellpose3,0.95,0.0,42
10,Raw,Cellpose3,1.0,0.0,42
0,Raw,Morphometrics,0.5,0.8888889,42
1,Raw,Morphometrics,0.55,0.8518519,42
2,Raw,Morphometrics,0.6,0.8518519,42
3,Raw,Morphometrics,0.65,0.8518519,42
4,Raw,Morphometrics,0.7,0.8518519,42
5,Raw,Morphometrics,0.75,0.8518519,42
6,Raw,Morphometrics,0.8,0.8518519,42
7,Raw,Morphometrics,0.85,0.8518519,42
8,Raw,Morphometrics,0.9,0.8148148,42
9,Raw,Morphometrics,0.95,0.0,42
10,Raw,Morphometrics,1.0,0.0,42
0,Raw,Omnipose,0.5,0.6,43
1,Raw,Omnipose,0.55,0.6,43
2,Raw,Omnipose,0.6,0.6,43
3,Raw,Omnipose,0.65,0.6,43
4,Raw,Omnipose,0.7,0.6,43
5,Raw,Omnipose,0.75,0.6,43
6,Raw,Omnipose,0.8,0.6,43
7,Raw,Omnipose,0.85,0.6,43
8,Raw,Omnipose,0.9,0.6,43
9,Raw,Omnipose,0.95,0.36363637,43
10,Raw,Omnipose,1.0,0.0,43
0,Raw,Cellpose-SAM,0.5,0.9166667,43
1,Raw,Cellpose-SAM,0.55,0.9166667,43
2,Raw,Cellpose-SAM,0.6,0.9166667,43
3,Raw,Cellpose-SAM,0.65,0.9166667,43
4,Raw,Cellpose-SAM,0.7,0.9166667,43
5,Raw,Cellpose-SAM,0.75,0.9166667,43
6,Raw,Cellpose-SAM,0.8,0.9166667,43
7,Raw,Cellpose-SAM,0.85,0.9166667,43
8,Raw,Cellpose-SAM,0.9,0.9166667,43
9,Raw,Cellpose-SAM,0.95,0.30555555,43
10,Raw,Cellpose-SAM,1.0,0.0,43
0,Raw,microSAM,0.5,0.52459013,43
1,Raw,microSAM,0.55,0.52459013,43
2,Raw,microSAM,0.6,0.52459013,43
3,Raw,microSAM,0.65,0.5081967,43
4,Raw,microSAM,0.7,0.47540984,43
5,Raw,microSAM,0.75,0.45901638,43
6,Raw,microSAM,0.8,0.40983605,43
7,Raw,microSAM,0.85,0.32786885,43
8,Raw,microSAM,0.9,0.08196721,43
9,Raw,microSAM,0.95,0.0,43
10,Raw,microSAM,1.0,0.0,43
0,Raw,Cellpose3,0.5,0.72527474,43
1,Raw,Cellpose3,0.55,0.72527474,43
2,Raw,Cellpose3,0.6,0.72527474,43
3,Raw,Cellpose3,0.65,0.7032967,43
4,Raw,Cellpose3,0.7,0.7032967,43
5,Raw,Cellpose3,0.75,0.7032967,43
6,Raw,Cellpose3,0.8,0.7032967,43
7,Raw,Cellpose3,0.85,0.7032967,43
8,Raw,Cellpose3,0.9,0.61538464,43
9,Raw,Cellpose3,0.95,0.021978023,43
10,Raw,Cellpose3,1.0,0.0,43
0,Raw,Morphometrics,0.5,0.8648649,43
1,Raw,Morphometrics,0.55,0.8648649,43
2,Raw,Morphometrics,0.6,0.8648649,43
3,Raw,Morphometrics,0.65,0.8378378,43
4,Raw,Morphometrics,0.7,0.8378378,43
5,Raw,Morphometrics,0.75,0.8378378,43
6,Raw,Morphometrics,0.8,0.8378378,43
7,Raw,Morphometrics,0.85,0.8378378,43
8,Raw,Morphometrics,0.9,0.8378378,43
9,Raw,Morphometrics,0.95,0.1891892,43
10,Raw,Morphometrics,1.0,0.0,43
0,Raw,Omnipose,0.5,0.7457627,44
1,Raw,Omnipose,0.55,0.7288136,44
2,Raw,Omnipose,0.6,0.7288136,44
3,Raw,Omnipose,0.65,0.7288136,44
4,Raw,Omnipose,0.7,0.7288136,44
5,Raw,Omnipose,0.75,0.7288136,44
6,Raw,Omnipose,0.8,0.7288136,44
7,Raw,Omnipose,0.85,0.7118644,44
8,Raw,Omnipose,0.9,0.66101694,44
9,Raw,Omnipose,0.95,0.050847456,44
10,Raw,Omnipose,1.0,0.0,44
0,Raw,Cellpose-SAM,0.5,0.8659794,44
1,Raw,Cellpose-SAM,0.55,0.8453608,44
2,Raw,Cellpose-SAM,0.6,0.8453608,44
3,Raw,Cellpose-SAM,0.65,0.8453608,44
4,Raw,Cellpose-SAM,0.7,0.8453608,44
5,Raw,Cellpose-SAM,0.75,0.8453608,44
6,Raw,Cellpose-SAM,0.8,0.8453608,44
7,Raw,Cellpose-SAM,0.85,0.8453608,44
8,Raw,Cellpose-SAM,0.9,0.7628866,44
9,Raw,Cellpose-SAM,0.95,0.14432989,44
10,Raw,Cellpose-SAM,1.0,0.0,44
0,Raw,microSAM,0.5,0.67256635,44
1,Raw,microSAM,0.55,0.67256635,44
2,Raw,microSAM,0.6,0.65486723,44
3,Raw,microSAM,0.65,0.61946905,44
4,Raw,microSAM,0.7,0.5840708,44
5,Raw,microSAM,0.75,0.5663717,44
6,Raw,microSAM,0.8,0.4778761,44
7,Raw,microSAM,0.85,0.42477876,44
8,Raw,microSAM,0.9,0.07079646,44
9,Raw,microSAM,0.95,0.0,44
10,Raw,microSAM,1.0,0.0,44
0,Raw,Cellpose3,0.5,0.6666667,44
1,Raw,Cellpose3,0.55,0.6666667,44
2,Raw,Cellpose3,0.6,0.6666667,44
3,Raw,Cellpose3,0.65,0.6666667,44
4,Raw,Cellpose3,0.7,0.6666667,44
5,Raw,Cellpose3,0.75,0.6666667,44
6,Raw,Cellpose3,0.8,0.6495727,44
7,Raw,Cellpose3,0.85,0.61538464,44
8,Raw,Cellpose3,0.9,0.44444445,44
9,Raw,Cellpose3,0.95,0.0,44
10,Raw,Cellpose3,1.0,0.0,44
0,Raw,Morphometrics,0.5,0.8913044,44
1,Raw,Morphometrics,0.55,0.8913044,44
2,Raw,Morphometrics,0.6,0.8913044,44
3,Raw,Morphometrics,0.65,0.8913044,44
4,Raw,Morphometrics,0.7,0.8913044,44
5,Raw,Morphometrics,0.75,0.8695652,44
6,Raw,Morphometrics,0.8,0.84782606,44
7,Raw,Morphometrics,0.85,0.7826087,44
8,Raw,Morphometrics,0.9,0.67391306,44
9,Raw,Morphometrics,0.95,0.04347826,44
10,Raw,Morphometrics,1.0,0.0,44
0,Raw,Omnipose,0.5,0.74509805,45
1,Raw,Omnipose,0.55,0.7254902,45
2,Raw,Omnipose,0.6,0.7058824,45
3,Raw,Omnipose,0.65,0.7058824,45
4,Raw,Omnipose,0.7,0.7058824,45
5,Raw,Omnipose,0.75,0.7058824,45
6,Raw,Omnipose,0.8,0.7058824,45
7,Raw,Omnipose,0.85,0.6862745,45
8,Raw,Omnipose,0.9,0.6862745,45
9,Raw,Omnipose,0.95,0.078431375,45
10,Raw,Omnipose,1.0,0.0,45
0,Raw,Cellpose-SAM,0.5,0.85714287,45
1,Raw,Cellpose-SAM,0.55,0.85714287,45
2,Raw,Cellpose-SAM,0.6,0.85714287,45
3,Raw,Cellpose-SAM,0.65,0.85714287,45
4,Raw,Cellpose-SAM,0.7,0.85714287,45
5,Raw,Cellpose-SAM,0.75,0.85714287,45
6,Raw,Cellpose-SAM,0.8,0.85714287,45
7,Raw,Cellpose-SAM,0.85,0.85714287,45
8,Raw,Cellpose-SAM,0.9,0.8333333,45
9,Raw,Cellpose-SAM,0.95,0.14285715,45
10,Raw,Cellpose-SAM,1.0,0.0,45
0,Raw,microSAM,0.5,0.5496183,45
1,Raw,microSAM,0.55,0.53435117,45
2,Raw,microSAM,0.6,0.53435117,45
3,Raw,microSAM,0.65,0.519084,45
4,Raw,microSAM,0.7,0.5038168,45
5,Raw,microSAM,0.75,0.5038168,45
6,Raw,microSAM,0.8,0.47328246,45
7,Raw,microSAM,0.85,0.39694658,45
8,Raw,microSAM,0.9,0.122137405,45
9,Raw,microSAM,0.95,0.0,45
10,Raw,microSAM,1.0,0.0,45
0,Raw,Cellpose3,0.5,0.7058824,45
1,Raw,Cellpose3,0.55,0.7058824,45
2,Raw,Cellpose3,0.6,0.6862745,45
3,Raw,Cellpose3,0.65,0.6862745,45
4,Raw,Cellpose3,0.7,0.6862745,45
5,Raw,Cellpose3,0.75,0.6862745,45
6,Raw,Cellpose3,0.8,0.64705884,45
7,Raw,Cellpose3,0.85,0.50980395,45
8,Raw,Cellpose3,0.9,0.4117647,45
9,Raw,Cellpose3,0.95,0.0,45
10,Raw,Cellpose3,1.0,0.0,45
0,Raw,Morphometrics,0.5,0.8372093,45
1,Raw,Morphometrics,0.55,0.81395346,45
2,Raw,Morphometrics,0.6,0.81395346,45
3,Raw,Morphometrics,0.65,0.81395346,45
4,Raw,Morphometrics,0.7,0.7906977,45
5,Raw,Morphometrics,0.75,0.76744187,45
6,Raw,Morphometrics,0.8,0.76744187,45
7,Raw,Morphometrics,0.85,0.6976744,45
8,Raw,Morphometrics,0.9,0.60465115,45
9,Raw,Morphometrics,0.95,0.046511628,45
10,Raw,Morphometrics,1.0,0.0,45
0,Raw,Omnipose,0.5,0.85714287,46
1,Raw,Omnipose,0.55,0.79761904,46
2,Raw,Omnipose,0.6,0.79761904,46
3,Raw,Omnipose,0.65,0.79761904,46
4,Raw,Omnipose,0.7,0.79761904,46
5,Raw,Omnipose,0.75,0.79761904,46
6,Raw,Omnipose,0.8,0.79761904,46
7,Raw,Omnipose,0.85,0.79761904,46
8,Raw,Omnipose,0.9,0.78571427,46
9,Raw,Omnipose,0.95,0.32142857,46
10,Raw,Omnipose,1.0,0.0,46
0,Raw,Cellpose-SAM,0.5,0.9056604,46
1,Raw,Cellpose-SAM,0.55,0.8553459,46
2,Raw,Cellpose-SAM,0.6,0.8553459,46
3,Raw,Cellpose-SAM,0.65,0.8553459,46
4,Raw,Cellpose-SAM,0.7,0.8553459,46
5,Raw,Cellpose-SAM,0.75,0.8553459,46
6,Raw,Cellpose-SAM,0.8,0.8553459,46
7,Raw,Cellpose-SAM,0.85,0.8553459,46
8,Raw,Cellpose-SAM,0.9,0.8553459,46
9,Raw,Cellpose-SAM,0.95,0.25157234,46
10,Raw,Cellpose-SAM,1.0,0.0,46
0,Raw,microSAM,0.5,0.57416266,46
1,Raw,microSAM,0.55,0.5263158,46
2,Raw,microSAM,0.6,0.50717705,46
3,Raw,microSAM,0.65,0.46889952,46
4,Raw,microSAM,0.7,0.4401914,46
5,Raw,microSAM,0.75,0.40191388,46
6,Raw,microSAM,0.8,0.354067,46
7,Raw,microSAM,0.85,0.22966507,46
8,Raw,microSAM,0.9,0.03827751,46
9,Raw,microSAM,0.95,0.0,46
10,Raw,microSAM,1.0,0.0,46
0,Raw,Cellpose3,0.5,0.7135135,46
1,Raw,Cellpose3,0.55,0.6918919,46
2,Raw,Cellpose3,0.6,0.68108106,46
3,Raw,Cellpose3,0.65,0.68108106,46
4,Raw,Cellpose3,0.7,0.68108106,46
5,Raw,Cellpose3,0.75,0.68108106,46
6,Raw,Cellpose3,0.8,0.68108106,46
7,Raw,Cellpose3,0.85,0.68108106,46
8,Raw,Cellpose3,0.9,0.5405405,46
9,Raw,Cellpose3,0.95,0.0,46
10,Raw,Cellpose3,1.0,0.0,46
0,Raw,Morphometrics,0.5,0.8198758,46
1,Raw,Morphometrics,0.55,0.7826087,46
2,Raw,Morphometrics,0.6,0.7826087,46
3,Raw,Morphometrics,0.65,0.77018636,46
4,Raw,Morphometrics,0.7,0.77018636,46
5,Raw,Morphometrics,0.75,0.77018636,46
6,Raw,Morphometrics,0.8,0.77018636,46
7,Raw,Morphometrics,0.85,0.77018636,46
8,Raw,Morphometrics,0.9,0.77018636,46
9,Raw,Morphometrics,0.95,0.36024845,46
10,Raw,Morphometrics,1.0,0.0,46
0,Raw,Omnipose,0.5,0.7972028,47
1,Raw,Omnipose,0.55,0.7692308,47
2,Raw,Omnipose,0.6,0.7692308,47
3,Raw,Omnipose,0.65,0.7692308,47
4,Raw,Omnipose,0.7,0.7692308,47
5,Raw,Omnipose,0.75,0.7692308,47
6,Raw,Omnipose,0.8,0.7692308,47
7,Raw,Omnipose,0.85,0.7692308,47
8,Raw,Omnipose,0.9,0.6853147,47
9,Raw,Omnipose,0.95,0.062937066,47
10,Raw,Omnipose,1.0,0.0,47
0,Raw,Cellpose-SAM,0.5,0.85714287,47
1,Raw,Cellpose-SAM,0.55,0.82625484,47
2,Raw,Cellpose-SAM,0.6,0.8185328,47
3,Raw,Cellpose-SAM,0.65,0.8185328,47
4,Raw,Cellpose-SAM,0.7,0.8108108,47
5,Raw,Cellpose-SAM,0.75,0.8030888,47
6,Raw,Cellpose-SAM,0.8,0.7953668,47
7,Raw,Cellpose-SAM,0.85,0.7876448,47
8,Raw,Cellpose-SAM,0.9,0.57915056,47
9,Raw,Cellpose-SAM,0.95,0.038610037,47
10,Raw,Cellpose-SAM,1.0,0.0,47
0,Raw,microSAM,0.5,0.41558442,47
1,Raw,microSAM,0.55,0.36883116,47
2,Raw,microSAM,0.6,0.34285715,47
3,Raw,microSAM,0.65,0.30649352,47
4,Raw,microSAM,0.7,0.29090908,47
5,Raw,microSAM,0.75,0.23896104,47
6,Raw,microSAM,0.8,0.18181819,47
7,Raw,microSAM,0.85,0.114285715,47
8,Raw,microSAM,0.9,0.025974026,47
9,Raw,microSAM,0.95,0.0,47
10,Raw,microSAM,1.0,0.0,47
0,Raw,Cellpose3,0.5,0.62416106,47
1,Raw,Cellpose3,0.55,0.59731543,47
2,Raw,Cellpose3,0.6,0.590604,47
3,Raw,Cellpose3,0.65,0.5771812,47
4,Raw,Cellpose3,0.7,0.5704698,47
5,Raw,Cellpose3,0.75,0.5704698,47
6,Raw,Cellpose3,0.8,0.557047,47
7,Raw,Cellpose3,0.85,0.4295302,47
8,Raw,Cellpose3,0.9,0.10738255,47
9,Raw,Cellpose3,0.95,0.0,47
10,Raw,Cellpose3,1.0,0.0,47
0,Raw,Morphometrics,0.5,0.7753623,47
1,Raw,Morphometrics,0.55,0.73188406,47
2,Raw,Morphometrics,0.6,0.7246377,47
3,Raw,Morphometrics,0.65,0.70289856,47
4,Raw,Morphometrics,0.7,0.6956522,47
5,Raw,Morphometrics,0.75,0.67391306,47
6,Raw,Morphometrics,0.8,0.64492756,47
7,Raw,Morphometrics,0.85,0.60144925,47
8,Raw,Morphometrics,0.9,0.44927537,47
9,Raw,Morphometrics,0.95,0.028985508,47
10,Raw,Morphometrics,1.0,0.0,47
0,Raw,Omnipose,0.5,0.85714287,48
1,Raw,Omnipose,0.55,0.85714287,48
2,Raw,Omnipose,0.6,0.85714287,48
3,Raw,Omnipose,0.65,0.85714287,48
4,Raw,Omnipose,0.7,0.85714287,48
5,Raw,Omnipose,0.75,0.85714287,48
6,Raw,Omnipose,0.8,0.85714287,48
7,Raw,Omnipose,0.85,0.85714287,48
8,Raw,Omnipose,0.9,0.81632656,48
9,Raw,Omnipose,0.95,0.48979592,48
10,Raw,Omnipose,1.0,0.0,48
0,Raw,Cellpose-SAM,0.5,1.0,48
1,Raw,Cellpose-SAM,0.55,1.0,48
2,Raw,Cellpose-SAM,0.6,0.95238096,48
3,Raw,Cellpose-SAM,0.65,0.95238096,48
4,Raw,Cellpose-SAM,0.7,0.95238096,48
5,Raw,Cellpose-SAM,0.75,0.95238096,48
6,Raw,Cellpose-SAM,0.8,0.95238096,48
7,Raw,Cellpose-SAM,0.85,0.95238096,48
8,Raw,Cellpose-SAM,0.9,0.95238096,48
9,Raw,Cellpose-SAM,0.95,0.5714286,48
10,Raw,Cellpose-SAM,1.0,0.0,48
0,Raw,microSAM,0.5,0.6885246,48
1,Raw,microSAM,0.55,0.6557377,48
2,Raw,microSAM,0.6,0.6557377,48
3,Raw,microSAM,0.65,0.6229508,48
4,Raw,microSAM,0.7,0.6229508,48
5,Raw,microSAM,0.75,0.59016395,48
6,Raw,microSAM,0.8,0.55737704,48
7,Raw,microSAM,0.85,0.4262295,48
8,Raw,microSAM,0.9,0.13114753,48
9,Raw,microSAM,0.95,0.0,48
10,Raw,microSAM,1.0,0.0,48
0,Raw,Cellpose3,0.5,0.53846157,48
1,Raw,Cellpose3,0.55,0.53846157,48
2,Raw,Cellpose3,0.6,0.53846157,48
3,Raw,Cellpose3,0.65,0.51282054,48
4,Raw,Cellpose3,0.7,0.51282054,48
5,Raw,Cellpose3,0.75,0.4871795,48
6,Raw,Cellpose3,0.8,0.4871795,48
7,Raw,Cellpose3,0.85,0.4871795,48
8,Raw,Cellpose3,0.9,0.23076923,48
9,Raw,Cellpose3,0.95,0.0,48
10,Raw,Cellpose3,1.0,0.0,48
0,Raw,Morphometrics,0.5,0.7826087,48
1,Raw,Morphometrics,0.55,0.73913044,48
2,Raw,Morphometrics,0.6,0.73913044,48
3,Raw,Morphometrics,0.65,0.73913044,48
4,Raw,Morphometrics,0.7,0.6956522,48
5,Raw,Morphometrics,0.75,0.6956522,48
6,Raw,Morphometrics,0.8,0.65217394,48
7,Raw,Morphometrics,0.85,0.65217394,48
8,Raw,Morphometrics,0.9,0.65217394,48
9,Raw,Morphometrics,0.95,0.08695652,48
10,Raw,Morphometrics,1.0,0.0,48
0,Raw,Omnipose,0.5,0.83495146,49
1,Raw,Omnipose,0.55,0.79611653,49
2,Raw,Omnipose,0.6,0.79611653,49
3,Raw,Omnipose,0.65,0.79611653,49
4,Raw,Omnipose,0.7,0.79611653,49
5,Raw,Omnipose,0.75,0.79611653,49
6,Raw,Omnipose,0.8,0.79611653,49
7,Raw,Omnipose,0.85,0.79611653,49
8,Raw,Omnipose,0.9,0.75728154,49
9,Raw,Omnipose,0.95,0.3883495,49
10,Raw,Omnipose,1.0,0.0,49
0,Raw,Cellpose-SAM,0.5,0.89361703,49
1,Raw,Cellpose-SAM,0.55,0.85106385,49
2,Raw,Cellpose-SAM,0.6,0.85106385,49
3,Raw,Cellpose-SAM,0.65,0.85106385,49
4,Raw,Cellpose-SAM,0.7,0.85106385,49
5,Raw,Cellpose-SAM,0.75,0.85106385,49
6,Raw,Cellpose-SAM,0.8,0.82978725,49
7,Raw,Cellpose-SAM,0.85,0.82978725,49
8,Raw,Cellpose-SAM,0.9,0.78723407,49
9,Raw,Cellpose-SAM,0.95,0.29787233,49
10,Raw,Cellpose-SAM,1.0,0.0,49
0,Raw,microSAM,0.5,0.53333336,49
1,Raw,microSAM,0.55,0.5037037,49
2,Raw,microSAM,0.6,0.4888889,49
3,Raw,microSAM,0.65,0.42962962,49
4,Raw,microSAM,0.7,0.35555556,49
5,Raw,microSAM,0.75,0.31111112,49
6,Raw,microSAM,0.8,0.19259259,49
7,Raw,microSAM,0.85,0.11851852,49
8,Raw,microSAM,0.9,0.044444446,49
9,Raw,microSAM,0.95,0.0,49
10,Raw,microSAM,1.0,0.0,49
0,Raw,Cellpose3,0.5,0.519084,49
1,Raw,Cellpose3,0.55,0.48854962,49
2,Raw,Cellpose3,0.6,0.47328246,49
3,Raw,Cellpose3,0.65,0.47328246,49
4,Raw,Cellpose3,0.7,0.4427481,49
5,Raw,Cellpose3,0.75,0.4427481,49
6,Raw,Cellpose3,0.8,0.4274809,49
7,Raw,Cellpose3,0.85,0.36641222,49
8,Raw,Cellpose3,0.9,0.16793893,49
9,Raw,Cellpose3,0.95,0.0,49
10,Raw,Cellpose3,1.0,0.0,49
0,Raw,Morphometrics,0.5,0.8,49
1,Raw,Morphometrics,0.55,0.75789475,49
2,Raw,Morphometrics,0.6,0.7368421,49
3,Raw,Morphometrics,0.65,0.7368421,49
4,Raw,Morphometrics,0.7,0.69473684,49
5,Raw,Morphometrics,0.75,0.67368424,49
6,Raw,Morphometrics,0.8,0.6526316,49
7,Raw,Morphometrics,0.85,0.6105263,49
8,Raw,Morphometrics,0.9,0.56842107,49
9,Raw,Morphometrics,0.95,0.06315789,49
10,Raw,Morphometrics,1.0,0.0,49
0,Raw,Omnipose,0.5,0.7311828,50
1,Raw,Omnipose,0.55,0.7096774,50
2,Raw,Omnipose,0.6,0.7096774,50
3,Raw,Omnipose,0.65,0.68817204,50
4,Raw,Omnipose,0.7,0.68817204,50
5,Raw,Omnipose,0.75,0.68817204,50
6,Raw,Omnipose,0.8,0.68817204,50
7,Raw,Omnipose,0.85,0.68817204,50
8,Raw,Omnipose,0.9,0.4516129,50
9,Raw,Omnipose,0.95,0.0,50
10,Raw,Omnipose,1.0,0.0,50
0,Raw,Cellpose-SAM,0.5,0.8292683,50
1,Raw,Cellpose-SAM,0.55,0.80487806,50
2,Raw,Cellpose-SAM,0.6,0.80487806,50
3,Raw,Cellpose-SAM,0.65,0.80487806,50
4,Raw,Cellpose-SAM,0.7,0.80487806,50
5,Raw,Cellpose-SAM,0.75,0.80487806,50
6,Raw,Cellpose-SAM,0.8,0.80487806,50
7,Raw,Cellpose-SAM,0.85,0.75609756,50
8,Raw,Cellpose-SAM,0.9,0.2682927,50
9,Raw,Cellpose-SAM,0.95,0.0,50
10,Raw,Cellpose-SAM,1.0,0.0,50
0,Raw,microSAM,0.5,0.3248731,50
1,Raw,microSAM,0.55,0.3147208,50
2,Raw,microSAM,0.6,0.30456853,50
3,Raw,microSAM,0.65,0.26395938,50
4,Raw,microSAM,0.7,0.26395938,50
5,Raw,microSAM,0.75,0.24365482,50
6,Raw,microSAM,0.8,0.18274112,50
7,Raw,microSAM,0.85,0.08121827,50
8,Raw,microSAM,0.9,0.010152284,50
9,Raw,microSAM,0.95,0.0,50
10,Raw,microSAM,1.0,0.0,50
0,Raw,Cellpose3,0.5,0.75268817,50
1,Raw,Cellpose3,0.55,0.7096774,50
2,Raw,Cellpose3,0.6,0.7096774,50
3,Raw,Cellpose3,0.65,0.68817204,50
4,Raw,Cellpose3,0.7,0.68817204,50
5,Raw,Cellpose3,0.75,0.68817204,50
6,Raw,Cellpose3,0.8,0.60215056,50
7,Raw,Cellpose3,0.85,0.30107528,50
8,Raw,Cellpose3,0.9,0.043010753,50
9,Raw,Cellpose3,0.95,0.0,50
10,Raw,Cellpose3,1.0,0.0,50
0,Raw,Morphometrics,0.5,0.8148148,50
1,Raw,Morphometrics,0.55,0.79012346,50
2,Raw,Morphometrics,0.6,0.79012346,50
3,Raw,Morphometrics,0.65,0.79012346,50
4,Raw,Morphometrics,0.7,0.79012346,50
5,Raw,Morphometrics,0.75,0.7654321,50
6,Raw,Morphometrics,0.8,0.7654321,50
7,Raw,Morphometrics,0.85,0.7160494,50
8,Raw,Morphometrics,0.9,0.19753087,50
9,Raw,Morphometrics,0.95,0.074074075,50
10,Raw,Morphometrics,1.0,0.0,50
0,Raw,Omnipose,0.5,0.9811321,51
1,Raw,Omnipose,0.55,0.9622642,51
2,Raw,Omnipose,0.6,0.9622642,51
3,Raw,Omnipose,0.65,0.9622642,51
4,Raw,Omnipose,0.7,0.9622642,51
5,Raw,Omnipose,0.75,0.9622642,51
6,Raw,Omnipose,0.8,0.9622642,51
7,Raw,Omnipose,0.85,0.9245283,51
8,Raw,Omnipose,0.9,0.5660377,51
9,Raw,Omnipose,0.95,0.0,51
10,Raw,Omnipose,1.0,0.0,51
0,Raw,Cellpose-SAM,0.5,0.9714286,51
1,Raw,Cellpose-SAM,0.55,0.9714286,51
2,Raw,Cellpose-SAM,0.6,0.9714286,51
3,Raw,Cellpose-SAM,0.65,0.9714286,51
4,Raw,Cellpose-SAM,0.7,0.9714286,51
5,Raw,Cellpose-SAM,0.75,0.9714286,51
6,Raw,Cellpose-SAM,0.8,0.95238096,51
7,Raw,Cellpose-SAM,0.85,0.81904763,51
8,Raw,Cellpose-SAM,0.9,0.43809524,51
9,Raw,Cellpose-SAM,0.95,0.0,51
10,Raw,Cellpose-SAM,1.0,0.0,51
0,Raw,microSAM,0.5,0.5479452,51
1,Raw,microSAM,0.55,0.53424656,51
2,Raw,microSAM,0.6,0.5205479,51
3,Raw,microSAM,0.65,0.49315068,51
4,Raw,microSAM,0.7,0.43835616,51
5,Raw,microSAM,0.75,0.38356164,51
6,Raw,microSAM,0.8,0.26027396,51
7,Raw,microSAM,0.85,0.10958904,51
8,Raw,microSAM,0.9,0.0,51
9,Raw,microSAM,0.95,0.0,51
10,Raw,microSAM,1.0,0.0,51
0,Raw,Cellpose3,0.5,0.70149255,51
1,Raw,Cellpose3,0.55,0.6865672,51
2,Raw,Cellpose3,0.6,0.6865672,51
3,Raw,Cellpose3,0.65,0.6865672,51
4,Raw,Cellpose3,0.7,0.6865672,51
5,Raw,Cellpose3,0.75,0.6567164,51
6,Raw,Cellpose3,0.8,0.64179105,51
7,Raw,Cellpose3,0.85,0.3880597,51
8,Raw,Cellpose3,0.9,0.04477612,51
9,Raw,Cellpose3,0.95,0.0,51
10,Raw,Cellpose3,1.0,0.0,51
0,Raw,Morphometrics,0.5,0.88073397,51
