Method,area
SoftWorx,5.045160847
SoftWorx,2.732622157
SoftWorx,2.932265785
SoftWorx,2.483067622
SoftWorx,2.786692307
SoftWorx,1.006536624
SoftWorx,3.094476233
SoftWorx,2.757577611
SoftWorx,0.969103444
SoftWorx,2.753418369
SoftWorx,3.393941675
SoftWorx,2.636959586
SoftWorx,3.356508495
SoftWorx,0.099821814
SoftWorx,2.674392766
SoftWorx,2.537137772
SoftWorx,0.278669231
SoftWorx,1.122995407
SoftWorx,0.07486636
SoftWorx,2.383245808
SoftWorx,2.757577611
SoftWorx,3.223412743
SoftWorx,4.404637541
SoftWorx,2.790851549
SoftWorx,3.18182032
SoftWorx,3.843139838
SoftWorx,3.493763489
SoftWorx,4.608440411
SoftWorx,5.731435818
SoftWorx,2.300060963
SoftWorx,2.150328242
SoftWorx,2.836603214
SoftWorx,4.766491617
SoftWorx,2.587048679
SoftWorx,5.964353384
SoftWorx,3.489604247
SoftWorx,3.793228931
SoftWorx,2.021391733
SoftWorx,6.904342133
SoftWorx,4.620918138
SoftWorx,2.208557634
SoftWorx,4.363045119
SoftWorx,3.897209987
SoftWorx,6.638150629
SoftWorx,3.730840297
SoftWorx,6.86274971
SoftWorx,6.313729733
SoftWorx,4.537733293
SoftWorx,3.739158781
SoftWorx,3.880573018
SoftWorx,3.710044086
SoftWorx,3.610222272
SoftWorx,4.404637541
SoftWorx,3.876413776
SoftWorx,3.173501836
SoftWorx,3.768273477
SoftWorx,4.234108609
SoftWorx,4.204993913
SoftWorx,4.308974969
SoftWorx,3.8098659
SoftWorx,4.392159814
SoftWorx,3.339871526
SoftWorx,2.03386946
SoftWorx,2.898991847
SoftWorx,3.531196669
SoftWorx,2.986335934
SoftWorx,3.119431686
SoftWorx,4.005350285
SoftWorx,6.222226404
SoftWorx,3.951280136
SoftWorx,7.19548909
SoftWorx,3.452171066
SoftWorx,3.194298047
SoftWorx,3.190138805
SoftWorx,3.269164407
SoftWorx,2.819966245
SoftWorx,3.231731227
SoftWorx,3.502081973
SoftWorx,5.336307805
SoftWorx,4.113490584
SoftWorx,4.400478299
SoftWorx,3.872254533
SoftWorx,5.41949265
SoftWorx,3.460489551
SoftWorx,2.433156715
SoftWorx,3.14438714
SoftWorx,4.454548448
SoftWorx,2.083780367
SoftWorx,1.863340527
SoftWorx,3.210935016
SoftWorx,3.843139838
SoftWorx,0.578134673
SoftWorx,6.841953499
SoftWorx,6.550806541
SoftWorx,6.018423534
SoftWorx,6.779564865
SoftWorx,6.19727095
SoftWorx,3.036246841
SoftWorx,3.111113202
SoftWorx,3.023769115
SoftWorx,4.558529504
SoftWorx,6.284615038
SoftWorx,2.994654419
SoftWorx,2.765896095
SoftWorx,4.666669803
SoftWorx,5.980990353
SoftWorx,3.256686681
SoftWorx,5.644091731
SoftWorx,4.017828012
SoftWorx,5.602499309
SoftWorx,3.859776807
SoftWorx,4.874631915
SoftWorx,2.503863834
SoftWorx,6.496736392
SoftWorx,3.027928357
SoftWorx,3.730840297
SoftWorx,3.356508495
SoftWorx,3.418897128
SoftWorx,5.028523878
SoftWorx,3.373145464
SoftWorx,5.49435901
SoftWorx,5.144982661
SoftWorx,5.78966521
SoftWorx,4.762332375
SoftWorx,5.144982661
SoftWorx,5.673206427
SoftWorx,2.799170033
SoftWorx,5.822939148
SoftWorx,2.861558667
SoftWorx,5.365422501
SoftWorx,5.960194142
SoftWorx,3.023769115
SoftWorx,1.97979931
SoftWorx,2.919788058
SoftWorx,3.01545063
SoftWorx,1.526441905
SoftWorx,3.277482892
SoftWorx,2.715985188
SoftWorx,1.667856142
SoftWorx,3.057043053
SoftWorx,2.803329276
SoftWorx,2.545456256
SoftWorx,3.314916072
SoftWorx,3.119431686
SoftWorx,2.973858208
SoftWorx,2.087939609
SoftWorx,4.633395865
SoftWorx,2.944743512
SoftWorx,0.133095752
SoftWorx,0.603090126
SoftWorx,3.111113202
SoftWorx,3.102794717
SoftWorx,0.257873019
SoftWorx,0.149732721
SoftWorx,0.133095752
SoftWorx,3.327393799
SoftWorx,0.195484386
SoftWorx,4.895428127
SoftWorx,2.212716876
SoftWorx,2.836603214
SoftWorx,2.412360504
SoftWorx,0.145573479
SoftWorx,2.707666704
SoftWorx,4.146764522
SoftWorx,3.938802409
SoftWorx,2.424838231
SoftWorx,2.146169
SoftWorx,1.77599644
SoftWorx,3.406419402
SoftWorx,2.661915039
SoftWorx,2.599526405
SoftWorx,3.148546382
SoftWorx,4.612599654
SoftWorx,0.765300574
SoftWorx,1.788474167
SoftWorx,0.449198163
SoftWorx,4.155083006
SoftWorx,1.721926291
SoftWorx,0.145573479
SoftWorx,1.355912973
SoftWorx,2.770055338
SoftWorx,0.40760574
SoftWorx,0.361854076
SoftWorx,0.149732721
SoftWorx,0.262032262
SoftWorx,4.001191043
SoftWorx,5.469403557
SoftWorx,6.010105049
SoftWorx,5.540110675
SoftWorx,4.595962685
SoftWorx,4.616758896
SoftWorx,4.504459355
SoftWorx,4.146764522
SoftWorx,5.577543855
SoftWorx,3.198457289
SoftWorx,3.988713316
SoftWorx,3.01545063
SoftWorx,4.105172099
SoftWorx,5.095071754
SoftWorx,5.86453157
SoftWorx,5.041001605
SoftWorx,5.523473706
SoftWorx,4.45870769
SoftWorx,4.912065096
SoftWorx,4.999409183
SoftWorx,6.035060503
SoftWorx,5.964353384
SoftWorx,6.168156255
SoftWorx,3.223412743
SoftWorx,3.127750171
SoftWorx,6.213907919
SoftWorx,5.652410216
SoftWorx,4.238267851
SoftWorx,4.01366877
SoftWorx,4.437911479
SoftWorx,2.466430653
SoftWorx,6.995845462
SoftWorx,6.238863373
SoftWorx,2.121213547
SoftWorx,3.335712283
SoftWorx,2.998813661
SoftWorx,3.339871526
SoftWorx,3.023769115
SoftWorx,3.31075683
SoftWorx,2.487226865
SoftWorx,4.62507738
SoftWorx,3.190138805
SoftWorx,3.007132146
SoftWorx,2.470589896
SoftWorx,3.510400458
SoftWorx,4.595962685
SoftWorx,6.883545921
SoftWorx,6.821157288
SoftWorx,7.65716498
SoftWorx,7.153896667
SoftWorx,4.259064063
SoftWorx,3.47712652
SoftWorx,3.18182032
SoftWorx,4.654192076
SoftWorx,4.067738919
SoftWorx,4.475344659
SoftWorx,4.342248907
SoftWorx,3.818184384
SoftWorx,1.651219173
SoftWorx,4.71658071
SoftWorx,4.84551722
SoftWorx,2.437315958
SoftWorx,1.809270378
SoftWorx,3.102794717
SoftWorx,3.036246841
SoftWorx,2.894832605
SoftWorx,4.92038358
SoftWorx,4.516937082
SoftWorx,6.301252007
SoftWorx,6.7338132
SoftWorx,7.224603786
SoftWorx,5.922760962
SoftWorx,4.529414809
SoftWorx,2.844921698
SoftWorx,4.05110195
SoftWorx,6.779564865
SoftWorx,6.775405623
SoftWorx,7.536546954
SoftWorx,4.167560733
SoftWorx,5.207371295
SoftWorx,3.502081973
SoftWorx,7.561502408
SoftWorx,4.155083006
SoftWorx,3.448011824
SoftWorx,4.234108609
SoftWorx,3.963757863
SoftWorx,4.14260528
SoftWorx,5.257282202
SoftWorx,4.363045119
SoftWorx,6.001786565
SoftWorx,4.529414809
SoftWorx,3.71836257
SoftWorx,3.131909413
SoftWorx,4.749854648
SoftWorx,4.8829504
SoftWorx,4.188356944
SoftWorx,4.928702065
SoftWorx,3.880573018
SoftWorx,3.414737886
SoftWorx,2.844921698
SoftWorx,6.945934555
SoftWorx,4.766491617
SoftWorx,3.044565326
SoftWorx,2.944743512
SoftWorx,3.431374855
SoftWorx,3.997031801
SoftWorx,5.889487024
SoftWorx,0.910874052
SoftWorx,0.582293915
SoftWorx,3.722521812
SoftWorx,3.930483925
SoftWorx,3.972076347
SoftWorx,4.837198735
SoftWorx,0.540701492
SoftWorx,2.258468541
SoftWorx,4.695784499
SoftWorx,0.848485419
SoftWorx,4.138446037
SoftWorx,4.171719975
SoftWorx,4.046942708
SoftWorx,2.986335934
SoftWorx,3.909687714
SoftWorx,3.843139838
SoftWorx,4.175879218
SoftWorx,3.460489551
SoftWorx,3.984554074
SoftWorx,4.454548448
SoftWorx,3.161024109
SoftWorx,2.761736853
SoftWorx,3.918006198
SoftWorx,3.997031801
SoftWorx,4.525255566
SoftWorx,5.49435901
SoftWorx,3.547833638
SoftWorx,4.500300113
SoftWorx,3.722521812
SoftWorx,1.859181285
SoftWorx,0.856803903
SoftWorx,4.824721008
SoftWorx,3.639336967
SoftWorx,3.838980595
SoftWorx,2.903151089
SoftWorx,8.355917677
SoftWorx,3.364826979
SoftWorx,2.869877151
SoftWorx,5.473562799
SoftWorx,5.510995979
SoftWorx,2.574570952
SoftWorx,3.685088632
SoftWorx,4.229949367
SoftWorx,4.375522845
SoftWorx,4.354726634
SoftWorx,3.967917105
SoftWorx,4.554370262
SoftWorx,5.402855681
SoftWorx,5.111708723
SoftWorx,3.967917105
SoftWorx,6.625672902
SoftWorx,3.851458322
SoftWorx,0.723708151
SoftWorx,4.641714349
SoftWorx,5.028523878
SoftWorx,4.491981628
SoftWorx,6.272137311
SoftWorx,6.995845462
SoftWorx,2.40404202
SoftWorx,4.828880251
SoftWorx,5.951875658
SoftWorx,6.56744351
SoftWorx,2.025550975
SoftWorx,2.740940642
SoftWorx,3.955439378
SoftWorx,3.136068655
SoftWorx,5.689843396
SoftWorx,4.250745578
SoftWorx,5.165778873
SoftWorx,5.070116301
SoftWorx,3.402260159
SoftWorx,4.034464981
SoftWorx,4.396319057
SoftWorx,4.267382547
SoftWorx,4.666669803
SoftWorx,3.963757863
SoftWorx,4.853835704
SoftWorx,4.300656485
SoftWorx,3.818184384
SoftWorx,4.803924797
SoftWorx,4.833039493
SoftWorx,4.204993913
SoftWorx,3.43969334
SoftWorx,5.407014923
SoftWorx,4.325611938
SoftWorx,4.932861307
SoftWorx,3.489604247
SoftWorx,5.78966521
SoftWorx,4.99524994
SoftWorx,4.849676462
SoftWorx,4.583484958
SoftWorx,5.190734326
SoftWorx,6.080812167
SoftWorx,4.105172099
SoftWorx,4.225790125
SoftWorx,5.793824452
SoftWorx,4.778969344
SoftWorx,4.774810101
SoftWorx,3.784910446
SoftWorx,5.32798932
SoftWorx,6.633991386
SoftWorx,5.095071754
SoftWorx,3.701725601
SoftWorx,3.963757863
SoftWorx,4.937020549
SoftWorx,4.521096324
SoftWorx,7.36185878
SoftWorx,5.365422501
SoftWorx,5.490199768
SoftWorx,4.55021102
SoftWorx,4.084375888
SoftWorx,5.120027208
SoftWorx,5.003568425
SoftWorx,5.070116301
SoftWorx,6.222226404
SoftWorx,3.888891502
SoftWorx,4.837198735
SoftWorx,4.691625256
SoftWorx,4.454548448
SoftWorx,4.125968311
SoftWorx,4.25490482
SoftWorx,3.88473226
SoftWorx,5.199052811
SoftWorx,5.323830078
SoftWorx,4.616758896
SoftWorx,4.55021102
SoftWorx,3.893050745
SoftWorx,4.704102983
SoftWorx,5.486040526
SoftWorx,5.635773247
SoftWorx,3.859776807
SoftWorx,4.833039493
SoftWorx,5.32798932
SoftWorx,4.192516187
SoftWorx,5.436129619
SoftWorx,5.685684154
SoftWorx,4.970294487
SoftWorx,4.949498276
SoftWorx,4.059420435
SoftWorx,4.745695406
SoftWorx,4.749854648
SoftWorx,4.579325716
SoftWorx,4.34640815
SoftWorx,5.115867966
SoftWorx,5.178256599
SoftWorx,4.308974969
SoftWorx,5.702321123
SoftWorx,5.764709756
SoftWorx,4.504459355
SoftWorx,5.12418645
SoftWorx,4.978612971
SoftWorx,4.562688747
SoftWorx,4.204993913
SoftWorx,5.21568978
SoftWorx,4.774810101
SoftWorx,5.332148563
SoftWorx,4.941179791
SoftWorx,4.774810101
SoftWorx,5.007727667
SoftWorx,6.263818826
SoftWorx,4.300656485
SoftWorx,4.991090698
SoftWorx,4.450389206
SoftWorx,2.325016417
SoftWorx,0.199643628
SoftWorx,1.859181285
SoftWorx,4.487822386
SoftWorx,5.282237656
SoftWorx,4.213312398
SoftWorx,4.425433752
SoftWorx,4.017828012
SoftWorx,4.429592995
SoftWorx,5.394537196
SoftWorx,3.722521812
SoftWorx,3.43969334
SoftWorx,6.147360043
SoftWorx,3.988713316
SoftWorx,3.822343626
SoftWorx,7.124781972
SoftWorx,3.631018483
SoftWorx,2.969698965
SoftWorx,7.004163947
SoftWorx,3.414737886
SoftWorx,4.38384133
SoftWorx,3.198457289
SoftWorx,4.579325716
SoftWorx,7.037437885
SoftWorx,4.271541789
SoftWorx,3.090316991
SoftWorx,6.937616071
SoftWorx,4.99524994
SoftWorx,7.124781972
SoftWorx,3.248368196
SoftWorx,6.176474739
SoftWorx,6.247181857
SoftWorx,3.27332365
SoftWorx,5.556747644
SoftWorx,1.846703558
SoftWorx,3.622699998
SoftWorx,4.155083006
SoftWorx,5.21568978
SoftWorx,3.576948334
SoftWorx,4.150923764
SoftWorx,3.801547415
SoftWorx,4.595962685
SoftWorx,6.729653958
SoftWorx,5.298874625
SoftWorx,4.288178758
SoftWorx,4.213312398
SoftWorx,4.175879218
SoftWorx,2.815807002
SoftWorx,7.020800916
SoftWorx,5.273919171
SoftWorx,4.733217679
SoftWorx,5.872850055
SoftWorx,3.265005165
SoftWorx,4.84551722
SoftWorx,3.564470607
SoftWorx,4.887109642
SoftWorx,3.256686681
SoftWorx,4.38384133
SoftWorx,6.297092764
SoftWorx,3.497922731
SoftWorx,2.603685648
SoftWorx,2.408201262
SoftWorx,3.223412743
SoftWorx,2.936425027
SoftWorx,3.090316991
SoftWorx,3.169342593
SoftWorx,2.790851549
SoftWorx,3.597744545
SoftWorx,5.860372328
SoftWorx,3.140227898
SoftWorx,3.826502869
SoftWorx,3.368986221
SoftWorx,3.593585303
SoftWorx,2.911469574
SoftWorx,3.069520779
SoftWorx,2.88651412
SoftWorx,2.936425027
SoftWorx,3.069520779
SoftWorx,2.204398392
SoftWorx,3.739158781
SoftWorx,2.624481859
SoftWorx,3.859776807
SoftWorx,3.493763489
SoftWorx,2.869877151
SoftWorx,0.490790585
SoftWorx,3.597744545
SoftWorx,3.019609872
SoftWorx,4.75401389
SoftWorx,5.144982661
SoftWorx,4.666669803
SoftWorx,5.365422501
SoftWorx,5.926920204
SoftWorx,6.571602753
SoftWorx,2.325016417
SoftWorx,2.508023076
SoftWorx,5.174097357
SoftWorx,5.103390239
SoftWorx,4.354726634
SoftWorx,5.91860172
SoftWorx,5.228167506
SoftWorx,4.392159814
SoftWorx,6.330366702
SoftWorx,4.213312398
SoftWorx,4.329771181
SoftWorx,4.729058437
SoftWorx,4.841357977
SoftWorx,4.146764522
SoftWorx,2.982176692
SoftWorx,4.462866933
SoftWorx,6.596558206
SoftWorx,5.951875658
SoftWorx,2.915628816
SoftWorx,5.090912512
SoftWorx,3.019609872
SoftWorx,6.080812167
SoftWorx,3.044565326
SoftWorx,0.682115729
SoftWorx,1.156269345
SoftWorx,0.62804558
SoftWorx,0.311943169
SoftWorx,3.689247874
SoftWorx,1.547238116
SoftWorx,0.607249368
SoftWorx,1.364231458
SoftWorx,6.201430193
SoftWorx,3.065361537
SoftWorx,6.783724107
SoftWorx,1.73856326
SoftWorx,1.672015384
SoftWorx,7.220444543
SoftWorx,3.734999539
SoftWorx,7.632209526
SoftWorx,5.394537196
SoftWorx,5.032683121
SoftWorx,4.937020549
SoftWorx,4.783128586
SoftWorx,4.396319057
SoftWorx,4.982772214
SoftWorx,4.941179791
SoftWorx,4.533574051
SoftWorx,4.109331342
SoftWorx,1.247772675
SoftWorx,4.683306772
SoftWorx,4.167560733
SoftWorx,3.185979562
SoftWorx,3.364826979
SoftWorx,3.543674396
SoftWorx,2.994654419
SoftWorx,4.500300113
SoftWorx,4.146764522
SoftWorx,4.18003846
SoftWorx,4.188356944
SoftWorx,4.566847989
SoftWorx,3.660133179
SoftWorx,6.995845462
SoftWorx,3.951280136
SoftWorx,4.824721008
SoftWorx,3.759954993
SoftWorx,5.140823419
SoftWorx,3.335712283
SoftWorx,3.393941675
SoftWorx,4.213312398
SoftWorx,3.10695396
SoftWorx,3.47712652
SoftWorx,3.522878185
SoftWorx,3.934643167
SoftWorx,4.184197702
SoftWorx,3.942961652
SoftWorx,3.75579575
SoftWorx,3.393941675
SoftWorx,4.188356944
SoftWorx,3.863936049
SoftWorx,2.054665671
SoftWorx,3.764114235
SoftWorx,7.099826518
SoftWorx,4.209153156
SoftWorx,4.188356944
SoftWorx,3.797388173
SoftWorx,3.818184384
SoftWorx,3.069520779
SoftWorx,0.761141331
SoftWorx,3.576948334
SoftWorx,0.715389667
SoftWorx,6.671424567
SoftWorx,3.818184384
SoftWorx,0.507427554
SoftWorx,0.453357405
SoftWorx,2.391564293
SoftWorx,3.344030768
SoftWorx,6.421870032
SoftWorx,2.470589896
SoftWorx,0.557338461
SoftWorx,2.770055338
SoftWorx,0.594771642
SoftWorx,1.197861768
SoftWorx,0.112299541
SoftWorx,0.345217107
SoftWorx,0.490790585
SoftWorx,3.942961652
SoftWorx,5.556747644
SoftWorx,5.107549481
SoftWorx,5.219849022
SoftWorx,5.652410216
SoftWorx,5.369581743
SoftWorx,7.207966817
SoftWorx,5.689843396
SoftWorx,5.103390239
SoftWorx,6.371959125
SoftWorx,4.487822386
SoftWorx,3.572789091
SoftWorx,4.803924797
SoftWorx,4.483663144
SoftWorx,4.34640815
SoftWorx,4.300656485
SoftWorx,3.306597588
SoftWorx,4.017828012
SoftWorx,3.402260159
SoftWorx,3.43969334
SoftWorx,3.10695396
SoftWorx,3.065361537
SoftWorx,3.830662111
SoftWorx,3.198457289
SoftWorx,3.635177725
SoftWorx,3.368986221
SoftWorx,5.415333408
SoftWorx,5.452766588
SoftWorx,5.560906886
SoftWorx,5.319670836
SoftWorx,2.399882777
SoftWorx,2.765896095
SoftWorx,3.539515154
SoftWorx,3.693407117
SoftWorx,4.076057404
SoftWorx,3.980394832
SoftWorx,6.222226404
SoftWorx,5.016046152
SoftWorx,5.21568978
SoftWorx,4.837198735
SoftWorx,4.541892535
SoftWorx,4.171719975
SoftWorx,4.080216646
SoftWorx,3.344030768
SoftWorx,3.818184384
SoftWorx,6.654787598
SoftWorx,3.398100917
SoftWorx,4.571007231
SoftWorx,3.452171066
SoftWorx,3.235890469
SoftWorx,3.335712283
SoftWorx,3.223412743
SoftWorx,3.456330309
SoftWorx,3.161024109
SoftWorx,4.109331342
SoftWorx,4.18003846
SoftWorx,3.947120894
SoftWorx,5.931079446
SoftWorx,3.863936049
SoftWorx,3.972076347
SoftWorx,5.781346725
SoftWorx,5.760550514
SoftWorx,5.872850055
SoftWorx,1.360072215
SoftWorx,6.097449136
SoftWorx,5.203212053
SoftWorx,4.895428127
SoftWorx,4.442070721
SoftWorx,4.828880251
SoftWorx,3.572789091
SoftWorx,4.042783466
SoftWorx,3.734999539
SoftWorx,4.803924797
SoftWorx,4.229949367
SoftWorx,5.065957059
SoftWorx,3.780751204
SoftWorx,3.818184384
SoftWorx,4.021987254
SoftWorx,4.849676462
SoftWorx,4.279860274
SoftWorx,4.903746611
SoftWorx,4.009509528
SoftWorx,4.766491617
SoftWorx,4.329771181
SoftWorx,5.219849022
SoftWorx,5.427811134
SoftWorx,5.581703098
SoftWorx,4.828880251
SoftWorx,4.591803442
SoftWorx,4.833039493
SoftWorx,4.874631915
SoftWorx,5.365422501
SoftWorx,4.853835704
SoftWorx,3.177661078
SoftWorx,4.130127553
SoftWorx,4.833039493
SoftWorx,3.863936049
SoftWorx,5.024364636
SoftWorx,5.352944774
SoftWorx,3.38562319
SoftWorx,4.978612971
SoftWorx,3.772432719
SoftWorx,3.185979562
SoftWorx,3.002972903
SoftWorx,4.404637541
SoftWorx,3.905528471
SoftWorx,3.210935016
SoftWorx,2.923947301
SoftWorx,3.938802409
SoftWorx,5.016046152
SoftWorx,5.024364636
SoftWorx,2.994654419
SoftWorx,2.329175659
SoftWorx,2.957221239
SoftWorx,3.518718942
SoftWorx,4.857994946
SoftWorx,2.599526405
SoftWorx,3.123590929
SoftWorx,3.705884843
SoftWorx,0.644682549
SoftWorx,4.683306772
SoftWorx,4.487822386
SoftWorx,3.942961652
SoftWorx,3.5145597
SoftWorx,4.188356944
SoftWorx,3.84729908
SoftWorx,3.335712283
SoftWorx,5.344626289
SoftWorx,2.050506429
SoftWorx,2.953061996
SoftWorx,2.233513087
SoftWorx,3.256686681
SoftWorx,3.926324683
SoftWorx,3.435534097
SoftWorx,4.737376921
SoftWorx,4.895428127
SoftWorx,5.082594028
SoftWorx,4.745695406
SoftWorx,3.306597588
SoftWorx,2.379086566
SoftWorx,4.292338
SoftWorx,4.853835704
SoftWorx,3.705884843
SoftWorx,5.702321123
SoftWorx,4.363045119
SoftWorx,3.759954993
SoftWorx,3.664292421
SoftWorx,4.600121927
SoftWorx,3.772432719
SoftWorx,4.059420435
SoftWorx,4.891268884
SoftWorx,4.637555107
SoftWorx,4.899587369
SoftWorx,4.733217679
SoftWorx,3.081998506
SoftWorx,3.081998506
SoftWorx,2.524660045
SoftWorx,5.377900227
SoftWorx,2.686870493
SoftWorx,4.146764522
SoftWorx,4.95781676
SoftWorx,4.799765555
SoftWorx,4.662510561
SoftWorx,4.695784499
SoftWorx,4.941179791
SoftWorx,4.533574051
SoftWorx,4.641714349
SoftWorx,4.392159814
SoftWorx,4.841357977
SoftWorx,2.387405051
SoftWorx,5.32798932
SoftWorx,4.121809068
SoftWorx,3.730840297
SoftWorx,5.074275543
SoftWorx,3.298279103
SoftWorx,2.653596555
SoftWorx,4.766491617
SoftWorx,4.770650859
SoftWorx,3.373145464
SoftWorx,2.245990814
SoftWorx,3.851458322
SoftWorx,4.275701031
SoftWorx,0.286987715
SoftWorx,3.111113202
SoftWorx,3.18182032
SoftWorx,4.001191043
SoftWorx,3.393941675
SoftWorx,5.08675327
SoftWorx,4.645873592
SoftWorx,4.546051778
SoftWorx,3.535355911
SoftWorx,3.572789091
SoftWorx,3.510400458
SoftWorx,7.004163947
SoftWorx,6.891864406
SoftWorx,4.982772214
SoftWorx,5.16161963
SoftWorx,4.899587369
SoftWorx,3.830662111
SoftWorx,5.415333408
SoftWorx,2.969698965
SoftWorx,5.032683121
SoftWorx,4.666669803
SoftWorx,3.984554074
SoftWorx,3.8098659
SoftWorx,2.936425027
SoftWorx,4.475344659
SoftWorx,0.262032262
SoftWorx,4.14260528
SoftWorx,4.941179791
SoftWorx,3.5145597
SoftWorx,4.304815727
SoftWorx,3.826502869
SoftWorx,4.51277784
SoftWorx,4.766491617
SoftWorx,5.190734326
SoftWorx,3.897209987
SoftWorx,7.844330881
SoftWorx,4.487822386
SoftWorx,4.229949367
SoftWorx,5.070116301
SoftWorx,5.232326749
SoftWorx,2.279264752
SoftWorx,2.782533064
SoftWorx,7.228763028
SoftWorx,5.910283235
SoftWorx,0.291146957
SoftWorx,2.753418369
SoftWorx,5.490199768
SoftWorx,3.472967278
SoftWorx,3.606063029
SoftWorx,5.831257632
SoftWorx,3.68092939
SoftWorx,5.735595061
SoftWorx,3.68092939
SoftWorx,4.450389206
SoftWorx,3.726681055
SoftWorx,5.29055614
SoftWorx,0.690434213
SoftWorx,7.274514693
SoftWorx,3.344030768
SoftWorx,3.34819001
SoftWorx,6.69638002
SoftWorx,7.453362109
SoftWorx,5.768868999
SoftWorx,4.017828012
SoftWorx,3.568629849
SoftWorx,5.843735359
SoftWorx,3.930483925
SoftWorx,3.556152122
SoftWorx,6.055856714
SoftWorx,3.701725601
SoftWorx,3.58942606
SoftWorx,3.269164407
SoftWorx,6.297092764
SoftWorx,5.303033867
SoftWorx,3.161024109
SoftWorx,3.905528471
SoftWorx,3.747477266
SoftWorx,5.544269917
SoftWorx,3.822343626
SoftWorx,2.965539723
SoftWorx,3.081998506
SoftWorx,3.992872559
SoftWorx,4.34640815
SoftWorx,5.165778873
SoftWorx,5.144982661
SoftWorx,3.672610905
SoftWorx,3.647655452
SoftWorx,4.666669803
SoftWorx,5.219849022
SoftWorx,6.076652925
SoftWorx,4.670829045
SoftWorx,4.437911479
SoftWorx,4.907905853
SoftWorx,3.739158781
SoftWorx,4.71658071
SoftWorx,3.368986221
SoftWorx,3.364826979
SoftWorx,4.400478299
SoftWorx,3.868095291
SoftWorx,4.246586336
SoftWorx,4.371363603
SoftWorx,2.545456256
SoftWorx,4.833039493
SoftWorx,3.256686681
SoftWorx,4.296497243
SoftWorx,3.319075314
SoftWorx,4.059420435
SoftWorx,4.704102983
SoftWorx,4.138446037
SoftWorx,2.711825946
SoftWorx,3.88473226
SoftWorx,2.549615498
SoftWorx,5.011886909
SoftWorx,4.08853513
SoftWorx,4.55021102
SoftWorx,5.486040526
SoftWorx,5.12418645
SoftWorx,5.16161963
SoftWorx,5.398696439
SoftWorx,5.461085072
SoftWorx,4.720739952
SoftWorx,4.159242249
SoftWorx,3.618540756
SoftWorx,4.096853615
SoftWorx,3.942961652
SoftWorx,4.433752237
SoftWorx,2.508023076
SoftWorx,4.363045119
SoftWorx,5.702321123
SoftWorx,8.147955565
SoftWorx,5.236485991
SoftWorx,4.467026175
SoftWorx,4.749854648
SoftWorx,5.436129619
SoftWorx,5.020205394
SoftWorx,2.300060963
SoftWorx,4.787287828
SoftWorx,4.820561766
SoftWorx,3.277482892
SoftWorx,3.689247874
SoftWorx,4.067738919
SoftWorx,4.363045119
SoftWorx,3.339871526
SoftWorx,4.026146497
SoftWorx,3.639336967
SoftWorx,4.225790125
SoftWorx,1.430779333
SoftWorx,4.824721008
SoftWorx,5.045160847
SoftWorx,4.333930423
SoftWorx,3.947120894
SoftWorx,4.529414809
SoftWorx,4.475344659
SoftWorx,5.011886909
SoftWorx,5.261441444
SoftWorx,4.658351318
SoftWorx,4.371363603
SoftWorx,4.891268884
SoftWorx,4.591803442
SoftWorx,3.339871526
SoftWorx,3.893050745
SoftWorx,4.34640815
SoftWorx,7.162215152
SoftWorx,4.708262225
SoftWorx,4.146764522
SoftWorx,3.705884843
SoftWorx,3.148546382
SoftWorx,5.997627322
SoftWorx,6.841953499
SoftWorx,6.642309871
SoftWorx,7.76946452
SoftWorx,4.783128586
SoftWorx,2.795010791
SoftWorx,3.635177725
SoftWorx,4.150923764
SoftWorx,4.146764522
SoftWorx,4.034464981
SoftWorx,2.932265785
SoftWorx,2.557933983
SoftWorx,3.955439378
SoftWorx,5.731435818
SoftWorx,5.856213086
SoftWorx,4.970294487
SoftWorx,5.581703098
SoftWorx,4.795606313
SoftWorx,4.150923764
