,Target,Image_full_path,Image,label,Width,Length,SurfaceArea,Volume
51,FM 4-64,/Users/reyesmatte/Desktop/copypasta/20260227/processed_masks/C1 - JLG3576_006_R3D_D3D_cp_masks_FM.tif,C1 - JLG3576_006_R3D_D3D_cp_masks_FM.tif,6,0.7719266703985747,3.1764089778369646,6.808157026366433,1.215090189169841
52,FM 4-64,/Users/reyesmatte/Desktop/copypasta/20260227/processed_masks/C1 - JLG3576_006_R3D_D3D_cp_masks_FM.tif,C1 - JLG3576_006_R3D_D3D_cp_masks_FM.tif,8,0.7820879216167097,3.5918672383648347,7.592127268807075,1.3764522071270915
53,FM 4-64,/Users/reyesmatte/Desktop/copypasta/20260227/processed_masks/C1 - JLG3576_006_R3D_D3D_cp_masks_FM.tif,C1 - JLG3576_006_R3D_D3D_cp_masks_FM.tif,9,0.7957481894306813,2.904011146406414,6.728832435379754,1.2113926479853048
54,FM 4-64,/Users/reyesmatte/Desktop/copypasta/20260227/processed_masks/C1 - JLG3576_006_R3D_D3D_cp_masks_FM.tif,C1 - JLG3576_006_R3D_D3D_cp_masks_FM.tif,10,0.7936351601254524,2.8497046593090345,6.232054526478846,1.1214325351886476
55,FM 4-64,/Users/reyesmatte/Desktop/copypasta/20260227/processed_masks/C1 - JLG3576_006_R3D_D3D_cp_masks_FM.tif,C1 - JLG3576_006_R3D_D3D_cp_masks_FM.tif,11,0.7669165185159196,2.468487615920378,4.905940212491476,0.8404415986230837
56,FM 4-64,/Users/reyesmatte/Desktop/copypasta/20260227/processed_masks/C1 - JLG3576_006_R3D_D3D_cp_masks_FM.tif,C1 - JLG3576_006_R3D_D3D_cp_masks_FM.tif,12,0.8061665903966078,2.674227641257949,5.8613876225549015,1.0472931349042283
57,FM 4-64,/Users/reyesmatte/Desktop/copypasta/20260227/processed_masks/C1 - JLG3576_006_R3D_D3D_cp_masks_FM.tif,C1 - JLG3576_006_R3D_D3D_cp_masks_FM.tif,15,0.7368879028808155,3.1449511122301588,6.189702918647,1.0451521071229397
58,FM 4-64,/Users/reyesmatte/Desktop/copypasta/20260227/processed_masks/C1 - JLG3576_006_R3D_D3D_cp_masks_FM.tif,C1 - JLG3576_006_R3D_D3D_cp_masks_FM.tif,16,0.7592220884910635,2.9235457246137275,5.748284443954424,0.9793945346990184
59,FM 4-64,/Users/reyesmatte/Desktop/copypasta/20260227/processed_masks/C1 - JLG3576_006_R3D_D3D_cp_masks_FM.tif,C1 - JLG3576_006_R3D_D3D_cp_masks_FM.tif,17,0.7805349010977737,3.2947220827204866,6.787720491153993,1.215848848675836
60,FM 4-64,/Users/reyesmatte/Desktop/copypasta/20260227/processed_masks/C1 - JLG3576_006_R3D_D3D_cp_masks_FM.tif,C1 - JLG3576_006_R3D_D3D_cp_masks_FM.tif,18,0.7573947383613819,5.194975231840754,10.407435464225788,1.8809558615404467
61,FM 4-64,/Users/reyesmatte/Desktop/copypasta/20260227/processed_masks/C1 - JLG3576_007_R3D_D3D_cp_masks_FM.tif,C1 - JLG3576_007_R3D_D3D_cp_masks_FM.tif,2,0.7221066046754869,6.378597273580527,9.020305924220448,1.5388565254382565
62,FM 4-64,/Users/reyesmatte/Desktop/copypasta/20260227/processed_masks/C1 - JLG3576_007_R3D_D3D_cp_masks_FM.tif,C1 - JLG3576_007_R3D_D3D_cp_masks_FM.tif,3,0.7474698062709841,5.184194201367105,10.383939986611646,1.8609973366230028
63,FM 4-64,/Users/reyesmatte/Desktop/copypasta/20260227/processed_masks/C1 - JLG3576_007_R3D_D3D_cp_masks_FM.tif,C1 - JLG3576_007_R3D_D3D_cp_masks_FM.tif,4,0.7311475024241364,4.327033189955588,7.973929607453418,1.370583379506833
64,FM 4-64,/Users/reyesmatte/Desktop/copypasta/20260227/processed_masks/C1 - JLG3576_007_R3D_D3D_cp_masks_FM.tif,C1 - JLG3576_007_R3D_D3D_cp_masks_FM.tif,5,0.7464865436006262,4.209879007758707,8.453613317077819,1.4712771298634537
65,FM 4-64,/Users/reyesmatte/Desktop/copypasta/20260227/processed_masks/C1 - JLG3576_007_R3D_D3D_cp_masks_FM.tif,C1 - JLG3576_007_R3D_D3D_cp_masks_FM.tif,11,0.7261253580291877,7.420830364130461,9.209787894335475,1.58269267098588
66,FM 4-64,/Users/reyesmatte/Desktop/copypasta/20260227/processed_masks/C1 - JLG3576_007_R3D_D3D_cp_masks_FM.tif,C1 - JLG3576_007_R3D_D3D_cp_masks_FM.tif,12,0.7466369457858617,4.164047370175103,9.39442750588273,1.649055304107439
67,FM 4-64,/Users/reyesmatte/Desktop/copypasta/20260227/processed_masks/C1 - JLG3576_007_R3D_D3D_cp_masks_FM.tif,C1 - JLG3576_007_R3D_D3D_cp_masks_FM.tif,13,0.7420227762708838,3.8330283012022743,7.876937785525104,1.3592969292528003
68,FM 4-64,/Users/reyesmatte/Desktop/copypasta/20260227/processed_masks/C1 - JLG3576_007_R3D_D3D_cp_masks_FM.tif,C1 - JLG3576_007_R3D_D3D_cp_masks_FM.tif,14,0.7504178002010902,3.2895670297095796,7.498686280286167,1.3012180223280778
69,FM 4-64,/Users/reyesmatte/Desktop/copypasta/20260227/processed_masks/C1 - JLG3576_007_R3D_D3D_cp_masks_FM.tif,C1 - JLG3576_007_R3D_D3D_cp_masks_FM.tif,15,0.6721310562973418,3.152118720688227,5.5661841816181585,0.8649208717665641
70,FM 4-64,/Users/reyesmatte/Desktop/copypasta/20260227/processed_masks/C1 - JLG3576_008_R3D_D3D_cp_masks_FM.tif,C1 - JLG3576_008_R3D_D3D_cp_masks_FM.tif,4,0.7024447903648239,6.699557548929978,8.964250583000108,1.5077791638450402
71,FM 4-64,/Users/reyesmatte/Desktop/copypasta/20260227/processed_masks/C1 - JLG3576_008_R3D_D3D_cp_masks_FM.tif,C1 - JLG3576_008_R3D_D3D_cp_masks_FM.tif,5,0.7387405418261884,4.602444427336951,10.081883963928274,1.7611282634393457
72,FM 4-64,/Users/reyesmatte/Desktop/copypasta/20260227/processed_masks/C1 - JLG3576_009_R3D_D3D_cp_masks_FM.tif,C1 - JLG3576_009_R3D_D3D_cp_masks_FM.tif,2,0.7542671681625012,3.732643778698563,8.442143347023013,1.487433354699699
73,FM 4-64,/Users/reyesmatte/Desktop/copypasta/20260227/processed_masks/C1 - JLG3576_009_R3D_D3D_cp_masks_FM.tif,C1 - JLG3576_009_R3D_D3D_cp_masks_FM.tif,3,0.7741915180571067,4.180452003833209,9.856616570298097,1.7864997245143686
74,FM 4-64,/Users/reyesmatte/Desktop/copypasta/20260227/processed_masks/C1 - JLG3576_009_R3D_D3D_cp_masks_FM.tif,C1 - JLG3576_009_R3D_D3D_cp_masks_FM.tif,4,0.7634347592794337,4.057017423411452,9.115961547445597,1.6463844664328458
75,FM 4-64,/Users/reyesmatte/Desktop/copypasta/20260227/processed_masks/C1 - JLG3576_009_R3D_D3D_cp_masks_FM.tif,C1 - JLG3576_009_R3D_D3D_cp_masks_FM.tif,5,0.759334355551629,4.310397196434424,9.435738960112106,1.6900028354182661
76,FM 4-64,/Users/reyesmatte/Desktop/copypasta/20260227/processed_masks/C1 - JLG3576_009_R3D_D3D_cp_masks_FM.tif,C1 - JLG3576_009_R3D_D3D_cp_masks_FM.tif,6,0.7436294248290161,2.2944488125558093,5.021031614491001,0.829958521055305
77,FM 4-64,/Users/reyesmatte/Desktop/copypasta/20260227/processed_masks/C1 - JLG3576_010_R3D_D3D_cp_masks_FM.tif,C1 - JLG3576_010_R3D_D3D_cp_masks_FM.tif,1,0.7356159849663533,3.257112175067597,6.181455488424445,1.036426857238576
78,FM 4-64,/Users/reyesmatte/Desktop/copypasta/20260227/processed_masks/C1 - JLG3576_010_R3D_D3D_cp_masks_FM.tif,C1 - JLG3576_010_R3D_D3D_cp_masks_FM.tif,2,0.7700493659590496,3.3647335834987677,6.87444270637695,1.207310388672219
79,FM 4-64,/Users/reyesmatte/Desktop/copypasta/20260227/processed_masks/C1 - JLG3576_010_R3D_D3D_cp_masks_FM.tif,C1 - JLG3576_010_R3D_D3D_cp_masks_FM.tif,4,0.7880665370480194,3.9289667395017185,7.793361720698642,1.4110583807174368
80,FM 4-64,/Users/reyesmatte/Desktop/copypasta/20260227/processed_masks/C1 - JLG3576_010_R3D_D3D_cp_masks_FM.tif,C1 - JLG3576_010_R3D_D3D_cp_masks_FM.tif,5,0.8116013160141349,3.343004756506358,6.8419019987015846,1.2516048111615423
81,FM 4-64,/Users/reyesmatte/Desktop/copypasta/20260227/processed_masks/C1 - JLG3576_010_R3D_D3D_cp_masks_FM.tif,C1 - JLG3576_010_R3D_D3D_cp_masks_FM.tif,6,0.778687062917138,2.989071489785701,5.909907446790629,1.0478202871753008
82,FM 4-64,/Users/reyesmatte/Desktop/copypasta/20260227/processed_masks/C1 - JLG3576_010_R3D_D3D_cp_masks_FM.tif,C1 - JLG3576_010_R3D_D3D_cp_masks_FM.tif,7,0.7617063200280878,3.485848018813492,6.635676407990073,1.159551678825647
83,FM 4-64,/Users/reyesmatte/Desktop/copypasta/20260227/processed_masks/C1 - JLG3576_010_R3D_D3D_cp_masks_FM.tif,C1 - JLG3576_010_R3D_D3D_cp_masks_FM.tif,8,0.775539951219552,3.757071825508357,8.063173211688584,1.443071623788189
84,FM 4-64,/Users/reyesmatte/Desktop/copypasta/20260227/processed_masks/C1 - JLG3576_010_R3D_D3D_cp_masks_FM.tif,C1 - JLG3576_010_R3D_D3D_cp_masks_FM.tif,9,0.7370803915177757,3.8633508454981613,7.860013384661116,1.3534377829314994
85,FM 4-64,/Users/reyesmatte/Desktop/copypasta/20260227/processed_masks/C1 - JLG3576_010_R3D_D3D_cp_masks_FM.tif,C1 - JLG3576_010_R3D_D3D_cp_masks_FM.tif,10,0.7121270487238414,4.673483369750858,9.4596729824058,1.6010737303925433
86,FM 4-64,/Users/reyesmatte/Desktop/copypasta/20260227/processed_masks/C1 - JLG3576_010_R3D_D3D_cp_masks_FM.tif,C1 - JLG3576_010_R3D_D3D_cp_masks_FM.tif,12,0.6400383153111049,2.7329701925089247,5.0911930579071205,0.7513643028628495
87,FM 4-64,/Users/reyesmatte/Desktop/copypasta/20260227/processed_masks/C1 - JLG3576_010_R3D_D3D_cp_masks_FM.tif,C1 - JLG3576_010_R3D_D3D_cp_masks_FM.tif,13,0.5883712692544234,2.727910945344397,4.320082469403442,0.5879061031512535
88,QoxB-sfGFP,/Users/reyesmatte/Desktop/copypasta/20260227/processed_masks/C2 - JLG3576_001_R3D_D3D_cp_masks_QoxB.tif,C2 - JLG3576_001_R3D_D3D_cp_masks_QoxB.tif,6,0.7126085855319737,2.919608060582985,5.494517874407821,0.8890869520043561
89,QoxB-sfGFP,/Users/reyesmatte/Desktop/copypasta/20260227/processed_masks/C2 - JLG3576_001_R3D_D3D_cp_masks_QoxB.tif,C2 - JLG3576_001_R3D_D3D_cp_masks_QoxB.tif,7,0.718268460600328,3.001010877790822,5.632335762633972,0.920935473776569
90,QoxB-sfGFP,/Users/reyesmatte/Desktop/copypasta/20260227/processed_masks/C2 - JLG3576_001_R3D_D3D_cp_masks_QoxB.tif,C2 - JLG3576_001_R3D_D3D_cp_masks_QoxB.tif,8,0.7524508617229808,2.9053480188134913,5.96390159166067,1.0162412029968793
91,QoxB-sfGFP,/Users/reyesmatte/Desktop/copypasta/20260227/processed_masks/C2 - JLG3576_001_R3D_D3D_cp_masks_QoxB.tif,C2 - JLG3576_001_R3D_D3D_cp_masks_QoxB.tif,9,0.7432636887855102,2.9659781680017003,6.4302729443188404,1.0897649307659814
92,QoxB-sfGFP,/Users/reyesmatte/Desktop/copypasta/20260227/processed_masks/C2 - JLG3576_001_R3D_D3D_cp_masks_QoxB.tif,C2 - JLG3576_001_R3D_D3D_cp_masks_QoxB.tif,10,0.7326271146185386,2.574792255451945,5.437559887793457,0.9157101980191301
93,QoxB-sfGFP,/Users/reyesmatte/Desktop/copypasta/20260227/processed_masks/C2 - JLG3576_001_R3D_D3D_cp_masks_QoxB.tif,C2 - JLG3576_001_R3D_D3D_cp_masks_QoxB.tif,11,0.7630568162932757,4.539089905404361,5.997868813993217,1.0366961883713846
94,QoxB-sfGFP,/Users/reyesmatte/Desktop/copypasta/20260227/processed_masks/C2 - JLG3576_001_R3D_D3D_cp_masks_QoxB.tif,C2 - JLG3576_001_R3D_D3D_cp_masks_QoxB.tif,12,0.7329686060481375,9.180609786923625,10.654445958798181,1.8565731643150383
95,QoxB-sfGFP,/Users/reyesmatte/Desktop/copypasta/20260227/processed_masks/C2 - JLG3576_001_R3D_D3D_cp_masks_QoxB.tif,C2 - JLG3576_001_R3D_D3D_cp_masks_QoxB.tif,13,0.776642741986014,2.3784444160310136,4.9249589950115364,0.8356994323570474
96,QoxB-sfGFP,/Users/reyesmatte/Desktop/copypasta/20260227/processed_masks/C2 - JLG3576_001_R3D_D3D_cp_masks_QoxB.tif,C2 - JLG3576_001_R3D_D3D_cp_masks_QoxB.tif,14,0.6925078830789095,2.6206312440404274,4.672034995393472,0.7374991443222275
97,QoxB-sfGFP,/Users/reyesmatte/Desktop/copypasta/20260227/processed_masks/C2 - JLG3576_001_R3D_D3D_cp_masks_QoxB.tif,C2 - JLG3576_001_R3D_D3D_cp_masks_QoxB.tif,15,0.7463938984549009,3.307561649431068,6.4660530171914745,1.0987163056427864
