,Method,Width_mu,Width_sigma,Length_mu,Length_sigma,SurfaceArea_mu,SurfaceArea_sigma,Volume_mu,Volume_sigma
358,Automatic,0.7337236897422019,0.0006942143188389865,1.68717911842294,0.024314130508438062,3.250581880455049,0.013034009029451676,0.4936142257421507,0.003381764028847291
359,Automatic,0.7051004179671005,0.0007525980482959631,2.770655880416723,0.013370063834948046,5.3704892327499545,0.00979560330299679,0.8861395674276731,0.0025019590177353156
360,Automatic,0.7003547273147439,0.0008258168999319669,2.5320588976195513,0.015635647997957386,5.0566285974108105,0.010101501247662233,0.8118444675884351,0.0025124890531392336
361,Automatic,0.7415066646861651,0.0007781405491260473,1.952717609584811,0.022100994541164803,4.054083288008142,0.012870222203613668,0.6509876663197133,0.0029027420948963575
362,Automatic,0.7715734963596838,0.0006957866702506384,2.498923714340143,0.015027301532072296,5.82809836199261,0.009194533905950096,1.009779851442348,0.002394418230114675
363,Automatic,0.7324732269351357,0.0007320152455986605,1.8000627562366458,0.023169685787769623,3.9018747688613233,0.012382372802614804,0.6098154083899613,0.0031189161164133987
364,Automatic,0.6534034254976215,0.0009794260377535456,3.27709356428383,0.013531474615386962,6.434884353814922,0.009209796976097381,0.9994747157729472,0.0025607266563328745
365,Automatic,0.7091511420893674,0.000794327227564393,1.9409669389395836,0.020868954722258415,3.779137017328598,0.012850825693856233,0.5931297427653449,0.003187261465999916
366,Automatic,0.7513114106258545,0.0007203976567405827,3.5074932018200844,0.014140912068001195,7.265469248032924,0.010248925141790747,1.27388257185462,0.002243203389580864
367,Automatic,0.7728876913904928,0.0007561167067240804,3.103654346999495,0.013904755681753707,6.568282830844759,0.00931315482365677,1.1570422942779197,0.002351232714965727
368,Automatic,0.7531235124929606,0.000649167539682606,3.567182695344057,0.015117792102312408,6.735620229627418,0.009109018246300116,1.1867833945443262,0.0021845060322292238
369,Automatic,0.7523615259308826,0.0006768376510309936,3.153878867226016,0.013865066444490882,6.002368953842964,0.009377961846828122,1.0262743169808628,0.0023934157697566493
370,Automatic,0.7866313161420619,0.0006777486467007263,3.624938685301439,0.01537905592325668,7.078645227107448,0.009295645961224555,1.2767396520345369,0.0021389632100044485
371,Automatic,0.7639281735486405,0.0006775489626786363,3.2181863594261375,0.013337539224772006,7.60659278945024,0.00975328965338731,1.3470862550333962,0.002360229828338759
372,Automatic,0.707810985434429,0.0007644545661822881,3.314388305077915,0.014287406663591013,5.9251730719612485,0.008807800851022967,0.9763519391518589,0.002455163378308179
373,Automatic,0.7638452222701309,0.000663997339079234,2.5340622283282372,0.015236580416034233,5.826375783628821,0.008807920078184343,1.009708193067217,0.002137544359238052
374,Automatic,0.7207804191580196,0.0007715623219502561,1.9045387901524142,0.020621064309842587,3.2589102808110546,0.013819386500258695,0.5115100998478704,0.0032852006755488697
375,Automatic,0.7613200225573948,0.0007011879597866534,3.0038885735271315,0.01348260520262545,5.712714324004853,0.009626152811869841,0.9778502383917766,0.0024579164922365884
376,Automatic,0.7309610340599833,0.000714845292155802,2.4093119002961187,0.01656603695180161,5.301651174707556,0.010264074103717326,0.8714476416721569,0.00256310194258606
377,Automatic,0.7623421834155495,0.0007253751337647696,3.0923023522440722,0.013105441598348047,5.905935732396233,0.00939611360094528,1.0213142490494254,0.0021867336223739763
378,Automatic,0.7429544730937583,0.000750390624002533,2.6909696400197385,0.013821938326006191,5.948266710348785,0.010245611445598796,1.0083274174942176,0.0022052853668825855
379,Automatic,0.7234842588254776,0.0008117615314802348,2.6436709873370363,0.012750234449230074,5.332755013300258,0.009825600398533507,0.8731179758917824,0.002579717596911509
380,Automatic,0.74839464964199,0.0007724404982922677,2.571135962935422,0.014331974045811048,5.816585027935011,0.009041018111176854,0.9844818241337946,0.0024086800650933247
381,Automatic,0.746929874821912,0.000733928362029222,4.317195131604087,0.024076700202666737,5.972107981012997,0.009216210612609327,1.0164916186865038,0.0023083946869643795
