,Method,SurfaceArea
1621,FP2FM,11.163153004651928
1622,FP2FM,12.930107078607232
1623,FP2FM,11.998768830865734
1626,FP2FM,10.498015807116316
1627,FP2FM,18.221104033927826
1628,FP2FM,18.102744229812586
1629,FP2FM,15.39770331034613
1631,FP2FM,10.556782129729827
1632,FP2FM,10.407560979138374
1633,FP2FM,23.985218372148253
1634,FP2FM,12.852555058404153
1635,FP2FM,18.35840063879496
1636,FP2FM,9.564131162333679
1637,FP2FM,9.143641964611598
1638,FP2FM,8.1952228124782
1639,FP2FM,10.703039433098239
1640,FP2FM,8.016428915445749
1641,FP2FM,11.471533619984923
1642,FP2FM,9.283780650599548
1643,FP2FM,9.257819203198519
1644,FP2FM,10.101114825989617
1645,FP2FM,18.453564248191128
1646,FP2FM,10.423019228304675
1648,FP2FM,22.761287764158954
1649,FP2FM,10.621665387669822
1650,FP2FM,9.933525744073595
1651,FP2FM,10.254199685295912
1652,FP2FM,8.730778235195654
1653,FP2FM,17.446775734290846
1654,FP2FM,10.856464550043428
1655,FP2FM,10.56834215596304
1656,FP2FM,9.647419734907999
1658,FP2FM,12.459593133674867
1659,FP2FM,11.36993745804025
1660,FP2FM,11.07418437264224
1661,FP2FM,19.871571686274994
1662,FP2FM,10.810673241536596
1663,FP2FM,17.59044918795221
1664,FP2FM,13.207012938665333
1665,FP2FM,17.236960893484312
1666,FP2FM,17.274028586341142
1667,FP2FM,19.635582985383717
1668,FP2FM,5.8861229192788995
1669,FP2FM,6.412298896222496
1670,FP2FM,14.324648033749238
1671,FP2FM,13.69398606769258
1672,FP2FM,10.92711027239367
1673,FP2FM,18.188636726802322
1674,FP2FM,13.960709863618419
1675,FP2FM,12.561604456359062
1676,FP2FM,18.64587409706321
1677,FP2FM,10.146380911314099
1678,FP2FM,10.471707106702805
1679,FP2FM,13.646507835266119
1680,FP2FM,13.620517381386865
1681,FP2FM,12.720303204163148
1682,FP2FM,8.539849504078296
1683,FP2FM,13.92389411661127
1684,FP2FM,20.400943559920172
1685,FP2FM,18.955716528176655
1686,FP2FM,8.342960083731146
1687,FP2FM,13.271404907770451
1688,FP2FM,8.621197832035094
1689,FP2FM,17.007840800958842
1690,FP2FM,9.573109398341826
1691,FP2FM,2.3836965011947573
1692,FP2FM,5.022212374511948
1693,FP2FM,2.432476618600063
1694,FP2FM,11.117603440403967
1695,FP2FM,4.0966281121092365
1696,FP2FM,0.8679153670426434
1697,FP2FM,3.2064541388384002
1698,FP2FM,18.513959980591977
1699,FP2FM,8.733382751485816
1700,FP2FM,16.34833628830329
1701,FP2FM,6.278970205028541
1702,FP2FM,5.156467853032348
1703,FP2FM,18.908464467721377
1704,FP2FM,9.649195639447226
1705,FP2FM,21.88552368182015
1706,FP2FM,16.10403145928386
1707,FP2FM,15.185695123471866
1708,FP2FM,15.88312967208094
1709,FP2FM,13.40742332867001
1710,FP2FM,13.524876362618159
1711,FP2FM,15.80542752843346
1712,FP2FM,13.738349673899409
1713,FP2FM,14.322431120771938
1714,FP2FM,11.011950302153037
1715,FP2FM,13.65398989943149
1716,FP2FM,1.6986638360247848
1717,FP2FM,14.79563044797476
1718,FP2FM,12.925498234290533
1719,FP2FM,8.158442195358123
1720,FP2FM,18.827931501533758
1721,FP2FM,9.068282632256517
1722,FP2FM,9.207161956896403
1723,FP2FM,15.438040557104236
1724,FP2FM,7.513253619286339
1725,FP2FM,11.66220949480617
1726,FP2FM,10.374520075607071
1727,FP2FM,6.863505055487056
1728,FP2FM,13.331786126190998
1729,FP2FM,11.197789041249978
1730,FP2FM,11.515953713300593
1731,FP2FM,17.392222735686683
1732,FP2FM,11.259443206955957
1733,FP2FM,12.753994391967323
1734,FP2FM,10.656487791678908
1735,FP2FM,13.989803007828414
1736,FP2FM,9.09337057313995
1737,FP2FM,8.522443110437136
1738,FP2FM,11.206864254614889
1739,FP2FM,9.44777207434918
1740,FP2FM,9.251657192085894
1741,FP2FM,10.21556315115725
1742,FP2FM,11.016032121410634
1743,FP2FM,13.292972981989546
1744,FP2FM,10.884993595158534
1745,FP2FM,10.776506827353284
1746,FP2FM,12.010004635592997
1747,FP2FM,13.7329624391376
1748,FP2FM,23.821443675538774
1749,FP2FM,6.290240017446995
1750,FP2FM,22.918678253870237
1751,FP2FM,12.297965049700291
1752,FP2FM,14.117014905265524
1753,FP2FM,11.629448016238898
1754,FP2FM,12.611953401328703
1755,FP2FM,9.688434825343819
1756,FP2FM,3.6662960957469224
1757,FP2FM,11.466754436229529
1758,FP2FM,3.198217534593658
1759,FP2FM,20.258673245949936
1760,FP2FM,13.560614097476583
1761,FP2FM,9.449735899280986
1762,FP2FM,2.974403136255388
1764,FP2FM,11.189416343558431
1765,FP2FM,17.44812452710685
1766,FP2FM,5.432548670938402
1767,FP2FM,13.015027815512262
1768,FP2FM,3.1265484524508884
1769,FP2FM,7.904457615925705
1770,FP2FM,7.550622028971151
1771,FP2FM,3.5260259946232324
1772,FP2FM,12.799049598660764
1774,FP2FM,7.697924471785327
1775,FP2FM,7.270581818520192
1776,FP2FM,5.779514204582732
1778,FP2FM,1.1145921668931928
1779,FP2FM,6.650923560885495
1780,FP2FM,13.913585740492158
1781,FP2FM,14.463185677793257
1782,FP2FM,13.73634714493312
1783,FP2FM,13.535853164353995
1784,FP2FM,14.028357850769215
1785,FP2FM,14.300154892539798
1786,FP2FM,22.127777429133978
1787,FP2FM,15.541037544762018
1788,FP2FM,13.161708931484554
1789,FP2FM,17.596200859380296
1790,FP2FM,13.013494882578252
1791,FP2FM,9.49605548945097
1792,FP2FM,12.629521264825119
1793,FP2FM,13.257647733192274
1794,FP2FM,12.597533414699148
1795,FP2FM,13.276299495062425
1796,FP2FM,9.345127093707855
1797,FP2FM,11.004519270472304
1798,FP2FM,9.088161092999474
1799,FP2FM,9.888708681344632
1800,FP2FM,9.851097145105594
1801,FP2FM,9.850745595989615
1802,FP2FM,12.690482514719246
1803,FP2FM,11.243888424833411
1804,FP2FM,12.721911585154297
1805,FP2FM,10.767003107160983
1806,FP2FM,16.96771597518443
1807,FP2FM,18.17542664311855
1808,FP2FM,16.220608039454664
1809,FP2FM,16.795180766599433
1810,FP2FM,16.952294668538464
1811,FP2FM,2.529046526591943
1812,FP2FM,6.565493664504426
1813,FP2FM,10.927132585414993
1814,FP2FM,18.00336592086816
1815,FP2FM,10.140179895863826
1816,FP2FM,10.865224048837153
1817,FP2FM,16.579789785949117
1818,FP2FM,14.931960616002737
1819,FP2FM,13.918536082957063
1820,FP2FM,12.863980358679425
1821,FP2FM,13.107677666343562
1822,FP2FM,11.775313663690708
1823,FP2FM,11.516337688495357
1824,FP2FM,21.776612465368423
1825,FP2FM,16.665763028680495
1826,FP2FM,10.6334386286312
1827,FP2FM,12.205892426010733
1828,FP2FM,10.21422265511773
1829,FP2FM,10.032320045359889
1830,FP2FM,9.79647184587744
1831,FP2FM,24.671726040219173
1832,FP2FM,17.997410037772543
1833,FP2FM,8.966267881299618
1834,FP2FM,13.354111080133304
1835,FP2FM,12.385651269320086
1836,FP2FM,12.208816908084687
1837,FP2FM,16.219387712306588
1838,FP2FM,10.739650463219633
1839,FP2FM,12.16935367538667
1840,FP2FM,17.84753847297217
1841,FP2FM,16.771293758818153
1842,FP2FM,17.503970608791253
1843,FP2FM,4.091260387585568
1844,FP2FM,10.086281033606495
1845,FP2FM,17.67425534681889
1846,FP2FM,15.983244905943632
1847,FP2FM,13.550929340086054
1848,FP2FM,11.310352774111655
1849,FP2FM,13.805270484772649
1850,FP2FM,9.792640903867705
1851,FP2FM,12.388335248015704
1852,FP2FM,11.765223919658313
1853,FP2FM,14.189950843828376
1854,FP2FM,11.62124665678084
1855,FP2FM,13.453297300206975
1856,FP2FM,9.623576640548224
1857,FP2FM,10.871642192145243
1858,FP2FM,12.06912676387048
1859,FP2FM,14.147569673420135
1860,FP2FM,13.237385326010788
1861,FP2FM,12.358562422352744
1862,FP2FM,11.546664886625662
1863,FP2FM,15.030275844303183
1864,FP2FM,13.21808721873157
1865,FP2FM,14.490664479860035
1866,FP2FM,14.4733964693824
1867,FP2FM,14.377825786229584
1868,FP2FM,12.779835978823893
1869,FP2FM,12.431651356314667
1870,FP2FM,15.062864947795067
1871,FP2FM,14.69778179907241
1872,FP2FM,14.939207460947822
1873,FP2FM,14.35519979814519
1874,FP2FM,8.314098456086782
1875,FP2FM,11.31325721529508
1876,FP2FM,13.624246660623612
1877,FP2FM,12.301880632412951
1878,FP2FM,13.482270843367134
1879,FP2FM,16.10856160117305
1880,FP2FM,11.166222221130974
1881,FP2FM,13.331396266467056
1882,FP2FM,9.161148591408212
1883,FP2FM,10.8758861198021
1884,FP2FM,9.658997611004848
1885,FP2FM,12.28997021310389
1886,FP2FM,10.074689403325282
1887,FP2FM,10.634288685961922
1888,FP2FM,8.96751059745304
1889,FP2FM,11.735721594931938
1890,FP2FM,12.920272153711604
1891,FP2FM,12.127976419709515
1892,FP2FM,8.95647339326502
1893,FP2FM,9.102993644185641
1894,FP2FM,12.521438673104033
1895,FP2FM,10.796529839302165
1896,FP2FM,13.473409553185192
1897,FP2FM,9.249677311431695
1898,FP2FM,10.19162628815664
1899,FP2FM,12.892437964733297
1900,FP2FM,11.203872176701525
1901,FP2FM,14.061523748727357
1902,FP2FM,19.640764598565834
1903,FP2FM,10.534641458301113
1904,FP2FM,11.0987489303058
1905,FP2FM,11.423934802046773
1906,FP2FM,10.12292455387662
1907,FP2FM,9.968052436808716
1908,FP2FM,14.112340908285143
1909,FP2FM,11.815390498428789
1910,FP2FM,6.471967164144359
1911,FP2FM,16.101332429391682
1913,FP2FM,10.472364121970985
1914,FP2FM,10.436046086017537
1915,FP2FM,12.272234124766257
