Method,area_convex
SoftWorx,4.737376921
SoftWorx,8.393350858
SoftWorx,3.722521812
SoftWorx,0.94414799
SoftWorx,4.246586336
SoftWorx,5.544269917
SoftWorx,3.185979562
SoftWorx,2.591207921
SoftWorx,5.540110675
SoftWorx,2.911469574
SoftWorx,3.111113202
SoftWorx,2.923947301
SoftWorx,4.113490584
SoftWorx,1.093880711
SoftWorx,3.5145597
SoftWorx,3.402260159
SoftWorx,1.056447531
SoftWorx,3.05288381
SoftWorx,4.321452696
SoftWorx,3.185979562
SoftWorx,3.913846956
SoftWorx,0.124777267
SoftWorx,3.215094258
SoftWorx,2.790851549
SoftWorx,0.349376349
SoftWorx,1.401664638
SoftWorx,0.087344087
SoftWorx,2.724303673
SoftWorx,3.2192535
SoftWorx,3.660133179
SoftWorx,5.689843396
SoftWorx,3.165183351
SoftWorx,3.647655452
SoftWorx,4.209153156
SoftWorx,3.759954993
SoftWorx,5.003568425
SoftWorx,6.405233063
SoftWorx,2.508023076
SoftWorx,2.262627783
SoftWorx,2.973858208
SoftWorx,5.481881284
SoftWorx,2.757577611
SoftWorx,6.550806541
SoftWorx,3.780751204
SoftWorx,4.400478299
SoftWorx,2.146169
SoftWorx,8.830071294
SoftWorx,5.29055614
SoftWorx,2.333334901
SoftWorx,4.795606313
SoftWorx,4.271541789
SoftWorx,8.002382086
SoftWorx,3.992872559
SoftWorx,8.975644772
SoftWorx,7.024960158
SoftWorx,5.211530537
SoftWorx,4.167560733
SoftWorx,4.196675429
SoftWorx,3.926324683
SoftWorx,3.859776807
SoftWorx,4.874631915
SoftWorx,4.167560733
SoftWorx,3.5145597
SoftWorx,4.001191043
SoftWorx,4.537733293
SoftWorx,4.554370262
SoftWorx,4.699943741
SoftWorx,4.096853615
SoftWorx,4.916224338
SoftWorx,3.547833638
SoftWorx,2.196079907
SoftWorx,3.102794717
SoftWorx,3.851458322
SoftWorx,3.298279103
SoftWorx,3.306597588
SoftWorx,4.242427094
SoftWorx,7.469999078
SoftWorx,4.188356944
SoftWorx,8.776001144
SoftWorx,3.751636508
SoftWorx,3.443852582
SoftWorx,3.435534097
SoftWorx,3.497922731
SoftWorx,2.97801745
SoftWorx,3.506241216
SoftWorx,3.722521812
SoftWorx,5.743913545
SoftWorx,4.333930423
SoftWorx,4.812243282
SoftWorx,4.25490482
SoftWorx,5.901964751
SoftWorx,3.747477266
SoftWorx,2.587048679
SoftWorx,3.327393799
SoftWorx,4.849676462
SoftWorx,2.221035361
SoftWorx,2.004754764
SoftWorx,3.568629849
SoftWorx,4.155083006
SoftWorx,0.611408611
SoftWorx,8.605472212
SoftWorx,8.177070261
SoftWorx,6.563284268
SoftWorx,7.553183923
SoftWorx,6.78788335
SoftWorx,3.248368196
SoftWorx,3.431374855
SoftWorx,3.306597588
SoftWorx,4.991090698
SoftWorx,7.915037999
SoftWorx,3.190138805
SoftWorx,3.032087599
SoftWorx,5.095071754
SoftWorx,8.530605852
SoftWorx,3.556152122
SoftWorx,6.309570491
SoftWorx,4.300656485
SoftWorx,7.698757402
SoftWorx,4.125968311
SoftWorx,5.831257632
SoftWorx,2.894832605
SoftWorx,9.990499881
SoftWorx,3.626859241
SoftWorx,4.25490482
SoftWorx,5.477722041
SoftWorx,4.654192076
SoftWorx,5.677365669
SoftWorx,4.288178758
SoftWorx,9.87820034
SoftWorx,8.131318596
SoftWorx,7.15805591
SoftWorx,6.060015956
SoftWorx,5.556747644
SoftWorx,10.7599597
SoftWorx,3.585266818
SoftWorx,7.648846495
SoftWorx,3.843139838
SoftWorx,7.598935588
SoftWorx,9.799174738
SoftWorx,3.593585303
SoftWorx,2.266787025
SoftWorx,4.030305739
SoftWorx,3.294119861
SoftWorx,1.73856326
SoftWorx,4.121809068
SoftWorx,3.119431686
SoftWorx,1.784314925
SoftWorx,3.298279103
SoftWorx,3.306597588
SoftWorx,2.836603214
SoftWorx,3.585266818
SoftWorx,3.319075314
SoftWorx,3.169342593
SoftWorx,2.815807002
SoftWorx,8.717771753
SoftWorx,3.2192535
SoftWorx,0.158051205
SoftWorx,0.673797244
SoftWorx,4.242427094
SoftWorx,3.393941675
SoftWorx,0.37017256
SoftWorx,0.170528932
SoftWorx,0.149732721
SoftWorx,3.518718942
SoftWorx,0.212121355
SoftWorx,6.663106082
SoftWorx,2.333334901
SoftWorx,3.485445004
SoftWorx,3.10695396
SoftWorx,0.178847417
SoftWorx,2.911469574
SoftWorx,5.631614005
SoftWorx,5.149141904
SoftWorx,2.595367163
SoftWorx,2.320857175
SoftWorx,2.287583237
SoftWorx,4.076057404
SoftWorx,2.936425027
SoftWorx,2.832443971
SoftWorx,3.38562319
SoftWorx,6.2513411
SoftWorx,0.985740413
SoftWorx,2.062984155
SoftWorx,0.578134673
SoftWorx,4.442070721
SoftWorx,1.838385074
SoftWorx,0.20380287
SoftWorx,1.505645694
SoftWorx,3.202616531
SoftWorx,0.49910907
SoftWorx,0.424242709
SoftWorx,0.162210448
SoftWorx,0.274509988
SoftWorx,5.352944774
SoftWorx,7.170533636
SoftWorx,8.746886449
SoftWorx,6.812838803
SoftWorx,5.236485991
SoftWorx,5.024364636
SoftWorx,5.182415842
SoftWorx,4.446229964
SoftWorx,10.4646535
SoftWorx,6.080812167
SoftWorx,3.427215613
SoftWorx,4.300656485
SoftWorx,3.210935016
SoftWorx,4.408796783
SoftWorx,5.664887943
SoftWorx,6.218067162
SoftWorx,5.502677495
SoftWorx,6.105767621
SoftWorx,4.820561766
SoftWorx,5.182415842
SoftWorx,5.469403557
SoftWorx,6.513373361
SoftWorx,6.995845462
SoftWorx,6.442666243
SoftWorx,3.377304706
SoftWorx,3.331553041
SoftWorx,6.879386679
SoftWorx,5.914442477
SoftWorx,4.45870769
SoftWorx,4.350567392
SoftWorx,4.712421468
SoftWorx,2.674392766
SoftWorx,7.815216185
SoftWorx,6.904342133
SoftWorx,2.283423994
SoftWorx,3.626859241
SoftWorx,3.215094258
SoftWorx,3.55199288
SoftWorx,3.190138805
SoftWorx,3.543674396
SoftWorx,2.649437312
SoftWorx,4.924542822
SoftWorx,3.410578644
SoftWorx,3.190138805
SoftWorx,2.628641101
SoftWorx,3.805706657
SoftWorx,4.999409183
SoftWorx,7.939993452
SoftWorx,8.02733754
SoftWorx,8.888300685
SoftWorx,8.114681627
SoftWorx,4.571007231
SoftWorx,3.581107576
SoftWorx,3.352349252
SoftWorx,5.199052811
SoftWorx,4.496140871
SoftWorx,5.157460388
SoftWorx,4.774810101
SoftWorx,4.279860274
SoftWorx,1.755200229
SoftWorx,5.061797816
SoftWorx,5.540110675
SoftWorx,2.661915039
SoftWorx,1.967321584
SoftWorx,3.5145597
SoftWorx,3.331553041
SoftWorx,3.011291388
SoftWorx,5.448607346
SoftWorx,4.8829504
SoftWorx,7.291151662
SoftWorx,7.640528011
SoftWorx,8.19370723
SoftWorx,7.424247414
SoftWorx,5.681524911
SoftWorx,2.969698965
SoftWorx,5.822939148
SoftWorx,9.815811707
SoftWorx,10.34403547
SoftWorx,8.626268423
SoftWorx,4.533574051
SoftWorx,5.594180824
SoftWorx,3.97623559
SoftWorx,8.992281741
SoftWorx,4.51277784
SoftWorx,4.267382547
SoftWorx,4.874631915
SoftWorx,10.28996532
SoftWorx,4.396319057
SoftWorx,5.128345692
SoftWorx,5.639932489
SoftWorx,6.276296553
SoftWorx,6.82531653
SoftWorx,4.874631915
SoftWorx,3.967917105
SoftWorx,3.360667737
SoftWorx,5.78966521
SoftWorx,5.486040526
SoftWorx,5.169938115
SoftWorx,5.968512627
SoftWorx,4.113490584
SoftWorx,3.651814694
SoftWorx,2.990495177
SoftWorx,8.401669342
SoftWorx,5.323830078
SoftWorx,3.223412743
SoftWorx,3.077839264
SoftWorx,3.768273477
SoftWorx,4.874631915
SoftWorx,8.156274049
SoftWorx,0.964944202
SoftWorx,0.619727095
SoftWorx,4.125968311
SoftWorx,4.404637541
SoftWorx,4.375522845
SoftWorx,5.273919171
SoftWorx,0.578134673
SoftWorx,2.395723535
SoftWorx,5.12418645
SoftWorx,0.894237083
SoftWorx,4.758173132
SoftWorx,5.016046152
SoftWorx,4.986931456
SoftWorx,3.173501836
SoftWorx,4.862154189
SoftWorx,4.758173132
SoftWorx,5.194893568
SoftWorx,3.68092939
SoftWorx,4.392159814
SoftWorx,5.132504935
SoftWorx,3.389782433
SoftWorx,2.923947301
SoftWorx,4.970294487
SoftWorx,4.724899194
SoftWorx,5.174097357
SoftWorx,5.951875658
SoftWorx,3.851458322
SoftWorx,4.824721008
SoftWorx,4.662510561
SoftWorx,2.250150056
SoftWorx,0.902555568
SoftWorx,5.120027208
SoftWorx,3.97623559
SoftWorx,4.259064063
SoftWorx,3.14438714
SoftWorx,11.22163559
SoftWorx,3.606063029
SoftWorx,3.27332365
SoftWorx,6.767087138
SoftWorx,7.648846495
SoftWorx,2.778373822
SoftWorx,4.038624223
SoftWorx,4.5876442
SoftWorx,4.816402524
SoftWorx,5.194893568
SoftWorx,4.296497243
SoftWorx,5.082594028
SoftWorx,8.297688286
SoftWorx,5.773028241
SoftWorx,4.267382547
SoftWorx,8.950689319
SoftWorx,4.238267851
SoftWorx,0.748663605
SoftWorx,5.003568425
SoftWorx,5.427811134
SoftWorx,5.007727667
SoftWorx,7.407610445
SoftWorx,11.15924695
SoftWorx,2.720144431
SoftWorx,5.394537196
SoftWorx,6.708857747
SoftWorx,8.505650398
SoftWorx,2.23767233
SoftWorx,2.961380481
SoftWorx,5.207371295
SoftWorx,3.47712652
SoftWorx,6.172315497
SoftWorx,4.870472673
SoftWorx,6.550806541
SoftWorx,6.638150629
SoftWorx,3.71836257
SoftWorx,4.566847989
SoftWorx,4.907905853
SoftWorx,4.525255566
SoftWorx,4.999409183
SoftWorx,4.250745578
SoftWorx,5.307193109
SoftWorx,5.115867966
SoftWorx,4.009509528
SoftWorx,5.294715382
SoftWorx,6.010105049
SoftWorx,4.508618597
SoftWorx,3.668451663
SoftWorx,6.426029274
SoftWorx,4.674988287
SoftWorx,5.498518253
SoftWorx,3.814025142
SoftWorx,6.409392305
SoftWorx,5.764709756
SoftWorx,5.361263258
SoftWorx,5.057638574
SoftWorx,6.421870032
SoftWorx,8.152114807
SoftWorx,4.450389206
SoftWorx,4.521096324
SoftWorx,6.883545921
SoftWorx,5.523473706
SoftWorx,5.298874625
SoftWorx,4.125968311
SoftWorx,6.130723074
SoftWorx,8.56387979
SoftWorx,5.58586234
SoftWorx,4.059420435
SoftWorx,4.213312398
SoftWorx,5.278078413
SoftWorx,4.878791158
SoftWorx,8.759364175
SoftWorx,7.386814233
SoftWorx,7.619731799
SoftWorx,10.52704213
SoftWorx,4.853835704
SoftWorx,5.174097357
SoftWorx,6.875227437
SoftWorx,5.569225371
SoftWorx,6.255500342
SoftWorx,9.836607918
SoftWorx,4.454548448
SoftWorx,6.155678528
SoftWorx,5.174097357
SoftWorx,4.824721008
SoftWorx,4.388000572
SoftWorx,5.386218712
SoftWorx,4.204993913
SoftWorx,5.639932489
SoftWorx,7.083189549
SoftWorx,5.149141904
SoftWorx,4.841357977
SoftWorx,4.209153156
SoftWorx,6.351162914
SoftWorx,5.964353384
SoftWorx,8.30600677
SoftWorx,4.150923764
SoftWorx,6.679743051
SoftWorx,6.65894684
SoftWorx,4.541892535
SoftWorx,6.95425304
SoftWorx,6.392755336
SoftWorx,7.503273016
SoftWorx,8.588835243
SoftWorx,4.508618597
SoftWorx,5.169938115
SoftWorx,5.298874625
SoftWorx,5.041001605
SoftWorx,5.099230997
SoftWorx,5.781346725
SoftWorx,7.698757402
SoftWorx,5.407014923
SoftWorx,8.23114041
SoftWorx,8.210344199
SoftWorx,4.970294487
SoftWorx,6.808679561
SoftWorx,6.047538229
SoftWorx,4.95781676
SoftWorx,5.074275543
SoftWorx,5.694002638
SoftWorx,6.380277609
SoftWorx,8.301847528
SoftWorx,5.257282202
SoftWorx,5.510995979
SoftWorx,5.6607287
SoftWorx,6.95425304
SoftWorx,5.931079446
SoftWorx,5.361263258
SoftWorx,6.193111708
SoftWorx,2.47890838
SoftWorx,0.307783926
SoftWorx,2.021391733
SoftWorx,5.04932009
SoftWorx,5.901964751
SoftWorx,4.650032834
SoftWorx,4.695784499
SoftWorx,5.228167506
SoftWorx,5.298874625
SoftWorx,8.214503441
SoftWorx,3.955439378
SoftWorx,3.764114235
SoftWorx,7.765305278
SoftWorx,4.288178758
SoftWorx,4.063579677
SoftWorx,11.98277692
SoftWorx,3.888891502
SoftWorx,3.161024109
SoftWorx,10.78907439
SoftWorx,3.685088632
SoftWorx,4.99524994
SoftWorx,3.481285762
SoftWorx,5.074275543
SoftWorx,12.41949735
SoftWorx,4.749854648
SoftWorx,3.364826979
SoftWorx,9.462276115
SoftWorx,5.444448103
SoftWorx,7.927515726
SoftWorx,3.572789091
SoftWorx,7.162215152
SoftWorx,6.816998045
SoftWorx,3.43969334
SoftWorx,5.980990353
SoftWorx,2.029710217
SoftWorx,3.826502869
SoftWorx,4.516937082
SoftWorx,5.735595061
SoftWorx,3.855617564
SoftWorx,4.62507738
SoftWorx,4.113490584
SoftWorx,4.970294487
SoftWorx,10.00713685
SoftWorx,7.890082545
SoftWorx,4.799765555
SoftWorx,5.003568425
SoftWorx,6.446825485
SoftWorx,3.007132146
SoftWorx,9.258473245
SoftWorx,5.573384613
SoftWorx,5.194893568
SoftWorx,6.86274971
SoftWorx,10.48129047
SoftWorx,3.560311365
SoftWorx,5.286396898
SoftWorx,4.034464981
SoftWorx,6.36364064
SoftWorx,3.485445004
SoftWorx,5.336307805
SoftWorx,11.84968117
SoftWorx,3.822343626
SoftWorx,2.81164776
SoftWorx,2.591207921
SoftWorx,3.506241216
SoftWorx,3.215094258
SoftWorx,3.493763489
SoftWorx,3.227571985
SoftWorx,3.115272444
SoftWorx,4.321452696
SoftWorx,6.505054877
SoftWorx,3.331553041
SoftWorx,4.558529504
SoftWorx,3.743318024
SoftWorx,3.88473226
SoftWorx,3.165183351
SoftWorx,3.335712283
SoftWorx,3.302438345
SoftWorx,3.252527438
SoftWorx,3.302438345
SoftWorx,2.387405051
SoftWorx,4.080216646
SoftWorx,2.853240182
SoftWorx,4.442070721
SoftWorx,4.504459355
SoftWorx,3.10695396
SoftWorx,0.532383008
SoftWorx,4.026146497
SoftWorx,3.256686681
SoftWorx,5.847894601
SoftWorx,5.922760962
SoftWorx,6.887705164
SoftWorx,6.704698505
SoftWorx,6.471780939
SoftWorx,8.584676001
SoftWorx,2.453952927
SoftWorx,2.64527807
SoftWorx,8.701134784
SoftWorx,5.565066129
SoftWorx,4.928702065
SoftWorx,6.821157288
SoftWorx,7.73203134
SoftWorx,4.899587369
SoftWorx,6.866908952
SoftWorx,4.733217679
SoftWorx,4.978612971
SoftWorx,5.157460388
SoftWorx,5.673206427
SoftWorx,4.849676462
SoftWorx,3.223412743
SoftWorx,4.783128586
SoftWorx,7.86096785
SoftWorx,7.212126059
SoftWorx,3.10695396
SoftWorx,6.32620746
SoftWorx,3.323234557
SoftWorx,10.52288289
SoftWorx,3.381463948
SoftWorx,0.694593456
SoftWorx,1.247772675
SoftWorx,0.669638002
SoftWorx,0.33273938
SoftWorx,5.036842363
SoftWorx,1.60962675
SoftWorx,0.653001033
SoftWorx,1.476530998
SoftWorx,9.075466586
SoftWorx,3.27332365
SoftWorx,7.653005737
SoftWorx,1.846703558
SoftWorx,1.755200229
SoftWorx,10.55615683
SoftWorx,4.009509528
SoftWorx,10.29412457
SoftWorx,7.133100456
SoftWorx,7.133100456
SoftWorx,6.097449136
SoftWorx,7.108145003
SoftWorx,4.766491617
SoftWorx,5.91860172
SoftWorx,6.891864406
SoftWorx,5.199052811
SoftWorx,5.032683121
SoftWorx,1.318479793
SoftWorx,5.028523878
SoftWorx,4.450389206
SoftWorx,3.410578644
SoftWorx,3.58942606
SoftWorx,3.751636508
SoftWorx,3.152705624
SoftWorx,4.92038358
SoftWorx,4.304815727
SoftWorx,4.38384133
SoftWorx,4.674988287
SoftWorx,4.795606313
SoftWorx,3.868095291
SoftWorx,7.511591501
SoftWorx,4.304815727
SoftWorx,5.211530537
SoftWorx,4.009509528
SoftWorx,5.519314464
SoftWorx,3.543674396
SoftWorx,3.464648793
SoftWorx,4.462866933
SoftWorx,3.443852582
SoftWorx,3.734999539
SoftWorx,3.843139838
SoftWorx,4.184197702
SoftWorx,4.529414809
SoftWorx,4.250745578
SoftWorx,4.259064063
SoftWorx,3.68092939
SoftWorx,4.533574051
SoftWorx,4.304815727
SoftWorx,2.279264752
SoftWorx,4.229949367
SoftWorx,10.49792744
SoftWorx,5.444448103
SoftWorx,4.670829045
SoftWorx,4.724899194
SoftWorx,5.677365669
SoftWorx,3.497922731
SoftWorx,0.827689207
SoftWorx,3.901369229
SoftWorx,0.773619058
SoftWorx,12.81878461
SoftWorx,4.184197702
SoftWorx,0.57397543
SoftWorx,0.532383008
SoftWorx,2.57041171
SoftWorx,3.614381514
SoftWorx,7.536546954
SoftWorx,2.894832605
SoftWorx,0.632204822
SoftWorx,3.011291388
SoftWorx,0.632204822
SoftWorx,1.335116762
SoftWorx,0.133095752
SoftWorx,0.366013318
SoftWorx,0.515746039
SoftWorx,4.462866933
SoftWorx,6.509214119
SoftWorx,5.45692583
SoftWorx,5.631614005
SoftWorx,6.317888976
SoftWorx,6.40107382
SoftWorx,9.013077953
SoftWorx,9.117059009
SoftWorx,6.571602753
SoftWorx,8.613790697
SoftWorx,5.91860172
SoftWorx,3.789069688
SoftWorx,5.103390239
SoftWorx,5.394537196
SoftWorx,4.720739952
SoftWorx,4.666669803
SoftWorx,3.726681055
SoftWorx,4.284019516
SoftWorx,3.664292421
SoftWorx,3.913846956
SoftWorx,3.435534097
SoftWorx,3.543674396
SoftWorx,4.95781676
SoftWorx,3.980394832
SoftWorx,4.001191043
SoftWorx,4.770650859
SoftWorx,6.330366702
SoftWorx,7.328584842
SoftWorx,6.663106082
SoftWorx,6.276296553
SoftWorx,2.661915039
SoftWorx,2.998813661
SoftWorx,4.009509528
SoftWorx,3.926324683
SoftWorx,4.388000572
SoftWorx,5.344626289
SoftWorx,10.37315017
SoftWorx,6.28877428
SoftWorx,6.438507001
SoftWorx,5.199052811
SoftWorx,5.282237656
SoftWorx,4.928702065
SoftWorx,4.778969344
SoftWorx,3.743318024
SoftWorx,4.350567392
SoftWorx,8.834230536
SoftWorx,3.622699998
SoftWorx,6.937616071
SoftWorx,3.859776807
SoftWorx,3.535355911
SoftWorx,3.556152122
SoftWorx,12.52347841
SoftWorx,3.660133179
SoftWorx,3.893050745
SoftWorx,3.456330309
SoftWorx,4.558529504
SoftWorx,4.591803442
SoftWorx,4.196675429
SoftWorx,7.894241788
SoftWorx,4.820561766
SoftWorx,4.454548448
SoftWorx,6.879386679
SoftWorx,6.771246381
SoftWorx,6.463462454
SoftWorx,1.44325706
SoftWorx,9.832448676
SoftWorx,6.534169572
SoftWorx,5.619136278
SoftWorx,5.340467047
SoftWorx,5.261441444
SoftWorx,3.963757863
SoftWorx,4.595962685
SoftWorx,4.167560733
SoftWorx,5.535951433
SoftWorx,5.702321123
SoftWorx,5.835416875
SoftWorx,4.641714349
SoftWorx,4.479503902
SoftWorx,5.041001605
SoftWorx,5.477722041
SoftWorx,4.325611938
SoftWorx,6.247181857
SoftWorx,4.491981628
SoftWorx,5.814620663
SoftWorx,5.107549481
SoftWorx,7.457521352
SoftWorx,6.638150629
SoftWorx,6.267978069
SoftWorx,5.976831111
SoftWorx,5.839576117
SoftWorx,5.931079446
SoftWorx,5.931079446
SoftWorx,6.742131685
SoftWorx,5.727276576
SoftWorx,3.360667737
SoftWorx,4.571007231
SoftWorx,5.743913545
SoftWorx,4.8829504
SoftWorx,6.093289894
SoftWorx,5.989308838
SoftWorx,3.693407117
SoftWorx,6.95425304
SoftWorx,3.938802409
SoftWorx,3.402260159
SoftWorx,3.481285762
SoftWorx,5.510995979
SoftWorx,4.134286795
SoftWorx,3.47712652
SoftWorx,3.344030768
SoftWorx,4.221630882
SoftWorx,5.269759929
SoftWorx,5.502677495
SoftWorx,3.468808035
SoftWorx,2.445634442
SoftWorx,3.165183351
SoftWorx,3.764114235
SoftWorx,6.010105049
SoftWorx,2.915628816
SoftWorx,3.456330309
SoftWorx,4.5876442
SoftWorx,0.653001033
SoftWorx,5.178256599
SoftWorx,5.461085072
SoftWorx,4.575166473
SoftWorx,4.799765555
SoftWorx,4.529414809
SoftWorx,4.820561766
SoftWorx,4.408796783
SoftWorx,7.262036966
SoftWorx,2.270946268
SoftWorx,3.111113202
SoftWorx,2.291742479
SoftWorx,3.489604247
SoftWorx,4.284019516
SoftWorx,3.776591962
SoftWorx,6.134882317
SoftWorx,5.265600687
SoftWorx,7.39929196
SoftWorx,5.773028241
SoftWorx,3.606063029
SoftWorx,2.528819287
SoftWorx,4.695784499
SoftWorx,5.739754303
SoftWorx,4.055261192
SoftWorx,5.82709839
SoftWorx,5.095071754
SoftWorx,4.109331342
SoftWorx,4.034464981
SoftWorx,5.506836737
SoftWorx,4.121809068
SoftWorx,4.529414809
SoftWorx,5.207371295
SoftWorx,5.627454762
SoftWorx,7.320266357
SoftWorx,5.540110675
SoftWorx,3.364826979
SoftWorx,3.368986221
SoftWorx,2.711825946
SoftWorx,7.049915611
SoftWorx,2.857399425
SoftWorx,4.371363603
SoftWorx,5.436129619
SoftWorx,5.273919171
SoftWorx,5.286396898
SoftWorx,5.415333408
SoftWorx,5.236485991
SoftWorx,4.903746611
SoftWorx,5.065957059
SoftWorx,4.737376921
SoftWorx,5.174097357
SoftWorx,2.520500803
SoftWorx,5.714798849
SoftWorx,4.363045119
SoftWorx,4.009509528
SoftWorx,5.486040526
SoftWorx,3.506241216
SoftWorx,2.819966245
SoftWorx,5.144982661
SoftWorx,5.236485991
SoftWorx,3.58942606
SoftWorx,2.358290355
SoftWorx,4.200834671
SoftWorx,4.612599654
SoftWorx,0.307783926
SoftWorx,3.360667737
SoftWorx,3.381463948
SoftWorx,4.412956026
SoftWorx,3.676770148
SoftWorx,5.481881284
SoftWorx,4.970294487
SoftWorx,4.887109642
SoftWorx,3.751636508
SoftWorx,3.876413776
SoftWorx,3.734999539
SoftWorx,7.661324222
SoftWorx,7.403451202
SoftWorx,5.286396898
SoftWorx,5.527632948
SoftWorx,5.211530537
SoftWorx,6.259659584
SoftWorx,6.005945807
SoftWorx,3.173501836
SoftWorx,5.411174165
SoftWorx,5.061797816
SoftWorx,4.288178758
SoftWorx,4.121809068
SoftWorx,3.215094258
SoftWorx,5.136664177
SoftWorx,0.270350746
SoftWorx,4.454548448
SoftWorx,6.53001033
SoftWorx,3.776591962
SoftWorx,4.986931456
SoftWorx,4.196675429
SoftWorx,4.8829504
SoftWorx,7.536546954
SoftWorx,8.380873131
SoftWorx,4.487822386
SoftWorx,4.966135245
SoftWorx,5.16161963
SoftWorx,6.272137311
SoftWorx,5.573384613
SoftWorx,2.412360504
SoftWorx,2.969698965
SoftWorx,10.94296636
SoftWorx,8.642905392
SoftWorx,0.307783926
SoftWorx,2.928106543
SoftWorx,7.727872098
SoftWorx,4.159242249
SoftWorx,3.938802409
SoftWorx,6.829475772
SoftWorx,3.997031801
SoftWorx,8.505650398
SoftWorx,4.009509528
SoftWorx,4.928702065
SoftWorx,4.092694373
SoftWorx,6.737972443
SoftWorx,0.723708151
SoftWorx,11.2424318
SoftWorx,3.510400458
SoftWorx,3.423056371
SoftWorx,8.372554646
SoftWorx,11.96613995
SoftWorx,6.575761995
SoftWorx,5.340467047
SoftWorx,3.868095291
SoftWorx,6.434347758
SoftWorx,4.803924797
SoftWorx,3.722521812
SoftWorx,6.496736392
SoftWorx,4.462866933
SoftWorx,3.784910446
SoftWorx,3.522878185
SoftWorx,6.941775313
SoftWorx,5.910283235
SoftWorx,3.43969334
SoftWorx,4.134286795
SoftWorx,3.980394832
SoftWorx,6.95425304
SoftWorx,3.980394832
SoftWorx,3.202616531
SoftWorx,3.18182032
SoftWorx,4.67914753
SoftWorx,4.758173132
SoftWorx,6.554965784
SoftWorx,6.051697472
SoftWorx,3.901369229
SoftWorx,3.963757863
SoftWorx,4.974453729
SoftWorx,6.201430193
SoftWorx,6.7338132
SoftWorx,5.777187483
SoftWorx,6.388596094
SoftWorx,5.398696439
SoftWorx,3.992872559
SoftWorx,5.228167506
SoftWorx,3.601903787
SoftWorx,3.547833638
SoftWorx,5.481881284
SoftWorx,4.109331342
SoftWorx,4.562688747
SoftWorx,4.666669803
SoftWorx,2.749259126
SoftWorx,5.224008264
SoftWorx,3.464648793
SoftWorx,4.816402524
SoftWorx,4.175879218
SoftWorx,4.95781676
SoftWorx,5.681524911
SoftWorx,5.103390239
SoftWorx,2.882354878
SoftWorx,4.412956026
SoftWorx,2.753418369
SoftWorx,5.839576117
SoftWorx,4.853835704
SoftWorx,7.582298619
SoftWorx,6.7338132
SoftWorx,6.018423534
SoftWorx,7.815216185
SoftWorx,5.885327782
SoftWorx,9.004759468
SoftWorx,6.055856714
SoftWorx,4.525255566
SoftWorx,3.893050745
SoftWorx,4.42127451
SoftWorx,4.246586336
SoftWorx,4.79144707
SoftWorx,2.770055338
SoftWorx,5.315511594
SoftWorx,6.334525945
SoftWorx,11.53357876
SoftWorx,10.97624029
SoftWorx,5.602499309
SoftWorx,5.544269917
SoftWorx,5.282237656
SoftWorx,5.802142937
SoftWorx,5.427811134
SoftWorx,2.470589896
SoftWorx,5.739754303
SoftWorx,5.311352351
SoftWorx,3.572789091
SoftWorx,3.980394832
SoftWorx,4.333930423
SoftWorx,5.461085072
SoftWorx,3.497922731
SoftWorx,4.45870769
SoftWorx,3.851458322
SoftWorx,4.916224338
SoftWorx,1.513964178
SoftWorx,5.232326749
SoftWorx,5.469403557
SoftWorx,5.282237656
SoftWorx,4.171719975
SoftWorx,6.172315497
SoftWorx,5.552588402
SoftWorx,7.56566165
SoftWorx,6.413551547
SoftWorx,5.82709839
SoftWorx,5.444448103
SoftWorx,5.964353384
SoftWorx,5.739754303
SoftWorx,3.639336967
SoftWorx,4.292338
SoftWorx,5.016046152
SoftWorx,7.944152695
SoftWorx,6.380277609
SoftWorx,5.065957059
SoftWorx,3.926324683
SoftWorx,3.302438345
SoftWorx,6.538328815
SoftWorx,8.526446609
SoftWorx,9.221040065
SoftWorx,9.849085645
SoftWorx,5.303033867
SoftWorx,2.903151089
SoftWorx,4.229949367
SoftWorx,4.641714349
SoftWorx,5.232326749
SoftWorx,4.695784499
SoftWorx,3.140227898
SoftWorx,2.740940642
SoftWorx,4.21747164
SoftWorx,6.525851088
SoftWorx,6.255500342
SoftWorx,6.130723074
SoftWorx,8.164592534
SoftWorx,5.914442477
SoftWorx,5.153301146
