,Method,Block1,Block2
548,FM2FM prediction,0.058939256,0.054938532
549,FM2FM prediction,0.060826182,0.07072931
550,FM2FM prediction,0.061946217,0.06923402
551,FM2FM prediction,0.06599689,0.07070701
552,FM2FM prediction,0.07301318,0.06847668
553,FM2FM prediction,0.06691518,0.06993856
554,FM2FM prediction,0.06578827,0.068349734
555,FM2FM prediction,0.07979616,0.06930478
556,FM2FM prediction,0.085407816,0.053805493
557,FM2FM prediction,0.09662631,0.05177257
558,FM2FM prediction,0.09940398,0.06338009
559,FM2FM prediction,0.08135749,0.066404834
560,FM2FM prediction,0.07448206,0.08380511
561,FM2FM prediction,0.07726269,0.08542189
562,FM2FM prediction,0.08289486,0.06447053
563,FM2FM prediction,0.06403713,0.08002083
564,FM2FM prediction,0.060023222,0.11237934
565,FM2FM prediction,0.06644232,0.10446724
566,FM2FM prediction,0.06665566,0.09602111
567,FM2FM prediction,0.071464196,0.09576957
568,FM2FM prediction,0.07305784,0.10723677
569,FM2FM prediction,0.05554714,0.09960124
570,FM2FM prediction,0.07066147,0.07662497
571,FM2FM prediction,0.065554135,0.073604725
572,FM2FM prediction,0.05215557,0.07548621
573,FM2FM prediction,0.051448468,0.047647532
574,FM2FM prediction,0.060421716,0.049711037
575,FM2FM prediction,0.04306018,0.05026324
576,FM2FM prediction,0.044975284,0.05253581
577,FM2FM prediction,0.03674115,0.036116768
578,FM2FM prediction,0.031293046,0.025503023
579,FM2FM prediction,0.03450744,0.014548806
580,FM2FM prediction,0.033677395,0.009416297
581,FM2FM prediction,0.027152747,0.0057782885
582,FM2FM prediction,0.02373886,0.005074382
583,FM2FM prediction,0.028509459,0.0027538093
584,FM2FM prediction,0.024844207,0.0017935152
585,FM2FM prediction,0.02768389,0.0012288498
586,FM2FM prediction,0.025985837,0.002504154
587,FM2FM prediction,0.02107521,0.0013691991
588,FM2FM prediction,0.019488966,0.00037817328
589,FM2FM prediction,0.02035796,-2.9323619e-05
590,FM2FM prediction,0.02065476,-0.00046519583
591,FM2FM prediction,0.019262346,0.01605984
592,FM2FM prediction,0.016949281,0.14658993
593,FM2FM prediction,0.015392281,0.4888696
594,FM2FM prediction,0.008923958,0.87667847
595,FM2FM prediction,0.004705667,0.98842967
596,FM2FM prediction,0.002307046,1.0537947
597,FM2FM prediction,0.0020960988,1.1067574
598,FM2FM prediction,0.0016146956,1.2500553
599,FM2FM prediction,0.00043088436,1.3925701
600,FM2FM prediction,-0.00027522657,1.4433271
601,FM2FM prediction,-0.00048744204,1.4733539
602,FM2FM prediction,0.00016530509,1.4189732
603,FM2FM prediction,-0.0004465458,0.84723806
604,FM2FM prediction,0.0006207592,0.2596124
605,FM2FM prediction,-0.00010226525,0.027728325
606,FM2FM prediction,-2.3444938e-05,-0.0058765304
607,FM2FM prediction,0.001168002,-0.00047846802
608,FM2FM prediction,0.00011876825,0.00066219736
609,FM2FM prediction,-0.0008177854,-0.0009315945
610,FM2FM prediction,-0.00036128028,-0.00044220657
611,FM2FM prediction,0.0012455909,-0.0013707099
612,FM2FM prediction,0.0021661874,-2.6926167e-05
613,FM2FM prediction,0.015848462,0.00025729084
614,FM2FM prediction,0.06555241,0.00019648837
615,FM2FM prediction,0.23791225,0.0011644593
616,FM2FM prediction,0.51296985,0.0012641998
617,FM2FM prediction,0.6694443,0.0037421011
618,FM2FM prediction,0.56483704,0.0037883422
619,FM2FM prediction,0.3241771,0.07806728
620,FM2FM prediction,0.14102475,0.42909557
621,FM2FM prediction,0.038637884,0.7883404
622,FM2FM prediction,0.0029673958,0.53679156
623,FM2FM prediction,0.00051085005,0.1650072
624,FM2FM prediction,0.0012125766,0.021919604
625,FM2FM prediction,0.00065851497,0.0017860805
626,FM2FM prediction,-0.000657267,0.0010830445
627,FM2FM prediction,0.0042046243,0.0036932735
628,FM2FM prediction,0.04021912,0.06182477
629,FM2FM prediction,0.15617076,0.31305966
630,FM2FM prediction,0.37027153,0.66249865
631,FM2FM prediction,0.5916408,0.6384542
632,FM2FM prediction,0.645432,0.2586804
633,FM2FM prediction,0.41867027,0.032337975
634,FM2FM prediction,0.16956325,-5.9476493e-05
635,FM2FM prediction,0.036826044,-0.0003957108
636,FM2FM prediction,0.0062090005,-0.00023741335
637,FM2FM prediction,0.0004916417,0.0012885971
638,FM2FM prediction,-0.00026595287,0.0042848447
639,FM2FM prediction,0.00023408812,0.0149271265
640,FM2FM prediction,0.00024198246,0.014111147
641,FM2FM prediction,0.006581537,0.015166728
642,FM2FM prediction,0.0077978,0.016565032
643,FM2FM prediction,0.008901744,0.020392174
644,FM2FM prediction,0.007535858,0.031329084
645,FM2FM prediction,0.01189738,0.03861812
646,FM2FM prediction,0.0140163535,0.038850226
647,FM2FM prediction,0.016722588,0.042412255
648,FM2FM prediction,0.019605694,0.04422109
649,FM2FM prediction,0.023849256,0.044831816
650,FM2FM prediction,0.025803763,0.044577036
651,FM2FM prediction,0.028922,0.04213787
652,FM2FM prediction,0.02799712,0.044501632
653,FM2FM prediction,0.029568361,0.04761135
654,FM2FM prediction,0.028761454,0.047311716
655,FM2FM prediction,0.025733786,0.051545106
656,FM2FM prediction,0.01951162,0.05431559
657,FM2FM prediction,0.013299836,0.06385371
658,FM2FM prediction,0.008733955,0.07225378
659,FM2FM prediction,0.003716308,0.06994616
660,FM2FM prediction,0.00064135104,0.06979369
661,FM2FM prediction,-1.37648185e-05,0.074199356
662,FM2FM prediction,-0.0005442337,0.062050704
663,FM2FM prediction,0.0012373189,0.06811867
664,FM2FM prediction,0.0011633426,0.07523182
665,FM2FM prediction,-0.00019073284,0.067305125
666,FM2FM prediction,-0.0019460694,0.07058636
667,FM2FM prediction,0.0015271066,0.10221328
668,FM2FM prediction,0.010891937,0.104057655
669,FM2FM prediction,0.1869132,0.092718646
670,FM2FM prediction,0.657786,0.10079242
671,FM2FM prediction,0.8699901,0.11271482
672,FM2FM prediction,0.44623572,0.10527004
673,FM2FM prediction,0.11148683,0.10044043
674,FM2FM prediction,0.015851459,0.099610336
675,FM2FM prediction,0.0012316824,0.08850661
676,FM2FM prediction,-0.00021534777,0.108332135
677,FM2FM prediction,-0.0005201196,0.09447922
678,FM2FM prediction,0.029146016,0.07956622
679,FM2FM prediction,0.21219455,0.08825364
680,FM2FM prediction,0.57475615,0.09934873
681,FM2FM prediction,0.65606403,0.10825745
682,FM2FM prediction,0.24842484,0.0958667
683,FM2FM prediction,0.029677888,0.09894218
684,FM2FM prediction,-0.0037657144,0.09817595
685,FM2FM prediction,0.0006937953,0.09625338
686,FM2FM prediction,0.016485967,0.08977391
687,FM2FM prediction,0.16322772,0.07290235
688,FM2FM prediction,0.60663766,0.06395242
689,FM2FM prediction,0.70308137,0.06549175
690,FM2FM prediction,0.29344064,0.07318607
691,FM2FM prediction,0.060772713,0.05601061
692,FM2FM prediction,0.004660559,0.04467992
693,FM2FM prediction,0.0017171005,0.041694604
694,FM2FM prediction,0.0057967496,0.03992967
695,FM2FM prediction,0.022687972,0.028639209
696,FM2FM prediction,0.10515336,0.024261389
697,FM2FM prediction,0.3396131,0.021011585
698,FM2FM prediction,0.6838114,0.01758382
699,FM2FM prediction,0.7429968,0.013293333
700,FM2FM prediction,0.32586658,0.009354333
701,FM2FM prediction,0.052945856,0.005152837
702,FM2FM prediction,0.0024251614,0.0015614837
703,FM2FM prediction,-1.9807709e-05,-0.00015689759
704,FM2FM prediction,0.00042360992,0.0011625421
705,FM2FM prediction,0.00041017352,0.0003214596
706,FM2FM prediction,0.0003868353,0.0004567596
707,FM2FM prediction,0.00031812207,0.0013743471
708,FM2FM prediction,0.0004295543,0.0002538876
709,FM2FM prediction,-0.00026334604,-0.0005428503
710,FM2FM prediction,0.0023443007,0.00028297314
711,FM2FM prediction,0.0045040473,-9.4292904e-05
712,FM2FM prediction,0.0068674907,0.0008431844
713,FM2FM prediction,0.011356644,0.004488201
714,FM2FM prediction,0.019146994,0.043067604
715,FM2FM prediction,0.0242863,0.17766413
716,FM2FM prediction,0.025664695,0.41657305
717,FM2FM prediction,0.029429637,0.59595144
718,FM2FM prediction,0.02251318,0.55474603
719,FM2FM prediction,0.02933423,0.34458402
720,FM2FM prediction,0.04463305,0.16534272
721,FM2FM prediction,0.046635576,0.045279145
722,FM2FM prediction,0.047168706,0.011090244
723,FM2FM prediction,0.05865575,-0.0007111727
724,FM2FM prediction,0.060010277,2.9032148e-05
725,FM2FM prediction,0.07088225,0.002489162
726,FM2FM prediction,0.06837099,0.020717768
727,FM2FM prediction,0.07462965,0.09882647
728,FM2FM prediction,0.08713528,0.30088174
729,FM2FM prediction,0.0831314,0.6053811
730,FM2FM prediction,0.08455432,0.76077765
731,FM2FM prediction,0.09166119,0.5310724
732,FM2FM prediction,0.07098974,0.18844065
733,FM2FM prediction,0.057029817,0.02009236
734,FM2FM prediction,0.066489875,-0.0035632816
735,FM2FM prediction,0.0699183,0.0005060839
736,FM2FM prediction,0.06711424,-0.00029652446
737,FM2FM prediction,0.058375444,-0.0011194496
738,FM2FM prediction,0.04352611,0.00069053983
739,FM2FM prediction,0.045983773,-0.00060135796
740,FM2FM prediction,0.072601356,0.00050247536
741,FM2FM prediction,0.07224077,0.0014009243
742,FM2FM prediction,0.05789101,0.0001700384
743,FM2FM prediction,0.05821694,0.00026112513
744,FM2FM prediction,0.0597449,2.853131e-06
745,FM2FM prediction,0.06829334,0.00061724515
746,FM2FM prediction,0.06268892,0.002145259
747,FM2FM prediction,0.07168558,0.00384045
748,FM2FM prediction,0.08504487,0.007294528
749,FM2FM prediction,0.071999386,0.011045279
750,FM2FM prediction,0.092997424,0.01308159
751,FM2FM prediction,0.10264648,0.0135162715
752,FM2FM prediction,0.07490027,0.015687134
753,FM2FM prediction,0.048521344,0.021179596
754,FM2FM prediction,0.045592103,0.022773376
755,FM2FM prediction,0.06934481,0.019540241
756,FM2FM prediction,0.07017138,0.030984038
757,FM2FM prediction,0.085706495,0.034712315
758,FM2FM prediction,0.08349907,0.03458345
759,FM2FM prediction,0.05844227,0.046926472
760,FM2FM prediction,0.064514525,0.04436965
761,FM2FM prediction,0.06701696,0.04608542
762,FM2FM prediction,0.06064857,0.058211368
763,FM2FM prediction,0.0835304,0.06146924
764,FM2FM prediction,0.10938135,0.048843645
765,FM2FM prediction,0.1120633,0.054852095
766,FM2FM prediction,0.10314824,0.06908461
767,FM2FM prediction,0.07268757,0.063066214
