,Fluorophore,label,Normalized_width,IPTG,Width,Length,SurfaceArea,Volume
798,FM 4-64,2,1.2470007566360126,25 µM,0.7948733088020428,3.390228143999619,8.188595773338339,1.4975066540076363
799,FM 4-64,3,1.297270162777824,25 µM,0.8269164402747518,5.163958318648042,13.10677934443196,2.5752805419033247
800,FM 4-64,5,1.1925216116730366,25 µM,0.7601467715589968,3.5296781602862595,8.004790674716299,1.4411149632860027
801,FM 4-64,6,1.2036844682985697,25 µM,0.7672622899212765,3.0964614831090653,7.267514674790286,1.2794040691797306
802,FM 4-64,7,1.168618142269744,25 µM,0.7449100287460254,7.070050528490056,13.920336996271432,2.517383201108548
803,FM 4-64,8,1.236565145107766,25 µM,0.7882213568920797,4.610309191468322,10.670902887551998,1.982486731814105
804,FM 4-64,9,1.1067114496571102,25 µM,0.7054489640015729,3.933321463977665,7.764635737818953,1.292609461307936
805,FM 4-64,10,1.2612629313083632,25 µM,0.8039644195429106,4.242321854706235,9.641949204695065,1.80392234141715
806,FM 4-64,11,1.128113574275773,25 µM,0.7190912793895143,3.8592775680930735,6.8358434257586875,1.1978480246380663
807,FM 4-64,13,1.2412898359443523,25 µM,0.7912330075413346,4.3894525998939,10.090575599746225,1.878651424983577
808,FM 4-64,14,1.275204534424467,25 µM,0.8128511889694161,9.124286663560044,11.44152494444358,2.1961974444657058
809,FM 4-64,15,1.292062724409063,25 µM,0.82359707278878,2.9355777939043297,6.298551889883911,1.1529663897091118
810,FM 4-64,16,1.270637725640835,25 µM,0.8099401767754024,2.825779742163627,5.74160916606836,1.028736931682511
811,FM 4-64,17,1.29040963728372,25 µM,0.8225433486221609,3.2829666162578635,6.78310883272452,1.249443819250888
812,FM 4-64,18,1.2197017805775967,25 µM,0.7774721746720219,2.552064780744387,4.9833871970644115,0.8757782146712163
813,FM 4-64,19,1.251215012901086,25 µM,0.7975595941180158,3.4218578583524515,6.97414418783438,1.2630065621305229
814,FM 4-64,20,1.3088559155582724,25 µM,0.8343015245247412,4.842983289543103,10.94505474573471,2.1351020707914974
1025,FM 4-64,3,1.4840617595307766,50 µM,0.9459826507620441,4.5394664520172805,11.604126284858749,2.539587965145717
1026,FM 4-64,4,1.5823088821291273,50 µM,1.008608126331684,3.612690654901481,9.713391474234305,2.1970205117255728
1027,FM 4-64,5,1.4995745240057599,50 µM,0.9558709225704436,2.8483988958825686,7.099878920609931,1.4877085248973665
1028,FM 4-64,6,1.3623856745212155,50 µM,0.8684228964644296,2.384312464755304,5.287271469258001,1.078089738200803
1029,FM 4-64,7,1.6058762393455268,50 µM,1.0236306217958042,4.111922769646528,10.85522961230522,2.521925545779334
1030,FM 4-64,8,1.5211830098469672,50 µM,0.9696447783980356,3.93674371648909,10.091340045693887,2.2105436434352206
