,Method,Block1,Block2
549,FP2FM prediction,0.015214182,0.01732386
550,FP2FM prediction,0.017193234,0.01601926
551,FP2FM prediction,0.01665566,0.01613861
552,FP2FM prediction,0.016060723,0.016635945
553,FP2FM prediction,0.016892653,0.015218688
554,FP2FM prediction,0.017415239,0.015987799
555,FP2FM prediction,0.016887471,0.016934859
556,FP2FM prediction,0.016472397,0.017180147
557,FP2FM prediction,0.017557964,0.018887188
558,FP2FM prediction,0.01859864,0.01881166
559,FP2FM prediction,0.018383747,0.020491067
560,FP2FM prediction,0.019014247,0.018486023
561,FP2FM prediction,0.017893352,0.01847657
562,FP2FM prediction,0.018482793,0.017380403
563,FP2FM prediction,0.017781334,0.018095536
564,FP2FM prediction,0.017630901,0.016840238
565,FP2FM prediction,0.01745997,0.01778084
566,FP2FM prediction,0.016300803,0.017277228
567,FP2FM prediction,0.018889468,0.020624729
568,FP2FM prediction,0.017539524,0.02146463
569,FP2FM prediction,0.018986328,0.021350957
570,FP2FM prediction,0.018655613,0.021612901
571,FP2FM prediction,0.01856512,0.021622367
572,FP2FM prediction,0.018010449,0.022510542
573,FP2FM prediction,0.019526558,0.020006625
574,FP2FM prediction,0.01919247,0.019724602
575,FP2FM prediction,0.018541668,0.016617531
576,FP2FM prediction,0.019342031,0.014776542
577,FP2FM prediction,0.018925631,0.013436494
578,FP2FM prediction,0.019824522,0.011553742
579,FP2FM prediction,0.019452773,0.008719099
580,FP2FM prediction,0.018668452,0.0043810946
581,FP2FM prediction,0.015620126,0.001552311
582,FP2FM prediction,0.0154443905,-0.000792772
583,FP2FM prediction,0.013869421,-0.00032603947
584,FP2FM prediction,0.01638434,-0.0017384388
585,FP2FM prediction,0.013775699,-0.0007620003
586,FP2FM prediction,0.012942702,-0.0011998102
587,FP2FM prediction,0.013088929,2.704733e-05
588,FP2FM prediction,0.013765529,-0.0031785888
589,FP2FM prediction,0.012656965,0.00044870962
590,FP2FM prediction,0.010028673,0.009388523
591,FP2FM prediction,0.0089157745,0.05697991
592,FP2FM prediction,0.007031863,0.32391396
593,FP2FM prediction,0.005662138,0.7707673
594,FP2FM prediction,0.0039004672,0.97668403
595,FP2FM prediction,0.003331718,1.0085626
596,FP2FM prediction,0.0012282379,0.9526487
597,FP2FM prediction,0.0011584254,0.8804928
598,FP2FM prediction,-0.00099424,0.98065376
599,FP2FM prediction,-0.00077582995,1.0202819
600,FP2FM prediction,-0.0010783512,1.09618
601,FP2FM prediction,0.0007326089,1.2877755
602,FP2FM prediction,-0.00030084132,1.2550346
603,FP2FM prediction,-0.0010240742,0.8645607
604,FP2FM prediction,-0.00060530286,0.32053202
605,FP2FM prediction,-0.0027638283,0.043325838
606,FP2FM prediction,-0.0010807342,0.0027153853
607,FP2FM prediction,-0.0023109645,0.0010787809
608,FP2FM prediction,-0.0008356674,0.00020991958
609,FP2FM prediction,-0.00091437425,6.339259e-05
610,FP2FM prediction,0.0010367319,-0.0011890798
611,FP2FM prediction,0.003435597,-9.5219104e-05
612,FP2FM prediction,0.008132769,-0.0019488402
613,FP2FM prediction,0.014054793,-0.001728594
614,FP2FM prediction,0.060649805,-0.00046882906
615,FP2FM prediction,0.19341587,-0.0009928077
616,FP2FM prediction,0.43153852,-0.004770761
617,FP2FM prediction,0.7765193,-0.0025317448
618,FP2FM prediction,0.885532,0.010464699
619,FP2FM prediction,0.7326735,0.100921184
620,FP2FM prediction,0.44469166,0.49644044
621,FP2FM prediction,0.23467116,0.8683257
622,FP2FM prediction,0.12146189,0.6746065
623,FP2FM prediction,0.064638145,0.28976196
624,FP2FM prediction,0.033793457,0.11157442
625,FP2FM prediction,0.028405609,0.056397162
626,FP2FM prediction,0.02893408,0.050159764
627,FP2FM prediction,0.047329623,0.0651744
628,FP2FM prediction,0.10072699,0.1849342
629,FP2FM prediction,0.1850918,0.4383128
630,FP2FM prediction,0.3620998,0.7650203
631,FP2FM prediction,0.5909155,0.6102241
632,FP2FM prediction,0.72355443,0.21942276
633,FP2FM prediction,0.53256965,0.029264249
634,FP2FM prediction,0.23167105,0.0033349607
635,FP2FM prediction,0.05176954,0.0182302
636,FP2FM prediction,0.018892346,0.09712607
637,FP2FM prediction,0.022641558,0.12195549
638,FP2FM prediction,0.031155737,0.086918294
639,FP2FM prediction,0.015988605,0.02578082
640,FP2FM prediction,0.012436446,0.013479962
641,FP2FM prediction,0.022681316,0.006943181
642,FP2FM prediction,0.029972374,0.008477938
643,FP2FM prediction,0.02707016,0.010202104
644,FP2FM prediction,0.029842947,0.011561998
645,FP2FM prediction,0.023716433,0.018412603
646,FP2FM prediction,0.023979418,0.018903375
647,FP2FM prediction,0.01878413,0.020420084
648,FP2FM prediction,0.021339172,0.02294455
649,FP2FM prediction,0.027695673,0.024581714
650,FP2FM prediction,0.027172774,0.024117976
651,FP2FM prediction,0.030702718,0.023201557
652,FP2FM prediction,0.032592032,0.022746831
653,FP2FM prediction,0.03195187,0.02447075
654,FP2FM prediction,0.02897695,0.024698887
655,FP2FM prediction,0.02910862,0.025011918
656,FP2FM prediction,0.024833174,0.02412674
657,FP2FM prediction,0.018746093,0.023883978
658,FP2FM prediction,0.013212158,0.023162281
659,FP2FM prediction,0.006215417,0.023518858
660,FP2FM prediction,0.0050856145,0.021350032
661,FP2FM prediction,0.0058842334,0.020817824
662,FP2FM prediction,0.007931809,0.019965904
663,FP2FM prediction,0.0029768993,0.01710661
664,FP2FM prediction,0.0012020891,0.018207945
665,FP2FM prediction,-0.0005168814,0.017715013
666,FP2FM prediction,-0.0020182752,0.017301397
667,FP2FM prediction,-0.0033896803,0.016925417
668,FP2FM prediction,0.018057408,0.015762303
669,FP2FM prediction,0.17618318,0.014395912
670,FP2FM prediction,0.6882824,0.014119462
671,FP2FM prediction,0.9579343,0.015242115
672,FP2FM prediction,0.5405263,0.01400536
673,FP2FM prediction,0.17782904,0.015804391
674,FP2FM prediction,0.03492882,0.015183554
675,FP2FM prediction,0.013319058,0.015734853
676,FP2FM prediction,0.012310794,0.016081845
677,FP2FM prediction,0.023575127,0.015120317
678,FP2FM prediction,0.087149575,0.015447607
679,FP2FM prediction,0.30823937,0.015345264
680,FP2FM prediction,0.6278529,0.015999114
681,FP2FM prediction,0.5765497,0.016008517
682,FP2FM prediction,0.21514915,0.01669668
683,FP2FM prediction,0.015266635,0.018149266
684,FP2FM prediction,-0.0008327895,0.018746093
685,FP2FM prediction,-0.0020774745,0.019368025
686,FP2FM prediction,0.02237748,0.020151043
687,FP2FM prediction,0.21861058,0.019862767
688,FP2FM prediction,0.6194232,0.019144991
689,FP2FM prediction,0.66283,0.02159747
690,FP2FM prediction,0.3367278,0.021104407
691,FP2FM prediction,0.10033473,0.021450473
692,FP2FM prediction,0.023055993,0.022068968
693,FP2FM prediction,0.004713606,0.018719513
694,FP2FM prediction,0.0140774,0.017636357
695,FP2FM prediction,0.049632683,0.015380099
696,FP2FM prediction,0.19105466,0.01745691
697,FP2FM prediction,0.46758538,0.01196987
698,FP2FM prediction,0.86757296,0.011592535
699,FP2FM prediction,0.84485537,0.007284535
700,FP2FM prediction,0.36267242,0.006069111
701,FP2FM prediction,0.05431475,0.0049262475
702,FP2FM prediction,0.004236378,0.004218993
703,FP2FM prediction,0.0008430641,0.0013112942
704,FP2FM prediction,0.014416436,0.00018218206
705,FP2FM prediction,0.0074183913,-0.00010285018
706,FP2FM prediction,5.2154337e-05,0.00011554693
707,FP2FM prediction,0.0033137342,0.0004002927
708,FP2FM prediction,0.0059222844,-0.00083523773
709,FP2FM prediction,0.006973289,-0.0011744949
710,FP2FM prediction,0.007678655,-0.0016178263
711,FP2FM prediction,0.008960857,-0.0023284797
712,FP2FM prediction,0.011810399,0.0010442458
713,FP2FM prediction,0.012859476,0.028988527
714,FP2FM prediction,0.016328279,0.18560664
715,FP2FM prediction,0.0206798,0.50400317
716,FP2FM prediction,0.023197012,0.83272743
717,FP2FM prediction,0.02999131,0.8337281
718,FP2FM prediction,0.028546223,0.598417
719,FP2FM prediction,0.027190082,0.40427306
720,FP2FM prediction,0.027611379,0.22507617
721,FP2FM prediction,0.027043294,0.09247387
722,FP2FM prediction,0.025918465,0.038324464
723,FP2FM prediction,0.023532532,0.010553473
724,FP2FM prediction,0.02361831,0.007130364
725,FP2FM prediction,0.02070242,0.07107955
726,FP2FM prediction,0.02071082,0.19084646
727,FP2FM prediction,0.021722887,0.36478046
728,FP2FM prediction,0.022729823,0.6026655
729,FP2FM prediction,0.019751323,0.83633584
730,FP2FM prediction,0.020329734,0.8844183
731,FP2FM prediction,0.0193724,0.6053716
732,FP2FM prediction,0.02031606,0.24245368
733,FP2FM prediction,0.018937482,0.05182297
734,FP2FM prediction,0.019691147,-0.0010775047
735,FP2FM prediction,0.018986823,-3.3623597e-05
736,FP2FM prediction,0.0191549,-0.0014649053
737,FP2FM prediction,0.019115523,-0.0026511073
738,FP2FM prediction,0.017807536,-5.4797867e-05
739,FP2FM prediction,0.01669336,-0.0010755775
740,FP2FM prediction,0.016846398,-0.0005159698
741,FP2FM prediction,0.016004533,-0.00058278727
742,FP2FM prediction,0.015018913,-0.00022990882
743,FP2FM prediction,0.015538476,-0.00077385054
744,FP2FM prediction,0.015544701,0.00056338403
745,FP2FM prediction,0.015728263,-0.0008216294
746,FP2FM prediction,0.016067559,0.0013417404
747,FP2FM prediction,0.015033589,0.0029515189
748,FP2FM prediction,0.01474116,0.007986581
749,FP2FM prediction,0.015490203,0.011019645
750,FP2FM prediction,0.015097359,0.011620754
751,FP2FM prediction,0.017823318,0.012809053
752,FP2FM prediction,0.015764713,0.012939732
753,FP2FM prediction,0.016777184,0.01685735
754,FP2FM prediction,0.016736945,0.016628794
755,FP2FM prediction,0.017791817,0.017663809
756,FP2FM prediction,0.018223625,0.017514117
757,FP2FM prediction,0.018013822,0.01853845
758,FP2FM prediction,0.019033352,0.019677017
759,FP2FM prediction,0.017538339,0.021980546
760,FP2FM prediction,0.01897621,0.024322178
761,FP2FM prediction,0.01805057,0.02526041
762,FP2FM prediction,0.018753957,0.023747686
763,FP2FM prediction,0.017763624,0.025203945
764,FP2FM prediction,0.018275036,0.027486496
765,FP2FM prediction,0.01725664,0.024092726
766,FP2FM prediction,0.016191337,0.02234504
767,FP2FM prediction,0.016475353,0.02316796
