Method,solidity
SoftWorx,0.909090909
SoftWorx,0.797619048
SoftWorx,0.801186944
SoftWorx,0.857142857
SoftWorx,0.87480916
SoftWorx,0.856589147
SoftWorx,0.880681818
SoftWorx,0.774122807
SoftWorx,0.88173456
SoftWorx,0.872291904
SoftWorx,0.913043478
SoftWorx,0.92920354
SoftWorx,0.921030756
SoftWorx,0.894805195
SoftWorx,0.91708126
SoftWorx,0.950367647
SoftWorx,0.953846154
SoftWorx,0.869499241
SoftWorx,0.938159879
SoftWorx,0.91047619
SoftWorx,0.922992299
SoftWorx,0.862003781
SoftWorx,0.941860465
SoftWorx,0.781912388
SoftWorx,0.873427673
SoftWorx,0.946524064
SoftWorx,0.90980052
SoftWorx,0.912366115
SoftWorx,0.82952183
SoftWorx,0.934375
SoftWorx,0.764596849
SoftWorx,0.898756661
SoftWorx,0.870710295
SoftWorx,0.897205589
SoftWorx,0.924677899
SoftWorx,0.944915254
SoftWorx,0.935344828
SoftWorx,0.903583618
SoftWorx,0.930139721
SoftWorx,0.90295858
SoftWorx,0.941787942
SoftWorx,0.933088909
SoftWorx,0.923287671
SoftWorx,0.916814159
SoftWorx,0.929949239
SoftWorx,0.893401015
SoftWorx,0.941383353
SoftWorx,0.926136364
SoftWorx,0.934316354
SoftWorx,0.916846652
SoftWorx,0.905422446
SoftWorx,0.943396226
SoftWorx,0.944117647
SoftWorx,0.832962138
SoftWorx,0.943396226
SoftWorx,0.819905213
SoftWorx,0.920177384
SoftWorx,0.927536232
SoftWorx,0.928571429
SoftWorx,0.934601665
SoftWorx,0.946927374
SoftWorx,0.921708185
SoftWorx,0.940782123
SoftWorx,0.92903693
SoftWorx,0.949136276
SoftWorx,0.914433881
SoftWorx,0.910068426
SoftWorx,0.91825229
SoftWorx,0.923418424
SoftWorx,0.940514469
SoftWorx,0.945
SoftWorx,0.918524871
SoftWorx,0.938202247
SoftWorx,0.929460581
SoftWorx,0.8997669
SoftWorx,0.924924925
SoftWorx,0.945578231
SoftWorx,0.795070082
SoftWorx,0.801119023
SoftWorx,0.916983523
SoftWorx,0.897577093
SoftWorx,0.912990196
SoftWorx,0.934699104
SoftWorx,0.906666667
SoftWorx,0.914465409
SoftWorx,0.913333333
SoftWorx,0.794009459
SoftWorx,0.938722295
SoftWorx,0.912208505
SoftWorx,0.915918367
SoftWorx,0.701121404
SoftWorx,0.915789474
SoftWorx,0.894528675
SoftWorx,0.934235977
SoftWorx,0.727714749
SoftWorx,0.935483871
SoftWorx,0.835948645
SoftWorx,0.864942529
SoftWorx,0.650291424
SoftWorx,0.834862385
SoftWorx,0.876832845
SoftWorx,0.73458445
SoftWorx,0.885714286
SoftWorx,0.786614937
SoftWorx,0.808832074
SoftWorx,0.785861359
SoftWorx,0.925898204
SoftWorx,0.780742459
SoftWorx,0.761283306
SoftWorx,0.744588745
SoftWorx,0.706075534
SoftWorx,0.841435185
SoftWorx,0.873394495
SoftWorx,0.724458204
SoftWorx,0.91540404
SoftWorx,0.877990431
SoftWorx,0.795156408
SoftWorx,0.870666667
SoftWorx,0.934731935
SoftWorx,0.926860025
SoftWorx,0.847798742
SoftWorx,0.897360704
SoftWorx,0.924593968
SoftWorx,0.939849624
SoftWorx,0.93832021
SoftWorx,0.741506647
SoftWorx,0.914728682
SoftWorx,0.842105263
SoftWorx,0.895061728
SoftWorx,0.733333333
SoftWorx,0.914215686
SoftWorx,0.696629213
SoftWorx,0.87804878
SoftWorx,0.888888889
SoftWorx,0.945626478
SoftWorx,0.921568627
SoftWorx,0.734706617
SoftWorx,0.948306595
SoftWorx,0.813842482
SoftWorx,0.77643909
SoftWorx,0.813953488
SoftWorx,0.93
SoftWorx,0.73633678
SoftWorx,0.764943457
SoftWorx,0.934294872
SoftWorx,0.924731183
SoftWorx,0.776363636
SoftWorx,0.835714286
SoftWorx,0.906515581
SoftWorx,0.917767988
SoftWorx,0.92997543
SoftWorx,0.737857618
SoftWorx,0.776371308
SoftWorx,0.866935484
SoftWorx,0.776978417
SoftWorx,0.935393258
SoftWorx,0.936651584
SoftWorx,0.714285714
SoftWorx,0.900552486
SoftWorx,0.864935065
SoftWorx,0.816666667
SoftWorx,0.852941176
SoftWorx,0.923076923
SoftWorx,0.954545455
SoftWorx,0.747474747
SoftWorx,0.762761021
SoftWorx,0.687113647
SoftWorx,0.813186813
SoftWorx,0.877680699
SoftWorx,0.918874172
SoftWorx,0.86918138
SoftWorx,0.932647334
SoftWorx,0.806438792
SoftWorx,0.917236662
SoftWorx,0.933252427
SoftWorx,0.927466151
SoftWorx,0.939119171
SoftWorx,0.931132075
SoftWorx,0.899412628
SoftWorx,0.943143813
SoftWorx,0.916099773
SoftWorx,0.904632153
SoftWorx,0.924935289
SoftWorx,0.947833066
SoftWorx,0.914068441
SoftWorx,0.926564496
SoftWorx,0.85255648
SoftWorx,0.957391866
SoftWorx,0.954433498
SoftWorx,0.938826467
SoftWorx,0.903264813
SoftWorx,0.955696203
SoftWorx,0.950559701
SoftWorx,0.922562141
SoftWorx,0.941747573
SoftWorx,0.922239502
SoftWorx,0.895156998
SoftWorx,0.903614458
SoftWorx,0.928961749
SoftWorx,0.919724771
SoftWorx,0.932729625
SoftWorx,0.94028103
SoftWorx,0.947848761
SoftWorx,0.9342723
SoftWorx,0.93877551
SoftWorx,0.939189189
SoftWorx,0.935365854
SoftWorx,0.942633638
SoftWorx,0.939873418
SoftWorx,0.922404372
SoftWorx,0.919301165
SoftWorx,0.866946045
SoftWorx,0.849740933
SoftWorx,0.861488067
SoftWorx,0.88159918
SoftWorx,0.931756142
SoftWorx,0.970963995
SoftWorx,0.949131514
SoftWorx,0.8952
SoftWorx,0.904717854
SoftWorx,0.867741935
SoftWorx,0.909407666
SoftWorx,0.89212828
SoftWorx,0.940758294
SoftWorx,0.931799507
SoftWorx,0.874624625
SoftWorx,0.915625
SoftWorx,0.919661734
SoftWorx,0.882840237
SoftWorx,0.911360799
SoftWorx,0.961325967
SoftWorx,0.903053435
SoftWorx,0.925042589
SoftWorx,0.864232744
SoftWorx,0.881328253
SoftWorx,0.881725888
SoftWorx,0.797759104
SoftWorx,0.797218155
SoftWorx,0.957983193
SoftWorx,0.695714286
SoftWorx,0.690677966
SoftWorx,0.655006031
SoftWorx,0.87367406
SoftWorx,0.919266055
SoftWorx,0.930855019
SoftWorx,0.880753138
SoftWorx,0.840888067
SoftWorx,0.920737327
SoftWorx,0.807992203
SoftWorx,0.868600683
SoftWorx,0.863379143
SoftWorx,0.901608325
SoftWorx,0.807785888
SoftWorx,0.932153392
SoftWorx,0.695162359
SoftWorx,0.879341865
SoftWorx,0.929180887
SoftWorx,0.937106918
SoftWorx,0.931930693
SoftWorx,0.820402299
SoftWorx,0.890068234
SoftWorx,0.810136766
SoftWorx,0.825783972
SoftWorx,0.943377149
SoftWorx,0.935079727
SoftWorx,0.95132128
SoftWorx,0.826732673
SoftWorx,0.8953125
SoftWorx,0.944516129
SoftWorx,0.956756757
SoftWorx,0.910596026
SoftWorx,0.81996587
SoftWorx,0.722080571
SoftWorx,0.943965517
SoftWorx,0.939597315
SoftWorx,0.902217742
SoftWorx,0.892351275
SoftWorx,0.907794677
SoftWorx,0.917192429
SoftWorx,0.935251799
SoftWorx,0.942708333
SoftWorx,0.916396104
SoftWorx,0.948837209
SoftWorx,0.869755245
SoftWorx,0.831674959
SoftWorx,0.811509591
SoftWorx,0.94102228
SoftWorx,0.804106074
SoftWorx,0.807692308
SoftWorx,0.803843074
SoftWorx,0.940112994
SoftWorx,0.90719697
SoftWorx,0.867909238
SoftWorx,0.932515337
SoftWorx,0.944523471
SoftWorx,0.788284519
SoftWorx,0.845950704
SoftWorx,0.874598071
SoftWorx,0.923130678
SoftWorx,0.921166307
SoftWorx,0.932758621
SoftWorx,0.798394291
SoftWorx,0.826247689
SoftWorx,0.949308756
SoftWorx,0.942323314
SoftWorx,0.915271967
SoftWorx,0.901367188
SoftWorx,0.923280423
SoftWorx,0.744625649
SoftWorx,0.933102653
SoftWorx,0.876747141
SoftWorx,0.808850645
SoftWorx,0.720500272
SoftWorx,0.926646707
SoftWorx,0.91246138
SoftWorx,0.922030825
SoftWorx,0.908462867
SoftWorx,0.838270616
SoftWorx,0.67133275
SoftWorx,0.923523717
SoftWorx,0.896072013
SoftWorx,0.65112782
SoftWorx,0.885446686
SoftWorx,0.929824561
SoftWorx,0.740241636
SoftWorx,0.908734053
SoftWorx,0.966666667
SoftWorx,0.927680798
SoftWorx,0.926436782
SoftWorx,0.897009967
SoftWorx,0.846715328
SoftWorx,0.883792049
SoftWorx,0.895142637
SoftWorx,0.88716677
SoftWorx,0.772127139
SoftWorx,0.905204461
SoftWorx,0.925561798
SoftWorx,0.759584665
SoftWorx,0.901913876
SoftWorx,0.921832884
SoftWorx,0.872758326
SoftWorx,0.788571429
SoftWorx,0.763784461
SoftWorx,0.914988814
SoftWorx,0.883424408
SoftWorx,0.895762712
SoftWorx,0.943014706
SoftWorx,0.93344426
SoftWorx,0.932485323
SoftWorx,0.914576803
SoftWorx,0.840650407
SoftWorx,0.952282158
SoftWorx,0.907305577
SoftWorx,0.804152249
SoftWorx,0.932656827
SoftWorx,0.937641723
SoftWorx,0.841423948
SoftWorx,0.925266904
SoftWorx,0.897125567
SoftWorx,0.914940022
SoftWorx,0.903309539
SoftWorx,0.866522367
SoftWorx,0.904577192
SoftWorx,0.90625
SoftWorx,0.808290155
SoftWorx,0.745918367
SoftWorx,0.922429907
SoftWorx,0.934682613
SoftWorx,0.841691843
SoftWorx,0.865210843
SoftWorx,0.901098901
SoftWorx,0.91733871
SoftWorx,0.869063772
SoftWorx,0.774647887
SoftWorx,0.912137007
SoftWorx,0.911885246
SoftWorx,0.94076999
SoftWorx,0.935382191
SoftWorx,0.926683717
SoftWorx,0.84045584
SoftWorx,0.726351351
SoftWorx,0.720524017
SoftWorx,0.835242987
SoftWorx,0.937446444
SoftWorx,0.789389068
SoftWorx,0.744706594
SoftWorx,0.898431665
SoftWorx,0.810505319
SoftWorx,0.873015873
SoftWorx,0.785810811
SoftWorx,0.906752412
SoftWorx,0.923275862
SoftWorx,0.94028436
SoftWorx,0.78996139
SoftWorx,0.923837784
SoftWorx,0.921828909
SoftWorx,0.751614797
SoftWorx,0.896607431
SoftWorx,0.939862543
SoftWorx,0.924901186
SoftWorx,0.740667976
SoftWorx,0.919804742
SoftWorx,0.678517777
SoftWorx,0.929859719
SoftWorx,0.723536737
SoftWorx,0.800124922
SoftWorx,0.923076923
SoftWorx,0.781698565
SoftWorx,0.889394925
SoftWorx,0.662416851
SoftWorx,0.900369004
SoftWorx,0.917940467
SoftWorx,0.896389325
SoftWorx,0.908415842
SoftWorx,0.852365416
SoftWorx,0.884892086
SoftWorx,0.6726094
SoftWorx,0.796923077
SoftWorx,0.692774128
SoftWorx,0.70212766
SoftWorx,0.906276151
SoftWorx,0.752596213
SoftWorx,0.823246217
SoftWorx,0.920302013
SoftWorx,0.828688525
SoftWorx,0.915997078
SoftWorx,0.748370274
SoftWorx,0.642284569
SoftWorx,0.939873418
SoftWorx,0.866415094
SoftWorx,0.884643644
SoftWorx,0.900717703
SoftWorx,0.725105189
SoftWorx,0.930954228
SoftWorx,0.718603089
SoftWorx,0.937919463
SoftWorx,0.648648649
SoftWorx,0.919753086
SoftWorx,0.888797364
SoftWorx,0.894996476
SoftWorx,0.90608229
SoftWorx,0.942426926
SoftWorx,0.76849642
SoftWorx,0.835949765
SoftWorx,0.656708861
SoftWorx,0.941114616
SoftWorx,0.913812155
SoftWorx,0.791644349
SoftWorx,0.930164888
SoftWorx,0.940634596
SoftWorx,0.93368984
SoftWorx,0.939473684
SoftWorx,0.649190439
SoftWorx,0.926636569
SoftWorx,0.877601998
SoftWorx,0.918757467
SoftWorx,0.902459016
SoftWorx,0.899299475
SoftWorx,0.9184178
SoftWorx,0.733186813
SoftWorx,0.91749427
SoftWorx,0.898740818
SoftWorx,0.90919674
SoftWorx,0.862369338
SoftWorx,0.916412447
SoftWorx,0.951632406
SoftWorx,0.92906815
SoftWorx,0.909836066
SoftWorx,0.94673913
SoftWorx,0.919889503
SoftWorx,0.909354605
SoftWorx,0.92772384
SoftWorx,0.897482014
SoftWorx,0.924165824
SoftWorx,0.924686192
SoftWorx,0.672485453
SoftWorx,0.671586716
SoftWorx,0.893414211
SoftWorx,0.842061513
SoftWorx,0.647741935
SoftWorx,0.93637621
SoftWorx,0.758310872
SoftWorx,0.946268657
SoftWorx,0.911128903
SoftWorx,0.855757576
SoftWorx,0.866666667
SoftWorx,0.917056075
SoftWorx,0.916601101
SoftWorx,0.883505155
SoftWorx,0.767973856
SoftWorx,0.934367542
SoftWorx,0.821512081
SoftWorx,0.915125136
SoftWorx,0.926035503
SoftWorx,0.929373997
SoftWorx,0.919335706
SoftWorx,0.913324709
SoftWorx,0.88452381
SoftWorx,0.981958763
SoftWorx,0.895861148
SoftWorx,0.83253128
SoftWorx,0.900895141
SoftWorx,0.942571785
SoftWorx,0.839416058
SoftWorx,0.9
SoftWorx,0.925053533
SoftWorx,0.919842313
SoftWorx,0.920199501
SoftWorx,0.874055416
SoftWorx,0.902813299
SoftWorx,0.929471033
SoftWorx,0.923344948
SoftWorx,0.916411825
SoftWorx,0.919825073
SoftWorx,0.868913858
SoftWorx,0.775623269
SoftWorx,0.923694779
SoftWorx,0.921875
SoftWorx,0.893595041
SoftWorx,0.927203065
SoftWorx,0.812944523
SoftWorx,0.868679775
SoftWorx,0.677536232
SoftWorx,0.800248139
SoftWorx,0.915809769
SoftWorx,0.765503876
SoftWorx,0.947457627
SoftWorx,0.948113208
SoftWorx,0.917040359
SoftWorx,0.883544304
SoftWorx,0.867682927
SoftWorx,0.676169984
SoftWorx,0.896434635
SoftWorx,0.921865536
SoftWorx,0.890158172
SoftWorx,0.869674185
SoftWorx,0.916935484
SoftWorx,0.853372434
SoftWorx,0.855060034
SoftWorx,0.92516129
SoftWorx,0.933043478
SoftWorx,0.839153439
SoftWorx,0.825259516
SoftWorx,0.938420348
SoftWorx,0.804733728
SoftWorx,0.908635795
SoftWorx,0.900369004
SoftWorx,0.982035928
SoftWorx,0.926666667
SoftWorx,0.937888199
SoftWorx,0.9375
SoftWorx,0.732452519
SoftWorx,0.96124031
SoftWorx,0.929936306
SoftWorx,0.923943662
SoftWorx,0.683318057
SoftWorx,0.936467598
SoftWorx,0.886413043
SoftWorx,0.941441441
SoftWorx,0.952606635
SoftWorx,0.684003152
SoftWorx,0.93153527
SoftWorx,0.741414141
SoftWorx,0.756268222
SoftWorx,0.705539359
SoftWorx,0.809686221
SoftWorx,0.672908133
SoftWorx,0.922338569
SoftWorx,0.841883345
SoftWorx,0.716958358
SoftWorx,0.872
SoftWorx,0.816528926
SoftWorx,0.94637224
SoftWorx,0.931348222
SoftWorx,0.936448598
SoftWorx,0.934146341
SoftWorx,0.937427578
SoftWorx,0.944567627
SoftWorx,0.949868074
SoftWorx,0.914623838
SoftWorx,0.963285024
SoftWorx,0.953510436
SoftWorx,0.895907473
SoftWorx,0.952298352
SoftWorx,0.946236559
SoftWorx,0.931339978
SoftWorx,0.917874396
SoftWorx,0.925778132
SoftWorx,0.937759336
SoftWorx,0.931424265
SoftWorx,0.941314554
SoftWorx,0.979591837
SoftWorx,0.944082013
SoftWorx,0.902173913
SoftWorx,0.930957684
SoftWorx,0.916666667
SoftWorx,0.940357853
SoftWorx,0.923783287
SoftWorx,0.927592955
SoftWorx,0.881835938
SoftWorx,0.922033898
SoftWorx,0.923853211
SoftWorx,0.897584541
SoftWorx,0.901459854
SoftWorx,0.889872173
SoftWorx,0.676307448
SoftWorx,0.773109244
SoftWorx,0.896705254
SoftWorx,0.803697183
SoftWorx,0.672527473
SoftWorx,0.877526754
SoftWorx,0.91959799
SoftWorx,0.91684435
SoftWorx,0.924731183
SoftWorx,0.912524851
SoftWorx,0.884057971
SoftWorx,0.8515625
SoftWorx,0.930420712
SoftWorx,0.925201381
SoftWorx,0.85209713
SoftWorx,0.853448276
SoftWorx,0.881578947
SoftWorx,0.919889503
SoftWorx,0.940789474
SoftWorx,0.897196262
SoftWorx,0.84375
SoftWorx,0.943181818
SoftWorx,0.951612903
SoftWorx,0.883504194
SoftWorx,0.853674121
SoftWorx,0.93597561
SoftWorx,0.926883309
SoftWorx,0.894667544
SoftWorx,0.8388564
SoftWorx,0.79972312
SoftWorx,0.776582278
SoftWorx,0.739739256
SoftWorx,0.758257203
SoftWorx,0.942919868
SoftWorx,0.941320293
SoftWorx,0.831148805
SoftWorx,0.920704846
SoftWorx,0.921568627
SoftWorx,0.887276786
SoftWorx,0.937864078
SoftWorx,0.928490352
SoftWorx,0.878852285
SoftWorx,0.904358354
SoftWorx,0.865023474
SoftWorx,0.772651007
SoftWorx,0.803552769
SoftWorx,0.908523909
SoftWorx,0.706190061
SoftWorx,0.855453351
SoftWorx,0.744040863
SoftWorx,0.834581773
SoftWorx,0.84758118
SoftWorx,0.9015625
SoftWorx,0.922330097
SoftWorx,0.882780083
SoftWorx,0.940677966
SoftWorx,0.928909953
SoftWorx,0.744747082
SoftWorx,0.797619048
SoftWorx,0.810077519
SoftWorx,0.9304
SoftWorx,0.85984252
SoftWorx,0.846413502
SoftWorx,0.853785901
SoftWorx,0.893333333
SoftWorx,0.877629063
SoftWorx,0.753295669
SoftWorx,0.938002296
SoftWorx,0.658872902
SoftWorx,0.894396552
SoftWorx,0.915294118
SoftWorx,0.938011696
SoftWorx,0.690468283
SoftWorx,0.880681818
SoftWorx,0.887820513
SoftWorx,0.91456077
SoftWorx,0.901459854
SoftWorx,0.910326087
SoftWorx,0.940535183
SoftWorx,0.751317176
SoftWorx,0.801553063
SoftWorx,0.891690009
SoftWorx,0.840386941
SoftWorx,0.850737101
SoftWorx,0.908622909
SoftWorx,0.942363112
SoftWorx,0.796308084
SoftWorx,0.871206514
SoftWorx,0.831775701
SoftWorx,0.917786561
SoftWorx,0.901364113
SoftWorx,0.879638009
SoftWorx,0.896207585
SoftWorx,0.867768595
SoftWorx,0.741794311
SoftWorx,0.868139701
SoftWorx,0.814516129
SoftWorx,0.852367688
SoftWorx,0.797854785
SoftWorx,0.885345482
SoftWorx,0.989423077
SoftWorx,0.784953395
SoftWorx,0.892592593
SoftWorx,0.819742489
SoftWorx,0.84771987
SoftWorx,0.699944228
SoftWorx,0.817669173
SoftWorx,0.890510949
SoftWorx,0.807933194
SoftWorx,0.786324786
SoftWorx,0.81486676
SoftWorx,0.821879383
SoftWorx,0.795805059
SoftWorx,0.847494553
SoftWorx,0.945544554
SoftWorx,0.903548681
SoftWorx,0.841419261
SoftWorx,0.791311755
SoftWorx,0.824573379
SoftWorx,0.89375
SoftWorx,0.916666667
SoftWorx,0.715909091
SoftWorx,0.957761352
SoftWorx,0.936430318
SoftWorx,0.86260454
SoftWorx,0.799245283
SoftWorx,0.944668008
SoftWorx,0.923444976
SoftWorx,0.874378109
SoftWorx,0.933004926
SoftWorx,0.951854775
SoftWorx,0.913076342
SoftWorx,0.863309353
SoftWorx,0.952380952
SoftWorx,0.934296978
SoftWorx,0.93480663
SoftWorx,0.808304498
SoftWorx,0.891583452
SoftWorx,0.903730445
SoftWorx,0.807796917
SoftWorx,0.987261146
SoftWorx,0.904417671
SoftWorx,0.821782178
SoftWorx,0.861818182
SoftWorx,0.732235702
SoftWorx,0.924701561
SoftWorx,0.798101812
SoftWorx,0.756603774
SoftWorx,0.735967927
SoftWorx,0.902930403
SoftWorx,0.949197861
SoftWorx,0.974591652
SoftWorx,0.933253874
SoftWorx,0.916504854
SoftWorx,0.90969163
SoftWorx,0.77220339
SoftWorx,0.929699842
SoftWorx,0.686902754
SoftWorx,0.82204611
SoftWorx,0.916955017
SoftWorx,0.940789474
SoftWorx,0.91408326
SoftWorx,0.845652174
SoftWorx,0.913846154
SoftWorx,0.978586724
SoftWorx,0.856326531
SoftWorx,0.914979757
SoftWorx,0.908247423
SoftWorx,0.835347432
SoftWorx,0.915237134
SoftWorx,0.896235078
SoftWorx,0.939297125
SoftWorx,0.824094605
SoftWorx,0.669318182
SoftWorx,0.854354354
SoftWorx,0.915945612
SoftWorx,0.914814815
SoftWorx,0.930981595
SoftWorx,0.762831858
SoftWorx,0.940320233
SoftWorx,0.948620362
SoftWorx,0.912012242
SoftWorx,0.910094637
SoftWorx,0.881982691
SoftWorx,0.867127496
SoftWorx,0.943606037
SoftWorx,0.924512299
SoftWorx,0.916256158
SoftWorx,0.927129061
SoftWorx,0.935691318
SoftWorx,0.947194719
SoftWorx,0.93231441
SoftWorx,0.944709247
SoftWorx,0.930497925
SoftWorx,0.924943139
SoftWorx,0.940688019
SoftWorx,0.94100295
SoftWorx,0.926434923
SoftWorx,0.911040508
SoftWorx,0.939745075
SoftWorx,0.952380952
SoftWorx,0.916831683
SoftWorx,0.926961226
SoftWorx,0.932432432
SoftWorx,0.925742574
SoftWorx,0.94095941
SoftWorx,0.9066918
SoftWorx,0.923076923
SoftWorx,0.927921093
SoftWorx,0.934728033
SoftWorx,0.930212766
SoftWorx,0.942350333
SoftWorx,0.92167382
SoftWorx,0.93986637
SoftWorx,0.91422367
SoftWorx,0.930898876
SoftWorx,0.94256491
SoftWorx,0.933784801
SoftWorx,0.940143655
SoftWorx,0.90166205
SoftWorx,0.935779817
SoftWorx,0.930053805
SoftWorx,0.921939195
SoftWorx,0.929194956
SoftWorx,0.92431887
SoftWorx,0.913324709
SoftWorx,0.871255061
SoftWorx,0.969230769
SoftWorx,0.929971989
SoftWorx,0.756687898
SoftWorx,0.93061674
SoftWorx,0.863219349
SoftWorx,0.911793855
SoftWorx,0.924190801
SoftWorx,0.868396664
SoftWorx,0.903685092
SoftWorx,0.819500403
SoftWorx,0.808355438
SoftWorx,0.93880597
SoftWorx,0.944827586
SoftWorx,0.93697479
SoftWorx,0.660585329
SoftWorx,0.683830606
SoftWorx,0.945945946
SoftWorx,0.940340909
SoftWorx,0.710441335
SoftWorx,0.835
SoftWorx,0.915522703
SoftWorx,0.853836784
SoftWorx,0.920915713
SoftWorx,0.674327628
SoftWorx,0.918049793
SoftWorx,0.902953586
SoftWorx,0.910569106
SoftWorx,0.785185185
SoftWorx,0.954022989
SoftWorx,0.647058824
SoftWorx,0.952606635
SoftWorx,0.978128797
SoftWorx,0.799801292
SoftWorx,0.877292853
SoftWorx,0.752336449
SoftWorx,0.922580645
SoftWorx,0.908209438
SoftWorx,0.818181818
SoftWorx,0.955307263
SoftWorx,0.932138284
SoftWorx,0.82945014
SoftWorx,0.948351648
SoftWorx,0.92798111
SoftWorx,0.907130018
SoftWorx,0.897255454
SoftWorx,0.918984281
SoftWorx,0.944668008
SoftWorx,0.941483804
SoftWorx,0.797248804
SoftWorx,0.960292581
SoftWorx,0.925974026
SoftWorx,0.968627451
SoftWorx,0.853333333
SoftWorx,0.913461538
SoftWorx,0.788071066
SoftWorx,0.850171821
SoftWorx,0.941364606
SoftWorx,0.920251836
SoftWorx,0.93812709
SoftWorx,0.841716968
SoftWorx,0.902408894
SoftWorx,0.80849532
SoftWorx,0.694661458
SoftWorx,0.909090909
SoftWorx,0.936458333
SoftWorx,0.902147971
SoftWorx,0.935334873
SoftWorx,0.948417351
SoftWorx,0.802731411
SoftWorx,0.941295547
SoftWorx,0.930720146
SoftWorx,0.936720143
SoftWorx,0.925869894
SoftWorx,0.925159236
SoftWorx,0.93997599
SoftWorx,0.892055268
SoftWorx,0.794820717
SoftWorx,0.818791946
SoftWorx,0.827964861
SoftWorx,0.810920945
SoftWorx,0.940836941
SoftWorx,0.880301602
SoftWorx,0.925981873
SoftWorx,0.858262108
SoftWorx,0.842330763
SoftWorx,0.814700432
SoftWorx,0.851416724
SoftWorx,0.66045769
SoftWorx,0.917314488
SoftWorx,0.779532967
SoftWorx,0.919117647
SoftWorx,0.929487179
SoftWorx,0.926622766
SoftWorx,0.928501469
SoftWorx,0.925347222
SoftWorx,0.905405405
SoftWorx,0.820813772
SoftWorx,0.90019698
SoftWorx,0.706455103
SoftWorx,0.793103448
SoftWorx,0.934669636
SoftWorx,0.805701425
SoftWorx,0.899212598
SoftWorx,0.936917563
SoftWorx,0.924904215
SoftWorx,0.930976431
SoftWorx,0.834057971
SoftWorx,0.907595928
SoftWorx,0.917345751
SoftWorx,0.926854754
SoftWorx,0.938579655
SoftWorx,0.79893374
SoftWorx,0.954815696
SoftWorx,0.902985075
SoftWorx,0.944924406
SoftWorx,0.859560068
SoftWorx,0.945054945
SoftWorx,0.922098569
SoftWorx,0.92243346
SoftWorx,0.820472441
SoftWorx,0.946161515
SoftWorx,0.733827493
SoftWorx,0.805992509
SoftWorx,0.662451897
SoftWorx,0.820363165
SoftWorx,0.799428979
SoftWorx,0.802902979
SoftWorx,0.820083682
SoftWorx,0.8
SoftWorx,0.917714286
SoftWorx,0.906976744
SoftWorx,0.866500829
SoftWorx,0.901570681
SoftWorx,0.737940026
SoftWorx,0.818555008
SoftWorx,0.943855932
SoftWorx,0.953400504
SoftWorx,0.917302799
SoftWorx,0.802439024
SoftWorx,0.720342806
SoftWorx,0.788851351
SoftWorx,0.901960784
SoftWorx,0.962750716
SoftWorx,0.859390364
SoftWorx,0.894265233
SoftWorx,0.792527822
SoftWorx,0.859167405
SoftWorx,0.933774834
SoftWorx,0.93323217
SoftWorx,0.937869822
SoftWorx,0.878266412
SoftWorx,0.936170213
SoftWorx,0.810719132
SoftWorx,0.683647478
SoftWorx,0.810829817
SoftWorx,0.805488297
