Method,Width
SoftWorx,0.888759093
SoftWorx,0.915642758
SoftWorx,0.925162498
SoftWorx,0.833572664
SoftWorx,0.768784429
SoftWorx,0.908084199
SoftWorx,0.951410035
SoftWorx,0.933336488
SoftWorx,0.890781309
SoftWorx,0.857943275
SoftWorx,0.894232842
SoftWorx,0.885611948
SoftWorx,0.880891465
SoftWorx,0.888299765
SoftWorx,0.840494132
SoftWorx,0.894576941
SoftWorx,0.855908999
SoftWorx,0.820932838
SoftWorx,0.764179217
SoftWorx,0.702119231
SoftWorx,0.729496215
SoftWorx,0.814621427
SoftWorx,0.800232503
SoftWorx,0.807895535
SoftWorx,0.836036929
SoftWorx,0.871319079
SoftWorx,0.870414216
SoftWorx,0.886234004
SoftWorx,0.857278824
SoftWorx,0.844959068
SoftWorx,0.850319343
SoftWorx,0.833037888
SoftWorx,0.937984891
SoftWorx,0.839541518
SoftWorx,0.915649847
SoftWorx,0.864626737
SoftWorx,0.891929445
SoftWorx,0.893446478
SoftWorx,0.886302653
SoftWorx,0.826708584
SoftWorx,0.88608513
SoftWorx,0.776844164
SoftWorx,0.859745082
SoftWorx,0.838138163
SoftWorx,0.718357273
SoftWorx,0.698277682
SoftWorx,0.677631543
SoftWorx,0.841639771
SoftWorx,0.893807061
SoftWorx,0.912106152
SoftWorx,0.859597981
SoftWorx,0.825760423
SoftWorx,0.896970321
SoftWorx,0.794669419
SoftWorx,0.724253408
SoftWorx,0.793459004
SoftWorx,0.797937885
SoftWorx,0.8842046
SoftWorx,0.802805485
SoftWorx,0.815811985
SoftWorx,0.78757578
SoftWorx,0.900308548
SoftWorx,0.796186903
SoftWorx,0.805742986
SoftWorx,0.754486264
SoftWorx,0.860955435
SoftWorx,0.719895236
SoftWorx,0.89230085
SoftWorx,0.733588508
SoftWorx,0.889374404
SoftWorx,0.739493558
SoftWorx,0.687067957
SoftWorx,0.671899129
SoftWorx,0.711940376
SoftWorx,0.876243302
SoftWorx,0.723946348
SoftWorx,0.743026374
SoftWorx,0.829330009
SoftWorx,0.838500944
SoftWorx,0.623288177
SoftWorx,0.873799688
SoftWorx,0.758488244
SoftWorx,0.591458678
SoftWorx,0.774851847
SoftWorx,0.625923708
SoftWorx,0.751864684
SoftWorx,0.698055531
SoftWorx,0.657943482
SoftWorx,0.572024916
SoftWorx,0.616339468
SoftWorx,0.726215312
SoftWorx,0.70634394
SoftWorx,0.746105767
SoftWorx,0.694058918
SoftWorx,0.793723591
SoftWorx,0.749757783
SoftWorx,0.645293263
SoftWorx,0.733260848
SoftWorx,0.757679257
SoftWorx,0.710726378
SoftWorx,0.596144256
SoftWorx,0.702003687
SoftWorx,0.714200267
SoftWorx,0.655577635
SoftWorx,0.732971392
SoftWorx,0.713925221
SoftWorx,0.680772046
SoftWorx,0.702291441
SoftWorx,0.588274572
SoftWorx,0.619099245
SoftWorx,0.75020213
SoftWorx,0.650250821
SoftWorx,0.749617243
SoftWorx,0.688460679
SoftWorx,0.7186457
SoftWorx,0.628616059
SoftWorx,0.674089982
SoftWorx,0.792115511
SoftWorx,0.645730534
SoftWorx,0.810369283
SoftWorx,0.67008582
SoftWorx,0.664537218
SoftWorx,0.63720623
SoftWorx,0.782608657
SoftWorx,0.84138495
SoftWorx,0.857123012
SoftWorx,0.857880831
SoftWorx,0.882254256
SoftWorx,0.839366805
SoftWorx,0.870687811
SoftWorx,0.868186697
SoftWorx,0.917944883
SoftWorx,0.82192531
SoftWorx,0.792158035
SoftWorx,0.879189125
SoftWorx,0.813965792
SoftWorx,0.950509391
SoftWorx,0.815437669
SoftWorx,0.92089958
SoftWorx,0.83043871
SoftWorx,0.929707437
SoftWorx,0.887703341
SoftWorx,0.95062824
SoftWorx,0.901171547
SoftWorx,0.911390733
SoftWorx,0.887351198
SoftWorx,0.900748824
SoftWorx,0.908509721
SoftWorx,0.90331796
SoftWorx,0.89173845
SoftWorx,0.956666168
SoftWorx,0.981649382
SoftWorx,0.911824367
SoftWorx,0.893076608
SoftWorx,0.791433012
SoftWorx,0.882013592
SoftWorx,0.898412674
SoftWorx,0.770454423
SoftWorx,0.872178396
SoftWorx,0.842220894
SoftWorx,0.806492542
SoftWorx,0.807451805
SoftWorx,0.816759622
SoftWorx,0.827141332
SoftWorx,0.895357054
SoftWorx,0.820114081
SoftWorx,0.819594795
SoftWorx,0.79922258
SoftWorx,0.887866984
SoftWorx,0.849454253
SoftWorx,0.917099029
SoftWorx,0.897275715
SoftWorx,0.910452587
SoftWorx,0.863700976
SoftWorx,0.860763346
SoftWorx,0.813705961
SoftWorx,0.813933504
SoftWorx,0.835988305
SoftWorx,0.735227462
SoftWorx,0.796286163
SoftWorx,0.791044824
SoftWorx,0.704480497
SoftWorx,0.674631326
SoftWorx,0.86583404
SoftWorx,0.913355006
SoftWorx,0.85038237
SoftWorx,0.749988821
SoftWorx,0.710151941
SoftWorx,0.751610738
SoftWorx,0.818876576
SoftWorx,0.698938753
SoftWorx,0.906007981
SoftWorx,0.870075462
SoftWorx,0.891215783
SoftWorx,0.813248003
SoftWorx,0.883120871
SoftWorx,0.87765215
SoftWorx,0.8633789
SoftWorx,0.888333474
SoftWorx,0.854893922
SoftWorx,0.782515497
SoftWorx,0.885620763
SoftWorx,0.869254259
SoftWorx,0.856351274
SoftWorx,0.90381513
SoftWorx,0.851669503
SoftWorx,0.821982157
SoftWorx,0.86675931
SoftWorx,0.847770646
SoftWorx,0.8343025
SoftWorx,0.806024156
SoftWorx,0.828788945
SoftWorx,0.871070351
SoftWorx,0.863808158
SoftWorx,0.845707987
SoftWorx,0.782253504
SoftWorx,0.888435266
SoftWorx,0.884179607
SoftWorx,0.869343672
SoftWorx,0.861005104
SoftWorx,0.899178384
SoftWorx,0.898393373
SoftWorx,0.871782701
SoftWorx,0.840045909
SoftWorx,0.874801856
SoftWorx,0.885574999
SoftWorx,0.861887529
SoftWorx,0.938796534
SoftWorx,0.915304483
SoftWorx,0.863925692
SoftWorx,0.846966357
SoftWorx,0.915374262
SoftWorx,0.835735226
SoftWorx,0.934639525
SoftWorx,0.788146838
SoftWorx,0.754213916
SoftWorx,0.754445758
SoftWorx,0.776132166
SoftWorx,0.846775897
SoftWorx,0.878197209
SoftWorx,0.709271079
SoftWorx,0.759682053
SoftWorx,0.759656165
SoftWorx,0.79326116
SoftWorx,0.823572878
SoftWorx,0.857801082
SoftWorx,0.872683231
SoftWorx,0.763699339
SoftWorx,0.812342153
SoftWorx,0.829124648
SoftWorx,0.869862359
SoftWorx,0.775682303
SoftWorx,0.842195471
SoftWorx,0.789369042
SoftWorx,0.866409779
SoftWorx,0.783861897
SoftWorx,0.85123969
SoftWorx,0.831568262
SoftWorx,0.777065198
SoftWorx,0.855139699
SoftWorx,0.636614978
SoftWorx,0.614209449
SoftWorx,0.841149566
SoftWorx,0.77867463
SoftWorx,0.826520045
SoftWorx,0.73714347
SoftWorx,0.85969029
SoftWorx,0.797714157
SoftWorx,0.865885288
SoftWorx,0.799328401
SoftWorx,0.71864061
SoftWorx,0.764371725
SoftWorx,0.907778204
SoftWorx,0.861864978
SoftWorx,0.762644772
SoftWorx,0.887755904
SoftWorx,0.824990058
SoftWorx,0.884168906
SoftWorx,0.88598866
SoftWorx,0.875481239
SoftWorx,0.865880421
SoftWorx,0.891991643
SoftWorx,0.820889519
SoftWorx,0.69482416
SoftWorx,0.90471402
SoftWorx,0.863827207
SoftWorx,0.926264485
SoftWorx,0.893590421
SoftWorx,0.824396562
SoftWorx,0.715274148
SoftWorx,0.824251423
SoftWorx,0.918828342
SoftWorx,0.911270659
SoftWorx,0.697857264
SoftWorx,0.827405258
SoftWorx,0.836271472
SoftWorx,0.860651955
SoftWorx,0.822866819
SoftWorx,0.892791388
SoftWorx,0.878545075
SoftWorx,0.907378291
SoftWorx,0.733491797
SoftWorx,0.91723811
SoftWorx,0.771864817
SoftWorx,0.905521685
SoftWorx,0.893980115
SoftWorx,0.851544095
SoftWorx,0.925078946
SoftWorx,0.920355975
SoftWorx,0.801260352
SoftWorx,0.804877404
SoftWorx,0.941428189
SoftWorx,0.890127801
SoftWorx,0.842771437
SoftWorx,0.809085752
SoftWorx,0.943827056
SoftWorx,0.901777902
SoftWorx,0.835574498
SoftWorx,0.905593936
SoftWorx,0.819385641
SoftWorx,0.895567049
SoftWorx,0.846038849
SoftWorx,0.930323355
SoftWorx,0.83360999
SoftWorx,0.837275581
SoftWorx,0.889641058
SoftWorx,0.817312716
SoftWorx,0.931339262
SoftWorx,0.952138292
SoftWorx,0.851122334
SoftWorx,0.79326821
SoftWorx,0.86596936
SoftWorx,0.952133363
SoftWorx,0.838473369
SoftWorx,0.94851621
SoftWorx,0.932324439
SoftWorx,0.833310692
SoftWorx,0.844932493
SoftWorx,0.922829522
SoftWorx,0.854331632
SoftWorx,0.974371734
SoftWorx,0.904010569
SoftWorx,0.831273852
SoftWorx,0.886323801
SoftWorx,0.87296354
SoftWorx,0.800633024
SoftWorx,0.836179825
SoftWorx,0.873794208
SoftWorx,0.809377752
SoftWorx,0.868169114
SoftWorx,0.901572328
SoftWorx,0.918629494
SoftWorx,0.833944899
SoftWorx,0.8514779
SoftWorx,0.834071267
SoftWorx,0.843112378
SoftWorx,0.851990418
SoftWorx,0.870550855
SoftWorx,0.821464268
SoftWorx,0.77221811
SoftWorx,0.90289896
SoftWorx,0.845860563
SoftWorx,0.875826322
SoftWorx,0.789488478
SoftWorx,0.789462036
SoftWorx,0.88856942
SoftWorx,0.756169651
SoftWorx,0.910811036
SoftWorx,0.792992751
SoftWorx,0.740372321
SoftWorx,0.871668453
SoftWorx,0.879393806
SoftWorx,0.805098873
SoftWorx,0.861348221
SoftWorx,0.809785134
SoftWorx,0.860330566
SoftWorx,0.794645348
SoftWorx,0.796749562
SoftWorx,0.908008372
SoftWorx,0.788318582
SoftWorx,0.882055921
SoftWorx,0.911213107
SoftWorx,0.806297752
SoftWorx,0.924505319
SoftWorx,0.677414342
SoftWorx,0.803999977
SoftWorx,0.909911555
SoftWorx,0.774384739
SoftWorx,0.890642394
SoftWorx,0.90778
SoftWorx,0.752205117
SoftWorx,0.914182644
SoftWorx,0.724216832
SoftWorx,0.905231131
SoftWorx,0.784099314
SoftWorx,0.812325769
SoftWorx,0.709241788
SoftWorx,0.756410882
SoftWorx,0.847946253
SoftWorx,0.766505407
SoftWorx,0.846051209
SoftWorx,0.788027693
SoftWorx,0.79487588
SoftWorx,0.861682766
SoftWorx,0.814512945
SoftWorx,0.7843056
SoftWorx,0.897646331
SoftWorx,0.877352245
SoftWorx,0.885518349
SoftWorx,0.893211024
SoftWorx,0.837635169
SoftWorx,0.773589692
SoftWorx,0.852731407
SoftWorx,0.840960671
SoftWorx,0.810851224
SoftWorx,0.790649181
SoftWorx,0.849065385
SoftWorx,0.840616277
SoftWorx,0.84978585
SoftWorx,0.791214747
SoftWorx,0.841437796
SoftWorx,0.893158696
SoftWorx,0.957025077
SoftWorx,0.809283614
SoftWorx,0.856073422
SoftWorx,0.896386247
SoftWorx,0.894413655
SoftWorx,0.880953529
SoftWorx,0.675640164
SoftWorx,0.869377237
SoftWorx,0.941219393
SoftWorx,0.823936513
SoftWorx,0.891213022
SoftWorx,0.879907637
SoftWorx,0.909923326
SoftWorx,0.909530099
SoftWorx,0.793242194
SoftWorx,0.722668453
SoftWorx,0.905336141
SoftWorx,0.885407679
SoftWorx,0.798769226
SoftWorx,0.886241627
SoftWorx,0.783876858
SoftWorx,0.81237267
SoftWorx,0.814315815
SoftWorx,0.873630153
SoftWorx,0.822903456
SoftWorx,0.846025957
SoftWorx,0.788235969
SoftWorx,0.720445729
SoftWorx,0.738698214
SoftWorx,0.779558071
SoftWorx,0.892157581
SoftWorx,0.754962984
SoftWorx,0.688246355
SoftWorx,0.839843875
SoftWorx,0.895304536
SoftWorx,0.745109627
SoftWorx,0.751579831
SoftWorx,0.755443872
SoftWorx,0.762507568
SoftWorx,0.676545387
SoftWorx,0.77390625
SoftWorx,0.738945867
SoftWorx,0.852624171
SoftWorx,0.765064472
SoftWorx,0.7521315
SoftWorx,0.632564671
SoftWorx,0.74704068
SoftWorx,0.790532594
SoftWorx,0.719111196
SoftWorx,0.71908744
SoftWorx,0.759146599
SoftWorx,0.796088235
SoftWorx,0.764702014
SoftWorx,0.631074979
SoftWorx,0.763014746
SoftWorx,0.775720301
SoftWorx,0.656260713
SoftWorx,0.783815635
SoftWorx,0.769267161
SoftWorx,0.625390253
SoftWorx,0.704397389
SoftWorx,0.631866091
SoftWorx,0.708118281
SoftWorx,0.760815697
SoftWorx,0.763887207
SoftWorx,0.791179586
SoftWorx,0.814436884
SoftWorx,0.818821785
SoftWorx,0.819695793
SoftWorx,0.800433153
SoftWorx,0.822152438
SoftWorx,0.817329628
SoftWorx,0.833060036
SoftWorx,0.825941277
SoftWorx,0.818768587
SoftWorx,0.883433738
SoftWorx,0.858105336
SoftWorx,0.868590206
SoftWorx,0.869258401
SoftWorx,0.828923948
SoftWorx,0.861347459
SoftWorx,0.833815886
SoftWorx,0.886121228
SoftWorx,0.890183596
SoftWorx,0.904466872
SoftWorx,0.857094314
SoftWorx,0.923074555
SoftWorx,0.835879852
SoftWorx,0.849705045
SoftWorx,0.833745845
SoftWorx,0.692496221
SoftWorx,0.604907963
SoftWorx,0.617141471
SoftWorx,0.719738715
SoftWorx,0.665918746
SoftWorx,0.676046792
SoftWorx,0.895290208
SoftWorx,0.862670989
SoftWorx,0.903960278
SoftWorx,0.762349341
SoftWorx,0.830960469
SoftWorx,0.897797955
SoftWorx,0.83758288
SoftWorx,0.889055721
SoftWorx,0.903386086
SoftWorx,0.870695468
SoftWorx,0.87907296
SoftWorx,0.847276597
SoftWorx,0.902972468
SoftWorx,0.891856086
SoftWorx,0.830966563
SoftWorx,0.776373155
SoftWorx,0.826903318
SoftWorx,0.725213209
SoftWorx,0.856866039
SoftWorx,0.863240739
SoftWorx,0.77499455
SoftWorx,0.825977594
SoftWorx,0.884705981
SoftWorx,0.912635581
SoftWorx,0.911802996
SoftWorx,0.911388856
SoftWorx,0.95455409
SoftWorx,0.879319413
SoftWorx,0.919058497
SoftWorx,0.918890873
SoftWorx,0.914370841
SoftWorx,0.802096015
SoftWorx,0.934554584
SoftWorx,0.830570437
SoftWorx,0.893970519
SoftWorx,0.856992113
SoftWorx,0.866973659
SoftWorx,0.916130361
SoftWorx,0.769138733
SoftWorx,0.890820952
SoftWorx,0.824441553
SoftWorx,0.859436181
SoftWorx,0.743391213
SoftWorx,0.823613608
SoftWorx,0.811815517
SoftWorx,0.732157389
SoftWorx,0.749444368
SoftWorx,0.736187422
SoftWorx,0.63792737
SoftWorx,0.867086636
SoftWorx,0.867463667
SoftWorx,0.840727111
SoftWorx,0.823472832
SoftWorx,0.783672424
SoftWorx,0.770116958
SoftWorx,0.802199863
SoftWorx,0.842387732
SoftWorx,0.846147688
SoftWorx,0.732323789
SoftWorx,0.773890829
SoftWorx,0.805361395
SoftWorx,0.592396022
SoftWorx,0.722024724
SoftWorx,0.748719523
SoftWorx,0.823796973
SoftWorx,0.864061173
SoftWorx,0.899693193
SoftWorx,0.934186902
SoftWorx,0.915339918
SoftWorx,0.920237356
SoftWorx,0.900427602
SoftWorx,0.89823689
SoftWorx,0.880743684
SoftWorx,0.801716384
SoftWorx,0.884684294
SoftWorx,0.915844069
SoftWorx,0.876710588
SoftWorx,0.909321024
SoftWorx,0.896829317
SoftWorx,0.836954288
SoftWorx,0.811675597
SoftWorx,0.82482009
SoftWorx,0.838067268
SoftWorx,0.819123338
SoftWorx,0.793128174
SoftWorx,0.765459761
SoftWorx,0.755022043
SoftWorx,0.769428875
SoftWorx,0.701866056
SoftWorx,0.778055598
SoftWorx,0.787134938
SoftWorx,0.815373877
SoftWorx,0.724890567
SoftWorx,0.674642458
SoftWorx,0.789401634
SoftWorx,0.874576414
SoftWorx,0.854518578
SoftWorx,0.838985176
SoftWorx,0.82469159
SoftWorx,0.8380508
SoftWorx,0.865607162
SoftWorx,0.860100544
SoftWorx,0.867721639
SoftWorx,0.883917948
SoftWorx,0.864980327
SoftWorx,0.830455327
SoftWorx,0.885169512
SoftWorx,0.889484886
SoftWorx,0.848976509
SoftWorx,0.897814184
SoftWorx,0.834665101
SoftWorx,0.893597471
SoftWorx,0.841209397
SoftWorx,0.900567953
SoftWorx,0.882800375
SoftWorx,0.849424372
SoftWorx,0.798175501
SoftWorx,0.814842669
SoftWorx,0.899851495
SoftWorx,0.891630793
SoftWorx,0.899368924
SoftWorx,0.87427099
SoftWorx,0.841065113
SoftWorx,0.87664789
SoftWorx,0.856232126
SoftWorx,0.853692124
SoftWorx,0.846245344
SoftWorx,0.705154395
SoftWorx,0.876366026
SoftWorx,0.921214768
SoftWorx,0.820652719
SoftWorx,0.923382183
SoftWorx,0.928113345
SoftWorx,0.873313389
SoftWorx,0.896591721
SoftWorx,0.901594839
SoftWorx,0.889130308
SoftWorx,0.869117097
SoftWorx,0.869477228
SoftWorx,0.823081236
SoftWorx,0.895302942
SoftWorx,0.831684828
SoftWorx,0.901810244
SoftWorx,0.899107154
SoftWorx,0.908917701
SoftWorx,0.864711775
SoftWorx,0.944970563
SoftWorx,0.927288812
SoftWorx,0.903417523
SoftWorx,0.892692408
SoftWorx,0.905455609
SoftWorx,0.891740195
SoftWorx,0.897286803
SoftWorx,0.927958391
SoftWorx,0.892191873
SoftWorx,0.877728023
SoftWorx,0.897855182
SoftWorx,0.816921255
SoftWorx,0.817658761
SoftWorx,0.956511335
SoftWorx,0.820935204
SoftWorx,0.960576667
SoftWorx,0.879208448
SoftWorx,0.802020433
SoftWorx,0.86102209
SoftWorx,0.893230456
SoftWorx,0.773454313
SoftWorx,0.808275516
SoftWorx,0.899935659
SoftWorx,0.874000521
SoftWorx,0.782184578
SoftWorx,0.820635673
SoftWorx,0.888045608
SoftWorx,0.898673047
SoftWorx,0.86535126
SoftWorx,0.793129073
SoftWorx,0.817595775
SoftWorx,0.750077047
SoftWorx,0.844123491
SoftWorx,0.896146269
SoftWorx,0.629917326
SoftWorx,0.769133874
SoftWorx,0.760957355
SoftWorx,0.91321562
SoftWorx,0.727250935
SoftWorx,0.874525439
SoftWorx,0.780716972
SoftWorx,0.903390219
SoftWorx,0.887772788
SoftWorx,0.786861814
SoftWorx,0.833528288
SoftWorx,0.740346202
SoftWorx,0.860129363
SoftWorx,0.903751908
SoftWorx,0.888812673
SoftWorx,0.921403366
SoftWorx,0.828864256
SoftWorx,0.899977333
SoftWorx,0.879557759
SoftWorx,0.848336764
SoftWorx,0.874519673
SoftWorx,0.808018082
SoftWorx,0.697292176
SoftWorx,0.912970933
SoftWorx,0.879263959
SoftWorx,0.868890941
SoftWorx,0.915187292
SoftWorx,0.834171079
SoftWorx,0.837738341
SoftWorx,0.875770335
SoftWorx,0.875028807
SoftWorx,0.901894183
SoftWorx,0.904554845
SoftWorx,0.909501315
SoftWorx,0.836661268
SoftWorx,0.822628309
SoftWorx,0.771755887
SoftWorx,0.799172593
SoftWorx,0.774477935
SoftWorx,0.916723435
SoftWorx,0.776869572
SoftWorx,0.98206135
SoftWorx,0.892443142
SoftWorx,0.964868042
SoftWorx,0.901515637
SoftWorx,0.926416652
SoftWorx,0.912250248
SoftWorx,0.871095536
SoftWorx,0.90861267
SoftWorx,0.914141953
SoftWorx,0.926343535
SoftWorx,0.774753757
SoftWorx,0.952673629
SoftWorx,0.965801757
SoftWorx,0.925524969
SoftWorx,0.818111858
SoftWorx,0.821059828
SoftWorx,0.817817672
SoftWorx,0.82985257
SoftWorx,0.841444778
SoftWorx,0.882715137
SoftWorx,0.846430626
SoftWorx,0.885605592
SoftWorx,0.863362633
SoftWorx,0.872798171
SoftWorx,0.775822808
SoftWorx,0.787441557
SoftWorx,0.895578319
SoftWorx,0.906876034
SoftWorx,0.935915281
SoftWorx,0.986773356
SoftWorx,1.002210862
SoftWorx,0.91408234
SoftWorx,0.826032128
SoftWorx,0.879313208
SoftWorx,0.92521433
SoftWorx,0.89006263
SoftWorx,0.945562501
SoftWorx,0.861858732
SoftWorx,0.745704314
SoftWorx,0.912115866
SoftWorx,0.742615284
SoftWorx,0.901943688
SoftWorx,0.809856975
SoftWorx,0.861304148
SoftWorx,0.830384031
SoftWorx,0.724669314
SoftWorx,0.834839449
SoftWorx,0.808097845
SoftWorx,0.811034936
SoftWorx,0.824484395
SoftWorx,0.907594808
SoftWorx,0.824703624
SoftWorx,0.853700594
SoftWorx,0.82027416
SoftWorx,0.860833581
SoftWorx,0.841162997
SoftWorx,0.853814203
SoftWorx,0.854354448
SoftWorx,0.866761215
SoftWorx,0.886587967
SoftWorx,0.965091133
SoftWorx,0.838836784
SoftWorx,0.782318991
SoftWorx,0.860322393
SoftWorx,0.936103308
SoftWorx,0.898640879
SoftWorx,0.824349024
SoftWorx,0.807456541
SoftWorx,0.896798478
SoftWorx,0.850978881
SoftWorx,0.888604012
SoftWorx,0.894308472
SoftWorx,0.865018541
SoftWorx,0.886527933
SoftWorx,0.891066589
SoftWorx,0.855998963
SoftWorx,0.834139812
SoftWorx,0.832435534
SoftWorx,0.949692985
SoftWorx,0.828356735
SoftWorx,0.96888352
SoftWorx,0.818069302
SoftWorx,0.869241354
SoftWorx,0.934597761
SoftWorx,0.880199181
SoftWorx,0.890992155
SoftWorx,0.94252074
SoftWorx,0.878842558
SoftWorx,0.887271251
SoftWorx,0.805379225
SoftWorx,0.866911008
SoftWorx,0.938309568
SoftWorx,0.867574082
SoftWorx,0.905371009
SoftWorx,0.859701654
SoftWorx,0.932061048
SoftWorx,0.867241355
SoftWorx,0.854613563
SoftWorx,0.871720419
SoftWorx,0.928648229
SoftWorx,0.98676874
SoftWorx,0.923106816
SoftWorx,0.907822929
SoftWorx,0.86863067
SoftWorx,0.718434542
SoftWorx,0.930603585
SoftWorx,0.905092969
SoftWorx,0.850765002
SoftWorx,0.871147115
SoftWorx,0.851830931
SoftWorx,0.948978736
SoftWorx,0.833162406
SoftWorx,0.907662541
SoftWorx,0.918159596
SoftWorx,0.883785807
SoftWorx,0.777548613
SoftWorx,0.75358
SoftWorx,0.868864067
SoftWorx,0.880141797
SoftWorx,0.695254565
SoftWorx,0.876140846
SoftWorx,0.803816641
SoftWorx,0.852491293
SoftWorx,0.837402272
SoftWorx,0.832831437
SoftWorx,0.918834611
SoftWorx,0.824469979
SoftWorx,0.796171436
SoftWorx,0.846142593
SoftWorx,0.740177544
SoftWorx,0.86664816
SoftWorx,0.764914841
SoftWorx,0.777686705
SoftWorx,0.838587079
SoftWorx,0.839220174
SoftWorx,0.882424527
SoftWorx,0.857498346
SoftWorx,0.823087597
SoftWorx,0.868586
SoftWorx,0.864168658
SoftWorx,0.802486274
SoftWorx,0.896187011
SoftWorx,0.814355145
SoftWorx,0.791061998
SoftWorx,0.837443151
SoftWorx,0.928938979
SoftWorx,0.860115263
SoftWorx,0.871710142
SoftWorx,0.904021031
SoftWorx,0.931421468
SoftWorx,0.91275166
SoftWorx,0.901188933
SoftWorx,0.897185067
SoftWorx,0.909367581
SoftWorx,0.770492682
SoftWorx,0.865484119
SoftWorx,0.908727661
SoftWorx,0.839516312
SoftWorx,0.822427665
SoftWorx,0.850746339
SoftWorx,0.884964079
SoftWorx,0.878950314
SoftWorx,0.814678736
SoftWorx,0.84209889
SoftWorx,0.887941893
SoftWorx,0.706383775
SoftWorx,0.922651134
SoftWorx,0.829535246
SoftWorx,0.891121218
SoftWorx,0.850789029
SoftWorx,0.87073739
SoftWorx,0.88404038
SoftWorx,0.885049171
SoftWorx,0.895362322
SoftWorx,0.885791359
SoftWorx,0.896453259
SoftWorx,0.899702029
SoftWorx,0.885950799
SoftWorx,0.874166715
SoftWorx,0.939501997
SoftWorx,0.863815051
SoftWorx,0.957653755
SoftWorx,0.912918502
SoftWorx,0.876724805
SoftWorx,0.952201001
SoftWorx,0.914576166
SoftWorx,0.902325506
SoftWorx,0.894417594
SoftWorx,0.881208573
SoftWorx,0.898530987
SoftWorx,0.901302341
SoftWorx,0.764540403
SoftWorx,0.868146133
SoftWorx,0.904797919
SoftWorx,0.916584217
SoftWorx,0.928982224
SoftWorx,0.763900372
SoftWorx,0.868238701
SoftWorx,0.844915603
SoftWorx,0.892799051
SoftWorx,0.895687422
SoftWorx,0.90647343
SoftWorx,0.877008386
SoftWorx,0.878164662
SoftWorx,0.833069053
