,Bacillus subtilis subspecies subtilis PY79,Priestia megaterium 1060,Priestia megaterium 899,Priestia megaterium DSM 319,Priestia megaterium KM,Priestia megaterium QM B1551,Priestia megaterium WH320,Time
30,-2.0158657036593124,-2.040258201111037,-1.9826940332023153,-1.6258920213090184,-2.1518091565153696,-1.946387375185855,-1.7789160258153105,2.5
31,-2.004445039883232,-2.0424003033217892,-1.9651746014680629,-1.5953805997215147,-2.137749281303481,-1.9365994930395647,-1.762071892858218,2.5833333333333335
32,-1.9916847332206589,-2.0441387987559563,-1.9473848899574984,-1.5644096215146581,-2.1230997795330615,-1.9262234564806167,-1.7448453994353257,2.6666666666666665
33,-1.9775396982877198,-2.045419039870276,-1.929344239379761,-1.5330389792991934,-2.1078838534461872,-1.9152458983902654,-1.7272481780183444,2.75
34,-1.9619648497005426,-2.0461863791214854,-1.911071990443993,-1.5013285656858653,-2.0921247052849328,-1.9036534516497667,-1.7092918610789853,2.8333333333333335
35,-1.9449151020752542,-2.0463861689663227,-1.8925874838593346,-1.4693382732854188,-2.075845537291375,-1.891432749140375,-1.6909880810889613,2.9166666666666665
36,-1.9263453700279816,-2.0459637618615254,-1.873910060334927,-1.4371279947085986,-2.0590695517075894,-1.8785704237433456,-1.672348470519983,3.0
37,-1.906229778984412,-2.044856160042037,-1.8550583995287957,-1.4047515283135192,-2.0418199507756496,-1.8650427317179912,-1.6533846618437618,3.0833333333333335
38,-1.884619297608482,-2.042966964855627,-1.8360485368945139,-1.3722382954477808,-2.0241199367376335,-1.8507844228358623,-1.634108287532009,3.1666666666666665
39,-1.8615841053736857,-2.0401914274282684,-1.8168958468345373,-1.339611623206351,-2.005992711835615,-1.8357198702465651,-1.6145309800564367,3.25
40,-1.83719438175352,-2.036424798885937,-1.797615703751324,-1.3068948386842,-1.9874614783116697,-1.819773447099708,-1.5946643718887559,3.3333333333333335
41,-1.8115203062214806,-2.0315623303546078,-1.778223482047332,-1.2741112689762968,-1.9685494384078737,-1.8028695265448982,-1.5745200955006782,3.4166666666666665
42,-1.7846320582510633,-2.0254992729602543,-1.7587345561250172,-1.2412842411776104,-1.9492797943663018,-1.7849324817317436,-1.5541097833639144,3.5
43,-1.7565998173157649,-2.018130877828853,-1.7391643003868387,-1.2084370823831108,-1.9296757484290297,-1.7658866858098514,-1.5334450679501768,3.5833333333333335
44,-1.7274937628890807,-2.009352396086377,-1.7195280892352525,-1.1755931196877667,-1.9097605028381333,-1.7456565119288296,-1.5125375817311766,3.6666666666666665
45,-1.6973840744445063,-1.9990590788588012,-1.6998412970727168,-1.1427756801865474,-1.8895572598356871,-1.7241663332382862,-1.4913989571786253,3.75
46,-1.6663409314555382,-1.9871461772721002,-1.6801192983016886,-1.110008090974422,-1.8690892216637673,-1.7013405228878273,-1.4700408267642333,3.8333333333333335
47,-1.634434513395673,-1.9735089424522496,-1.6603774673246257,-1.0773136791463604,-1.8483795905644498,-1.6771034540270624,-1.448474822959714,3.9166666666666665
48,-1.6017349997384054,-1.958042625525224,-1.640631178543985,-1.0447157717973314,-1.827451568779809,-1.6513794998055982,-1.426712578236777,4.0
49,-1.5683125699572324,-1.940642477616997,-1.6208958063622245,-1.012237696022305,-1.8063283585519208,-1.6240930333730423,-1.4047657250671355,4.083333333333333
50,-1.5342374035256487,-1.9212037498535444,-1.601186725181801,-0.9799027789162486,-1.7850331621228608,-1.595168427879002,-1.3826458959224994,4.166666666666667
51,-1.4995796799171515,-1.8996216933608399,-1.581519309405172,-0.9477343475741334,-1.7635891817347045,-1.5645300564730853,-1.360364723274581,4.25
52,-1.4644095786052367,-1.8757915592648593,-1.5619089334347958,-0.9157557290909281,-1.7420196196295277,-1.5321022923049001,-1.3379338395950913,4.333333333333333
53,-1.4287972790633998,-1.8496085986915762,-1.5423709716731286,-0.8839902505616017,-1.7203476780494051,-1.4978095085240537,-1.315364877355742,4.416666666666667
54,-1.3928129607651365,-1.8209680627669664,-1.5229207985226285,-0.8524612390811235,-1.6985965592364125,-1.4615760782801537,-1.2926694690282448,4.5
55,-1.3565268031839435,-1.7898164484144403,-1.5035737883857525,-0.8211920217444629,-1.6767894654326259,-1.423371751516353,-1.2698592470843104,4.583333333333333
56,-1.320008985793316,-1.7563052357471574,-1.4843453156649575,-0.7902059256465886,-1.6549495988801195,-1.3833477853499865,-1.246945843995651,4.666666666666667
57,-1.2833296880667509,-1.7206371506757137,-1.4652507547627023,-0.7595262778824711,-1.6331001618209697,-1.341700813691935,-1.2239408922339776,4.75
58,-1.2465590894777436,-1.6830149191107047,-1.4463054800814434,-0.7291764055470789,-1.6112643564972524,-1.298627470453079,-1.200856024271002,4.833333333333333
59,-1.2097673694997904,-1.6436412669627254,-1.4275248660236386,-0.6991796357353812,-1.5894653851510419,-1.2543243895442973,-1.1777028725784349,4.916666666666667
60,-1.1730247076063869,-1.602718920142373,-1.408924286991745,-0.6695592955423475,-1.5677264500244148,-1.2089882048764715,-1.1544930696279887,5.0
61,-1.1364012832710293,-1.5604506045602424,-1.3905191173882205,-0.6403387120629472,-1.546070753359446,-1.162815550360482,-1.1312382478913743,5.083333333333333
62,-1.099967275967213,-1.517039046126929,-1.3723247316155214,-0.6115412123921488,-1.5245214973982104,-1.1160030599072082,-1.1079500398403035,5.166666666666667
63,-1.063792865168435,-1.4726869707530292,-1.354356504076106,-0.5831901236249226,-1.5031018843827846,-1.0687473674275316,-1.0846400779464873,5.25
64,-1.0279482303481902,-1.427597104349139,-1.3366298091724313,-0.5553087728562371,-1.4818351165552437,-1.021245106832332,-1.0613199946816376,5.333333333333333
65,-0.9925035509799754,-1.3819721728258527,-1.319160021306955,-0.5279204871810619,-1.4607443961576623,-0.9736929120324892,-1.038001422517465,5.416666666666667
66,-0.9575290065372861,-1.3360149020937677,-1.301962514882134,-0.5010485936943662,-1.4398529254321173,-0.9262874169388843,-1.0146959939256823,5.5
67,-0.9230947764936187,-1.289928018063479,-1.2850526643004268,-0.47471641949111937,-1.4191839066206833,-0.879225255462397,-0.9914153413779999,5.583333333333333
68,-0.8892710403224684,-1.2439142466455817,-1.2684458439642896,-0.4489472916662903,-1.3987605419654356,-0.8327030615139077,-0.9681710973461294,5.666666666666667
69,-0.8561279774973323,-1.198176313750673,-1.2521574282761805,-0.4237645373148489,-1.37860603370845,-0.7869174690042975,-0.9449748943017828,5.75
70,-0.8237357674917055,-1.152916945289348,-1.2362027916385565,-0.3991914835317641,-1.3587435840918027,-0.7420651118444461,-0.9218383647166708,5.833333333333333
71,-0.792164589779084,-1.1083388671722019,-1.220597308453875,-0.3752514574120047,-1.339196395357568,-0.6983426239452336,-0.8987731410625052,5.916666666666667
72,-0.7614846238329644,-1.064644805309831,-1.205356353124594,-0.35196778605054097,-1.3199876697478214,-0.6559466392175408,-0.8757908558109977,6.0
73,-0.7317522664135975,-1.0220017661237124,-1.1904919309474282,-0.32935824731293484,-1.301136078648148,-0.61503582372612,-0.8529024825030926,6.083333333333333
74,-0.7029687834282559,-0.9804338780788459,-1.1760025707961235,-0.3074184221471227,-1.2826421700181658,-0.5756169721512125,-0.8301163589566668,6.166666666666667
75,-0.6751216580709681,-0.9399295501511143,-1.1618834324386842,-0.2861383422716349,-1.2645019609610015,-0.5376589113269322,-0.8074401640588311,6.25
76,-0.6481983735357627,-0.9004771913163997,-1.148129675643114,-0.26550803940500106,-1.2467114685797838,-0.5011304680873927,-0.7848815766966959,6.333333333333333
77,-0.6221864130166666,-0.8620652105505829,-1.1347364601774168,-0.24551754526575054,-1.2292667099776375,-0.46600046926670696,-0.7624482757573706,6.416666666666667
78,-0.597073259707709,-0.824682016829547,-1.1216989458095965,-0.22615689157241384,-1.2121637022576923,-0.43223774169898943,-0.7401479401279666,6.5
79,-0.5728463968029177,-0.7883160191291735,-1.1090122923076573,-0.2074161100435204,-1.1953984625230742,-0.3998111122183534,-0.7179882486955935,6.583333333333333
80,-0.5494933074963205,-0.7529556264253437,-1.0966716594396024,-0.18928523239760006,-1.1789670078769101,-0.368689407658912,-0.695976880347362,6.666666666666667
81,-0.5270014749819463,-0.7185892476939403,-1.0846722069734367,-0.17175429035318288,-1.162865355422328,-0.33884145485477957,-0.6741215139703822,6.75
82,-0.5053583824538226,-0.6852052919108449,-1.0730090946771635,-0.15481331562879855,-1.1470895222624546,-0.3102360806400693,-0.6524298284517643,6.833333333333333
83,-0.4845515131059776,-0.652792168051939,-1.0616774823187862,-0.13845233994297682,-1.1316355255004167,-0.2828421118488946,-0.6309095026786187,6.916666666666667
84,-0.4645683501324397,-0.6213382850931053,-1.0506725296663095,-0.12266139501424762,-1.116499382239343,-0.2566283753153697,-0.609568215538056,7.0
85,-0.445396376727237,-0.5908320520102255,-1.039989396487737,-0.1074305125611409,-1.1016771095823594,-0.23156369787360778,-0.5884136459171861,7.083333333333333
86,-0.42702307608439727,-0.561261877779181,-1.0296232425510727,-0.09274972430218609,-1.0871647246325935,-0.20761690635772226,-0.5674534727031194,7.166666666666667
87,-0.4094359313979492,-0.5326161713758543,-1.0195692276243205,-0.07860906195591348,-1.0729582444931725,-0.18475682760182716,-0.5466953747829665,7.25
88,-0.39262242586192064,-0.5048833417761269,-1.0098225114754842,-0.06499855724085266,-1.0590536862672235,-0.16295228844003598,-0.5261470310438372,7.333333333333333
89,-0.3765700426703395,-0.4780517979558807,-1.0003782538725674,-0.05190824187553338,-1.0454470670578735,-0.14217211570646196,-0.5058161203728422,7.416666666666667
90,-0.36126626501723424,-0.45210994889099804,-0.9912316145835746,-0.03932814757848564,-1.03213440396825,-0.12238513623521921,-0.4857103216570917,7.5
91,-0.3466985760966329,-0.42704620355736056,-0.9823777533765095,-0.02724830606823926,-1.019111714101481,-0.10356017686042113,-0.46583731378369597,7.583333333333333
92,-0.3328544591025636,-0.4028489709308498,-0.9738118300193754,-0.01565874906332395,-1.006375014560692,-0.08566606441618103,-0.4462047756397651,7.666666666666667
93,-0.3197213972290545,-0.3795066599873484,-0.9655290042801772,-0.004549508282269649,-0.9939203224490114,-0.06867162573661298,-0.4268203861124099,7.75
94,-0.3072868736701339,-0.3570076797027378,-0.9575244359269182,0.006089384556393835,-0.9817436548695662,-0.05254568765583039,-0.4076918240887404,7.833333333333333
95,-0.2955383716198296,-0.3353404390528998,-0.9497932847276022,0.01626789773413677,-0.9698410289254834,-0.03725707700794663,-0.38882676845586667,7.916666666666667
96,-0.28446337427217,-0.3144933470137167,-0.9423307104502334,0.025995999532429183,-0.9582084617198904,-0.022774620627075703,-0.3702328981008995,8.0
97,-0.2740493648211829,-0.29445481256107,-0.9351318728628154,0.035283658232741384,-0.9468419703559141,-0.009067145347330868,-0.35191789191094874,8.083333333333334
98,-0.264283826460897,-0.2752132446708423,-0.9281919317333526,0.04414084211654333,-0.9357375719366824,0.0038965219971738504,-0.3338894287731253,8.166666666666666
99,-0.25515424238533996,-0.2567570523189146,-0.9215060468298485,0.05257751946530548,-0.9248912835653215,0.01614755457232543,-0.31615518757453864,8.25
100,-0.24664809578854008,-0.23907464448116916,-0.9150693779203068,0.060603658560497826,-0.9142991223449594,0.027717125544009926,-0.29872284720229947,8.333333333333334
101,-0.23875286986452562,-0.22215443013348837,-0.908877084772732,0.06822922768359045,-0.9039571053787231,0.038636408078113554,-0.2816000865435186,8.416666666666666
