,Strain,Method,Width_mu,Width_sigma
485,∆ponA,FM,0.6342827351560586,0.0010184622924644705
486,∆ponA,FM,0.6214536334366059,0.0011091029505528802
487,∆ponA,FM,0.5740106040629335,0.0012823936365025206
488,∆ponA,FM,0.5272478742318931,0.0016009925345040188
489,∆ponA,FM,0.6422220527787688,0.0009620846641369927
490,∆ponA,FM,0.5330393415752892,0.0015305730165677664
491,∆ponA,FM,0.47901842825945057,0.0017412409419960135
492,∆ponA,FM,0.5919141956108565,0.0012443986733830538
493,∆ponA,FM,0.5197268483574438,0.0015023187737364908
494,∆ponA,FM,0.5029672191271112,0.0016603362219829265
495,∆ponA,FM,0.5024394902726452,0.001771868309452612
496,∆ponA,FM,0.4888059903185125,0.00196025249935845
497,∆ponA,FM,0.4633502307023608,0.002098453812425103
498,∆ponA,FM,0.5113134992538236,0.0016827025222348837
499,∆ponA,FM,0.5038427586516269,0.0017685971731733192
500,∆ponA,FM,0.4869534155655474,0.0018572139332217116
501,∆ponA,FM,0.4889169174662604,0.0017877189286773377
502,∆ponA,FM,0.3966399417773297,0.002228576463548536
503,∆ponA,FM,0.5651554077779986,0.0014346971344643522
504,∆ponA,FM,0.5437126029182758,0.0015776077213073192
505,∆ponA,FM,0.48828422788521697,0.00179966487963551
506,∆ponA,FM,0.5570432025354956,0.0013998595043592365
507,∆ponA,FM,0.5775265342795078,0.0013214736160931152
508,∆ponA,FM,0.5023931911852503,0.0017541327861091173
509,∆ponA,FM,0.546288904631768,0.0014096190803715698
510,∆ponA,FM,0.47683431515784047,0.0018494192921458825
511,∆ponA,FM,0.5757731007972585,0.0013342339250163452
512,∆ponA,FM,0.546630737952521,0.0014976492174960895
513,∆ponA,FM,0.5628036107120201,0.0014445342900136471
514,∆ponA,FM,0.4747178512860778,0.0017920400793686164
515,∆ponA,FM,0.50062934098253,0.0016862720932327628
516,∆ponA,FM,0.6001293612058674,0.0012550069611026984
517,∆ponA,FM,0.5147787528444173,0.001616258229354035
518,∆ponA,FM,0.44165637531279445,0.002013562067546809
519,∆ponA,FM,0.5212854729976263,0.0015921150818098274
520,∆ponA,FM,0.49024967946145126,0.0016019326861369293
521,∆ponA,FM,0.5534890031502024,0.001411152015280088
522,∆ponA,FM,0.5797977483020099,0.001352550363359966
523,∆ponA,FM,0.5335082747037697,0.0015500779993495902
524,∆ponA,FM,0.5894098850455542,0.0011955274894262164
525,∆ponA,FM,0.5571909152579178,0.0014375881189425555
526,∆ponA,FM,0.5784508656570754,0.001277234468031565
527,∆ponA,FM,0.5666085772081751,0.001393728169005695
528,∆ponA,FM,0.5904956550233901,0.001201259412456576
529,∆ponA,FM,0.499604433515984,0.0016900224808082023
530,∆ponA,FM,0.49586539806079244,0.0017459044523922879
531,∆ponA,FM,0.6197169023451609,0.001004034218678184
532,∆ponA,FM,0.6507082677239961,0.001062064485028715
533,∆ponA,FM,0.517586906993951,0.0015788215596080697
534,∆ponA,FM,0.5414627826445155,0.0015514865432624423
535,∆ponA,FM,0.5464927051082941,0.0014442367914232514
536,∆ponA,FM,0.5542481652693811,0.001383777165313217
537,∆ponA,FM,0.5484368944178742,0.001458588274628229
538,∆ponA,FM,0.5730830248791121,0.0013700948912481836
539,∆ponA,FM,0.6111255459773228,0.0011340631481463273
540,∆ponA,FM,0.517622748365487,0.0014977739560423358
541,∆ponA,FM,0.45586234357136257,0.001970289026369302
542,∆ponA,FM,0.5414623801448079,0.0015764787272720142
543,∆ponA,FM,0.5669825976559243,0.0014114802656924976
544,∆ponA,FM,0.7006957854497894,0.0007655289639242775
545,∆ponA,FM,0.48961249945380436,0.0017619180215309813
546,∆ponA,FM,0.5534629272895173,0.0012927030145327037
547,∆ponA,FM,0.5610299230597139,0.0013756507992655207
548,∆ponA,FM,0.5529470827266318,0.001410060522439281
549,∆ponA,FM,0.552770244999485,0.0014772881836152328
550,∆ponA,FM,0.5393473188358229,0.0014742637156287888
551,∆ponA,FM,0.5306618463767553,0.0015550966740569471
552,∆ponA,FM,0.5783018409526469,0.0012465705261705384
553,∆ponA,FM,0.5945914515973559,0.0012200674644237519
554,∆ponA,FM,0.503305807982799,0.0015068959026563933
555,∆ponA,FM,0.4963215359639342,0.001647974458251487
556,∆ponA,FM,0.5659949937609322,0.0013086621299894209
557,∆ponA,FM,0.5850087976055603,0.00118929800541364
558,∆ponA,FM,0.5371827608709258,0.0014510426950306494
559,∆ponA,FM,0.5152713053225676,0.0016658604864956286
560,∆ponA,FM,0.5580518224485498,0.001448289486896909
561,∆ponA,FM,0.5557105597093976,0.0014175020548628174
562,∆ponA,FM,0.6517358460137769,0.0009883271525813655
563,∆ponA,FM,0.530253208143314,0.0016371861019881808
564,∆ponA,FM,0.590082084189688,0.0012128363297673741
565,∆ponA,FM,0.5863049395208094,0.0012068828230989027
566,∆ponA,FM,0.5748015133339737,0.0013143556869751295
567,∆ponA,FM,0.509800470580345,0.0016082831609657954
568,∆ponA,FM,0.5147892685641773,0.001639282275271163
569,∆ponA,FM,0.5496319286278005,0.0013649372573233166
570,∆ponA,FM,0.511772495412367,0.001555873917493774
571,∆ponA,FM,0.5470203581632245,0.001455157360101787
572,∆ponA,FM,0.4733747368072577,0.0018167491271831359
573,∆ponA,FM,0.5041196102564413,0.001647197289750091
574,∆ponA,FM,0.5133165504502595,0.001709875490780642
575,∆ponA,FM,0.5840972168431044,0.0012967754704211719
576,∆ponA,FM,0.5810246206482347,0.0012344012529627707
577,∆ponA,FM,0.4640371469542365,0.0019332926355198783
578,∆ponA,FM,0.720030281754709,0.0007974564345258596
579,∆ponA,FM,0.499032848259288,0.0016749236579505287
580,∆ponA,FM,0.5577842825130408,0.0014351237572244582
581,∆ponA,FM,0.5150819344886721,0.001572738537650736
582,∆ponA,FM,0.4866540569992146,0.0017207951737812739
583,∆ponA,FM,0.6887983327782717,0.0008641935072517108
584,∆ponA,FM,0.518431687933444,0.0016039562741774773
585,∆ponA,FM,0.4909823482213537,0.0017993400631333136
586,∆ponA,FM,0.6377243725641047,0.0009790664374032595
587,∆ponA,FM,0.5312194122428334,0.0014732567168903123
588,∆ponA,FM,0.49241411547660935,0.001772928884966199
589,∆ponA,FM,0.5830297407961,0.001369480748399922
590,∆ponA,FM,0.5801068834520307,0.0013547508606727382
591,∆ponA,FM,0.5335790252223324,0.0014329909095289735
592,∆ponA,FM,0.47513765890746384,0.0018271980997906897
593,∆ponA,FM,0.596620211314209,0.00121361062738287
594,∆ponA,FM,0.4523095119543342,0.001974657222602151
595,∆ponA,FM,0.5591236287339371,0.0015038231192682646
596,∆ponA,FM,0.5208307899151168,0.0015582214522152987
597,∆ponA,FM,0.5664389451405158,0.0012745975919140802
598,∆ponA,FM,0.4861676223908845,0.0018324270392434932
599,∆ponA,FM,0.5674762473896787,0.0012490116950667164
600,∆ponA,FM,0.5793083095829211,0.0013059603223186252
601,∆ponA,FM,0.5538698846845226,0.0014439948767174507
602,∆ponA,FM,0.5260434248760153,0.00154025330008501
603,∆ponA,FM,0.637380592542315,0.0009801043436038289
604,∆ponA,FM,0.5889910286276726,0.0012228008240668055
605,∆ponA,FM,0.4778621561165819,0.0017952376646857768
606,∆ponA,FM,0.4681054873403453,0.0018560470920907035
607,∆ponA,FM,0.5534593568592818,0.0013836722232140552
608,∆ponA,FM,0.5124623134764054,0.0017350959083489886
609,∆ponA,FM,0.6274043991352808,0.001135147817816694
610,∆ponA,FM,0.4554264095101995,0.0019511339884014387
611,∆ponA,FM,0.6029107455774798,0.0011535916467105632
612,∆ponA,FM,0.5402408750744414,0.0016351941337302339
613,∆ponA,FM,0.6073680798834393,0.0012047040264373252
614,∆ponA,FM,0.5377664705971319,0.0013983354349274802
615,∆ponA,FM,0.47777126835187833,0.001745761670556087
616,∆ponA,FM,0.5374424338608703,0.0015105655323875966
617,∆ponA,FM,0.5567735329240961,0.0013995042738463037
618,∆ponA,FM,0.5333546993195246,0.0015686594131840953
619,∆ponA,FM,0.48885658371040924,0.0017688724412999422
620,∆ponA,FM,0.47407328350152783,0.0019045420996790568
621,∆ponA,FM,0.5273957392331846,0.0016654055353794188
622,∆ponA,FM,0.5636339345773901,0.0014089695158563584
623,∆ponA,FM,0.562404553725644,0.001360790515652443
624,∆ponA,FM,0.547292076908157,0.0013772012585896373
625,∆ponA,FM,0.4417429946386236,0.0019589052846826186
626,∆ponA,FM,0.617227765924269,0.0011503456618949187
627,∆ponA,FM,0.5787563434299602,0.001323380820403582
628,∆ponA,FM,0.5984291123570913,0.0011971974342370674
629,∆ponA,FM,0.46952284146760864,0.001786922559595739
630,∆ponA,FM,0.49528664522105104,0.0016981837292105847
631,∆ponA,FM,0.48117673217715046,0.0018600459461499063
632,∆ponA,FM,0.5190723538682749,0.0015574140046185237
633,∆ponA,FM,0.4920611598261454,0.0017320519255582191
634,∆ponA,FM,0.5164103264700128,0.0016770249011564373
635,∆ponA,FM,0.4801124075104518,0.001936272060012786
636,∆ponA,FM,0.5130610122200364,0.0016456509075024731
637,∆ponA,FM,0.5264351766497423,0.0015356913198212026
638,∆ponA,FM,0.5163134255075305,0.001645312356261222
639,∆ponA,FM,0.5492505833332086,0.0013909724857843909
640,∆ponA,FM,0.5635283558401871,0.001440516245321839
641,∆ponA,FM,0.49567238898038773,0.001631110142167106
642,∆ponA,FM,0.5304186005474172,0.0015061873683324073
643,∆ponA,FM,0.5161337966621793,0.0014762451459374457
644,∆ponA,FM,0.5706411186800392,0.0014537845393941934
645,∆ponA,FM,0.531990005678505,0.0014933661199986587
646,∆ponA,FM,0.5173048662896239,0.0015482531283843302
647,∆ponA,FM,0.5426661677056777,0.0014448362158338073
648,∆ponA,FM,0.5498231706443019,0.0014361480838230097
649,∆ponA,FM,0.5971644107066861,0.001303876608241138
650,∆ponA,FM,0.49819541944898355,0.0016661167604711095
651,∆ponA,FM,0.5168381165076963,0.0016490167288390535
652,∆ponA,FM,0.5273518890967785,0.0013995579391709529
653,∆ponA,FM,0.5018835628992748,0.001588374839732849
654,∆ponA,FM,0.49296292527827745,0.001621919745908304
655,∆ponA,FM,0.5072549656226195,0.0016562856610387365
656,∆ponA,FM,0.4859355171221215,0.0018152082676947971
657,∆ponA,FM,0.5142627561929858,0.001650711218765049
658,∆ponA,FM,0.46545232683085885,0.0018835809875554258
659,∆ponA,FM,0.5632811514237672,0.0014419751813791576
660,∆ponA,FM,0.4877183383559922,0.0017621110148892357
661,∆ponA,FM,0.536928895918676,0.0015150619353533578
662,∆ponA,FM,0.5030164508949528,0.0016466328870877712
663,∆ponA,FM,0.5904405214063072,0.0013062925140487074
664,∆ponA,FM,0.576476693707675,0.0012906706495592823
665,∆ponA,FM,0.5440337195313238,0.001575760499183179
666,∆ponA,FM,0.4815151666238257,0.001831129485780874
667,∆ponA,FM,0.5266988241716903,0.0015328057859725693
668,∆ponA,FM,0.5732092016834799,0.001286256582864661
669,∆ponA,FM,0.5237714185724459,0.001577369059660338
670,∆ponA,FM,0.5118536867022817,0.0016725006366329798
671,∆ponA,FM,0.6230949940411944,0.001083635643856286
672,∆ponA,FM,0.5883690304487998,0.001238165662951448
673,∆ponA,FM,0.5387343601695331,0.001618452860888326
674,∆ponA,FM,0.542235193674783,0.0014021988351461377
675,∆ponA,FM,0.5236695896372839,0.0015318046933699083
676,∆ponA,FM,0.5202578803801029,0.0017187778231921758
677,∆ponA,FM,0.5803884488074808,0.0013788815814937002
678,∆ponA,FM,0.6729631595040216,0.0008434633150057843
679,∆ponA,FM,0.5165513008295652,0.0015931312620041482
680,∆ponA,FM,0.582566542007846,0.0011762672235409615
681,∆ponA,FM,0.6060124006358977,0.0012339038063384218
682,∆ponA,FM,0.5377381836223715,0.0014880623605674887
683,∆ponA,FM,0.4681246607583502,0.0019042902452565608
684,∆ponA,FM,0.5365943326787485,0.0015311309782216522
685,∆ponA,FM,0.5834764551667964,0.0012564255857310763
686,∆ponA,FM,0.5657267764471362,0.0013585381110565295
687,∆ponA,FM,0.5154091796527509,0.0015265179124650606
688,∆ponA,FM,0.5719000840013356,0.0014337800677062752
689,∆ponA,FM,0.4825432652925822,0.0017788950952895733
690,PY79,FM,0.729581669469217,0.0006722560326416756
691,PY79,FM,0.8164759380080584,0.0007457673398409829
692,PY79,FM,0.7484998252139904,0.0007038135845186396
693,PY79,FM,0.6268974882909424,0.0010935745069980008
694,PY79,FM,0.7264977670431971,0.000805357016321061
695,PY79,FM,0.7646738817380033,0.0007232128010775399
696,PY79,FM,0.6638656074722552,0.0009115055433347292
697,PY79,FM,0.6895638063512701,0.000899742489055068
698,PY79,FM,0.6327915491055436,0.0009475757662110015
699,PY79,FM,0.6557448329560104,0.0009291591563228772
700,PY79,FM,0.7659478940132827,0.0006922657068842687
701,PY79,FM,0.6431157197213875,0.0010236824314166012
702,PY79,FM,0.7236184293490137,0.000727908192520419
703,PY79,FM,0.7241276874912193,0.0007783594410495181
704,PY79,FM,0.7154067521277323,0.0007301294419892358
705,PY79,FM,0.7209694251225087,0.0007546673661353816
706,PY79,FM,0.8061915061174275,0.0007093203809271006
707,PY79,FM,0.8220552811291533,0.0007529454788434564
708,PY79,FM,0.6416849344716932,0.0009629679177414705
709,PY79,FM,0.6357735456873403,0.0009633068542886158
710,PY79,FM,0.5898304450708911,0.0012130797112889621
711,PY79,FM,0.7288366707055696,0.0007483563257828874
712,PY79,FM,0.6623753633046211,0.0009729711833496391
713,PY79,FM,0.7188842867901514,0.0007611227140339953
714,PY79,FM,0.6828876904869264,0.0008560316769545717
715,PY79,FM,0.6991220305578439,0.0007725438577697376
716,PY79,FM,0.6036804704286899,0.0010852548364072517
717,PY79,FM,0.680480766007704,0.0009075775166089596
718,PY79,FM,0.6859125939492607,0.0008280063646456318
719,PY79,FM,0.7566521603907417,0.0006810552580075187
720,PY79,FM,0.5804025027260222,0.001304220495169646
721,PY79,FM,0.8537392908548913,0.0008710795032821453
722,PY79,FM,0.6726935751204046,0.000877472398373262
723,PY79,FM,0.6481211488536778,0.0009557342298220711
724,PY79,FM,0.650522237963034,0.0009685018806306904
725,PY79,FM,0.7759579918953748,0.0007183641453588335
726,PY79,FM,0.6743960503972964,0.0008779071353792189
727,PY79,FM,0.7365719071106587,0.000712848800072414
728,PY79,FM,0.6980051100535681,0.0006793418203357452
729,PY79,FM,0.663222282808312,0.0009074858030459292
730,PY79,FM,0.5663686330521821,0.0013837672198090602
731,PY79,FM,0.8339227056102163,0.0007895399479785416
732,PY79,FM,0.7165361336632671,0.0007058748861965815
733,PY79,FM,0.6567355551361945,0.0009367553069514929
734,PY79,FM,0.6220284557908288,0.0011603100479228667
735,PY79,FM,0.6899933287243357,0.000835339615899767
736,PY79,FM,0.7698056794963315,0.0007448795458122472
737,PY79,FM,0.6463667527413204,0.0010228310485565874
738,PY79,FM,0.6333485417140398,0.0011105267100172415
739,PY79,FM,0.7003447442962482,0.0007915511484392014
740,PY79,FM,0.6766240509074576,0.0009170284459514582
741,PY79,FM,0.6190425859941332,0.0011406135044998759
742,PY79,FM,0.7541758145901206,0.0006921305766402415
743,PY79,FM,0.6549869568645377,0.0009761743606478873
744,PY79,FM,0.6740800980753554,0.0008953784697524813
745,PY79,FM,0.632225136922944,0.0010598884733408625
746,PY79,FM,0.7078393471436397,0.0008425588959457718
747,PY79,FM,0.6160671513159975,0.0011029869706230954
748,PY79,FM,0.5635970633254077,0.0014530648324901983
749,PY79,FM,0.6906144001454048,0.0008189269984707553
750,PY79,FM,0.6927986177964865,0.0008229340168363424
751,PY79,FM,0.6827340531953967,0.0008709748299595668
752,PY79,FM,0.7253509434638286,0.0006762036869430349
753,PY79,FM,0.7397661897962202,0.0007331577969890779
754,PY79,FM,0.5734593963632554,0.0013934765668976307
755,PY79,FM,0.6809521540060104,0.0008192365883377263
756,PY79,FM,0.6648112184815503,0.0009711481185648251
757,PY79,FM,0.7028398615525052,0.0008558712189457881
758,PY79,FM,0.8387867873183237,0.000807620134238727
759,PY79,FM,0.5582725581651409,0.0014707999086423838
760,PY79,FM,0.6320967804295119,0.0011140299556523998
761,PY79,FM,0.7063487198907943,0.0008320091673233586
762,PY79,FM,0.7068152395647719,0.0007460135034986906
763,PY79,FM,0.7794357225510217,0.0006888466295236508
764,PY79,FM,0.7870500568000711,0.0006818365078175185
765,PY79,FM,0.7456736792747003,0.0007195491890869993
766,PY79,FM,0.6471306096856565,0.0009866292429074087
767,PY79,FM,0.6299655855864,0.001056081350824233
768,PY79,FM,0.6925615894673633,0.0007829353393664819
769,PY79,FM,0.5561393457769612,0.001466038323854432
770,PY79,FM,0.6716361704059481,0.0008229152505631147
771,PY79,FM,0.71369458404526,0.000743519456736364
772,PY79,FM,0.659830963005546,0.0009633346019589705
773,PY79,FM,0.7277619433807259,0.0007521527965569537
774,PY79,FM,0.590950267384745,0.0013646679878273054
775,PY79,FM,0.7338257307472307,0.000719308568127362
776,PY79,FM,0.7425905370506489,0.0006862082259452314
777,PY79,FM,0.7154408087162408,0.0008044981964820572
778,PY79,FM,0.6493669030131903,0.0009447613572775011
779,PY79,FM,0.6007578024039654,0.0011515778535744377
780,PY79,FM,0.6024234214162534,0.0011412175308472224
781,PY79,FM,0.6486522155352344,0.0009722075194021698
782,PY79,FM,0.6874908644065021,0.000821819975709378
783,PY79,FM,0.6759892021035637,0.0009268568080186621
784,PY79,FM,0.6872220948589887,0.0008261440284205526
785,PY79,FM,0.6518178539728527,0.000982149478043565
786,PY79,FM,0.6204451216494061,0.0012285845338266318
787,PY79,FM,0.6665021736106125,0.0008660378833119383
788,PY79,FM,0.607711103175894,0.0010947212635190324
789,PY79,FM,0.6827133553287952,0.0008158362228397698
790,PY79,FM,0.593836660480383,0.0012250277936853564
791,PY79,FM,0.7051938075483727,0.0007860147043254697
792,PY79,FM,0.6168028176671135,0.0011010369703221656
793,PY79,FM,0.7714598326422992,0.0006897316678421354
794,PY79,FM,0.6670528488092263,0.0008631520416078548
795,PY79,FM,0.678300092374439,0.0009164230697221603
796,PY79,FM,0.6375389036358624,0.0010929087205631617
797,PY79,FM,0.6931437726970041,0.0008178726636984842
798,PY79,FM,0.7245884339158742,0.000753358706880986
799,PY79,FM,0.5938493439491749,0.0012755276215195713
800,PY79,FM,0.6871912015825754,0.0008205366235257638
801,PY79,FM,0.6300186031759814,0.0010508908745382659
802,PY79,FM,0.7382175948022136,0.0007158821153766542
803,PY79,FM,0.6841388876484742,0.0007928867166038166
804,PY79,FM,0.7497671945122113,0.0007141202305275297
805,PY79,FM,0.7112176746266377,0.0007808781813898404
806,PY79,FM,0.6780779138765822,0.0008854057909266397
807,PY79,FM,0.7585549030112122,0.0006798113406665205
808,PY79,FM,0.6855630861126175,0.0008593044188053405
809,PY79,FM,0.7393219621085156,0.0007473248556711487
810,PY79,FM,0.7158209692596783,0.0007305231880457689
811,PY79,FM,0.6895764915894279,0.0008593171219058734
812,PY79,FM,0.7222883299929865,0.0007757522591885601
813,PY79,FM,0.6932692574631011,0.0008310745053258938
814,PY79,FM,0.7200272068297424,0.0007100381207983015
815,PY79,FM,0.7042594882654527,0.0008234751944197994
816,PY79,FM,0.6805990198390441,0.0009177038518429698
817,PY79,FM,0.661876938660219,0.0008591008827680324
818,PY79,FM,0.6381152913368343,0.0010314518469996088
819,PY79,FM,0.6650778627269909,0.0009371717930722386
820,PY79,FM,0.7520408889110192,0.0007163803065236747
821,PY79,FM,0.711083380250563,0.0007282174997133454
822,PY79,FM,0.7612090079433932,0.0007030730573963726
823,PY79,FM,0.7180303106614515,0.0007083213834054692
824,PY79,FM,0.7150505697595035,0.0007407003214426007
825,PY79,FM,0.7461475030026116,0.0007296850931185614
826,PY79,FM,0.7139313784258907,0.0007129052821994887
827,PY79,FM,0.7790270245300173,0.0006729808938386369
828,PY79,FM,0.7034218754269214,0.0007708789788800755
829,PY79,FM,0.760754831846887,0.0006945095794175907
830,PY79,FM,0.6611853371030747,0.000984186369154602
831,PY79,FM,0.7657395925525069,0.0007208637960877391
832,PY79,FM,0.810326090597368,0.0007978658591332313
833,PY79,FM,0.7475460083931705,0.0007138321482972719
834,PY79,FM,0.693865436126478,0.0007721170219911101
835,PY79,FM,0.627840859704017,0.0011398194181939556
836,PY79,FM,0.730713041900905,0.0007446423274663532
837,PY79,FM,0.7906246238638581,0.0006968511791170473
838,PY79,FM,0.7609065976799493,0.0006869177605676113
839,PY79,FM,0.6908577398135309,0.0007998981742822324
840,PY79,FM,0.775744190095395,0.0007195021561291412
841,PY79,FM,0.8027108309618364,0.000776603922289009
842,PY79,FM,0.7710716177863506,0.0006773035354980205
843,PY79,FM,0.6169510393115218,0.0010791145632073431
844,PY79,FM,0.6218408117720988,0.0010686290646570577
845,PY79,FM,0.6632677239215357,0.0008636859524008201
846,PY79,FM,0.6700207883489095,0.0009109622130760143
847,PY79,FM,0.5916494020715611,0.0012881296226797728
848,PY79,FM,0.6636160914003517,0.0009842050665699797
849,PY79,FM,0.6927247915694308,0.0007888652943216864
850,PY79,FM,0.8101430858247671,0.0008142261538000631
851,PY79,FM,0.7011431462880909,0.0008398357932669222
852,PY79,FM,0.7031039041675795,0.0007573286261486553
853,PY79,FM,0.7398425261011724,0.0006888966640644574
854,PY79,FM,0.7998049001369225,0.0007197368312921651
855,PY79,FM,0.687482237567436,0.0008000854749009083
856,PY79,FM,0.7143767828990361,0.0007356826470146221
857,PY79,FM,0.6953429162170334,0.0008578466044058539
858,PY79,FM,0.7320839514055468,0.0006996004652675392
859,PY79,FM,0.6590949309907265,0.0009290474205153588
860,PY79,FM,0.6912135845981489,0.0007957226061826278
861,PY79,FM,0.674044646685762,0.0008778505737641098
862,PY79,FM,0.7497263749845542,0.000731599575659625
863,PY79,FM,0.6984075827327381,0.0008671526285670443
864,PY79,FM,0.7017137827029121,0.0007809574174029429
865,PY79,FM,0.6444510615399123,0.000980804864255026
866,PY79,FM,0.7703563140859901,0.0007218527670784575
867,PY79,FM,0.7286487072842465,0.0007579190652094452
868,PY79,FM,0.6207986017515759,0.0010525892879315033
869,PY79,FM,0.703981026237296,0.0007202047590688213
870,PY79,FM,0.658033214147533,0.0009215222862814085
871,PY79,FM,0.6628646502163876,0.0008508562373271433
872,PY79,FM,0.6596048910398576,0.000958339817285004
873,PY79,FM,0.7233927146965081,0.0007217498418563047
874,PY79,FM,0.7294385859628808,0.0007499204849003274
875,PY79,FM,0.7711254381136821,0.0006784694137578935
876,PY79,FM,0.7114317410287226,0.0007574525744861305
877,PY79,FM,0.6320426658245467,0.0009722227183280782
878,PY79,FM,0.6657856779309895,0.0009152649247342655
879,PY79,FM,0.6634016442418974,0.0009280768538909705
880,PY79,FM,0.7024775937955992,0.0007312621050193112
881,PY79,FM,0.698490988178104,0.0007929652107888774
882,PY79,FM,0.6318605382373293,0.0010124559386958092
883,PY79,FM,0.7189121362192784,0.0007839082930332959
884,PY79,FM,0.7111902858918113,0.0007332525028031824
885,PY79,FM,0.6652815596139872,0.0009098755001362988
886,PY79,FM,0.7214271771887555,0.0007530468916488748
887,PY79,FM,0.6678728802437596,0.0009865841243562182
888,PY79,FM,0.7789669755664184,0.0006716868914177025
889,PY79,FM,0.7425690409553356,0.0007026025511372016
890,PY79,FM,0.7721632489878986,0.0006588673741766388
891,PY79,FM,0.7775560083703099,0.0006941899060032912
892,PY79,FM,0.7185296250629275,0.0006875898512938563
893,PY79,FM,0.7290332821661691,0.0007543782193959115
894,PY79,FM,0.6314142967520454,0.00104952144593673
895,PY79,FM,0.7618224844528557,0.0006746491296251268
896,PY79,FM,0.6948262145511394,0.0008023927688015376
897,PY79,FM,0.7298705162181006,0.0007027980820296304
898,PY79,FM,0.7763664399142448,0.0007335832875762748
899,PY79,FM,0.696445432145641,0.0008158021871239613
900,PY79,FM,0.6419808052086375,0.0009827537467736902
901,PY79,FM,0.7090347478029166,0.0008374739972906392
902,PY79,FM,0.6578509332820752,0.0008806324728357665
903,PY79,FM,0.7521593889192343,0.0007636786583481893
904,PY79,FM,0.7696470094274028,0.0006805923530308854
905,PY79,FM,0.6390259608431981,0.0009936722436248747
906,PY79,FM,0.6947125957831694,0.0008093823532746498
907,PY79,FM,0.7242527915511108,0.0006984288901063932
908,PY79,FM,0.7062479355404232,0.0008071338429603703
909,PY79,FM,0.699147712603093,0.0008442231010342972
910,PY79,FM,0.6068454943941856,0.0012046592350134857
911,PY79,FM,0.7859896579133704,0.0007050463644129189
912,PY79,FM,0.7046451626505611,0.0007148972162640911
913,PY79,FM,0.7398330009480554,0.0007412218468711581
914,PY79,FM,0.7442087196935411,0.0007233188851638476
915,PY79,FM,0.7376961019763079,0.0006858148115237405
916,PY79,FM,0.6285309477129029,0.0011371909013168859
917,PY79,FM,0.7904015481751211,0.0006567432971770521
918,PY79,FM,0.6698176439759989,0.0009577590842348773
919,PY79,FM,0.7456456927825192,0.0006679303167250154
920,PY79,FM,0.6724742915426013,0.0007978076659352128
921,PY79,FM,0.7716018330309405,0.000752837526554176
922,PY79,FM,0.8355621507176473,0.0008101543831682858
923,PY79,FM,0.8359127735200791,0.0008057052487330653
924,PY79,FM,0.7855389718066355,0.0006985577064415176
925,PY79,FM,0.7854390443414153,0.0007320953796131782
926,PY79,FM,0.762008894537588,0.0006960914903464059
927,PY79,FM,0.7883592938184047,0.0006947069904177517
928,PY79,FM,0.680637706666474,0.0008409679510656102
929,PY79,FM,0.7804550602490796,0.000656605798932232
930,PY79,FM,0.757526455907473,0.0006979614375424521
931,PY79,FM,0.770349507993081,0.0007452585447479483
932,PY79,FM,0.6989217797597697,0.0007851448038479715
933,PY79,FM,0.7029702737497966,0.0007963496268902034
934,PY79,FM,0.7227864571874352,0.0007489649930782593
935,PY79,FM,0.6944401827881886,0.0008057200957622569
936,PY79,FM,0.7121282778220303,0.0007585857029526646
937,PY79,FM,0.7786547061980418,0.0007117813704754914
938,PY79,FM,0.741007528247209,0.0007102783067759113
939,PY79,FM,0.7014557584486376,0.0007722666990648663
940,PY79,FM,0.7715108353802702,0.0006931561967708542
941,PY79,FM,0.8160156716722977,0.0007405857224970465
942,PY79,FM,0.6236270422908393,0.0011000409448185364
943,PY79,FM,0.744676315690496,0.0007320480067637173
944,PY79,FM,0.7970153273703499,0.0007126916187878904
945,PY79,FM,0.7945800642852453,0.000722092603916087
946,PY79,FM,0.8040548545074593,0.000740959429978233
947,PY79,FM,0.6897744120521209,0.0008019625063998474
948,PY79,FM,0.6023303917155283,0.0011219952026369513
949,PY79,FM,0.7090040640251812,0.000794283272020636
950,PY79,FM,0.7133364010821345,0.0007320782835332603
951,PY79,FM,0.6979449821814768,0.000829414834776651
952,PY79,FM,0.695123340759939,0.0008518283327310926
953,PY79,FM,0.7048098200698827,0.0008159404561848947
954,PY79,FM,0.6900743253953556,0.0007634806565802638
955,PY79,FM,0.6826151773533694,0.0008348228573442169
956,PY79,FM,0.6787280651684504,0.0008060665018246439
957,PY79,FM,0.6924153925368898,0.0008111956297063153
958,PY79,FM,0.7271954308858207,0.0006987721054136307
959,PY79,FM,0.6600051779678311,0.0008988102840108406
960,PY79,FM,0.7466645689971877,0.0007261904482629127
961,PY79,FM,0.6242479058464813,0.0011411002840991849
962,PY79,FM,0.6974027032656482,0.0008517285051839924
963,PY79,FM,0.7582737433031348,0.0006844771691717514
964,PY79,FM,0.8172057268405842,0.0007808317725753637
965,PY79,FM,0.7027649333594104,0.0007534619982009285
966,PY79,FM,0.7624826721602709,0.0006767583581050611
967,PY79,FM,0.7760749285386975,0.0006813151612948784
968,PY79,FM,0.721321936143471,0.0007844573335117346
969,PY79,FM,0.8216340121693004,0.0008145244298763573
970,PY79,FM,0.6764409389700149,0.0008474889045890919
971,PY79,FM,0.6891499490467737,0.0008251402120729819
972,PY79,FM,0.6126696579782824,0.001121628591567303
973,PY79,FM,0.6678046729078901,0.0009079907769876442
