,Strain,Method,Width_mu,Width_sigma
974,PY79,FM,0.7683069746404215,0.0007289432570256312
975,PY79,FM,0.6171629074506738,0.001117072181967178
976,PY79,FM,0.7693817217964026,0.0007496793149170158
977,PY79,FM,0.6493819027659706,0.0010608652036912104
978,PY79,FM,0.7759708492245408,0.0006870229375531631
979,PY79,FM,0.707063403385082,0.0008048954093605
980,PY79,FM,0.6951020508578631,0.0007439241705807051
981,PY79,FM,0.70611779139206,0.0007824856458430987
982,PY79,FM,0.7375610896022713,0.0006859294607208385
983,PY79,FM,0.6144705475925971,0.0011772218374249419
984,PY79,FM,0.6555346434267357,0.0009612192032375023
985,PY79,FM,0.744286637827219,0.000737725356791388
986,PY79,FM,0.6570418392346391,0.0009787215266122927
987,PY79,FM,0.7799325480260263,0.0006723092595004473
988,PY79,FM,0.7717773755068236,0.0007471549429746694
989,PY79,FM,0.7870597636394657,0.0006854728582280203
990,PY79,FM,0.6709244556771871,0.0008565288293749697
991,PY79,FM,0.6509708711450414,0.0009189438569591543
992,PY79,FM,0.7204002195309906,0.0007607113405438068
993,PY79,FM,0.7618113681363298,0.000674826744462947
994,PY79,FM,0.8305787393159237,0.0007793403964763563
995,PY79,FM,0.7036135088567906,0.0007641871028373502
996,PY79,FM,0.6231586133706638,0.0011155600976186272
997,PY79,FM,0.7451253339994162,0.0006943952934189566
998,PY79,FM,0.6548846216587859,0.0009573112656226387
999,PY79,FM,0.7019255634191134,0.000736476995972308
1000,PY79,FM,0.6355215344575905,0.0009756505480679419
1001,PY79,FM,0.722602778266964,0.0007303305840389123
1002,PY79,FM,0.809656425822943,0.0007188605993438418
1003,PY79,FM,0.7067299145718625,0.0008075181656730992
1004,PY79,FM,0.7503368204011479,0.0006808436111028137
1005,PY79,FM,0.8023445889435941,0.0007355711364648043
1006,PY79,FM,0.6505254808753388,0.000944749582142458
1007,PY79,FM,0.7878218498415488,0.0007339911216513951
1008,PY79,FM,0.7786313291895681,0.0006980939091048471
