,Day,Strain,Stage,Length_mu,Length_sigma,Width_mu,Width_sigma,SurfaceArea_mu,SurfaceArea_sigma,Volume_mu,Volume_sigma
7661,Day2,DSM319,Exponential,5.341557606837374,0.03481980812876275,1.0588324929378639,0.001965144268267454,13.872038105423359,0.026258016777836412,3.5595838429017146,0.008642422010680054
7662,Day2,DSM319,Exponential,5.051815742405118,0.03516119206170539,1.2566449779337334,0.003034209991383689,18.864428559905775,0.04230045009619783,5.506859046198904,0.01643942525042216
7663,Day2,DSM319,Exponential,2.982937576445268,0.013590150048267793,1.4029097455284105,0.003565050443300931,12.717201429775798,0.023457087706486666,3.7215134406078554,0.010191255905930811
7664,Day2,DSM319,Exponential,5.6119192545393854,0.038255133951995576,1.0725375583099654,0.0018360237399506236,18.766969746307403,0.045514467791066666,4.75775228745195,0.013648281585761701
7665,Day2,DSM319,Exponential,7.013852765758665,0.05806156761947329,1.3174121690425904,0.003429845567627561,28.286495474395387,0.07026209738622755,8.866502104719627,0.0285272522228262
7666,Day2,DSM319,Exponential,5.741765672748132,0.039501304442076494,1.370714218039153,0.0036094827929519786,23.440997892099514,0.05761105081721627,7.336998863745317,0.020661370574386138
7667,Day2,DSM319,Exponential,4.690258758105232,0.02876352706402872,1.027134836071805,0.0017096764576960107,14.93153551919945,0.031680510066361176,3.881015638869124,0.00999956637758385
7668,Day2,DSM319,Exponential,6.58183488509362,0.05221831697710651,1.1556384066707126,0.002451385436106087,24.158662899324764,0.06311053773870791,6.582356543320177,0.020753735024633877
7669,Day2,DSM319,Exponential,6.5018073070868745,0.048549777934984724,1.346051174981351,0.003472951036109121,27.979450916584327,0.07891509598577748,8.749758128219232,0.026168850650149855
7670,Day2,DSM319,Exponential,4.967366055389113,0.031268093189366956,1.3459134631868481,0.00343114797320987,18.514881801285345,0.04208953023546575,5.634992532370857,0.014748849937027596
7671,Day2,DSM319,Exponential,5.035017158654241,0.03247665066230197,1.222972022783301,0.0029535029861432346,18.229085810814468,0.04143697260650523,5.148367136361046,0.014456993329956798
7672,Day2,DSM319,Exponential,6.300180273822578,0.04875728907177899,1.0105841847786867,0.0016183443684805697,18.42609779935694,0.041485178433798606,4.731952433271989,0.013693138912314917
7673,Day2,DSM319,Exponential,4.4099411274323685,0.022973750178120932,1.4253559932371327,0.003925988417639481,19.728123192976888,0.04550951910238359,6.240443672580327,0.01878444544214454
7674,Day2,DSM319,Exponential,5.224901972446358,0.033883420874391446,1.1078797994339027,0.0019443454006901656,18.05676413914751,0.036882970364431215,4.987831703937974,0.014059867898055287
7675,Day2,DSM319,Exponential,5.736855237623371,0.0404417753749129,1.2511103325765893,0.0029313853596046524,21.912253181253,0.05306177642493359,6.346714861690321,0.0173369917566413
7676,Day2,DSM319,Exponential,5.208301805766095,0.03442346263527441,1.1975074528983651,0.002503944578887612,18.139403065645332,0.04196181361568295,4.977843498074604,0.012760233426178536
7677,Day2,DSM319,Exponential,5.2045733726889205,0.037111492333593704,1.1677792699177056,0.002459293115369449,14.86329932958335,0.02973528893179391,4.002405079541352,0.010401070669955503
7678,Day2,DSM319,Exponential,4.953320893889369,0.030423394493389374,1.3976039778532923,0.0035296715778506908,21.596065266309328,0.04987056995033835,6.794025309879466,0.021064189620272837
7679,Day2,DSM319,Exponential,4.2034675305158515,0.022696061502548184,1.42061439281796,0.004081464184618624,17.932961227977778,0.0380610764224016,5.592899928509234,0.01766743276726677
7680,Day2,DSM319,Exponential,4.855568634076101,0.030128292760977702,1.318885031467356,0.0035306305554803647,19.067263649271652,0.043128066882933316,5.9201513580810445,0.017342069404372728
7681,Day2,DSM319,Exponential,5.390540309206905,0.036261759041084536,1.326444922583923,0.0031779916109946193,17.35511531204039,0.03735951613917253,5.301370030391025,0.014940628699599137
7682,Day2,DSM319,Exponential,4.912835402356037,0.03200967456266998,1.3673549087360448,0.0036359179583140924,19.7791014822378,0.04755142283581436,6.091723446333777,0.01664448689526254
