,Image type,Model,Threshold,F1,Image
0,Deconvolved,Cellpose3,0.5,0.63265306,27
1,Deconvolved,Cellpose3,0.55,0.59183675,27
2,Deconvolved,Cellpose3,0.6,0.59183675,27
3,Deconvolved,Cellpose3,0.65,0.59183675,27
4,Deconvolved,Cellpose3,0.7,0.5714286,27
5,Deconvolved,Cellpose3,0.75,0.36734694,27
6,Deconvolved,Cellpose3,0.8,0.18367347,27
7,Deconvolved,Cellpose3,0.85,0.020408163,27
8,Deconvolved,Cellpose3,0.9,0.0,27
9,Deconvolved,Cellpose3,0.95,0.0,27
10,Deconvolved,Cellpose3,1.0,0.0,27
0,Deconvolved,Morphometrics,0.5,0.75,27
1,Deconvolved,Morphometrics,0.55,0.66071427,27
2,Deconvolved,Morphometrics,0.6,0.66071427,27
3,Deconvolved,Morphometrics,0.65,0.64285713,27
4,Deconvolved,Morphometrics,0.7,0.64285713,27
5,Deconvolved,Morphometrics,0.75,0.64285713,27
6,Deconvolved,Morphometrics,0.8,0.64285713,27
7,Deconvolved,Morphometrics,0.85,0.64285713,27
8,Deconvolved,Morphometrics,0.9,0.64285713,27
9,Deconvolved,Morphometrics,0.95,0.5714286,27
10,Deconvolved,Morphometrics,1.0,0.0,27
0,Deconvolved,Omnipose,0.5,0.95238096,28
1,Deconvolved,Omnipose,0.55,0.95238096,28
2,Deconvolved,Omnipose,0.6,0.95238096,28
3,Deconvolved,Omnipose,0.65,0.95238096,28
4,Deconvolved,Omnipose,0.7,0.95238096,28
5,Deconvolved,Omnipose,0.75,0.95238096,28
6,Deconvolved,Omnipose,0.8,0.95238096,28
7,Deconvolved,Omnipose,0.85,0.95238096,28
8,Deconvolved,Omnipose,0.9,0.95238096,28
9,Deconvolved,Omnipose,0.95,0.0952381,28
10,Deconvolved,Omnipose,1.0,0.0,28
0,Deconvolved,Cellpose-SAM,0.5,0.68292683,28
1,Deconvolved,Cellpose-SAM,0.55,0.6585366,28
2,Deconvolved,Cellpose-SAM,0.6,0.6585366,28
3,Deconvolved,Cellpose-SAM,0.65,0.58536583,28
4,Deconvolved,Cellpose-SAM,0.7,0.58536583,28
5,Deconvolved,Cellpose-SAM,0.75,0.5365854,28
6,Deconvolved,Cellpose-SAM,0.8,0.5121951,28
7,Deconvolved,Cellpose-SAM,0.85,0.4878049,28
8,Deconvolved,Cellpose-SAM,0.9,0.46341464,28
9,Deconvolved,Cellpose-SAM,0.95,0.36585367,28
10,Deconvolved,Cellpose-SAM,1.0,0.0,28
0,Deconvolved,microSAM,0.5,0.77894735,28
1,Deconvolved,microSAM,0.55,0.75789475,28
2,Deconvolved,microSAM,0.6,0.7368421,28
3,Deconvolved,microSAM,0.65,0.7368421,28
4,Deconvolved,microSAM,0.7,0.7368421,28
5,Deconvolved,microSAM,0.75,0.7368421,28
6,Deconvolved,microSAM,0.8,0.7368421,28
7,Deconvolved,microSAM,0.85,0.7368421,28
8,Deconvolved,microSAM,0.9,0.7368421,28
9,Deconvolved,microSAM,0.95,0.4,28
10,Deconvolved,microSAM,1.0,0.0,28
0,Deconvolved,Cellpose3,0.5,0.5777778,28
1,Deconvolved,Cellpose3,0.55,0.5555556,28
2,Deconvolved,Cellpose3,0.6,0.5555556,28
3,Deconvolved,Cellpose3,0.65,0.5555556,28
4,Deconvolved,Cellpose3,0.7,0.5555556,28
5,Deconvolved,Cellpose3,0.75,0.42222223,28
6,Deconvolved,Cellpose3,0.8,0.2,28
7,Deconvolved,Cellpose3,0.85,0.022222223,28
8,Deconvolved,Cellpose3,0.9,0.0,28
9,Deconvolved,Cellpose3,0.95,0.0,28
10,Deconvolved,Cellpose3,1.0,0.0,28
0,Deconvolved,Morphometrics,0.5,0.7755102,28
1,Deconvolved,Morphometrics,0.55,0.7346939,28
2,Deconvolved,Morphometrics,0.6,0.71428573,28
3,Deconvolved,Morphometrics,0.65,0.71428573,28
4,Deconvolved,Morphometrics,0.7,0.71428573,28
5,Deconvolved,Morphometrics,0.75,0.71428573,28
6,Deconvolved,Morphometrics,0.8,0.71428573,28
7,Deconvolved,Morphometrics,0.85,0.6938776,28
8,Deconvolved,Morphometrics,0.9,0.6938776,28
9,Deconvolved,Morphometrics,0.95,0.6530612,28
10,Deconvolved,Morphometrics,1.0,0.0,28
0,Deconvolved,Omnipose,0.5,0.91803277,29
1,Deconvolved,Omnipose,0.55,0.91803277,29
2,Deconvolved,Omnipose,0.6,0.91803277,29
3,Deconvolved,Omnipose,0.65,0.91803277,29
4,Deconvolved,Omnipose,0.7,0.91803277,29
5,Deconvolved,Omnipose,0.75,0.91803277,29
6,Deconvolved,Omnipose,0.8,0.91803277,29
7,Deconvolved,Omnipose,0.85,0.91803277,29
8,Deconvolved,Omnipose,0.9,0.91803277,29
9,Deconvolved,Omnipose,0.95,0.6557377,29
10,Deconvolved,Omnipose,1.0,0.0,29
0,Deconvolved,Cellpose-SAM,0.5,0.0,29
1,Deconvolved,Cellpose-SAM,0.55,0.0,29
2,Deconvolved,Cellpose-SAM,0.6,0.0,29
3,Deconvolved,Cellpose-SAM,0.65,0.0,29
4,Deconvolved,Cellpose-SAM,0.7,0.0,29
5,Deconvolved,Cellpose-SAM,0.75,0.0,29
6,Deconvolved,Cellpose-SAM,0.8,0.0,29
7,Deconvolved,Cellpose-SAM,0.85,0.0,29
8,Deconvolved,Cellpose-SAM,0.9,0.0,29
9,Deconvolved,Cellpose-SAM,0.95,0.0,29
10,Deconvolved,Cellpose-SAM,1.0,0.0,29
0,Deconvolved,microSAM,0.5,0.75757575,29
1,Deconvolved,microSAM,0.55,0.6969697,29
2,Deconvolved,microSAM,0.6,0.6969697,29
3,Deconvolved,microSAM,0.65,0.6969697,29
4,Deconvolved,microSAM,0.7,0.6969697,29
5,Deconvolved,microSAM,0.75,0.6969697,29
6,Deconvolved,microSAM,0.8,0.6969697,29
7,Deconvolved,microSAM,0.85,0.6969697,29
8,Deconvolved,microSAM,0.9,0.57575756,29
9,Deconvolved,microSAM,0.95,0.121212125,29
10,Deconvolved,microSAM,1.0,0.0,29
0,Deconvolved,Cellpose3,0.5,0.5915493,29
1,Deconvolved,Cellpose3,0.55,0.5915493,29
2,Deconvolved,Cellpose3,0.6,0.5915493,29
3,Deconvolved,Cellpose3,0.65,0.5915493,29
4,Deconvolved,Cellpose3,0.7,0.5915493,29
5,Deconvolved,Cellpose3,0.75,0.5070422,29
6,Deconvolved,Cellpose3,0.8,0.30985916,29
7,Deconvolved,Cellpose3,0.85,0.056338027,29
8,Deconvolved,Cellpose3,0.9,0.0,29
9,Deconvolved,Cellpose3,0.95,0.0,29
10,Deconvolved,Cellpose3,1.0,0.0,29
0,Deconvolved,Morphometrics,0.5,0.75757575,29
1,Deconvolved,Morphometrics,0.55,0.72727275,29
2,Deconvolved,Morphometrics,0.6,0.72727275,29
3,Deconvolved,Morphometrics,0.65,0.72727275,29
4,Deconvolved,Morphometrics,0.7,0.72727275,29
5,Deconvolved,Morphometrics,0.75,0.6969697,29
6,Deconvolved,Morphometrics,0.8,0.6969697,29
7,Deconvolved,Morphometrics,0.85,0.6969697,29
8,Deconvolved,Morphometrics,0.9,0.6666667,29
9,Deconvolved,Morphometrics,0.95,0.57575756,29
10,Deconvolved,Morphometrics,1.0,0.0,29
0,Deconvolved,Omnipose,0.5,0.96666664,30
1,Deconvolved,Omnipose,0.55,0.96666664,30
2,Deconvolved,Omnipose,0.6,0.96666664,30
3,Deconvolved,Omnipose,0.65,0.96666664,30
4,Deconvolved,Omnipose,0.7,0.96666664,30
5,Deconvolved,Omnipose,0.75,0.96666664,30
6,Deconvolved,Omnipose,0.8,0.96666664,30
7,Deconvolved,Omnipose,0.85,0.96666664,30
8,Deconvolved,Omnipose,0.9,0.95,30
9,Deconvolved,Omnipose,0.95,0.48333332,30
10,Deconvolved,Omnipose,1.0,0.0,30
0,Deconvolved,Cellpose-SAM,0.5,0.17073171,30
1,Deconvolved,Cellpose-SAM,0.55,0.14634146,30
2,Deconvolved,Cellpose-SAM,0.6,0.14634146,30
3,Deconvolved,Cellpose-SAM,0.65,0.12195122,30
4,Deconvolved,Cellpose-SAM,0.7,0.12195122,30
5,Deconvolved,Cellpose-SAM,0.75,0.12195122,30
6,Deconvolved,Cellpose-SAM,0.8,0.12195122,30
7,Deconvolved,Cellpose-SAM,0.85,0.12195122,30
8,Deconvolved,Cellpose-SAM,0.9,0.09756097,30
9,Deconvolved,Cellpose-SAM,0.95,0.0,30
10,Deconvolved,Cellpose-SAM,1.0,0.0,30
0,Deconvolved,microSAM,0.5,0.928,30
1,Deconvolved,microSAM,0.55,0.912,30
2,Deconvolved,microSAM,0.6,0.912,30
3,Deconvolved,microSAM,0.65,0.912,30
4,Deconvolved,microSAM,0.7,0.896,30
5,Deconvolved,microSAM,0.75,0.896,30
6,Deconvolved,microSAM,0.8,0.896,30
7,Deconvolved,microSAM,0.85,0.88,30
8,Deconvolved,microSAM,0.9,0.608,30
9,Deconvolved,microSAM,0.95,0.176,30
10,Deconvolved,microSAM,1.0,0.0,30
0,Deconvolved,Cellpose3,0.5,0.4915254,30
1,Deconvolved,Cellpose3,0.55,0.4915254,30
2,Deconvolved,Cellpose3,0.6,0.4915254,30
3,Deconvolved,Cellpose3,0.65,0.4915254,30
4,Deconvolved,Cellpose3,0.7,0.45762712,30
5,Deconvolved,Cellpose3,0.75,0.3559322,30
6,Deconvolved,Cellpose3,0.8,0.15254237,30
7,Deconvolved,Cellpose3,0.85,0.016949153,30
8,Deconvolved,Cellpose3,0.9,0.0,30
9,Deconvolved,Cellpose3,0.95,0.0,30
10,Deconvolved,Cellpose3,1.0,0.0,30
0,Deconvolved,Morphometrics,0.5,0.90625,30
1,Deconvolved,Morphometrics,0.55,0.875,30
2,Deconvolved,Morphometrics,0.6,0.84375,30
3,Deconvolved,Morphometrics,0.65,0.828125,30
4,Deconvolved,Morphometrics,0.7,0.828125,30
5,Deconvolved,Morphometrics,0.75,0.8125,30
6,Deconvolved,Morphometrics,0.8,0.796875,30
7,Deconvolved,Morphometrics,0.85,0.796875,30
8,Deconvolved,Morphometrics,0.9,0.75,30
9,Deconvolved,Morphometrics,0.95,0.546875,30
10,Deconvolved,Morphometrics,1.0,0.0,30
0,Deconvolved,Omnipose,0.5,0.921466,31
1,Deconvolved,Omnipose,0.55,0.921466,31
2,Deconvolved,Omnipose,0.6,0.921466,31
3,Deconvolved,Omnipose,0.65,0.921466,31
4,Deconvolved,Omnipose,0.7,0.921466,31
5,Deconvolved,Omnipose,0.75,0.921466,31
6,Deconvolved,Omnipose,0.8,0.921466,31
7,Deconvolved,Omnipose,0.85,0.921466,31
8,Deconvolved,Omnipose,0.9,0.91099477,31
9,Deconvolved,Omnipose,0.95,0.5235602,31
10,Deconvolved,Omnipose,1.0,0.0,31
0,Deconvolved,Cellpose-SAM,0.5,0.18018018,31
1,Deconvolved,Cellpose-SAM,0.55,0.16216215,31
2,Deconvolved,Cellpose-SAM,0.6,0.16216215,31
3,Deconvolved,Cellpose-SAM,0.65,0.16216215,31
4,Deconvolved,Cellpose-SAM,0.7,0.14414415,31
5,Deconvolved,Cellpose-SAM,0.75,0.12612613,31
6,Deconvolved,Cellpose-SAM,0.8,0.12612613,31
7,Deconvolved,Cellpose-SAM,0.85,0.10810811,31
8,Deconvolved,Cellpose-SAM,0.9,0.10810811,31
9,Deconvolved,Cellpose-SAM,0.95,0.036036037,31
10,Deconvolved,Cellpose-SAM,1.0,0.0,31
0,Deconvolved,microSAM,0.5,0.75238097,31
1,Deconvolved,microSAM,0.55,0.6952381,31
2,Deconvolved,microSAM,0.6,0.6952381,31
3,Deconvolved,microSAM,0.65,0.6952381,31
4,Deconvolved,microSAM,0.7,0.6857143,31
5,Deconvolved,microSAM,0.75,0.6857143,31
6,Deconvolved,microSAM,0.8,0.6761905,31
7,Deconvolved,microSAM,0.85,0.63809526,31
8,Deconvolved,microSAM,0.9,0.4,31
9,Deconvolved,microSAM,0.95,0.01904762,31
10,Deconvolved,microSAM,1.0,0.0,31
0,Deconvolved,Cellpose3,0.5,0.35051546,31
1,Deconvolved,Cellpose3,0.55,0.35051546,31
2,Deconvolved,Cellpose3,0.6,0.35051546,31
3,Deconvolved,Cellpose3,0.65,0.3298969,31
4,Deconvolved,Cellpose3,0.7,0.2783505,31
5,Deconvolved,Cellpose3,0.75,0.14432989,31
6,Deconvolved,Cellpose3,0.8,0.041237112,31
7,Deconvolved,Cellpose3,0.85,0.010309278,31
8,Deconvolved,Cellpose3,0.9,0.0,31
9,Deconvolved,Cellpose3,0.95,0.0,31
10,Deconvolved,Cellpose3,1.0,0.0,31
0,Deconvolved,Morphometrics,0.5,0.8217822,31
1,Deconvolved,Morphometrics,0.55,0.7821782,31
2,Deconvolved,Morphometrics,0.6,0.7821782,31
3,Deconvolved,Morphometrics,0.65,0.77227724,31
4,Deconvolved,Morphometrics,0.7,0.77227724,31
5,Deconvolved,Morphometrics,0.75,0.77227724,31
6,Deconvolved,Morphometrics,0.8,0.76237625,31
7,Deconvolved,Morphometrics,0.85,0.76237625,31
8,Deconvolved,Morphometrics,0.9,0.7227723,31
9,Deconvolved,Morphometrics,0.95,0.4950495,31
10,Deconvolved,Morphometrics,1.0,0.0,31
0,Deconvolved,Omnipose,0.5,0.8791209,32
1,Deconvolved,Omnipose,0.55,0.85714287,32
2,Deconvolved,Omnipose,0.6,0.85714287,32
3,Deconvolved,Omnipose,0.65,0.85714287,32
4,Deconvolved,Omnipose,0.7,0.85714287,32
5,Deconvolved,Omnipose,0.75,0.85714287,32
6,Deconvolved,Omnipose,0.8,0.85714287,32
7,Deconvolved,Omnipose,0.85,0.85714287,32
8,Deconvolved,Omnipose,0.9,0.83516484,32
9,Deconvolved,Omnipose,0.95,0.37362638,32
10,Deconvolved,Omnipose,1.0,0.0,32
0,Deconvolved,Cellpose-SAM,0.5,0.22535211,32
1,Deconvolved,Cellpose-SAM,0.55,0.16901408,32
2,Deconvolved,Cellpose-SAM,0.6,0.14084508,32
3,Deconvolved,Cellpose-SAM,0.65,0.14084508,32
4,Deconvolved,Cellpose-SAM,0.7,0.112676054,32
5,Deconvolved,Cellpose-SAM,0.75,0.112676054,32
6,Deconvolved,Cellpose-SAM,0.8,0.112676054,32
7,Deconvolved,Cellpose-SAM,0.85,0.112676054,32
8,Deconvolved,Cellpose-SAM,0.9,0.112676054,32
9,Deconvolved,Cellpose-SAM,0.95,0.112676054,32
10,Deconvolved,Cellpose-SAM,1.0,0.0,32
0,Deconvolved,microSAM,0.5,0.8695652,32
1,Deconvolved,microSAM,0.55,0.84782606,32
2,Deconvolved,microSAM,0.6,0.84782606,32
3,Deconvolved,microSAM,0.65,0.84782606,32
4,Deconvolved,microSAM,0.7,0.84782606,32
5,Deconvolved,microSAM,0.75,0.84782606,32
6,Deconvolved,microSAM,0.8,0.84782606,32
7,Deconvolved,microSAM,0.85,0.8043478,32
8,Deconvolved,microSAM,0.9,0.5217391,32
9,Deconvolved,microSAM,0.95,0.02173913,32
10,Deconvolved,microSAM,1.0,0.0,32
0,Deconvolved,Cellpose3,0.5,0.70454544,32
1,Deconvolved,Cellpose3,0.55,0.70454544,32
2,Deconvolved,Cellpose3,0.6,0.70454544,32
3,Deconvolved,Cellpose3,0.65,0.70454544,32
4,Deconvolved,Cellpose3,0.7,0.6136364,32
5,Deconvolved,Cellpose3,0.75,0.45454547,32
6,Deconvolved,Cellpose3,0.8,0.09090909,32
7,Deconvolved,Cellpose3,0.85,0.022727273,32
8,Deconvolved,Cellpose3,0.9,0.0,32
9,Deconvolved,Cellpose3,0.95,0.0,32
10,Deconvolved,Cellpose3,1.0,0.0,32
0,Deconvolved,Morphometrics,0.5,0.8842105,32
1,Deconvolved,Morphometrics,0.55,0.8210526,32
2,Deconvolved,Morphometrics,0.6,0.8210526,32
3,Deconvolved,Morphometrics,0.65,0.8,32
4,Deconvolved,Morphometrics,0.7,0.8,32
5,Deconvolved,Morphometrics,0.75,0.8,32
6,Deconvolved,Morphometrics,0.8,0.8,32
7,Deconvolved,Morphometrics,0.85,0.8,32
8,Deconvolved,Morphometrics,0.9,0.8,32
9,Deconvolved,Morphometrics,0.95,0.67368424,32
10,Deconvolved,Morphometrics,1.0,0.0,32
0,Deconvolved,Omnipose,0.5,0.943662,33
1,Deconvolved,Omnipose,0.55,0.91549295,33
2,Deconvolved,Omnipose,0.6,0.90140843,33
3,Deconvolved,Omnipose,0.65,0.90140843,33
4,Deconvolved,Omnipose,0.7,0.90140843,33
5,Deconvolved,Omnipose,0.75,0.90140843,33
6,Deconvolved,Omnipose,0.8,0.90140843,33
7,Deconvolved,Omnipose,0.85,0.90140843,33
8,Deconvolved,Omnipose,0.9,0.8873239,33
9,Deconvolved,Omnipose,0.95,0.07042254,33
10,Deconvolved,Omnipose,1.0,0.0,33
0,Deconvolved,Cellpose-SAM,0.5,0.50793654,33
1,Deconvolved,Cellpose-SAM,0.55,0.46031746,33
2,Deconvolved,Cellpose-SAM,0.6,0.44444445,33
3,Deconvolved,Cellpose-SAM,0.65,0.42857143,33
4,Deconvolved,Cellpose-SAM,0.7,0.41269842,33
5,Deconvolved,Cellpose-SAM,0.75,0.3809524,33
6,Deconvolved,Cellpose-SAM,0.8,0.3809524,33
7,Deconvolved,Cellpose-SAM,0.85,0.36507937,33
8,Deconvolved,Cellpose-SAM,0.9,0.36507937,33
9,Deconvolved,Cellpose-SAM,0.95,0.2857143,33
10,Deconvolved,Cellpose-SAM,1.0,0.0,33
0,Deconvolved,microSAM,0.5,0.88590604,33
1,Deconvolved,microSAM,0.55,0.80536914,33
2,Deconvolved,microSAM,0.6,0.7919463,33
3,Deconvolved,microSAM,0.65,0.7785235,33
4,Deconvolved,microSAM,0.7,0.7785235,33
5,Deconvolved,microSAM,0.75,0.76510066,33
6,Deconvolved,microSAM,0.8,0.76510066,33
7,Deconvolved,microSAM,0.85,0.7516779,33
8,Deconvolved,microSAM,0.9,0.5771812,33
9,Deconvolved,microSAM,0.95,0.13422818,33
10,Deconvolved,microSAM,1.0,0.0,33
0,Deconvolved,Cellpose3,0.5,0.4935065,33
1,Deconvolved,Cellpose3,0.55,0.4935065,33
2,Deconvolved,Cellpose3,0.6,0.4935065,33
3,Deconvolved,Cellpose3,0.65,0.4935065,33
4,Deconvolved,Cellpose3,0.7,0.46753246,33
5,Deconvolved,Cellpose3,0.75,0.25974026,33
6,Deconvolved,Cellpose3,0.8,0.051948052,33
7,Deconvolved,Cellpose3,0.85,0.012987013,33
8,Deconvolved,Cellpose3,0.9,0.0,33
9,Deconvolved,Cellpose3,0.95,0.0,33
10,Deconvolved,Cellpose3,1.0,0.0,33
0,Deconvolved,Morphometrics,0.5,0.8322148,33
1,Deconvolved,Morphometrics,0.55,0.80536914,33
2,Deconvolved,Morphometrics,0.6,0.7785235,33
3,Deconvolved,Morphometrics,0.65,0.738255,33
4,Deconvolved,Morphometrics,0.7,0.738255,33
5,Deconvolved,Morphometrics,0.75,0.6979866,33
6,Deconvolved,Morphometrics,0.8,0.68456376,33
7,Deconvolved,Morphometrics,0.85,0.6442953,33
8,Deconvolved,Morphometrics,0.9,0.6308725,33
9,Deconvolved,Morphometrics,0.95,0.5637584,33
10,Deconvolved,Morphometrics,1.0,0.0,33
0,Deconvolved,Omnipose,0.5,0.6031746,34
1,Deconvolved,Omnipose,0.55,0.53968257,34
2,Deconvolved,Omnipose,0.6,0.53968257,34
3,Deconvolved,Omnipose,0.65,0.53968257,34
4,Deconvolved,Omnipose,0.7,0.53968257,34
5,Deconvolved,Omnipose,0.75,0.53968257,34
6,Deconvolved,Omnipose,0.8,0.53968257,34
7,Deconvolved,Omnipose,0.85,0.53968257,34
8,Deconvolved,Omnipose,0.9,0.53968257,34
9,Deconvolved,Omnipose,0.95,0.12698413,34
10,Deconvolved,Omnipose,1.0,0.0,34
0,Deconvolved,Cellpose-SAM,0.5,0.4878049,34
1,Deconvolved,Cellpose-SAM,0.55,0.4390244,34
2,Deconvolved,Cellpose-SAM,0.6,0.4390244,34
3,Deconvolved,Cellpose-SAM,0.65,0.4390244,34
4,Deconvolved,Cellpose-SAM,0.7,0.4390244,34
5,Deconvolved,Cellpose-SAM,0.75,0.3902439,34
6,Deconvolved,Cellpose-SAM,0.8,0.3902439,34
7,Deconvolved,Cellpose-SAM,0.85,0.3902439,34
8,Deconvolved,Cellpose-SAM,0.9,0.3902439,34
9,Deconvolved,Cellpose-SAM,0.95,0.29268292,34
10,Deconvolved,Cellpose-SAM,1.0,0.0,34
0,Deconvolved,microSAM,0.5,0.5625,34
1,Deconvolved,microSAM,0.55,0.4375,34
2,Deconvolved,microSAM,0.6,0.40625,34
3,Deconvolved,microSAM,0.65,0.40625,34
4,Deconvolved,microSAM,0.7,0.40625,34
5,Deconvolved,microSAM,0.75,0.40625,34
6,Deconvolved,microSAM,0.8,0.40625,34
7,Deconvolved,microSAM,0.85,0.375,34
8,Deconvolved,microSAM,0.9,0.28125,34
9,Deconvolved,microSAM,0.95,0.03125,34
10,Deconvolved,microSAM,1.0,0.0,34
0,Deconvolved,Cellpose3,0.5,0.11111111,34
1,Deconvolved,Cellpose3,0.55,0.11111111,34
2,Deconvolved,Cellpose3,0.6,0.11111111,34
3,Deconvolved,Cellpose3,0.65,0.11111111,34
4,Deconvolved,Cellpose3,0.7,0.11111111,34
5,Deconvolved,Cellpose3,0.75,0.037037037,34
6,Deconvolved,Cellpose3,0.8,0.0,34
7,Deconvolved,Cellpose3,0.85,0.0,34
8,Deconvolved,Cellpose3,0.9,0.0,34
9,Deconvolved,Cellpose3,0.95,0.0,34
10,Deconvolved,Cellpose3,1.0,0.0,34
0,Deconvolved,Morphometrics,0.5,0.52459013,34
1,Deconvolved,Morphometrics,0.55,0.4918033,34
2,Deconvolved,Morphometrics,0.6,0.4918033,34
3,Deconvolved,Morphometrics,0.65,0.4262295,34
4,Deconvolved,Morphometrics,0.7,0.4262295,34
5,Deconvolved,Morphometrics,0.75,0.39344263,34
6,Deconvolved,Morphometrics,0.8,0.39344263,34
7,Deconvolved,Morphometrics,0.85,0.39344263,34
8,Deconvolved,Morphometrics,0.9,0.36065573,34
9,Deconvolved,Morphometrics,0.95,0.32786885,34
10,Deconvolved,Morphometrics,1.0,0.0,34
0,Deconvolved,Omnipose,0.5,0.84375,35
1,Deconvolved,Omnipose,0.55,0.78125,35
2,Deconvolved,Omnipose,0.6,0.78125,35
3,Deconvolved,Omnipose,0.65,0.78125,35
4,Deconvolved,Omnipose,0.7,0.78125,35
5,Deconvolved,Omnipose,0.75,0.78125,35
6,Deconvolved,Omnipose,0.8,0.78125,35
7,Deconvolved,Omnipose,0.85,0.78125,35
8,Deconvolved,Omnipose,0.9,0.78125,35
9,Deconvolved,Omnipose,0.95,0.0,35
10,Deconvolved,Omnipose,1.0,0.0,35
0,Deconvolved,Cellpose-SAM,0.5,0.51724136,35
1,Deconvolved,Cellpose-SAM,0.55,0.41379312,35
2,Deconvolved,Cellpose-SAM,0.6,0.41379312,35
3,Deconvolved,Cellpose-SAM,0.65,0.41379312,35
4,Deconvolved,Cellpose-SAM,0.7,0.41379312,35
5,Deconvolved,Cellpose-SAM,0.75,0.41379312,35
6,Deconvolved,Cellpose-SAM,0.8,0.41379312,35
7,Deconvolved,Cellpose-SAM,0.85,0.41379312,35
8,Deconvolved,Cellpose-SAM,0.9,0.41379312,35
9,Deconvolved,Cellpose-SAM,0.95,0.37931034,35
10,Deconvolved,Cellpose-SAM,1.0,0.0,35
0,Deconvolved,microSAM,0.5,0.8484849,35
1,Deconvolved,microSAM,0.55,0.75757575,35
2,Deconvolved,microSAM,0.6,0.75757575,35
3,Deconvolved,microSAM,0.65,0.75757575,35
4,Deconvolved,microSAM,0.7,0.75757575,35
5,Deconvolved,microSAM,0.75,0.75757575,35
6,Deconvolved,microSAM,0.8,0.75757575,35
7,Deconvolved,microSAM,0.85,0.75757575,35
8,Deconvolved,microSAM,0.9,0.6666667,35
9,Deconvolved,microSAM,0.95,0.27272728,35
10,Deconvolved,microSAM,1.0,0.0,35
0,Deconvolved,Cellpose3,0.5,0.54285717,35
1,Deconvolved,Cellpose3,0.55,0.54285717,35
2,Deconvolved,Cellpose3,0.6,0.54285717,35
3,Deconvolved,Cellpose3,0.65,0.54285717,35
4,Deconvolved,Cellpose3,0.7,0.4857143,35
5,Deconvolved,Cellpose3,0.75,0.4,35
6,Deconvolved,Cellpose3,0.8,0.31428573,35
7,Deconvolved,Cellpose3,0.85,0.114285715,35
8,Deconvolved,Cellpose3,0.9,0.0,35
9,Deconvolved,Cellpose3,0.95,0.0,35
10,Deconvolved,Cellpose3,1.0,0.0,35
0,Deconvolved,Morphometrics,0.5,0.7692308,35
1,Deconvolved,Morphometrics,0.55,0.7076923,35
2,Deconvolved,Morphometrics,0.6,0.6769231,35
3,Deconvolved,Morphometrics,0.65,0.6769231,35
4,Deconvolved,Morphometrics,0.7,0.6769231,35
5,Deconvolved,Morphometrics,0.75,0.6769231,35
6,Deconvolved,Morphometrics,0.8,0.6769231,35
7,Deconvolved,Morphometrics,0.85,0.6769231,35
8,Deconvolved,Morphometrics,0.9,0.64615387,35
9,Deconvolved,Morphometrics,0.95,0.61538464,35
10,Deconvolved,Morphometrics,1.0,0.0,35
0,Deconvolved,Omnipose,0.5,0.9305556,36
1,Deconvolved,Omnipose,0.55,0.9166667,36
2,Deconvolved,Omnipose,0.6,0.9166667,36
3,Deconvolved,Omnipose,0.65,0.9166667,36
4,Deconvolved,Omnipose,0.7,0.9166667,36
5,Deconvolved,Omnipose,0.75,0.9166667,36
6,Deconvolved,Omnipose,0.8,0.9166667,36
7,Deconvolved,Omnipose,0.85,0.9166667,36
8,Deconvolved,Omnipose,0.9,0.8472222,36
9,Deconvolved,Omnipose,0.95,0.013888889,36
10,Deconvolved,Omnipose,1.0,0.0,36
0,Deconvolved,Cellpose-SAM,0.5,0.85314685,36
1,Deconvolved,Cellpose-SAM,0.55,0.8111888,36
2,Deconvolved,Cellpose-SAM,0.6,0.8111888,36
3,Deconvolved,Cellpose-SAM,0.65,0.7832168,36
4,Deconvolved,Cellpose-SAM,0.7,0.7832168,36
5,Deconvolved,Cellpose-SAM,0.75,0.7832168,36
6,Deconvolved,Cellpose-SAM,0.8,0.7832168,36
7,Deconvolved,Cellpose-SAM,0.85,0.7692308,36
8,Deconvolved,Cellpose-SAM,0.9,0.75524473,36
9,Deconvolved,Cellpose-SAM,0.95,0.57342654,36
10,Deconvolved,Cellpose-SAM,1.0,0.0,36
0,Deconvolved,microSAM,0.5,0.8235294,36
1,Deconvolved,microSAM,0.55,0.79738563,36
2,Deconvolved,microSAM,0.6,0.78431374,36
3,Deconvolved,microSAM,0.65,0.78431374,36
4,Deconvolved,microSAM,0.7,0.78431374,36
5,Deconvolved,microSAM,0.75,0.78431374,36
6,Deconvolved,microSAM,0.8,0.78431374,36
7,Deconvolved,microSAM,0.85,0.78431374,36
8,Deconvolved,microSAM,0.9,0.75816995,36
9,Deconvolved,microSAM,0.95,0.37908497,36
10,Deconvolved,microSAM,1.0,0.0,36
0,Deconvolved,Cellpose3,0.5,0.6666667,36
1,Deconvolved,Cellpose3,0.55,0.6666667,36
2,Deconvolved,Cellpose3,0.6,0.6666667,36
3,Deconvolved,Cellpose3,0.65,0.6666667,36
4,Deconvolved,Cellpose3,0.7,0.6524823,36
5,Deconvolved,Cellpose3,0.75,0.6241135,36
6,Deconvolved,Cellpose3,0.8,0.39716312,36
7,Deconvolved,Cellpose3,0.85,0.14184397,36
8,Deconvolved,Cellpose3,0.9,0.0,36
9,Deconvolved,Cellpose3,0.95,0.0,36
10,Deconvolved,Cellpose3,1.0,0.0,36
0,Deconvolved,Morphometrics,0.5,0.8648649,36
1,Deconvolved,Morphometrics,0.55,0.8378378,36
