Method,Volume
SoftWorx,2.295054336
SoftWorx,3.017441958
SoftWorx,0.968539192
SoftWorx,1.063832179
SoftWorx,1.329155586
SoftWorx,2.525672612
SoftWorx,1.259327129
SoftWorx,3.36768617
SoftWorx,1.874017922
SoftWorx,2.037556678
SoftWorx,0.953793331
SoftWorx,3.547670508
SoftWorx,2.476908236
SoftWorx,1.189877483
SoftWorx,2.344338196
SoftWorx,2.036500174
SoftWorx,3.625583181
SoftWorx,2.034113858
SoftWorx,4.346066813
SoftWorx,3.508041584
SoftWorx,2.53304004
SoftWorx,2.376892467
SoftWorx,2.494226154
SoftWorx,2.255930429
SoftWorx,2.238624614
SoftWorx,2.645150856
SoftWorx,2.366596271
SoftWorx,1.760237492
SoftWorx,2.051879019
SoftWorx,2.33594474
SoftWorx,2.437990913
SoftWorx,2.518758207
SoftWorx,2.052613194
SoftWorx,2.511700142
SoftWorx,1.626300272
SoftWorx,1.037921204
SoftWorx,1.510815726
SoftWorx,2.108634077
SoftWorx,1.626300272
SoftWorx,1.782605908
SoftWorx,2.56155145
SoftWorx,4.153922016
SoftWorx,2.697613314
SoftWorx,4.776320343
SoftWorx,2.326963784
SoftWorx,1.929354993
SoftWorx,1.923197799
SoftWorx,1.9645023
SoftWorx,1.784747724
SoftWorx,2.139606445
SoftWorx,1.979194784
SoftWorx,3.502288564
SoftWorx,2.254104044
SoftWorx,2.776394117
SoftWorx,2.421690468
SoftWorx,3.141281707
SoftWorx,2.042517025
SoftWorx,1.179546351
SoftWorx,1.705263346
SoftWorx,2.441132006
SoftWorx,0.955866564
SoftWorx,0.91172581
SoftWorx,1.458892173
SoftWorx,2.362046144
SoftWorx,0.148314586
SoftWorx,3.925310349
SoftWorx,4.395495016
SoftWorx,3.06294757
SoftWorx,3.975206852
SoftWorx,4.088225246
SoftWorx,1.617759606
SoftWorx,1.54884401
SoftWorx,1.436622899
SoftWorx,2.540309965
SoftWorx,3.988378596
SoftWorx,1.53239854
SoftWorx,1.313466567
SoftWorx,2.574860522
SoftWorx,3.969834144
SoftWorx,1.580628621
SoftWorx,3.195742334
SoftWorx,1.890544558
SoftWorx,3.299724434
SoftWorx,1.763343781
SoftWorx,2.787553074
SoftWorx,1.193929657
SoftWorx,4.116856019
SoftWorx,1.599059327
SoftWorx,1.963535006
SoftWorx,1.532906814
SoftWorx,1.573690669
SoftWorx,3.297774237
SoftWorx,1.470928091
SoftWorx,2.758405267
SoftWorx,3.006989875
SoftWorx,3.665871607
SoftWorx,2.030700142
SoftWorx,3.621836114
SoftWorx,2.941291727
SoftWorx,1.288763866
SoftWorx,3.11498259
SoftWorx,1.341925329
SoftWorx,2.908498146
SoftWorx,2.944943412
SoftWorx,1.37465455
SoftWorx,0.741540751
SoftWorx,1.182519745
SoftWorx,1.573737065
SoftWorx,0.586629466
SoftWorx,1.700474573
SoftWorx,1.498876197
SoftWorx,0.902454469
SoftWorx,1.594416753
SoftWorx,1.488343819
SoftWorx,1.130336922
SoftWorx,1.522969136
SoftWorx,1.437511992
SoftWorx,1.368321439
SoftWorx,0.908759872
SoftWorx,2.292176372
SoftWorx,1.446724395
SoftWorx,0.235674125
SoftWorx,1.316404645
SoftWorx,1.497297048
SoftWorx,1.415263725
SoftWorx,2.431147258
SoftWorx,1.001192432
SoftWorx,1.059831314
SoftWorx,0.890168182
SoftWorx,1.287984165
SoftWorx,2.020244391
SoftWorx,1.141864637
SoftWorx,0.940939289
SoftWorx,1.833707611
SoftWorx,1.16273567
SoftWorx,1.056793559
SoftWorx,1.891220056
SoftWorx,2.320505296
SoftWorx,0.19109933
SoftWorx,0.083426955
SoftWorx,2.200517753
SoftWorx,0.699697687
SoftWorx,0.619071079
SoftWorx,1.196629048
SoftWorx,0.073977709
SoftWorx,0.127453652
SoftWorx,0.074507168
SoftWorx,2.1030161
SoftWorx,2.957093645
SoftWorx,3.804646575
SoftWorx,3.48542277
SoftWorx,2.955336669
SoftWorx,2.728922213
SoftWorx,2.825596358
SoftWorx,2.688763672
SoftWorx,3.319125622
SoftWorx,1.796067167
SoftWorx,2.570712664
SoftWorx,1.742405496
SoftWorx,2.817523007
SoftWorx,2.967276198
SoftWorx,4.043538765
SoftWorx,2.750095
SoftWorx,3.909691798
SoftWorx,2.984269249
SoftWorx,3.607573777
SoftWorx,3.322332328
SoftWorx,4.144035729
SoftWorx,3.188654477
SoftWorx,3.130446242
SoftWorx,1.624364481
SoftWorx,1.69436539
SoftWorx,3.656037456
SoftWorx,3.308245381
SoftWorx,2.734434681
SoftWorx,2.595642974
SoftWorx,2.869308129
SoftWorx,1.377877773
SoftWorx,3.996325581
SoftWorx,3.989569324
SoftWorx,1.127737016
SoftWorx,2.241572723
SoftWorx,1.876966032
SoftWorx,2.135944767
SoftWorx,1.854213226
SoftWorx,2.168109013
SoftWorx,1.488517891
SoftWorx,2.793429812
SoftWorx,1.970319828
SoftWorx,1.848044315
SoftWorx,1.317345402
SoftWorx,2.020764873
SoftWorx,2.579635802
SoftWorx,4.285275815
SoftWorx,4.421586779
SoftWorx,4.705659183
SoftWorx,2.68634518
SoftWorx,1.657574047
SoftWorx,1.524648744
SoftWorx,2.83187842
SoftWorx,2.183520654
SoftWorx,2.830097646
SoftWorx,2.435815597
SoftWorx,2.01727633
SoftWorx,0.787682198
SoftWorx,2.705087371
SoftWorx,2.589497256
SoftWorx,1.362078463
SoftWorx,0.955151429
SoftWorx,1.618703103
SoftWorx,1.505222935
SoftWorx,1.563766599
SoftWorx,3.240729888
SoftWorx,3.085954628
SoftWorx,3.741354818
SoftWorx,4.576965658
SoftWorx,4.659618198
SoftWorx,3.800529091
SoftWorx,2.75926928
SoftWorx,1.389737858
SoftWorx,2.104377549
SoftWorx,4.45199567
SoftWorx,4.469662302
SoftWorx,4.353672968
SoftWorx,2.215340005
SoftWorx,2.800280511
SoftWorx,1.993326432
SoftWorx,4.276601312
SoftWorx,2.285742122
SoftWorx,2.074955973
SoftWorx,2.575085032
SoftWorx,4.740656184
SoftWorx,2.299427891
SoftWorx,2.636892769
SoftWorx,2.820011711
SoftWorx,2.250591867
SoftWorx,3.364393658
SoftWorx,2.67102393
SoftWorx,2.045192255
SoftWorx,1.626169148
SoftWorx,3.10019698
SoftWorx,3.289325387
SoftWorx,2.526175378
SoftWorx,2.907605752
SoftWorx,2.312210116
SoftWorx,1.780400033
SoftWorx,1.602097379
SoftWorx,4.082608662
SoftWorx,2.854982288
SoftWorx,1.929354993
SoftWorx,1.80453599
SoftWorx,1.840340057
SoftWorx,2.146836319
SoftWorx,3.951536232
SoftWorx,0.32198165
SoftWorx,0.188833153
SoftWorx,2.140563508
SoftWorx,2.196257875
SoftWorx,2.228932275
SoftWorx,2.682063958
SoftWorx,0.167977505
SoftWorx,1.235243973
SoftWorx,3.034540148
SoftWorx,0.423325411
SoftWorx,2.174252384
SoftWorx,2.361519183
SoftWorx,2.247487382
SoftWorx,1.610221734
SoftWorx,2.357759165
SoftWorx,2.106948684
SoftWorx,2.042044413
SoftWorx,1.872567032
SoftWorx,2.037534491
SoftWorx,2.395219867
SoftWorx,1.890472741
SoftWorx,1.677107837
SoftWorx,1.998190992
SoftWorx,2.20680025
SoftWorx,2.525280549
SoftWorx,3.163725062
SoftWorx,2.003350523
SoftWorx,2.660005609
SoftWorx,2.360038536
SoftWorx,0.78148746
SoftWorx,0.320574549
SoftWorx,2.74968654
SoftWorx,2.009659881
SoftWorx,1.881195298
SoftWorx,1.377299132
SoftWorx,1.898217081
SoftWorx,3.362950877
SoftWorx,3.146347878
SoftWorx,1.283426788
SoftWorx,1.796479851
SoftWorx,2.891572633
SoftWorx,2.772678929
SoftWorx,2.072086727
SoftWorx,2.220356196
SoftWorx,2.983707452
SoftWorx,3.375733102
SoftWorx,2.719125705
SoftWorx,2.50730568
SoftWorx,4.295526908
SoftWorx,2.302507785
SoftWorx,0.281460635
SoftWorx,3.140483954
SoftWorx,3.144943384
SoftWorx,2.852788608
SoftWorx,4.197190429
SoftWorx,4.260038273
SoftWorx,1.204258705
SoftWorx,2.903231263
SoftWorx,3.809659631
SoftWorx,4.682894514
SoftWorx,1.019933686
SoftWorx,1.607303148
SoftWorx,2.419381687
SoftWorx,1.92542241
SoftWorx,3.046586618
SoftWorx,2.816602638
SoftWorx,3.048640861
SoftWorx,3.069441586
SoftWorx,1.953900133
SoftWorx,2.685916139
SoftWorx,2.379354931
SoftWorx,2.404169649
SoftWorx,2.633244673
SoftWorx,2.031220351
SoftWorx,3.114628527
SoftWorx,2.483248996
SoftWorx,2.348128764
SoftWorx,2.794090743
SoftWorx,3.319534101
SoftWorx,2.455617637
SoftWorx,2.242341923
SoftWorx,3.164131589
SoftWorx,2.853225837
SoftWorx,2.544103819
SoftWorx,2.160673858
SoftWorx,3.75521322
SoftWorx,2.864870846
SoftWorx,2.675784613
SoftWorx,2.852808593
SoftWorx,3.48313285
SoftWorx,3.798174959
SoftWorx,2.546067063
SoftWorx,2.664325473
SoftWorx,2.957074783
SoftWorx,3.149916074
SoftWorx,3.116000811
SoftWorx,2.33122131
SoftWorx,3.086377305
SoftWorx,4.077246626
SoftWorx,3.289127135
SoftWorx,2.235996604
SoftWorx,2.493902006
SoftWorx,2.934757558
SoftWorx,2.789360408
SoftWorx,4.810392592
SoftWorx,3.51206543
SoftWorx,3.103338176
SoftWorx,3.076123169
SoftWorx,2.407303037
SoftWorx,3.224380042
SoftWorx,3.263690096
SoftWorx,2.957398343
SoftWorx,3.747710116
SoftWorx,2.37336641
SoftWorx,2.618171075
SoftWorx,2.521648866
SoftWorx,2.982163836
SoftWorx,2.595776164
SoftWorx,2.557854821
SoftWorx,2.222427863
SoftWorx,2.694565285
SoftWorx,3.431242501
SoftWorx,2.920786112
SoftWorx,2.878954071
SoftWorx,2.268529019
SoftWorx,2.665520651
SoftWorx,3.599364207
SoftWorx,3.144277417
SoftWorx,2.395073821
SoftWorx,2.484831116
SoftWorx,2.946485146
SoftWorx,2.673906029
SoftWorx,2.919975281
SoftWorx,3.768465307
SoftWorx,2.704307099
SoftWorx,2.658967078
SoftWorx,2.603577828
SoftWorx,3.002517681
SoftWorx,2.648175119
SoftWorx,2.917791606
SoftWorx,2.099459637
SoftWorx,3.10855832
SoftWorx,3.004916642
SoftWorx,2.163006437
SoftWorx,3.371377842
SoftWorx,3.408464899
SoftWorx,2.86863025
SoftWorx,3.071489667
SoftWorx,2.467791669
SoftWorx,3.143184495
SoftWorx,2.031460393
SoftWorx,2.803703429
SoftWorx,2.899814081
SoftWorx,3.05332819
SoftWorx,2.787468762
SoftWorx,2.576205886
SoftWorx,2.482163906
SoftWorx,3.978900395
SoftWorx,1.993236833
SoftWorx,3.229493934
SoftWorx,2.251218665
SoftWorx,1.414155761
SoftWorx,0.967276475
SoftWorx,2.334083822
SoftWorx,3.403092073
SoftWorx,2.359873273
SoftWorx,2.969899669
SoftWorx,2.022710356
SoftWorx,2.483617385
SoftWorx,3.324877894
SoftWorx,1.836096579
SoftWorx,1.836658377
SoftWorx,3.388970978
SoftWorx,2.401535946
SoftWorx,2.343235375
SoftWorx,4.146363523
SoftWorx,2.02570373
SoftWorx,1.632022246
SoftWorx,4.053500558
SoftWorx,2.012203749
SoftWorx,2.287973164
SoftWorx,1.821692162
SoftWorx,2.782714217
SoftWorx,3.946382719
SoftWorx,2.481159446
SoftWorx,1.678409956
SoftWorx,3.900238185
SoftWorx,3.268538873
SoftWorx,4.747258635
SoftWorx,1.744642694
SoftWorx,3.805478329
SoftWorx,3.31620154
SoftWorx,1.802897319
SoftWorx,3.366814921
SoftWorx,0.773230297
SoftWorx,1.945564331
SoftWorx,2.475901202
SoftWorx,2.829528941
SoftWorx,1.98738284
SoftWorx,2.252724126
SoftWorx,2.242621023
SoftWorx,2.39004487
SoftWorx,3.505378451
SoftWorx,2.907022069
SoftWorx,2.34817516
SoftWorx,2.710427834
SoftWorx,2.265136045
SoftWorx,1.700492001
SoftWorx,3.620507773
SoftWorx,3.617696128
SoftWorx,2.971961833
SoftWorx,3.109968269
SoftWorx,1.556274941
SoftWorx,2.795234009
SoftWorx,1.676832675
SoftWorx,3.194085692
SoftWorx,1.796138749
SoftWorx,1.821326745
SoftWorx,3.73019744
SoftWorx,1.910038599
SoftWorx,1.364293473
SoftWorx,1.361085201
SoftWorx,1.781327042
SoftWorx,1.38182677
SoftWorx,1.580617758
SoftWorx,1.939887372
SoftWorx,1.496720328
SoftWorx,2.037941068
SoftWorx,3.249405572
SoftWorx,1.743669417
SoftWorx,1.550914064
SoftWorx,1.804631372
SoftWorx,1.785911069
SoftWorx,1.539367487
SoftWorx,1.720134345
SoftWorx,1.563332364
SoftWorx,1.3389165
SoftWorx,1.487782021
SoftWorx,0.898366615
SoftWorx,1.86168356
SoftWorx,1.359506634
SoftWorx,1.801404245
SoftWorx,1.773737038
SoftWorx,1.549472939
SoftWorx,0.141573014
SoftWorx,1.639397198
SoftWorx,1.538578314
SoftWorx,2.220348771
SoftWorx,2.830617585
SoftWorx,2.304589444
SoftWorx,3.141152578
SoftWorx,3.35902325
SoftWorx,4.040966936
SoftWorx,1.174159797
SoftWorx,1.240745948
SoftWorx,2.864154144
SoftWorx,2.684862954
SoftWorx,2.151971784
SoftWorx,3.799860352
SoftWorx,2.828231273
SoftWorx,2.513062778
SoftWorx,4.131105707
SoftWorx,2.102292677
SoftWorx,2.329627966
SoftWorx,2.802859335
SoftWorx,2.80354562
SoftWorx,2.646826257
SoftWorx,1.779174692
SoftWorx,2.948910947
SoftWorx,4.384549954
SoftWorx,4.171628635
SoftWorx,1.630544255
SoftWorx,2.969933416
SoftWorx,1.734866172
SoftWorx,3.665574307
SoftWorx,1.908214085
SoftWorx,0.284613724
SoftWorx,0.448499054
SoftWorx,0.231529618
SoftWorx,0.075349864
SoftWorx,1.814044692
SoftWorx,0.616315615
SoftWorx,0.22724716
SoftWorx,0.586023951
SoftWorx,4.04092054
SoftWorx,1.639321095
SoftWorx,3.583036444
SoftWorx,0.857996359
SoftWorx,0.819258571
SoftWorx,4.068961438
SoftWorx,1.954457246
SoftWorx,4.888236521
SoftWorx,3.493287937
SoftWorx,3.172678873
SoftWorx,3.341888421
SoftWorx,2.767622749
SoftWorx,2.834747579
SoftWorx,3.259691888
SoftWorx,2.637942868
SoftWorx,2.546912416
SoftWorx,2.111191923
SoftWorx,0.612746899
SoftWorx,2.960954646
SoftWorx,2.690590843
SoftWorx,1.562660185
SoftWorx,1.764907348
SoftWorx,1.990362174
SoftWorx,1.717526657
SoftWorx,2.166070925
SoftWorx,2.177484287
SoftWorx,2.31333097
SoftWorx,2.58974816
SoftWorx,2.5556472
SoftWorx,2.311611915
SoftWorx,3.815729808
SoftWorx,2.281463015
SoftWorx,2.907542122
SoftWorx,2.054731257
SoftWorx,3.143378688
SoftWorx,1.793588096
SoftWorx,1.772451679
SoftWorx,2.424009975
SoftWorx,1.584280306
SoftWorx,1.853465911
SoftWorx,1.83777198
SoftWorx,2.074646997
SoftWorx,2.089606452
SoftWorx,2.057259346
SoftWorx,2.087231003
SoftWorx,1.800561548
SoftWorx,2.177495608
SoftWorx,2.036139284
SoftWorx,0.939044814
SoftWorx,2.423521674
SoftWorx,4.606274518
SoftWorx,2.30170696
SoftWorx,2.587847494
SoftWorx,2.060243859
SoftWorx,2.065253642
SoftWorx,1.651265144
SoftWorx,0.264325806
SoftWorx,2.070744057
SoftWorx,0.248102649
SoftWorx,4.076049534
SoftWorx,2.057373047
SoftWorx,0.131179757
SoftWorx,0.110393243
SoftWorx,1.794068695
SoftWorx,3.10316104
SoftWorx,1.040449294
SoftWorx,0.162147605
SoftWorx,1.488905616
SoftWorx,0.20597043
SoftWorx,0.098977705
SoftWorx,0.209550533
SoftWorx,1.971348041
SoftWorx,2.998663372
SoftWorx,2.806826573
SoftWorx,3.031528536
SoftWorx,3.162908175
SoftWorx,3.143558892
SoftWorx,5.028961882
SoftWorx,3.4328547
SoftWorx,2.84401892
SoftWorx,3.788049867
SoftWorx,2.65285401
SoftWorx,1.991343991
SoftWorx,2.83394487
SoftWorx,2.761516471
SoftWorx,2.870786119
SoftWorx,2.874437804
SoftWorx,1.753131784
SoftWorx,1.984948283
SoftWorx,1.648551538
SoftWorx,1.959259399
SoftWorx,1.791088634
SoftWorx,1.712231055
SoftWorx,2.040484107
SoftWorx,1.753089645
SoftWorx,2.213062819
SoftWorx,1.572439512
SoftWorx,2.923690482
SoftWorx,3.14119531
SoftWorx,2.883967047
SoftWorx,2.49186445
SoftWorx,1.075031452
SoftWorx,1.520296091
SoftWorx,1.911584871
SoftWorx,1.944772249
SoftWorx,2.107562614
SoftWorx,2.236532327
SoftWorx,3.60463566
SoftWorx,3.055085751
SoftWorx,2.889817094
SoftWorx,2.959056636
SoftWorx,2.95941103
SoftWorx,2.618258064
SoftWorx,2.451182239
SoftWorx,2.072501618
SoftWorx,2.365309989
SoftWorx,3.564748025
SoftWorx,2.051153306
SoftWorx,2.599718741
SoftWorx,2.15912075
SoftWorx,2.018748128
SoftWorx,1.988173661
SoftWorx,2.068961716
SoftWorx,1.735207501
SoftWorx,1.800577331
SoftWorx,2.848175091
SoftWorx,2.628786907
SoftWorx,2.739532866
SoftWorx,3.620052916
SoftWorx,2.279635844
SoftWorx,2.473282084
SoftWorx,3.891010697
SoftWorx,3.716572519
SoftWorx,3.723242274
SoftWorx,0.661516762
SoftWorx,3.862837324
SoftWorx,3.50733309
SoftWorx,2.763747265
SoftWorx,2.481545719
SoftWorx,3.091311708
SoftWorx,2.07415483
SoftWorx,2.71716445
SoftWorx,2.48623561
SoftWorx,3.089674595
SoftWorx,2.488191909
SoftWorx,2.867415333
SoftWorx,2.019022574
SoftWorx,2.555825026
SoftWorx,2.410673823
SoftWorx,3.213482701
SoftWorx,2.944196097
SoftWorx,2.734559861
SoftWorx,2.511969177
SoftWorx,3.380013889
SoftWorx,2.930789344
SoftWorx,3.312976051
SoftWorx,3.108041467
SoftWorx,3.241637738
SoftWorx,2.644804333
SoftWorx,2.669745199
SoftWorx,3.298128632
SoftWorx,3.203922147
SoftWorx,3.138297194
SoftWorx,3.150877211
SoftWorx,1.502273629
SoftWorx,2.006242699
SoftWorx,3.138062691
SoftWorx,2.284259353
SoftWorx,3.077174948
SoftWorx,3.649989501
SoftWorx,1.952811375
SoftWorx,2.768225863
SoftWorx,1.972689902
SoftWorx,1.793225998
SoftWorx,1.74591806
SoftWorx,2.76108858
SoftWorx,2.052315882
SoftWorx,1.847548464
SoftWorx,1.634847017
SoftWorx,2.522005144
SoftWorx,2.710805567
SoftWorx,2.608907796
SoftWorx,1.480728937
SoftWorx,1.215203322
SoftWorx,1.551372099
SoftWorx,2.202496147
SoftWorx,2.995786102
SoftWorx,1.208520789
SoftWorx,1.671692183
SoftWorx,1.987496515
SoftWorx,0.226685362
SoftWorx,3.199113552
SoftWorx,2.201965987
SoftWorx,2.228860459
SoftWorx,1.932444881
SoftWorx,2.353296964
SoftWorx,2.151208686
SoftWorx,1.67475382
SoftWorx,2.820283311
SoftWorx,1.157444988
SoftWorx,1.601810548
SoftWorx,1.932986513
SoftWorx,1.963565521
SoftWorx,2.395714368
SoftWorx,2.121770697
SoftWorx,2.66593737
SoftWorx,2.840701087
SoftWorx,2.891259554
SoftWorx,2.865871718
SoftWorx,1.791995462
SoftWorx,1.192276444
SoftWorx,2.353780402
SoftWorx,2.642664083
SoftWorx,2.323092369
SoftWorx,2.774497807
SoftWorx,2.278932268
SoftWorx,2.260663851
SoftWorx,2.898240709
SoftWorx,2.470776182
SoftWorx,2.63986885
SoftWorx,3.285867985
SoftWorx,3.107292947
SoftWorx,2.851529476
SoftWorx,2.549718748
SoftWorx,1.563212893
SoftWorx,1.678502339
SoftWorx,1.268469005
SoftWorx,3.527063137
SoftWorx,1.252143021
SoftWorx,2.46251677
SoftWorx,3.027417062
SoftWorx,3.521034747
SoftWorx,3.002007734
SoftWorx,3.107778122
SoftWorx,3.366356614
SoftWorx,2.941287207
SoftWorx,3.007919914
SoftWorx,2.901298416
SoftWorx,3.175109157
SoftWorx,1.174956098
SoftWorx,3.748234031
SoftWorx,2.8752805
SoftWorx,2.491780091
SoftWorx,3.142945454
SoftWorx,1.941853663
SoftWorx,1.585673938
SoftWorx,2.964325432
SoftWorx,2.910360675
SoftWorx,2.185642216
SoftWorx,1.313192072
SoftWorx,2.549506131
SoftWorx,2.763624541
SoftWorx,0.069285624
SoftWorx,1.718003936
SoftWorx,1.538033313
SoftWorx,2.250315538
SoftWorx,2.236443048
SoftWorx,3.187607827
SoftWorx,3.014408072
SoftWorx,2.878739803
SoftWorx,2.227617046
SoftWorx,2.212679541
SoftWorx,2.016714532
SoftWorx,3.577929601
SoftWorx,4.023521452
SoftWorx,2.687582364
SoftWorx,3.088999601
SoftWorx,2.577203094
SoftWorx,2.091010946
SoftWorx,3.462777685
SoftWorx,1.541011022
SoftWorx,3.291749307
SoftWorx,2.785769153
SoftWorx,2.33132123
SoftWorx,2.277315157
SoftWorx,1.372487503
SoftWorx,2.45316113
SoftWorx,2.118343522
SoftWorx,2.587349199
SoftWorx,1.671326766
SoftWorx,2.54152918
SoftWorx,2.005828453
SoftWorx,2.777763536
SoftWorx,2.683429251
SoftWorx,3.068518915
SoftWorx,2.002113529
SoftWorx,4.676423848
SoftWorx,2.828370394
SoftWorx,2.551965938
SoftWorx,2.800770492
SoftWorx,3.329690268
SoftWorx,1.282271013
SoftWorx,1.525656968
SoftWorx,3.983727315
SoftWorx,3.617816824
SoftWorx,1.221909943
SoftWorx,3.27200504
SoftWorx,2.002525899
SoftWorx,2.234269353
SoftWorx,3.588793542
SoftWorx,1.931591716
SoftWorx,3.649357641
SoftWorx,1.959548105
SoftWorx,2.868045412
SoftWorx,2.12102362
SoftWorx,3.51172377
SoftWorx,4.071416032
SoftWorx,1.679581515
SoftWorx,1.6829761
SoftWorx,3.965250117
SoftWorx,4.167748184
SoftWorx,3.768006129
SoftWorx,2.257428434
SoftWorx,1.853438811
SoftWorx,3.66980419
SoftWorx,2.441668077
SoftWorx,1.893776223
SoftWorx,3.848319864
SoftWorx,2.124364412
SoftWorx,1.84786215
SoftWorx,1.757106987
SoftWorx,3.328512103
SoftWorx,3.367683428
SoftWorx,1.672212665
SoftWorx,2.112596655
SoftWorx,2.442871513
SoftWorx,3.779148139
SoftWorx,1.86750023
SoftWorx,1.839955667
SoftWorx,1.319885924
SoftWorx,2.745776143
SoftWorx,2.569532358
SoftWorx,3.112356934
SoftWorx,3.386442888
SoftWorx,1.965517447
SoftWorx,1.989574286
SoftWorx,2.6043549
SoftWorx,3.320437619
SoftWorx,3.358382761
SoftWorx,2.53498867
SoftWorx,2.580628483
SoftWorx,2.758633987
SoftWorx,1.914044445
SoftWorx,2.651464116
SoftWorx,1.791987591
SoftWorx,1.814219915
SoftWorx,2.225242784
SoftWorx,1.813482895
SoftWorx,2.424431323
SoftWorx,2.504388359
SoftWorx,1.149790524
SoftWorx,2.898309685
SoftWorx,1.608944802
SoftWorx,2.474051284
SoftWorx,2.093174648
SoftWorx,2.130141273
SoftWorx,2.764393741
SoftWorx,2.254635847
SoftWorx,1.339034765
SoftWorx,1.994589149
SoftWorx,1.241551544
SoftWorx,3.015927329
SoftWorx,2.253561238
SoftWorx,2.515730858
SoftWorx,3.421836142
SoftWorx,3.011257423
SoftWorx,3.114394387
SoftWorx,3.414939299
SoftWorx,3.015263503
SoftWorx,2.579843205
SoftWorx,2.592977169
SoftWorx,2.178932282
SoftWorx,2.869242504
SoftWorx,2.478349079
SoftWorx,2.385488309
SoftWorx,1.520463234
SoftWorx,2.544017282
SoftWorx,2.910180238
SoftWorx,4.524636658
SoftWorx,3.476630348
SoftWorx,2.884018359
SoftWorx,2.961723846
SoftWorx,2.982665983
SoftWorx,3.404774809
SoftWorx,1.197960046
SoftWorx,2.829523985
SoftWorx,2.66961905
SoftWorx,1.827173442
SoftWorx,2.102007859
SoftWorx,2.278954154
SoftWorx,2.452669528
SoftWorx,1.75226695
SoftWorx,2.123175191
SoftWorx,1.891248133
SoftWorx,2.774989623
SoftWorx,0.709084047
SoftWorx,3.023031103
SoftWorx,2.899225183
SoftWorx,2.745881518
SoftWorx,2.038185567
SoftWorx,2.519558575
SoftWorx,2.841433519
SoftWorx,3.183145626
SoftWorx,3.416045714
SoftWorx,2.919349438
SoftWorx,2.683914896
SoftWorx,3.092156288
SoftWorx,3.035641556
SoftWorx,2.152495611
SoftWorx,2.522332439
SoftWorx,2.352613153
SoftWorx,4.928961896
SoftWorx,2.878641294
SoftWorx,2.233817153
SoftWorx,2.619662558
SoftWorx,2.18426936
SoftWorx,4.138763471
SoftWorx,4.665094397
SoftWorx,3.674228377
SoftWorx,5.063482444
SoftWorx,2.505575457
SoftWorx,1.377854186
SoftWorx,1.946979804
SoftWorx,2.703786897
SoftWorx,2.453888743
SoftWorx,2.7797014
SoftWorx,1.555438178
SoftWorx,1.523662248
SoftWorx,2.207151209
SoftWorx,3.717903517
SoftWorx,3.107322942
SoftWorx,2.935006276
SoftWorx,3.650832198
SoftWorx,3.110382834
SoftWorx,2.456667736
