,Width_GT,Length_GT,SurfaceArea_GT,Volume_GT,Width_Omni,Length_Omni,SurfaceArea_Omni,Volume_Omni
719,0.8313665626465736,2.099716886624325,6.197734784937158,1.1804239988789382,0.8668116968036016,1.9811403323063121,6.702137284549904,1.2912184597604306
720,0.9278138144062995,2.609321432629322,8.249434922593423,1.7265760275343365,0.9502966546096447,2.8621322401141707,8.78873915789574,1.9140473351611433
721,0.8731771732759783,4.35009473366577,10.623155838363857,2.2162596473432385,0.9360168630637705,3.9890162135580334,11.362974526519501,2.4656465064125985
722,0.8298177914801687,3.771703536239179,10.728148917449055,2.0939053233598024,0.8682196645054732,3.9482644643011393,11.15492851155387,2.3020755705179243
723,0.6697655905120637,3.0689282894959575,6.20193117228015,0.9637639113514733,0.7247069004628033,3.0934463137881174,6.508058787559911,1.0963159823597566
724,0.8163009165184937,5.567995373647201,14.316896613579123,2.908423722231753,0.8361886461796533,5.501694056382465,14.807172344029631,3.033918198006931
725,0.9405141865934529,3.6693465467597077,12.257636551378319,2.6876015322797167,0.9730149763793002,3.5746655233745646,12.862765954330497,2.9023674854068524
726,0.7825502726599805,2.319050732322221,6.329784089169623,1.1466290545429074,0.8504746674494956,2.3259629927773022,7.158632972116597,1.3797777462976915
727,0.8484953414467484,3.1996866450957966,7.569509653628644,1.5249897958117828,0.9183907688164792,2.903873470676011,8.232371390276043,1.7019960509275962
728,0.8299036971753279,4.220541180212976,11.755217415088934,2.3202593489503536,0.8727093514327089,4.124785165179172,12.367639337568558,2.537620112082589
729,0.8870509758260743,4.811775009478802,12.04224285069833,2.546208840553746,0.9393722509145622,4.727674117214359,12.96598626059598,2.8722588947753644
730,0.9153559150025233,5.491218369194571,14.759165582618946,3.194027184766225,0.962005908652519,5.531942609681592,15.832384690537273,3.5936727344043655
731,0.8894779313304306,3.027871305994183,8.21644618797153,1.7102477087445942,0.9546016745970988,2.6037011152610408,8.65061304597282,1.8426836393222117
732,0.976930691882754,2.034760614201331,6.506965422875792,1.3735825807512532,0.9970564428243573,1.7677946757963403,6.527857203673009,1.3755196015962643
733,0.8671793327068434,2.1658714530411762,6.727157682035518,1.3448718172775054,0.9433268224779874,2.0203075462362077,7.436377908109974,1.558274894714548
734,0.6324012525868906,3.100286926513976,6.264904363319949,0.940730206679127,0.6540660115983856,3.04737187517386,6.480956625777396,1.003984577481614
735,0.8549318757122824,2.185972370140075,5.41828617265715,1.052495763714805,0.962545424595472,1.892490963826164,6.412995566410825,1.3229900231054386
736,0.888479583401965,2.586256597637338,8.252497595644114,1.6533270559673832,0.9250764698336518,2.6098652100731212,8.25329487203935,1.7156466103739987
737,0.8494947531309281,2.2946451508163106,6.893544699146031,1.3446655061487962,0.8914637851677908,2.087570410825239,7.516824491347841,1.4923420273872607
738,0.9441104747902428,3.7264729320195844,9.668753375558445,2.1299167634267033,0.99914503566541,3.4273398810406848,10.21996321581429,2.3165292112284805
739,0.88443293344052,2.9499261723718777,8.972039910297779,1.8433535531387035,0.9370630042176469,2.7057787470956307,9.684928468349039,2.0645329593088433
740,0.8824637327301097,3.0239467312405677,8.52036215651022,1.7499675771469554,0.9088293606170582,2.814270628945477,8.878774931650108,1.8342694086636901
741,0.9320979352349975,4.047446690055773,12.50935159755223,2.712596572057854,0.9784620352856735,4.074375179050671,13.103056926914972,2.9936806886396963
742,0.8996708544243203,2.548606437020833,7.4353902721212,1.49599371227434,0.9513261108463633,2.5256214979091887,8.050001373374949,1.7038357396344213
743,0.9195520628305276,2.0370831633455357,6.515459600629098,1.328357867918963,0.9943362753330625,1.8010591574008097,7.120782144777975,1.5189279764132178
744,0.9100236225666924,3.3118716533795576,8.867287351841918,1.8544206288830491,0.9491951926885362,3.374338790880378,9.435045341791437,2.110722744905487
745,0.6735034809239308,1.6741099506673058,3.8718004036112674,0.6184015138536838,0.7340774817765264,1.6808029384881067,4.3456005158302675,0.7148231808022585
746,0.8683141674237375,2.2605361903668832,7.718377379279409,1.5172029028314684,0.8897271883071067,2.3796691058580057,8.14305836597715,1.6405909885580736
747,0.8750215818677946,2.4007309999226254,7.708420972963194,1.5508103013823984,0.8796751204739652,2.46400953689072,7.8227423572970665,1.5841637669627358
748,0.9374429857361046,2.4553331457231864,7.391155616993745,1.5592567123173633,0.9796296135809609,2.5198253332231877,7.846057272247094,1.732009497359962
749,0.9023293761109668,3.912915138573452,10.633351236260184,2.2254523628768657,0.9330695007480513,3.877189506024386,10.887157615462694,2.3438399017411173
750,0.8632198806804582,2.764340254309155,8.22740580641473,1.6448379158557467,0.9130990908571318,2.556173390791592,8.879520895492124,1.8306477184877754
751,0.948268879246298,3.94788187515964,12.17398876009581,2.7850992390261458,0.9969253791329499,3.5891003015314853,12.820628639188907,2.9576310603096667
752,0.888622951114154,3.684390000222637,10.060535667990344,2.092415440296452,0.9312500312915175,3.684685588468259,10.490731698262044,2.2803667572734674
753,0.8681308266383014,3.8696257532273752,11.82751122528373,2.40616944894777,0.8794289736181871,4.170650079968196,11.949586049853762,2.4998605323715855
754,0.9449948697422315,2.4239265675090618,7.052830205068332,1.5053718214567298,1.0107688666663253,2.0360196606706507,7.534054847147245,1.6467496819265017
755,0.9966108114282574,2.5315134858363946,8.026895487901315,1.7589022896785438,0.9992246188045996,2.5315134858363946,8.04225327199443,1.76648655829017
756,0.6322445117345934,1.8956791374699462,3.4559306746041427,0.4916250979406384,0.6789595285987547,1.8974440571894935,3.8106219460849045,0.5917373089922614
757,0.8339321816943399,4.131744242777303,11.778950295706789,2.324440536701365,0.8696615048974459,4.230970794964518,12.382995099507076,2.5588911462977024
758,0.9300977164825847,2.0635654676058883,6.515780655662009,1.334682161755778,0.9591348411003646,2.040500632613904,6.933283496694946,1.4552533880414962
759,0.8779451453843885,3.077373808699785,8.482826542963956,1.7347990399237028,0.9359144777669905,2.9293805558564916,9.059382168002246,1.933697604327199
760,0.8791287893689194,3.840965940600839,10.39924714734373,2.136503823313363,0.9145866141416636,3.665946340343922,10.904730125284724,2.299277771787543
761,0.9384474327923107,2.3904168818236795,7.848730919312885,1.6432454647201873,0.9707350266177875,2.4332327994911997,8.634685973081716,1.8648619130166482
762,0.9020111353883128,2.110789789293852,6.546519243003549,1.291281963038706,0.9341909700070826,2.059836425999527,6.8778996895380855,1.3931720032956763
