,Metric,Chain,Slope,Intercept,Sigma
365,Width,0,0.9880058050095655,-0.03261445093543835,0.024562561088693823
366,Width,0,0.9864827204522438,-0.03113977279619567,0.02416653781215736
367,Width,0,0.9862273448608376,-0.02950411443971198,0.023996969548135395
368,Width,0,0.9832087729236484,-0.0292886986058042,0.02382013653193902
369,Width,0,0.9887867363155359,-0.03239612059043029,0.024616979888389887
370,Width,0,0.9882462738413191,-0.03235824704783413,0.024643983189123055
371,Width,0,0.9928536393229767,-0.03635470159379557,0.024031622249738087
372,Width,0,0.9912545595357813,-0.035257755444544986,0.02374102030585485
373,Width,0,0.9902947316871424,-0.03338505958949696,0.023722476109968308
374,Width,0,0.9895876369191287,-0.03422822024469845,0.023672208971862084
375,Width,0,0.9803066851120101,-0.0247488703371575,0.024717673911456458
376,Width,0,0.9975211426567253,-0.040388905702235675,0.02453031641388093
377,Width,0,0.9881486816917486,-0.031594825906851726,0.024559349640931982
378,Width,0,0.9811305621669584,-0.0256531593570243,0.02381036649089654
379,Width,0,0.9860396861439724,-0.02922116582462917,0.024624813263022825
380,Width,0,0.9905974234321631,-0.03473797814951676,0.024812772035636216
381,Width,0,0.9781747130638202,-0.02409646472555983,0.02314017540638152
382,Width,0,0.9781747130638202,-0.02409646472555983,0.02314017540638152
383,Width,0,0.9977737818742521,-0.039221311068003195,0.02465840692266873
384,Width,0,0.9972827082600786,-0.040452658874993414,0.024788473759356187
385,Width,0,0.9998859689797714,-0.042823584909945374,0.024471912578252875
386,Width,0,0.9994048614811202,-0.04265848092189925,0.024431741936734988
387,Width,0,0.9809576062876927,-0.02642974264868599,0.02359528835583637
388,Width,0,0.9858344996407893,-0.030227618790690778,0.024651118357504567
389,Width,0,0.985616770462271,-0.028028952501502013,0.024115013269827335
390,Width,0,0.9828165542991697,-0.029567070500849387,0.024030169584391827
391,Width,0,0.9793513416961804,-0.0234124414034782,0.023471962996416327
392,Width,0,0.9786805415447491,-0.02618949895877684,0.02355633302983639
